table_key,index,japanese,status,korean_target,missing_glyphs,encoded_bytes,encoded_hex,pointer_offset,string_offset
character_name,4,<N:ニ:13>ーゲン,translated_existing_bank,이가,,4,E0 BD E0 C0,0x81B5C,0x81614
character_name,5,<N:｣:11>ー<N:力:5>,preserved_v25_missing_glyph,고겐,겐,4,65 31 DD 02,0x81B60,0x81619
character_name,6,マーシャル,preserved_v25_missing_glyph,마샬,샬,5,64 31 60 D6 53,0x81B64,0x8161E
character_name,7,チョン<N:力:5>ラ,translated_existing_bank,촌가라,,6,DF 83 E0 C0 E0 A6,0x81B68,0x81624
character_name,8,,translated_existing_bank,,,0,,0x81B6C,0x804A3
character_name,9,,translated_existing_bank,,,0,,0x81B70,0x804A3
character_name,10,,translated_existing_bank,,,0,,0x81B74,0x804A3
character_name,11,ス<N:ゲ:16>ルトン,guide_safe_override,죽은 병사,,9,DF 13 E0 BF 9C E0 0E E0 A5,0x81B78,0x8162B
character_name,12,<N:ニ:13>ースト,translated_existing_bank,고스트,,6,E0 7F E0 39 E0 82,0x81B7C,0x81635
character_name,13,<N:ゾ:12>ン<N:ビ:5>,translated_existing_bank,좀비,,4,DF AB E0 53,0x81B80,0x8163C
character_name,14,<N:ク:12>リーンスラ<N:｣:11>ム,translated_existing_bank,그린 슬라임,,11,E0 29 E0 48 9C DF B6 E0 A6 DF F6,0x81B84,0x81641
character_name,15,カンジャ,translated_existing_bank,간자,,4,E0 F7 E0 E0,0x81B88,0x8164D
character_name,16,メ<N:｣:11>ジ,translated_existing_bank,메이지,,6,E0 8F E0 BD E0 A2,0x81B8C,0x81652
character_name,17,フ<N:=:12><N:｣:11>ター,translated_existing_bank,파이터,,6,DF A0 E0 BD DF E8,0x81B90,0x81659
character_name,18,破戒僧,translated_existing_bank,파계승,,6,DF A0 E0 9A E0 FF,0x81B94,0x81660
character_name,19,ジャ<N:｣:11>アントバット,translated_existing_bank,자이언트 배트,,13,E0 E0 E0 BD E0 AE E0 82 9C DF BD E0 82,0x81B98,0x81667
character_name,20,トールマスター,translated_existing_bank,돌 마스터,,9,E0 D5 9C E0 9E E0 39 DF E8,0x81B9C,0x81675
character_name,21,死神,translated_existing_bank,사신,,4,E0 A5 E0 C3,0x81BA0,0x8167F
character_name,22,エ<N:リ:12>メンタル,guide_safe_override,정령,,4,E0 EB E0 EE,0x81BA4,0x81684
character_name,23,妖樹,translated_existing_bank,요수,,4,E0 66 DF B7,0x81BA8,0x81689
character_name,24,フ<N:=:12>ンタ<N:ス:15>ム,guide_safe_override,유령,,4,E0 AD E0 EE,0x81BAC,0x8168E
character_name,25,シート<N:リ:12><N:｣:11>ク,translated_existing_bank,시드레이크,,10,E0 61 DF 41 DF D2 E0 BD E0 9D,0x81BB0,0x81693
character_name,26,マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>,guide_safe_override,거대 파리,,9,DF 87 E0 36 9C DF A0 E0 98,0x81BB4,0x8169E
character_name,27,<N:午:15>ラートッ<N:ク:12>,translated_existing_bank,킬러 도그,,9,DF 88 E0 25 9C E0 A7 E0 29,0x81BB8,0x816A8
character_name,28,<N:リ:12>ットス<N:ゲ:16>ルトン,guide_safe_override,빨간 죽은 병사,,14,DF 2F E0 F7 9C DF 13 E0 BF 9C E0 0E E0 A5,0x81BBC,0x816B2
character_name,29,フラックスカル,guide_safe_override,검은 죽은 병사,,14,DE F3 E0 BF 9C DF 13 E0 BF 9C E0 0E E0 A5,0x81BC0,0x816C1
character_name,30,<N:リ:12><N:｣:11>ス,translated_existing_bank,레이스,,6,DF D2 E0 BD E0 39,0x81BC4,0x816D0
character_name,31,<N:ク:12>ール,translated_existing_bank,구울,,4,E0 24 DF F9,0x81BC8,0x816D7
character_name,32,フリージー,translated_existing_bank,프리지,,6,DF 9F E0 98 E0 A2,0x81BCC,0x816DC
character_name,33,アシットスラ<N:｣:11>ム,translated_existing_bank,애시드 슬라임,,13,DF FE E0 61 DF 41 9C DF B6 E0 A6 DF F6,0x81BD0,0x816E3
character_name,34,アサッシン,translated_existing_bank,어새신,,6,E0 A0 DF 92 E0 C3,0x81BD4,0x816F1
character_name,35,スーパーシ<N:メ:6><N:ビ:5>,translated_existing_bank,슈퍼 좀비,,9,DE DD DF 04 9C DF AB E0 53,0x81BD8,0x816F8
character_name,36,ウ<N:｣:11>ッチクラフト,translated_existing_bank,위치 크래프트,,13,E0 69 E0 B0 9C E0 9D E0 BB DF 9F E0 82,0x81BDC,0x817F4
character_name,37,ソーサラー,translated_existing_bank,소서러,,6,E0 D9 E0 57 E0 25,0x81BE0,0x81802
character_name,38,<N:ネ:13>クロマンサー,guide_safe_override,사령 마법사,,11,E0 A5 E0 EE 9C E0 9E E0 B3 E0 A5,0x81BE4,0x81809
character_name,39,ウ<N:ｲ:6><N:ザ:8>ート,translated_existing_bank,위저드,,6,E0 69 E0 CB DF 41,0x81BE8,0x81815
character_name,40,闇法師,guide_safe_override,어두운 법사,,11,E0 A0 E0 F8 DF FA 9C E0 B3 E0 A5,0x81BEC,0x8181C
character_name,41,修験者,translated_existing_bank,수행자,,6,DF B7 E0 8B E0 E0,0x81BF0,0x81828
character_name,42,下法師,translated_existing_bank,하법사,,6,E0 C4 E0 B3 E0 A5,0x81BF4,0x8182F
character_name,43,<N:ネ:13><N:ビ:5>ュラス,guide_safe_override,연무 괴물,,9,DF 1C E0 E7 9C E0 C8 E0 4F,0x81BF8,0x81836
character_name,44,道化師,translated_existing_bank,광대,,4,DF DD E0 36,0x81BFC,0x81702
character_name,45,デス<N:ハ:12>ウント,translated_existing_bank,데스 하운드,,11,E0 31 E0 39 9C E0 C4 DF FA DF 41,0x81C00,0x81840
character_name,46,デス,translated_existing_bank,데스,,4,E0 31 E0 39,0x81C04,0x8184C
character_name,47,ウ<N:=:12>ンパ<N:｣:11>アバット,translated_existing_bank,뱀파이어 배트,,13,DF BC DF A0 E0 BD E0 A0 9C DF BD E0 82,0x81C08,0x81851
character_name,48,ソートマン,guide_safe_override,검사,,4,DE F3 E0 A5,0x81C0C,0x8185F
character_name,49,ナ<N:｣:11>トマスター,translated_existing_bank,나이트 마스터,,13,E0 99 E0 BD E0 82 9C E0 9E E0 39 DF E8,0x81C10,0x81864
character_name,50,<N:ク:12><N:リ:12>ートナ<N:｣:11>ト,translated_existing_bank,그레이트 나이트,,15,E0 29 DF D2 E0 BD E0 82 9C E0 99 E0 BD E0 82,0x81C14,0x81872
character_name,51,ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>,guide_safe_override,해로운 연기,,11,E0 88 E0 D6 DF FA 9C DF 1C E0 AC,0x81C18,0x81882
character_name,52,メデューサリ<N:ザ:8>ート,translated_existing_bank,메두사 리자드,,13,E0 8F E0 F8 E0 A5 9C E0 98 E0 E0 DF 41,0x81C1C,0x8188E
character_name,53,トラ<N:ニ:13>ンフラ<N:｣:11>,guide_safe_override,왕잠자리,,8,E0 65 DE D4 E0 E0 E0 98,0x81C20,0x8189C
character_name,54,マントラッ<N:フ:11>,guide_safe_override,식인 식물,,9,DF B5 E0 6A 9C DF B5 E0 4F,0x81C24,0x818A5
character_name,55,デスフ<N:リ:12><N:｣:11>ム,translated_existing_bank,데스 플레임,,11,E0 31 E0 39 9C DF 9E DF D2 DF F6,0x81C28,0x818AF
character_name,56,エ<N:リ:12>メンタルマスター,guide_safe_override,정령 지배자,,11,E0 EB E0 EE 9C E0 A2 DF BD E0 E0,0x81C2C,0x818BB
character_name,57,<N:｣:11>ー<N:力:5>,translated_existing_bank,이가,,4,E0 BD E0 C0,0x81C30,0x81614
character_name,58,,translated_existing_bank,,,0,,0x81C34,0x804A3
character_name,59,野生へモジー,translated_existing_bank,야생 헤모지,,11,E0 DA E0 04 9C DF 9D E0 11 E0 A2,0x81C38,0x818C7
character_name,60,<N:リ:12>ッサーデーモン,translated_existing_bank,레서 데몬,,9,DF D2 E0 57 9C E0 31 DF 37,0x81C3C,0x818D3
character_name,61,<N:ク:12><N:リ:12>ーターデーモン,translated_existing_bank,그레이터 데몬,,13,E0 29 DF D2 E0 BD DF E8 9C E0 31 DF 37,0x81C40,0x818DD
character_name,62,スタン<N:ニ:13>ー<N:リ:12>ム,guide_safe_override,바위 거인,,9,DF 6E E0 69 9C DF 87 E0 6A,0x81C44,0x818EB
character_name,63,ワ<N:｣:11>バーン,translated_existing_bank,와이번,,6,E0 64 E0 BD DE E5,0x81C48,0x818F5
character_name,64,マットバトラー,translated_existing_bank,매드 배틀러,,11,DF 38 DF 41 9C DF BD DF 06 E0 25,0x81C4C,0x818FC
character_name,65,アークデーモン,translated_existing_bank,아크 데몬,,9,E0 9C E0 9D 9C E0 31 DF 37,0x81C50,0x81908
character_name,66,フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム,guide_safe_override,불의 거인,,9,E0 0A E0 9B 9C DF 87 E0 6A,0x81C54,0x81912
character_name,67,カッパートラ<N:ニ:13>ン,guide_safe_override,구리 용,,7,E0 24 E0 98 9C E0 67,0x81C58,0x8191C
character_name,68,<N:ク:12><N:リ:12>ートサー<N:へ:4>ント,guide_safe_override,거대 뱀,,7,DF 87 E0 36 9C DF BC,0x81C5C,0x81924
character_name,69,修行僧,translated_existing_bank,수행승,,6,DF B7 E0 8B E0 FF,0x81C60,0x8192C
character_name,70,ラマダ大僧正,translated_existing_bank,라마다 대승정,,13,E0 A6 E0 9E E0 C1 9C E0 36 E0 FF E0 EB,0x81C64,0x81933
character_name,71,<N:ク:12>ラ・アピス,translated_existing_bank,그라 아비스,,11,E0 29 E0 A6 9C E0 9C E0 53 E0 39,0x81C68,0x81941
character_name,72,ニ・アピス,translated_existing_bank,니 아비스,,9,E0 35 9C E0 9C E0 53 E0 39,0x81C6C,0x8194D
character_name,73,ラリュウ<N:午:15>,translated_existing_bank,라류우키,,8,E0 A6 E0 45 E0 68 E0 7C,0x81C70,0x81957
character_name,74,<N:ヒ:5>ョウエン<N:午:15>,guide_safe_override,불 도깨비,,9,E0 0A 9C E0 A7 DF 58 E0 53,0x81C74,0x81960
character_name,75,ムル・アピス,translated_existing_bank,무르 아비스,,11,E0 E7 E0 46 9C E0 9C E0 53 E0 39,0x81C78,0x8196A
character_name,76,ラ・アピス,translated_existing_bank,라 아비스,,9,E0 A6 9C E0 9C E0 53 E0 39,0x81C7C,0x81976
character_name,77,ちょこ,translated_existing_bank,초코,,4,DF EB DF A3,0x81C80,0x81042
character_name,78,たからばこ,translated_existing_bank,보물상자,,8,E0 93 E0 4F E0 56 E0 E0,0x81C84,0x81980
character_name,79,たからばこ,translated_existing_bank,보물상자,,8,E0 93 E0 4F E0 56 E0 E0,0x81C88,0x81980
character_name,80,<N:ゲ:16>ラック,preserved_v25_missing_glyph,케락,락,5,DD 6D 57 82 4E,0x81C8C,0x81989
character_name,81,,translated_existing_bank,,,0,,0x81C90,0x804A3
character_name,82,モフリー,translated_existing_bank,모프리,,6,E0 11 DF 9F E0 98,0x81C94,0x81017
character_name,83,フウジン,translated_existing_bank,후우진,,6,DF 6C E0 68 DF 10,0x81C98,0x8101E
character_name,84,ラ<N:｣:11>ジン,translated_existing_bank,라이진,,6,E0 A6 E0 BD DF 10,0x81C9C,0x81025
character_name,85,オトン,preserved_v25_missing_glyph,오톤,톤,3,8F 95 34,0x81CA0,0x8198F
character_name,86,ちょこ,translated_existing_bank,초코,,4,DF EB DF A3,0x81CA4,0x81042
character_name,87,へモジー,translated_existing_bank,헤모지,,6,DF 9D E0 11 E0 A2,0x81CA8,0x8102C
character_name,88,炎,translated_existing_bank,불꽃,,4,E0 0A DF 99,0x81CAC,0x81993
character_name,89,,translated_existing_bank,,,0,,0x81CB0,0x804A3
character_name,90,,translated_existing_bank,,,0,,0x81CB4,0x804A3
character_name,91,,translated_existing_bank,,,0,,0x81CB8,0x804A3
character_name,92,,translated_existing_bank,,,0,,0x81CBC,0x804A3
character_name,93,,translated_existing_bank,,,0,,0x81CC0,0x804A3
character_name,94,,translated_existing_bank,,,0,,0x81CC4,0x804A3
character_name,95,,translated_existing_bank,,,0,,0x81CC8,0x804A3
character_name,96,,translated_existing_bank,,,0,,0x81CCC,0x804A3
character_name,97,,translated_existing_bank,,,0,,0x81CD0,0x804A3
character_name,98,,translated_existing_bank,,,0,,0x81CD4,0x804A3
character_name,99,,translated_existing_bank,,,0,,0x81CD8,0x804A3
character_name,100,ダークアーク,translated_existing_bank,다크 아크,,9,E0 C1 E0 9D 9C E0 9C E0 9D,0x81CDC,0x81998
character_name,101,ダークククル,translated_existing_bank,다크 쿠쿠루,,11,E0 C1 E0 9D 9C E0 7A E0 7A E0 44,0x81CE0,0x819A2
character_name,102,ダークトッシュ,translated_existing_bank,다크 토슈,,9,E0 C1 E0 9D 9C E0 7E DE DD,0x81CE4,0x819AE
character_name,103,ダークポニ,translated_existing_bank,다크 포코,,9,E0 C1 E0 9D 9C DF 02 DF A3,0x81CE8,0x819B8
character_name,104,ダーク<N:ニ:13>ーゲン,translated_existing_bank,다크 이가,,9,E0 C1 E0 9D 9C E0 BD E0 C0,0x81CEC,0x819C2
character_name,105,ダーク<N:｣:11>ー<N:力:5>,preserved_v25_missing_glyph,다크 고겐,겐,7,67 31 4E 65 31 DD 02,0x81CF0,0x819CC
character_name,106,ダークマーシャル,preserved_v25_missing_glyph,다크 마샬,샬,8,67 31 4E 64 31 60 D6 53,0x81CF4,0x819D4
character_name,107,ダークチョン<N:力:5>ラ,translated_existing_bank,다크 촌가라,,11,E0 C1 E0 9D 9C DF 83 E0 C0 E0 A6,0x81CF8,0x819DD
region_name,0,スメリア<N:空:2>港,translated_existing_bank,스메리아 공항,,13,E0 39 E0 8F E0 98 E0 9C 9C E0 C6 E0 87,0x81E38,0x819E9
region_name,1,トウウ<N:ｲ:6>ル,translated_existing_bank,토우빌,,6,E0 7E E0 68 E0 54,0x81E3C,0x819F7
region_name,2,パ<N:リ:12>ンシア城,translated_existing_bank,팔렌시아 성,,11,DF 8B DF 95 E0 61 E0 9C 9C E0 5A,0x81E40,0x819FE
region_name,3,オルカスの丘,translated_existing_bank,올카스 언덕,,10,DE D9 DF E9 E0 39 9C E0 AE 44,0x81E44,0x81A0A
region_name,4,封印の滝,translated_existing_bank,봉인의 폭포,,11,DF 93 E0 6A E0 9B 9C DE CB DF 02,0x81E48,0x81A15
region_name,5,ニル<N:卞:16>平原,translated_existing_bank,니르 평원,,9,E0 35 E0 46 9C DF 03 E0 FE,0x81E4C,0x81A21
region_name,6,カラ<N:力:5>ン平野,translated_existing_bank,카라간 평야,,11,DF E9 E0 A6 E0 F7 9C DF 03 E0 DA,0x81E50,0x81A2B
region_name,7,ク<N:｣:11>ナの丘,translated_existing_bank,쿠나 언덕,,8,E0 7A E0 99 9C E0 AE 44,0x81E54,0x81A37
region_name,8,ミルマーナ<N:空:2>港,translated_existing_bank,밀마나 공항,,11,E0 51 E0 9E E0 99 9C E0 C6 E0 87,0x81E58,0x81A40
region_name,9,首都の軍本部,translated_existing_bank,수도 군본부,,11,DF B7 E0 A7 9C E0 C5 E0 52 E0 0B,0x81E5C,0x81A4C
region_name,10,トヨー<N:ゲ:16>の森,translated_existing_bank,토요케 숲,,9,E0 7E E0 66 E0 78 9C E0 5E,0x81E60,0x81A58
region_name,11,ルワジの森,translated_existing_bank,루와지 숲,,9,E0 44 E0 64 E0 A2 9C E0 5E,0x81E64,0x81A62
region_name,12,カカラスの森,translated_existing_bank,카카라스 숲,,11,DF E9 DF E9 E0 A6 E0 39 9C E0 5E,0x81E68,0x81A6C
region_name,13,センバラの沼,translated_existing_bank,센바라 늘,,9,DE 34 DF 6E E0 A6 9C DF D7,0x81E6C,0x81A78
region_name,14,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,translated_existing_bank,그레이시누 공항,,15,E0 29 DF D2 E0 BD E0 61 E0 34 9C E0 C6 E0 87,0x81E70,0x81A82
region_name,15,ラマダ寺,translated_existing_bank,라마다사,,8,E0 A6 E0 9E E0 C1 E0 A5,0x81E74,0x81A92
region_name,16,ラマダ山,translated_existing_bank,라마다산,,8,E0 A6 E0 9E E0 C1 E0 55,0x81E78,0x81A9B
region_name,17,アララトス<N:空:2>港,translated_existing_bank,아라라토스 공항,,15,E0 9C E0 A6 E0 A6 E0 7E E0 39 9C E0 C6 E0 87,0x81E7C,0x81AA4
region_name,18,チョン<N:力:5>ラの店,translated_existing_bank,촌가라의 가게,,13,DF 83 E0 C0 E0 A6 E0 9B 9C E0 C0 E0 14,0x81E80,0x81AB4
region_name,19,遺跡ダンジョン,translated_existing_bank,유적 던전,,9,E0 AD DF F2 9C DF 69 E0 CC,0x81E84,0x81AC2
region_name,20,ア<N:г:23>ンダ高地,translated_existing_bank,아제다 고지,,11,E0 9C E0 AA E0 C1 9C E0 7F E0 A2,0x81E88,0x81ACC
region_name,21,アリバーシャ<N:空:2>港,preserved_v25_missing_glyph,아리바샤 공항,샤,10,42 6B AF 31 60 D6 DD 18 DD 4A,0x81E8C,0x81AD8
region_name,22,サリュ族の村,translated_existing_bank,사류족 마을,,11,E0 A5 E0 45 E0 CD 9C E0 9E E0 A3,0x81E90,0x81AE3
region_name,23,水の神殿,translated_existing_bank,물의 신전,,9,E0 4F E0 9B 9C E0 C3 E0 CC,0x81E94,0x81AEF
region_name,24,<N:リ:12><N:｣:11>デン遺跡,preserved_v25_missing_glyph,리덴 유적,덴,8,6F 65 81 34 DD 8F DD 9D,0x81E98,0x81AF9
region_name,25,サラ砂漠,translated_existing_bank,사라 사막,,9,E0 A5 E0 A6 9C E0 A5 DF 39,0x81E9C,0x81B02
region_name,26,<N:｣:11>シュマのいわ場,preserved_v25_missing_glyph,라슈마 암장,암,8,65 60 AB 64 1C 1B 43 89,0x81EA0,0x81B0C
region_name,27,カーデル<N:空:2>港,translated_existing_bank,카델 공항,,9,DF E9 DF 68 9C E0 C6 E0 87,0x81EA4,0x81B15
region_name,28,闘技場,translated_existing_bank,투기장,,6,E0 EF E0 AC E0 E1,0x81EA8,0x81B1F
region_name,29,クラフ島,preserved_v25_missing_glyph,클라프섬,클,5,4E 57 A6 DE 05,0x81EAC,0x81B26
location_name,0,,translated_existing_bank,,,0,,0x82170,0x804A3
location_name,1,山頂の社,translated_existing_bank,산정의 사당,,11,E0 55 E0 EB E0 9B 9C E0 A5 DF 47,0x82174,0x81B2C
location_name,2,アークの家,translated_existing_bank,아크의 집,,9,E0 9C E0 9D E0 9B 9C E0 D2,0x82178,0x81B38
location_name,3,精霊の山,translated_existing_bank,정령의 산,,9,E0 EB E0 EE E0 9B 9C E0 55,0x8217C,0x81B42
location_name,4,村の門,translated_existing_bank,마을 입구,,9,E0 9E E0 A3 9C E0 C9 E0 24,0x82180,0x81CFC
location_name,5,精霊の山,translated_existing_bank,정령의 산,,9,E0 EB E0 EE E0 9B 9C E0 55,0x82184,0x81B42
location_name,6,パ<N:リ:12>ンシア城,translated_existing_bank,팔렌시아 성,,11,DF 8B DF 95 E0 61 E0 9C 9C E0 5A,0x82188,0x819FE
location_name,7,謁見の聞,guide_safe_override,왕의 방,,7,E0 65 E0 9B 9C E0 0F,0x8218C,0x81D06
location_name,8,スメリア<N:空:2>港,translated_existing_bank,스메리아 공항,,13,E0 39 E0 8F E0 98 E0 9C 9C E0 C6 E0 87,0x82190,0x819E9
location_name,9,パ<N:リ:12>ンシアを見おろす丘,translated_existing_bank,팔렌시아 전망대,,15,DF 8B DF 95 E0 61 E0 9C 9C E0 CC E0 4A E0 36,0x82194,0x81D0E
location_name,10,大臣の部屋,translated_existing_bank,대신의 방,,9,E0 36 E0 C3 E0 9B 9C E0 0F,0x82198,0x81D1E
location_name,11,ミルマーナ<N:空:2>港,translated_existing_bank,밀마나 공항,,11,E0 51 E0 9E E0 99 9C E0 C6 E0 87,0x8219C,0x81A40
location_name,12,ミルマーナ軍本部,translated_existing_bank,밀마나 군본부,,13,E0 51 E0 9E E0 99 9C E0 C5 E0 52 E0 0B,0x821A0,0x81D28
location_name,13,将軍の部屋,translated_existing_bank,장군의 방,,9,E0 E1 E0 C5 E0 9B 9C E0 0F,0x821A4,0x81D36
location_name,14,トヨー<N:ゲ:16>の森,translated_existing_bank,토요케 숲,,9,E0 7E E0 66 E0 78 9C E0 5E,0x821A8,0x81A58
location_name,15,パ<N:リ:12>ンシア城地下倉庫,guide_safe_override,팔렌시아 지하 보관소,,20,DF 8B DF 95 E0 61 E0 9C 9C E0 A2 E0 C4 9C E0 93 E0 F3 E0 D9,0x821AC,0x81D40
location_name,16,パ<N:リ:12>ンシア城地下<N:牢:2>,translated_existing_bank,팔렌시아 지하감옥,,17,DF 8B DF 95 E0 61 E0 9C 9C E0 A2 E0 C4 E0 01 DF 19,0x821B0,0x81D55
location_name,17,オルカスの丘,translated_existing_bank,올카스 언덕,,10,DE D9 DF E9 E0 39 9C E0 AE 44,0x821B4,0x81A0A
location_name,18,幻界,guide_safe_override,이계,,4,E0 BD E0 9A,0x821B8,0x81D67
location_name,19,アララトス<N:空:2>港,translated_existing_bank,아라라토스 공항,,15,E0 9C E0 A6 E0 A6 E0 7E E0 39 9C E0 C6 E0 87,0x821BC,0x81AA4
location_name,20,チョン<N:力:5>ラの店,translated_existing_bank,촌가라의 가게,,13,DF 83 E0 C0 E0 A6 E0 9B 9C E0 C0 E0 14,0x821C0,0x81AB4
location_name,21,ア<N:г:23>ンダ高地洞<N:窟:10>,translated_existing_bank,아제다 고지 동굴,,16,E0 9C E0 AA E0 C1 9C E0 7F E0 A2 9C E0 94 DF DC,0x821C4,0x81D6C
location_name,22,ア<N:г:23>ンダ高地外,translated_existing_bank,아제다 고지 외부,,16,E0 9C E0 AA E0 C1 9C E0 7F E0 A2 9C DF 5E E0 0B,0x821C8,0x81D7D
location_name,23,遺跡ダンジョン,translated_existing_bank,유적 던전,,9,E0 AD DF F2 9C DF 69 E0 CC,0x821CC,0x81AC2
location_name,24,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,translated_existing_bank,그레이시누 공항,,15,E0 29 DF D2 E0 BD E0 61 E0 34 9C E0 C6 E0 87,0x821D0,0x81A82
location_name,25,ラマダ寺道場,translated_existing_bank,라마다사 도장,,13,E0 A6 E0 9E E0 C1 E0 A5 9C E0 A7 E0 E1,0x821D4,0x81D8E
location_name,26,ラマダ寺僧正の部屋,translated_existing_bank,라마다사 승정의 방,,18,E0 A6 E0 9E E0 C1 E0 A5 9C E0 FF E0 EB E0 9B 9C E0 0F,0x821D8,0x81D9C
location_name,27,ラマダ山頂,translated_existing_bank,라마다산 정상,,13,E0 A6 E0 9E E0 C1 E0 55 9C E0 EB E0 56,0x821DC,0x81DAF
location_name,28,ラマダ寺,translated_existing_bank,라마다사,,8,E0 A6 E0 9E E0 C1 E0 A5,0x821E0,0x81A92
location_name,29,カーデル<N:空:2>港,translated_existing_bank,카델 공항,,9,DF E9 DF 68 9C E0 C6 E0 87,0x821E4,0x81B15
location_name,30,ニロシアムひかえ室,preserved_v25_missing_glyph,니로시암 대기실,암,10,D1 A2 60 42 D8 7D 20 46 DE DF,0x821E8,0x81DBD
location_name,31,ニロシアムぶたい,preserved_v25_missing_glyph,니로시암 무대,암,8,D1 A2 60 42 D8 CA 1F 1B,0x821EC,0x81DC8
location_name,32,アリバーシャ<N:空:2>港,preserved_v25_missing_glyph,아리바샤 공항,샤,10,42 6B AF 31 60 D6 DD 18 DD 4A,0x821F0,0x81AD8
location_name,33,サリュ族の村,translated_existing_bank,사류족 마을,,11,E0 A5 E0 45 E0 CD 9C E0 9E E0 A3,0x821F4,0x81AE3
location_name,34,水の神殿,translated_existing_bank,물의 신전,,9,E0 4F E0 9B 9C E0 C3 E0 CC,0x821F8,0x81AEF
location_name,35,地下エ<N:リ:12>ベータ,guide_safe_override,지하 승강기,,11,E0 A2 E0 C4 9C E0 FF E0 F2 E0 AC,0x821FC,0x81DD1
location_name,36,地下バ<N:｣:11>オ<N:研:23><N:究:1>室,translated_existing_bank,지하 바이오 연구실,,18,E0 A2 E0 C4 9C DF 6E E0 BD E0 62 9C DF 1C E0 24 DF 26,0x82200,0x81DDD
location_name,37,パ<N:リ:12>ンシア<N:街:4>頭,translated_existing_bank,팔렌시아 시가지,,15,DF 8B DF 95 E0 61 E0 9C 9C E0 61 E0 C0 E0 A2,0x82204,0x81DF0
location_name,38,聖柩封印の滝外,translated_existing_bank,성관 봉인의 폭포 외부,,21,E0 5A E0 F3 9C DF 93 E0 6A E0 9B 9C DE CB DF 02 9C DF 5E E0 0B,0x82208,0x81E00
location_name,39,聖柩封印の滝内,translated_existing_bank,성관 봉인의 폭포 내부,,21,E0 5A E0 F3 9C DF 93 E0 6A E0 9B 9C DE CB DF 02 9C DF 97 E0 0B,0x8220C,0x81E16
location_name,40,トウウ<N:ｲ:6>ルがん<N:ヘ:5>き,guide_safe_override,토우빌 바위산,,13,E0 7E E0 68 E0 54 9C DF 6E E0 69 E0 55,0x82210,0x81F04
location_name,41,うみベの飛<N:空:2>挺,translated_existing_bank,해변의 비행선,,13,E0 88 DE 3C E0 9B 9C E0 53 E0 8B E0 58,0x82214,0x81F12
location_name,42,ニル<N:卞:16>平原,translated_existing_bank,니르 평원,,9,E0 35 E0 46 9C DF 03 E0 FE,0x82218,0x81A21
location_name,43,カラ<N:力:5>ン平野,translated_existing_bank,카라간 평야,,11,DF E9 E0 A6 E0 F7 9C DF 03 E0 DA,0x8221C,0x81A2B
location_name,44,ク<N:｣:11>ナの丘,translated_existing_bank,쿠나 언덕,,8,E0 7A E0 99 9C E0 AE 44,0x82220,0x81A37
location_name,45,ルワジの森,translated_existing_bank,루와지 숲,,9,E0 44 E0 64 E0 A2 9C E0 5E,0x82224,0x81A62
location_name,46,カカラスの森,translated_existing_bank,카카라스 숲,,11,DF E9 DF E9 E0 A6 E0 39 9C E0 5E,0x82228,0x81A6C
location_name,47,センバラの沼,translated_existing_bank,센바라 늘,,9,DE 34 DF 6E E0 A6 9C DF D7,0x8222C,0x81A78
location_name,48,<N:リ:12><N:｣:11>デン遺跡,preserved_v25_missing_glyph,리덴 유적,덴,8,6F 65 81 34 DD 8F DD 9D,0x82230,0x81AF9
location_name,49,サラ砂漠,translated_existing_bank,사라 사막,,9,E0 A5 E0 A6 9C E0 A5 DF 39,0x82234,0x81B02
location_name,50,<N:｣:11>シュマのいわ場,preserved_v25_missing_glyph,라슈마 암장,암,8,65 60 AB 64 1C 1B 43 89,0x82238,0x81B0C
location_name,51,ニロシアム闘技場,preserved_v25_missing_glyph,니로시암 투기장,암,9,D1 A2 60 42 D8 93 DD 4C 89,0x8223C,0x81E2C
location_name,52,ラマダ寺道場,translated_existing_bank,라마다사 도장,,13,E0 A6 E0 9E E0 C1 E0 A5 9C E0 A7 E0 E1,0x82240,0x81D8E
location_name,53,クラーフ島<N:空:2>港,preserved_v25_missing_glyph,클라프섬 공항,클,10,4E 57 31 A6 DE 05 DD 18 DD 4A,0x82244,0x81F20
location_name,54,クラーフとう最上階,guide_safe_override,탑 꼭대기,,9,DE 94 9C DE F1 E0 36 E0 AC,0x82248,0x81F2B
