source file,offset,japanese,korean,source of the translation (existing / new)
6/S6012.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6012.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,,
6/S6012.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,,
6/S6012.DAT,0x47D3C,精。ンを？らわた,,
6/S6012.DAT,0x47D5A,<CTRL:E5>！値ひれ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！場ふ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！年 が精ん<CTRL:E6><CTRL:00><CTRL:E5>！もー出っん<CTRL:E6>,,
6/S6012.DAT,0x47DB2,よとすをゃで王ン,,
6/S6012.DAT,0x47DD4,<CTRL:E5>！じ者ひれ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！運き臣まぼ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！フダレねま負話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6012.DAT,0x47E2C,<CTRL:E5>！れどどめじ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！れひ<G:276>まねニ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！必ま直き話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6012.DAT,0x47E86,<CTRL:E5>！はどま受金話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6012.DAT,0x47FA0,なんだか、おつかないなっ。,,
6/S6012.DAT,0x47FE2,"なーに
どこにでも味方はおるもんじゃよ",,
6/S6012.DAT,0x48032,じゃ、おじいさんの言う古の魂の仲聞が拳法使いの中にいるの？,,
6/S6012.DAT,0x48090,"それはどうじゃろうな。
<CTRL:E4>よふふつ、ふふつ、ふふつ。",,
6/S6012.DAT,0x480F2,"このつぼオヤジさえ
魂の仲聞だつていつてるんだ、
じじいの言つてるこも
あてになんねえな。",,
6/S6012.DAT,0x4815E,つぼオヤジとはわしのこか！？,,
6/S6012.DAT,0x481A6,なんだっ、やるんかこらっ！,,
6/S6012.DAT,0x48214,"とにかく、
<CTRL:E4>よその寺に行つてみよう。",,
6/S6013.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,,
6/S6013.DAT,0x47870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,,
6/S6013.DAT,0x478EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,,
6/S6013.DAT,0x4794C,"石<CTRL:00>え！攻'！<CTRL:00>%<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>な<CTRL:00>石<CTRL:00>グ（/<CTRL:FF>！<CTRL:00>,<CTRL:00>#<CTRL:00>の<CTRL:00>石<CTRL:00>グ（見！！<CTRL:00>,<CTRL:00>#<CTRL:00>し<CTRL:00>石<CTRL:00>か'<G:989>！<CTRL:00>,<CTRL:00>#<CTRL:00>4<CTRL:00>石",,
6/S6013.DAT,0x479A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,,
6/S6013.DAT,0x479DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",,
6/S6013.DAT,0x47A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6013.DAT,0x47A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6013.DAT,0x47A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6013.DAT,0x47AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,,
6/S6013.DAT,0x47AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,,
6/S6013.DAT,0x47D3C,精。ンを？らわた,,
6/S6013.DAT,0x47D5A,<CTRL:E5>！値ひれ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！場ふ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！年 が精ん<CTRL:E6><CTRL:00><CTRL:E5>！もー出っん<CTRL:E6>,,
6/S6013.DAT,0x47DB2,よとすをゃで王ン,,
6/S6013.DAT,0x47DD4,<CTRL:E5>！じ者ひれ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！運き臣まぼ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！フダレねま負話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6013.DAT,0x47E2C,<CTRL:E5>！れどどめじ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！れひ<G:276>まねニ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！必ま直き話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6013.DAT,0x47E86,<CTRL:E5>！はどま受金話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6013.DAT,0x47FE8,"チョピン 
出発なさいますか？",,
6/S6013.DAT,0x48030,"<CTRL:E5>""出発する
<CTRL:E5>""出発しない",|출발|그만,existing
6/S6013.DAT,0x4807E,"チョピン 
では、お乗り下さい。",,
6/S6013.DAT,0x480E0,"やつと、魂でつながつた戦士が
4人そろつたわけじゃ。",,
6/S6013.DAT,0x4813E,何じゃ？,,
6/S6013.DAT,0x48176,何も言つてねーじゃねえか！,,
6/S6013.DAT,0x481C6,ゴーゲン、次の目的地は？,,
6/S6013.DAT,0x4822C,石は次の石に我々を導く・・。<CTRL:E4>よ,,
6/S6013.DAT,0x48290,"地の石 
<CTRL:E4>よ・・・西<CTRL:E4>4方<CTRL:E4>4の<CTRL:E4>よ・カー<CTRL:E4>4デ<CTRL:E4>4ルの<CTRL:E4>よ・地に
<CTRL:E4>よ・封<CTRL:E4>4じ<CTRL:E4>よ込<CTRL:E4>4め<CTRL:E4>4ら<CTRL:E4>4れ<CTRL:E4>4し<CTRL:E4>よ・<CTRL:E4>4風の<CTRL:E4>よ力<CTRL:E4>よ。",,
6/S6013.DAT,0x4834E,"カーデルなら、<G:662>年武闘大会があつて、そこの<G:579><G:517>が
z風のオーフyというものだつたように記<G:724>しておるが？",,
6/S6013.DAT,0x483BE,"z風のオーフy？古のものではないな・・・。
<CTRL:E4>よ聞いたことがない。",,
6/S6013.DAT,0x48424,よし、とにかくその武闘大会に行つてみよう。,,
6/S6013.DAT,0x484A4,"ラマダ僧 
以後、寺は修行の場として
<G:796>く<G:443>放してゆくつもりです。",,
6/S6013.DAT,0x48500,"ラマダ僧 
機会があつたならば、
ぜひお立ちより下さい。",,
6/S6013.DAT,0x485A2,"チョピン 
いつでも整備してお待ちしております。",,
6/S6014.DAT,0x4682E,る<CTRL:00>し<CTRL:00>%,,
6/S6014.DAT,0x46870,ふ！'<CTRL:00>4<CTRL:00>ふ！'<CTRL:00>の<CTRL:00>ふ！'<CTRL:00>な<CTRL:00>ふ！'<CTRL:00>し<CTRL:00>ふ！&<CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,,
6/S6014.DAT,0x468EC,一！&<CTRL:00>4<CTRL:00>一！&<CTRL:00>の<CTRL:00>一！&<CTRL:00>な<CTRL:00>一！&<CTRL:00>し<CTRL:00>一！て,,
6/S6014.DAT,0x4694C,"石<CTRL:00>え！攻'！<CTRL:00>%<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>な<CTRL:00>石<CTRL:00>グ（/<CTRL:FF>！<CTRL:00>,<CTRL:00>#<CTRL:00>の<CTRL:00>石<CTRL:00>グ（見！！<CTRL:00>,<CTRL:00>#<CTRL:00>し<CTRL:00>石<CTRL:00>か'<G:989>！<CTRL:00>,<CTRL:00>#<CTRL:00>4<CTRL:00>石",,
6/S6014.DAT,0x469A2,石<CTRL:00>え！攻'！<CTRL:00>#<CTRL:00>に<CTRL:00>先*<CTRL:00><CTRL:FF><CTRL:FF>4<CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00>#<CTRL:00>9<CTRL:00>石,,
6/S6014.DAT,0x469DC,"<CTRL:00><CTRL:FF>0<CTRL:00>9<CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00>4<CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>""<CTRL:00>で！て",,
6/S6014.DAT,0x46A2C,"敵 &<CTRL:00>4<CTRL:00>敵 &<CTRL:00>の<CTRL:00>敵 &<CTRL:00>な<CTRL:00>敵 &<CTRL:00>し<CTRL:00>敵 う<CTRL:00>'<CTRL:00>6<CTRL:00>ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6014.DAT,0x46A4C,"ど！'<CTRL:00>4<CTRL:00>じ！'<CTRL:00>の<CTRL:00>マ！'<CTRL:00>な<CTRL:00>タ！'<CTRL:00>し<CTRL:00>シ！う<CTRL:00>'<CTRL:00>6<CTRL:00>出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6014.DAT,0x46A6C,"出！'<CTRL:00>4<CTRL:00>ね！'<CTRL:00>の<CTRL:00>下！'<CTRL:00>な<CTRL:00>何！'<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>""<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>""<CTRL:00>2！に<CTRL:00>ろ て",,
6/S6014.DAT,0x46AC0,z！'<CTRL:00>4<CTRL:00>霊！う<CTRL:00> <CTRL:00>！<CTRL:00><CTRL:FC>  <CTRL:00>#<CTRL:00><CTRL:FC> ,,
6/S6014.DAT,0x46AE6,て！&<CTRL:00>4<CTRL:00>て！&<CTRL:00>の<CTRL:00>て！&<CTRL:00>な<CTRL:00>て！&<CTRL:00>し<CTRL:00>て！う,,
6/S6014.DAT,0x46D3C,精。ンを？らわた,,
6/S6014.DAT,0x46D5A,<CTRL:E5>！値ひれ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！場ふ<G:544>投ミベ<CTRL:E6><CTRL:00><CTRL:E5>！年 が精ん<CTRL:E6><CTRL:00><CTRL:E5>！もー出っん<CTRL:E6>,,
6/S6014.DAT,0x46DB2,よとすをゃで王ン,,
6/S6014.DAT,0x46DD4,<CTRL:E5>！じ者ひれ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！運き臣まぼ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！フダレねま負話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6014.DAT,0x46E2C,<CTRL:E5>！れどどめじ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！れひ<G:276>まねニ話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！必ま直き話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6014.DAT,0x46E86,<CTRL:E5>！はどま受金話<G:243><CTRL:E6><CTRL:00><CTRL:E5>！解い<G:768>ま火<CTRL:E6>,,
6/S6014.DAT,0x475F0,"チョピン 
出発なさいますか？",,
6/S6014.DAT,0x47638,"<CTRL:E5>""出発する
<CTRL:E5>""出発しない",|출발|그만,existing
6/S6014.DAT,0x47686,"チョピン 
では、こちらへ",,
6/S6014.DAT,0x477A4,"チョピン 
いつでも整備してお待ちしております。",,
6/S6014.DAT,0x47902,"チョピン 
出発なさいますか？",,
6/S6014.DAT,0x4794A,"<CTRL:E5>""出発する
<CTRL:E5>""出発しない
<CTRL:E5>""いろいろ教えて！ その2",|출발|그만|정보 2,existing
6/S6014.DAT,0x479AA,"チョピン 
出発なさいますか？",,
6/S6014.DAT,0x479F2,"<CTRL:E5>""出発する
<CTRL:E5>""出発しない
<CTRL:E5>""耳よりな話を聞きたい！",|출발|그만|유용한 정보,existing
6/S6014.DAT,0x47A52,"チョピン 
では、こちらへ",,
6/S6014.DAT,0x47B76,"チョピン 
いつでも整備してお待ちしております。",,
6/S6014.DAT,0x47EA2,"チョピン 
出発なさいますか？",,
6/S6014.DAT,0x47EEA,"<CTRL:E5>""出発する
<CTRL:E5>""出発しない",|출발|그만,existing
6/S6014.DAT,0x47F38,"チョピン 
では、こちらへ",,
6/S6014.DAT,0x48050,へんなカンバンね・・・,,
6/S6014.DAT,0x480DC,"チョピン 
いつでも整備してお待ちしております。",,
6/S6014.DAT,0x48298,"チョピン 
何が知りたいですか？",,
6/S6014.DAT,0x482E2,"<CTRL:E5>""バトルの心得 その2
<CTRL:E5>""耳よりな話
<CTRL:E5>""やつっり、いいや。",|전투 요령 2|유용한 정보|그만,existing
6/S6014.DAT,0x4834E,"<CTRL:E5>""モンスターとの相しょう
<CTRL:E5>""経験値について
<CTRL:E5>""成長のアトバイス
<CTRL:E5>""やつっり、いいや。",|몬스터 상성|경험치|성장 조언|그만,existing
6/S6014.DAT,0x483CE,"チョピン 
こちらの攻撃がモンスターにきかないのはレベルの違い以外に、相しょうが悪い
場合があります。",,
6/S6014.DAT,0x4843C,"チョピン 
例えば、魔法を使用するモンスターは、
魔法攻撃には強いもんです。",,
6/S6014.DAT,0x4849E,"チョピン 
他には、飛んでいるモンスターには、
風の魔法がよくきくとかもあります。",,
6/S6014.DAT,0x48500,"チョピン 
戦いは頭を使わなきゃいけません。
力だけじゃだめなんですよ。",,
6/S6014.DAT,0x4855C,言つてくれるぜ。,,
6/S6014.DAT,0x485A2,"チョピン 
強い相手を選んで戦うと、それだけ多くの経験をつめます。",,
6/S6014.DAT,0x485FC,"チョピン 
経験は、攻撃した時も、された時も
得られます。
いつもチャレンジする心で挑んで下さい。",,
6/S6014.DAT,0x4866A,"なんだか、ちょつとやる気に
なつてきたな。",,
6/S6014.DAT,0x486B2,"チョピン 
ただし、
ダメージが0の場合はだめですよ。",,
6/S6014.DAT,0x48704,・・・。,,
6/S6014.DAT,0x4874A,"チョピン 
仲聞がふえてくると、戦闘での役わりに
よりレベルにさが出てきます。",,
6/S6014.DAT,0x487A8,"チョピン 
すベての人が攻撃に向いているわけでは
ありません。",,
6/S6014.DAT,0x487FE,"チョピン 
キャラクターの防ご値が近い値になるように気をつけてみてはどうでしょう？",,
6/S6014.DAT,0x48860,"チョピン 
きつと、
すぐやられてしまう落ちこぼれは
いなくなりますよ。",,
6/S6014.DAT,0x488BE,落ちこぼれとは誰のことじゃ？,,
6/S6014.DAT,0x4890A,"<CTRL:E5>""アララトスの遺跡ダンジョン
<CTRL:E5>""ミルマーナのその後
<CTRL:E5>""ラマダ寺での修行
<CTRL:E5>""やつっり、いいや。",|아라라토스 유적|밀마나의 이후|라마다 수행|그만,existing
6/S6014.DAT,0x4898E,"チョピン 
アララトスの遺跡ダンジョンは
相当に階層が深いようです。",,
6/S6014.DAT,0x489EC,"チョピン 
なかには、モンスターに守られた、
あそこにしかないアクセサリーもあると
聞きます。",,
6/S6014.DAT,0x48A52,"チョピン 
力試しもかねて、時には行つてみるのも
よいのでは？",,
6/S6014.DAT,0x48AA8,"そうじゃ、おまえらの力で宝を
どんどん手に入れるんじゃ！",,
6/S6014.DAT,0x48AFA,"もちろん、手に入れた後はわしにまかせんしゃい。
キャッキャッキャッキャッ。",,
6/S6014.DAT,0x48B58,まかせる訳ないでしょ！,,
6/S6014.DAT,0x48BA2,"チョピン 
トヨーケの森のベみの精霊を
おぼえていますか？",,
6/S6014.DAT,0x48BF6,"チョピン 
彼女はいつも我々を見守つてくれて
います。",,
6/S6014.DAT,0x48C4A,"チョピン 
ミルマーナには、3カ所バトルエリアが
あるこですし、時には行つて、
話を聞くのもよいでしょう。",,
6/S6014.DAT,0x48CB6,"チョピン 
行くと万能薬をもらえるようですよ。",,
6/S6014.DAT,0x48D06,やさしいのう。,,
6/S6014.DAT,0x48D4C,"チョピン 
ラマダに残つた僧達は、
寺を修行の場として
解放しているようです。",,
6/S6014.DAT,0x48DAE,"チョピン 
自分の強さを試したくなつた場合に、
立ちよつてみてはどうでしょう。",,
6/S6014.DAT,0x48E10,弟子達よ・・・・。,,
6/S6014.DAT,0x48E58,"チョピン 
どれについてお話ししましょう？",,
6/S6014.DAT,0x48EB0,"<CTRL:E5>""ストーンサークル
<CTRL:E5>""リングの位<G:676>設定
<CTRL:E5>""召喚獣について
<CTRL:E5>""次の<G:466>ージ",|돌 고리|연결 위치|정령수 정보|다음,existing
6/S6014.DAT,0x48F2C,"<CTRL:E5>""ポニの楽器
<CTRL:E5>""闘技場
<CTRL:E5>""キートウ<G:654>ール
<CTRL:E5>""やつっりいいや。",|포코 악기|투기장|불꽃|그만,existing
6/S6014.DAT,0x48F9E,"<CTRL:E5>""ストーンサークル
<CTRL:E5>""リングの位<G:676>設定
<CTRL:E5>""召喚獣
<CTRL:E5>""次の<G:466>ージ",|돌 고리|연결 위치|정령수|다음,existing
6/S6014.DAT,0x49016,"<CTRL:E5>""ポニの楽器
<CTRL:E5>""闘技場
<CTRL:E5>""キートウ<G:654>ール
<CTRL:E5>""次の<G:466>ージ",|포코 악기|투기장|불꽃|다음,existing
6/S6014.DAT,0x49088,"<CTRL:E5>""ラマダ寺の修行
<CTRL:E5>""ロマンシングストーン
<CTRL:E5>""アクセサリーzきぬのおびy
<CTRL:E5>""やつっりいいや。",|라마다 수행|로망의 돌|장신구 비단|그만,existing
6/S6014.DAT,0x49102,"チョピン 
ゴーゲンさんが仲聞になつた後にオルカスの丘のストーンサークルへ行きましたか？",,
6/S6014.DAT,0x49166,"チョピン 
ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。",,
6/S6014.DAT,0x491C6,"チョピン 
バトル中に、自分のターンで
スタートボタンをおすと
ステータスを見れますよね。",,
6/S6014.DAT,0x4922A,"チョピン 
その時に、カー<G:551>ルと<CTRL:E7>！でリングの中の技を選んでアイニンの位<G:676>を変えられるんです。",,
6/S6014.DAT,0x49294,"チョピン 
これは、一度変えるとセーフされるので
すつと使えますよ。",,
6/S6014.DAT,0x492F2,"チョピン 
召喚獣は全部で2までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。",,
6/S6014.DAT,0x4936C,"チョピン 
ポニ様の楽器は、全部で6つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。",,
6/S6014.DAT,0x493E2,"チョピン 
その後の闘技場では、バトルに勝つた数を数えているみたいですね。",,
6/S6014.DAT,0x4943E,"チョピン 
きつと、いいことがありますから
がんばつて記ろくを作つて下さい。",,
6/S6014.DAT,0x4949E,"チョピン 
ゴーゲン様のキートウ<G:654>ールの魔法の火にz大きな<G:284><G:480>yを投げ込むと大<G:284>発が
起こるそうです。",,
6/S6014.DAT,0x49512,"チョピン 
モンスターの多いところで使つてみては
どうでしょう。",,
6/S6014.DAT,0x4956C,"チョピン 
ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。",,
6/S6014.DAT,0x495E2,"チョピン 
ただ、ラマダ寺でもらえるわけではないようですが・・・。",,
6/S6014.DAT,0x4963E,"チョピン 
ロマンシングストーンのある場所がわかりました。1つはスメリアのトウ<G:276><G:222>ル
1つはアララトスの遺跡ダンジョン、",,
6/S6014.DAT,0x496B2,"チョピン 
1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。",,
6/S6014.DAT,0x4971C,"チョピン 
戦闘での経験値が<G:752>になるアクセサリーがあるようです。名前はzきぬのおびy。
誰でも使えるようですね。",,
6/S6021.DAT,0x469FC, <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>5 に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>5 に<CTRL:00> <CTRL:00>ら か<CTRL:00> ,,
6/S6021.DAT,0x46A20,は<CTRL:00>5 に<CTRL:00> <CTRL:00>ら か<CTRL:00> ,,
6/S6021.DAT,0x46BF8, <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>.<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00>3！に<CTRL:00>す<CTRL:00>/<CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00>3！に<CTRL:00> <CTRL:00>ー！か<CTRL:00> ,,
6/S6021.DAT,0x46C1C,は<CTRL:00>3！に<CTRL:00> <CTRL:00>ー！か<CTRL:00> ,,
6/S6021.DAT,0x46E1C," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x46E28,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47094," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x470A0,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x472AC," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x472B8,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x4749C," <CTRL:00>9<CTRL:00>し<CTRL:00>す<CTRL:00>*<CTRL:00>2<CTRL:00>す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x474A8,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x4759C, <CTRL:00>9<CTRL:00>し<CTRL:00> ,,
6/S6021.DAT,0x478FA,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x479AE,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47ADC,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47CF0,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47D90,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47E06,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x47F02,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x4822E,"す<CTRL:00>""<CTRL:00>う<CTRL:00> <CTRL:00>ま",,
6/S6021.DAT,0x48498,"みてみて
z向き直りの<G:521>yを手にいれちゃつた",,
6/S6021.DAT,0x485C4,こんな化け物にいいように利用されていたなんて<CTRL:E4>4・<CTRL:E4>4・<CTRL:E4>4・,,
6/S6021.DAT,0x4861C,目的を忘れ、鍛えて強くなるこだけに執着した心に、モンスターがつけこんだのね。,,
6/S6021.DAT,0x48684,では、<CTRL:E4>*ますラマダ山まで案内してもらおうかの<G:306>,,
6/S6022.DAT,0x4782E,る<CTRL:00>し<CTRL:00>%,,
