file,offset,score,speaker,ours,reference,reference_speaker,episode,japanese
6/S6013.DAT,0x484A4,0.09,라마다 승려,라마다 승려: 앞으로 절은 수행의 장소로 널리 개방해 갈 생각입니다.,,,,ラマダ僧  / 以後、寺は修行の場として / 広く開放してゆくつもりです。
6/S6013.DAT,0x48500,0.08,라마다 승,라마다 승: 기회가 있으시면 꼭 들러 주십시오.,,,,ラマダ僧  / 機会があつたならば、 / ぜひお立ちより下さい。
6/S6013.DAT,0x485A2,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
6/S6014.DAT,0x475F0,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
6/S6014.DAT,0x47638,0.12,,|출발|그만,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない
6/S6014.DAT,0x47686,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
6/S6014.DAT,0x477A4,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
6/S6014.DAT,0x47902,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
6/S6014.DAT,0x4794A,0.09,,|출발|그만|정보 2,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>いろいろ教えて! その2
6/S6014.DAT,0x479AA,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
6/S6014.DAT,0x479F2,0.08,,|출발|그만|유용한 정보,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない / <CTRL:E5:03>耳よりな話を聞きたい!
6/S6014.DAT,0x47A52,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
6/S6014.DAT,0x47B76,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
6/S6014.DAT,0x47EA2,0.33,초핀,초핀: 출발하시겠습니까?,그래도 떠나시겠습니까?,,6,チョピン  / 出発なさいますか？
6/S6014.DAT,0x47EEA,0.12,,|출발|그만,,,,<CTRL:E5:03>出発する / <CTRL:E5:03>出発しない
6/S6014.DAT,0x47F38,0.12,초핀,"초핀: 그럼, 이쪽으로.",,,,チョピン  / では、こちらへ
6/S6014.DAT,0x48050,0.08,,이상한 간판이네...,,,,へんなカンバンね・・・
6/S6014.DAT,0x480DC,0.21,초핀,초핀: 언제든 정비하여 기다리고 있습니다.,기다리고?,,11,チョピン  / いつでも整備してお待ちしております。
6/S6014.DAT,0x48298,0.23,초핀,초핀: 무엇을 알고 싶으십니까?,"폐하, 괜찮으십니까?",아크,20,チョピン  / 何が知りたいですか？
6/S6014.DAT,0x482E2,0.09,,|전투 요령 2|유용한 정보|그만,,,,<CTRL:E5:03>バトルの心得 その2 / <CTRL:E5:03>耳よりな話 / <CTRL:E5:03>やつっり、いいや。
6/S6014.DAT,0x4834E,0.12,,|몬스터 상성|경험치|성장 조언|그만,,,,<CTRL:E5:03>モンスターとの相しょう / <CTRL:E5:03>経験値について / <CTRL:E5:03>成長のアトバイス / <CTRL:E5:03>やつっり、いいや。
6/S6014.DAT,0x483CE,0.10,초핀,초핀: 이쪽의 공격이 몬스터에게 통하지 않는 것은 레벨 차이 외에 상성이 나쁜 경우가 있기 때문입니다.,,,,チョピン  / こちらの攻撃がモンスターにきかないのはレベルの違い以外に、相しょうが悪い / 場合があります。
6/S6014.DAT,0x4843C,0.10,초핀,초핀: 예를 들어 마법을 사용하는 몬스터는 마법 공격에 강한 법입니다.,,,,チョピン  / 例えば、魔法を使用するモンスターは、 / 魔法攻撃には強いもんです。
6/S6014.DAT,0x4849E,0.11,초핀,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.,,,,チョピン  / 他には、飛んでいるモンスターには、 / 風の魔法がよくきくとかもあります。
6/S6014.DAT,0x48500,0.10,초핀,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.,,,,チョピン  / 戦いは頭を使わなきゃいけません。 / 力だけじゃだめなんですよ。
6/S6014.DAT,0x4855C,0.09,,말해 주는군.,,,,言つてくれるぜ。
6/S6014.DAT,0x485A2,0.12,초핀,초핀: 강한 상대를 정해 싸우면 그만큼 많은 경험을 쌓을 수 있습니다.,,,,チョピン  / 強い相手を選んで戦うと、それだけ多くの経験をつめます。
6/S6014.DAT,0x485FC,0.08,초핀,"초핀: 경험은 공격했을 때도, 공격받았을 때도 얻을 수 있습니다. 언제나 도전하는 마음으로 맞서 주십시오.",,,,チョピン  / 経験は、攻撃した時も、された時も / 得られます。 / いつもチャレンジする心で挑んで下さい。
6/S6014.DAT,0x4866A,0.13,,어딘가 조금 의욕이 나기 시작했어.,,,,なんだか、ちょつとやる気に / なつてきたな。
6/S6014.DAT,0x486B2,0.09,초핀,초핀: 다만 피해가 0인 경우에는 안 됩니다.,,,,チョピン  / ただし、 / ダメージが0の場合はだめですよ。
6/S6014.DAT,0x4874A,0.08,초핀,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.,,,,チョピン  / 仲聞がふえてくると、戦闘での役わりに / よりレベルにさが出てきます。
6/S6014.DAT,0x487A8,0.10,초핀,초핀: 모든 사람이 공격에 알맞은 것은 아닙니다.,,,,チョピン  / すベての人が攻撃に向いているわけでは / ありません。
6/S6014.DAT,0x487FE,0.10,초핀,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?,,,,チョピン  / キャラクターの防ご値が近い値になるように気をつけてみてはどうでしょう？
6/S6014.DAT,0x48860,0.11,초핀,초핀: 그러면 금방 당해 버리는 낙오자는 없어질 겁니다.,,,,チョピン  / きつと、 / すぐやられてしまう落ちこぼれは / いなくなりますよ。
6/S6014.DAT,0x488BE,0.10,,낙오자라니 누구를 말하는 게냐?,,,,落ちこぼれとは誰のことじゃ？
6/S6014.DAT,0x4890A,0.19,,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,,,,<CTRL:E5:03>アララトスの遺跡ダンジョン / <CTRL:E5:03>ミルマーナのその後 / <CTRL:E5:03>ラマダ寺での修行 / <CTRL:E5:03>やつっり、いいや。
6/S6014.DAT,0x4898E,0.17,초핀,초핀: 아라라토스의 유적 던전은 상당히 층이 많은 모양입니다.,,,,チョピン  / アララトスの遺跡ダンジョンは / 相当に階層が深いようです。
6/S6014.DAT,0x489EC,0.10,초핀,"초핀: 그 안에는 몬스터가 지키고 있는, 그곳에서만 얻을 수 있는 액세서리도 있다고 들었습니다.",,,,チョピン  / なかには、モンスターに守られた、 / あそこにしかないアクセサリーもあると / 聞きます。
6/S6014.DAT,0x48A52,0.14,초핀,"초핀: 힘 시험도 할 겸, 때로는 가 보는 것도 좋지 않겠습니까?",,,,チョピン  / 力試しもかねて、時には行つてみるのも / よいのでは？
6/S6014.DAT,0x48AA8,0.07,,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!",,,,そうじゃ、おまえらの力で宝を / どんどん手に入れるんじゃ!
6/S6014.DAT,0x48AFA,0.07,,물론 손에 넣은 뒤에는 나에게 맡기거라. 크크크크크.,,,,もちろん、手に入れた後はわしにまかせんしゃい。 / キャッキャッキャッキャッ。
6/S6014.DAT,0x48B58,0.08,,맡길 리가 없잖아!,,,,まかせる訳ないでしょ!
6/S6014.DAT,0x48BA2,0.15,초핀,초핀: 토요케 숲의 베미의 정령을 기억하십니까?,,,,チョピン  / トヨーケの森のベみの精霊を / おぼえていますか？
6/S6014.DAT,0x48BF6,0.18,초핀,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.,,,,チョピン  / 彼女はいつも我々を見守つてくれて / います。
6/S6014.DAT,0x48C4A,0.09,초핀,"초핀: 미르마나에는 세 곳의 배틀 에어리어가 있다고 하니, 때로는 가서 이야기를 듣는 것도 좋겠습니다.",,,,チョピン  / ミルマーナには、3カ所バトルエリアが / あるこですし、時には行つて、 / 話を聞くのもよいでしょう。
6/S6014.DAT,0x48CB6,0.09,초핀,초핀: 가면 만능약을 받을 수 있는 모양입니다.,,,,チョピン  / 行くと万能薬をもらえるようですよ。
6/S6014.DAT,0x48D06,0.12,,친절하기도 하군.,,,,やさしいのう。
6/S6014.DAT,0x48D4C,0.07,초핀,초핀: 라마다에 남은 승려들은 절을 수행의 장소로 개방하고 있는 모양입니다.,,,,チョピン  / ラマダに残つた僧達は、 / 寺を修行の場として / 解放しているようです。
6/S6014.DAT,0x48DAE,0.09,초핀,초핀: 자신의 강함을 시험하고 싶어졌을 때 들러 보시는 건 어떻겠습니까?,,,,チョピン  / 自分の強さを試したくなつた場合に、 / 立ちよつてみてはどうでしょう。
6/S6014.DAT,0x48E10,0.04,,제자들아....,,,,弟子達よ・・・・。
6/S6014.DAT,0x48E58,0.11,초핀,초핀: 어느 것에 관해 말씀드릴까요?,,,,チョピン  / どれについてお話ししましょう？
6/S6014.DAT,0x48EB0,0.06,,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣について / <CTRL:E5:03>次のページ
6/S6014.DAT,0x48F2C,0.07,,|포코의 악기|투기장|키토우올|그만,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>やつっりいいや。
6/S6014.DAT,0x48F9E,0.05,,|스톤 서클|링 위치 설정|소환수|다음 페이지,,,,<CTRL:E5:03>ストーンサークル / <CTRL:E5:03>リングの位置設定 / <CTRL:E5:03>召喚獣 / <CTRL:E5:03>次のページ
6/S6014.DAT,0x49016,0.06,,|포코의 악기|투기장|키토우올|다음 페이지,,,,<CTRL:E5:03>ポコの楽器 / <CTRL:E5:03>闘技場 / <CTRL:E5:03>キートウオール / <CTRL:E5:03>次のページ
6/S6014.DAT,0x49088,0.05,,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,,,,<CTRL:E5:03>ラマダ寺の修行 / <CTRL:E5:03>ロマンシングストーン / <CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89> / <CTRL:E5:03>やつっりいいや。
6/S6014.DAT,0x49102,0.10,초핀,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,,,,チョピン  / ゴーゲンさんが仲聞になつた後にオルカスの丘のストーンサークルへ行きましたか？
6/S6014.DAT,0x49166,0.11,초핀,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,,,,チョピン  / ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。
6/S6014.DAT,0x491C6,0.05,초핀,초핀: 전투 중 자신의 턴에 스타트 버튼을 누르면 스테이터스를 볼 수 있지요.,,,,チョピン  / バトル中に、自分のターンで / スタートボタンをおすと / ステータスを見れますよね。
6/S6014.DAT,0x4922A,0.07,초핀,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.,,,,チョピン  / その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイコンの位置を変えられるんです。
6/S6014.DAT,0x49294,0.09,초핀,초핀: 이것은 한 번 바꾸면 저장되므로 언제나 사용할 수 있습니다.,,,,チョピン  / これは、一度変えるとセーフされるので / すつと使えますよ。
6/S6014.DAT,0x492F2,0.12,초핀,초핀: 소환수는 전부 합쳐 둘까지 있다고 들었습니다. 그중에는 찾기 어려운 것도 있는 모양이니 여기저기 찾아 보십시오.,,,,チョピン  / 召喚獣は全部で6までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。
6/S6014.DAT,0x4936C,0.09,초핀,초핀: 포코 님의 악기는 전부 여섯 개라고 들었습니다. 모두 찾으면 상당히 강한 부대가 될 수 있겠군요.,,,,チョピン  / ポコ様の楽器は、全部で8つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。
6/S6014.DAT,0x493E2,0.10,초핀,초핀: 그 뒤의 투기장에서는 배틀에서 이긴 수를 세고 있는 모양입니다.,,,,チョピン  / その後の闘技場では、バトルに勝つた数を数えているみたいですね。
6/S6014.DAT,0x4943E,0.09,초핀,초핀: 분명 좋은 일이 있을 테니 힘내서 기록을 세워 주십시오.,,,,チョピン  / きつと、いいことがありますから / がんばつて記ろくを作つて下さい。
6/S6014.DAT,0x4949E,0.08,초핀,초핀: 고겐 님의 키토우올 마법의 불에 큰 폭탄을 던져 넣으면 대폭발이 일어난다고 합니다.,,,,チョピン  / ゴーゲン様のキートウオールの魔法の火に<G:90>大きな爆弾<G:89>を投げ込むと大爆発が / 起こるそうです。
6/S6014.DAT,0x49512,0.12,초핀,초핀: 몬스터가 많은 곳에서 써 보시는 건 어떻겠습니까?,,,,チョピン  / モンスターの多いところで使つてみては / どうでしょう。
6/S6014.DAT,0x4956C,0.07,초핀,"초핀: 라마다사에서는 등급을 두고 수행을 하고 있는 모양인데, 그것을 모두 끝내면 얻을 수 있는 액세서리가 있는 모양입니다.",,,,チョピン  / ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。
6/S6014.DAT,0x495E2,0.12,초핀,초핀: 다만 라마다사에서 받을 수 있는 것은 아닌 모양입니다만...,,,,チョピン  / ただ、ラマダ寺でもらえるわけではないようですが・・・。
6/S6014.DAT,0x4963E,0.13,초핀,"초핀: 로맨싱 스톤이 있는 곳을 알아냈습니다. 하나는 스메리아의 토우빌, 하나는 아라라토스의 유적 던전,",,,,チョピン  / ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル / 1つはアララトスの遺跡ダンジョン、
6/S6014.DAT,0x496B2,0.11,초핀,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다.",,,,チョピン  / 1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。
6/S6014.DAT,0x4971C,0.08,초핀,초핀: 전투에서 경험치가 두 배가 되는 장신구가 있는 모양입니다. 이름은 비단 띠. 누구나 쓸 수 있는 것 같군요.,,,,チョピン  / 戦闘での経験値が倍になるアクセサリーがあるようです。名前は<G:90>きぬのおび<G:89>。 / 誰でも使えるようですね。
6/S6021.DAT,0x48498,0.17,,"봐 봐, 방향 전환의 피리를 손에 넣었어.",,,,みてみて / <G:90>向き直りの笛<G:89>を手にいれちゃつた
6/S6021.DAT,0x485C4,0.18,,이런 괴물에게 마음대로 이용당하고 있었다니...,,,,こんな化け物にいいように利用されていたなんて<CTRL:E4:15>・<CTRL:E4:15>・<CTRL:E4:15>・
6/S6021.DAT,0x4861C,0.07,,목적을 잊고 단련하여 강해지는 일에만 집착한 마음을 몬스터가 파고든 거구나.,,,,目的を忘れ、鍛えて強くなるこだけに執着した心に、モンスターがつけこんだのね。
6/S6021.DAT,0x48684,0.06,,그럼 우선 라마다 산까지 안내를 받아 볼까.,,,,では、<CTRL:E4:0B>ますラマダ山まで案内してもらおうかのう
6/S6022.DAT,0x47A14,0.07,,"이 나라에 2천 년 동안 전해 내려오는 권법을 쓰는 집단으로, 라마다교라는 가르침 아래 수행에 힘쓰는 승려들인 모양이야.",,,,この国に2000年聞 / うけつがれている拳法を使う集団で / ラマダ教という教えのもとで / 修行にはげむ僧達らしい。
6/S6022.DAT,0x47A62,0.06,,그곳에서의 수련을 견딘 자는 강철처럼 강인한 몸과 기라는 것을 써서,,,,そこでの修練にたえた者は / はがねのように強じんな体と / <G:90>気<G:89>というものを使つて
6/S6022.DAT,0x47A9C,0.13,,"동료에게 피해를
줄 수 있는 모양이야.",,,,連れた者にダメージを / 与えることができるらしい。
6/S6022.DAT,0x47AC4,0.10,,"어쨌든 인간 병기로서
두려움의 대상이라는 이야기야.",,,,なんでも、人聞兵器として / 恐れられているつていう話じゃ。
6/S6031.DAT,0x478E4,0.16,승정,승정: 그자들이 이쪽으로 오고 있는 듯합니다.,,,,僧正  / 例のヤツらが、こちらに向かつて / いるようです。
6/S6031.DAT,0x47944,0.09,대승정,대승정: 목적은 라마다 산 정령의 구출인가......,,,,大僧正  / 目的はラマダ山の精霊の救出か / <CTRL:E4:3D>・・・・・。
6/S6031.DAT,0x479AC,0.07,승정,"승정: 결국은 살과 피를 지닌 인간일 뿐, 두려워할 것은 없겠지요.",,,,僧正  / しょせん生身の人聞 / 恐るるに足らんじゃろう。
6/S6031.DAT,0x47A1A,0.10,승정,승정: 그자들을 우습게 보지 않는 편이 좋습니다. 어딘가 큰 힘이 느껴집니다.,,,,僧正  / やつらをあまくみない方がいい / なにやら大きな力を感じる。
6/S6031.DAT,0x47A7E,0.40,대승정,대승정: 이가를 불러라.,흐음! 이가를 불러오거라!,,15,大僧正  / イーガを呼ベ。
6/S6031.DAT,0x47AEA,0.45,,"부르셨습니까, 대승정님.","부르셨습니까, 장군?",정체불명의 인물,7,お呼びでしょうか大僧正様。
6/S6031.DAT,0x47B2A,0.08,대승정,"대승정: 이가여, 우리가 지켜 온 라마다 산정의 대경전을 빼앗으러 오는 자들이 있다.",,,,大僧正  / イーガよ、我等の守りつづけるラマダ山頂の大経典(だいきょうてん)を奪いにくるものがいる。
6/S6031.DAT,0x47B96,0.07,대승정,대승정: 네 주먹으로 없애 버려 주겠느냐.,,,,大僧正  / おまえの拳で消し去つてはくれぬか。
6/S6031.DAT,0x47BE6,0.09,,우리조차 돌아온 적 없는 라마다 산에 들어가려 하다니.,,,,我々でさえ帰つたことのない / ラマダ山に入ろうとは。
6/S6031.DAT,0x47C34,0.13,대승정,대승정: 대경전이 밖으로 나가면 봉인의 기술이 드러나 무서운 일이 벌어진다.,,,,大僧正  / 大経典を持ち出されれば / 封印の技が明らかになり / 恐ろしいこになる。
6/S6031.DAT,0x47C98,0.11,대승정,대승정: 부탁한다.,,,,大僧正  / 頼んだぞ。
6/S6031.DAT,0x47CD8,0.80,,알겠습니다.,네 알겠습니다.,정체불명의 인물,7,承知。
6/S6032.DAT,0x47994,0.21,,"대승정님, 드릴 말씀이 있습니다.",실례하오나 장관님. 보고드릴 것이 있습니다.,,8,大僧正様、<CTRL:E4:3D>お話がございます。
6/S6032.DAT,0x479DE,0.13,대승정,대승정: 무슨 소리를 하는 게냐! 그들이 누구인지는 네게 전했을 터이다.,,,,大僧正  / 何を言つておるのだ! / その者達が何者かはお前に伝えたはす。
6/S6032.DAT,0x47A36,0.10,대승정,대승정: 그자들을 데리고 이 방에 들어온다는 것은 우리를 배신하는 것과 같다. 알겠느냐?!,,,,大僧正  / そヤツらを連れてこの部屋に入つてくるというこは、我らを裏切ることとるが、 / よいか!？
6/S6032.DAT,0x47AA2,0.10,,무슨 말씀이십니까? 저는 그저 이 절의 가르침이...,,,,何をおつしゃいますか？ / <CTRL:E4:3D>ただ私はこの寺の教えが・・。
6/S6032.DAT,0x47AF8,0.12,,아무것도 보이지 않는다고 생각하는 거야? 더러운 짓은 그만두세요.,,,,何もみえてないと思つているの？みつともないまねは / およしなさい。
6/S6032.DAT,0x47B62,0.10,,거울에 비친 당신의 모습은 대승정도 무엇도 아닌 그저 몬스터야!,,,,鏡に映るあなたの姿は / 大僧正でもなんでもない / ただのモンスターよ!
6/S6032.DAT,0x47C38,0.00,대승정,대승정: 베에엑!,,,,大僧正  / ベャー!<CTRL:E4:29>
6/S6032.DAT,0x47C94,0.14,,이 아래는 도장이야!,,,,この下は道場だ!
6/S6041.DAT,0x48626,0.12,,이것이 본산의 모습이란 말인가...,,,,これが、<CTRL:E4:3D> / 本山の姿なのか・・。
6/S6041.DAT,0x4867E,0.11,,분명 대승정이 몬스터에게 자리를 빼앗긴 때 망가진 거겠지.,,,,きつと大僧正がモンスターに / 取つて代わられた時に、 / 荒らされたんでしょうね。
6/S6041.DAT,0x486E6,0.14,,경전도 없는 건가.,,,,経典も無いのか。
6/S6041.DAT,0x48724,0.07,,그런 것에 의지하니 안 되는 거다!,,,,そんなもんに頼つとるからいかんのだ!
6/S6041.DAT,0x487C0,0.06,대지의 정령,대지의 정령: 라마다의 기술은 대지와 대기의 힘을 기로 내보내는 기술. 대지에 대한 감사로 비로소 가능해지는 것이다.,,,,地の精霊  / ラマダの技は / 大地と大気の力を<G:90>気<G:89>として出す技 / 大地への感謝によつて可能になるものだ。
6/S6041.DAT,0x4882E,0.07,땅의 정령,땅의 정령: 그것을 모양만 따라 하며 계승하니 이렇게 되어 버린 게다.,,,,地の精霊  / それを、小手先ばかりまねて / 継承(けいしょう)するからこうなつて / しまう。
6/S6041.DAT,0x488A2,0.36,,당신은 땅의 정령?,당신은 땅의 가디언이군.,,16,あなたは地の精霊？
6/S6041.DAT,0x488DE,0.11,대지의 정령,대지의 정령: 그렇다. 이 기술은 인간끼리 다투기 위해 내려 준 것이 아니다.,,,,地の精霊  / いかにも / <CTRL:E4:3D>この技は、人聞同士の争いこのために / 授けたのではない。
6/S6041.DAT,0x48940,0.06,대지의 정령,"대지의 정령: 자신들이 마시는 공기, 먹는 것과 마찬가지로 어느새 당연히 자기들이 얻는 것이라 여기기에 어긋나기 시작하는 것이다.",,,,地の精霊  / 自分達がすう空気、食ベる物と同じ様に / いつの聞にか、当然自分達が得られるものと思い込むからゆがみ始める。
6/S6041.DAT,0x489C2,0.11,땅의 정령,땅의 정령: 너희 인간만을 위한 것은 아무것도 없다.,,,,地の精霊  / おまえら人聞だけのためのものなど / 何もないんじゃ。
6/S6041.DAT,0x48A16,0.14,땅의 정령,땅의 정령: 있는 것은 이 세상에 사는 모든 것이 함께 나누는 것뿐이다.,,,,地の精霊  / あるのは、 / この世界に生きるもの全てが / 分かちあうものばかりじゃ。
6/S6041.DAT,0x48A76,0.12,대지의 정령,대지의 정령: 이것을 잊지 말거라. 그 약속 아래 대지의 돌을 주겠다.,,,,地の精霊  / このこを、忘れるでないぞ / その約束のもとに<G:90>地の石<G:89>を渡そう。
6/S6041.DAT,0x48B1A,0.16,,대지의 돌을 손에 넣었다.,,,,<G:90>地の石<G:89>を手に入れた。
6/S6041.DAT,0x48B6C,0.20,땅의 정령,땅의 정령: 우리는 언제나 지켜보고 있다.,우리는 동일한 경로를 걷고 있다고.,,10,地の精霊  / わしらはいつでも見ているぞ。
6/S6051.DAT,0x47AB4,0.09,,여기가 라마다사인가...,,,,これがラマダ寺か・・。
6/S6051.DAT,0x47AF6,0.11,,듣자 하니 이곳을 지나가는 것 말고는 라마다 산으로 들어가는 길이 없다고 해.,,,,話ではここを通る以外に / ラマダ山への入り口は / ないというこだ。
6/S6051.DAT,0x47BA8,0.06,,라마다 산의 경전을 원하는 모양이다만 산 안에는 한 걸음도 들여놓을 수 없다.,,,,ラマダ山の経典を欲しいらしいが山の中には一歩も入れるわけにはいかん。
6/S6051.DAT,0x47C04,0.15,,경전? 우리는 산에 사는 정령과 이야기하고 싶을 뿐이다.,,,,経典？<CTRL:E4:3D> / 我々は山に住む精霊と話をしたいだけだ。
6/S6051.DAT,0x47C56,0.08,,이 지경이 되고도 아직 거짓말을 하는가. 대승정님께서는 모든 것을 다 보고 계신다.,,,,この期に及んでまだ嘘をつくのかこちらは大僧正様が / 何もかもお見通しだ。
6/S6051.DAT,0x47CB2,0.13,,무슨 말을 해도 소용없는 모양이네.,,,,何を言つてもむだのようね。
6/S6051.DAT,0x47CF4,0.09,,"우리도 좀 사정이 있어서 말이야, 양보할 수는 없네.",,,,我々も、ちとわけありでのう / ゆするわけにはいかんのじゃ。
6/S6051.DAT,0x47D48,0.08,,하지만 여기서 싸우면 우리도 필사적이다. 아마 많은 사람이 죽겠지.,,,,しかし / ここで闘えばわしらも必死じゃ / おそらく多くの死人が出る / じゃろう。
6/S6051.DAT,0x47DB6,0.11,,우리 승병은 죽음을 두려워하지 않는다!,,,,我が僧兵は死など恐れん!
6/S6051.DAT,0x47DF8,0.20,,뭐 그리 흥분하지 마라.,걱정하지 마.,아크,6,まあそうあつくなるな。
6/S6051.DAT,0x47E46,0.18,,이 소년과 자네가 일대일 승부를 하는 건 어떻겠나?,,,,この少年とお主で一対一の勝負をするというのはどうじゃ？
6/S6051.DAT,0x47E9A,0.17,,그가 지면 우리는 조용히 돌아가겠다. 하지만 우리가 이긴다면 우리 이야기를 들어 주게.,,,,彼が負ければ我々はおとなしく / 帰ろう。 / しかし我々が勝つた場合は / わしらの話を聞いてもらおう。
6/S6051.DAT,0x47F14,0.07,,좋다. 잔꾀를 부릴 생각은 말거라.,,,,よかろう<CTRL:E4:3D><CTRL:E4:3D> / 小ざかしいこを考えるでないぞ。
6/S6052.DAT,0x4792C,0.12,제자,제자: 라마다 산의 상황은 어떻습니까?,,,,弟子  / ラマダ山の様子はどうですか？
6/S6053.DAT,0x47A66,0.24,,저도 동행하게 해 주시겠습니까?,그래도 떠나시겠습니까?,,6,私も、同行させては / もらえまいか？
6/S6053.DAT,0x47AAE,0.11,,"제가 삼십 년 동안 잃어버린 것을, 여러분과 여행하며 되찾을 수 있을 것 같습니다.",,,,自分が30年聞で、失つてしまつたものを、あなたがたと旅することで取り戻せそうな気がする。
6/S6053.DAT,0x47B12,0.08,,이쪽으로서도 든든하긴 한데...,,,,こつちとしても頼もしいんだけど・・・。
6/S6053.DAT,0x47B62,0.10,,잘 부탁하네.,,,,よろしくたのむ。
6/S6053.DAT,0x47BB4,0.12,,나는 이분들과 동행하기로 했다.,,,,私はこの方達と / 同行することにした。
6/S6053.DAT,0x47BFC,0.08,,이곳은 어느새 사악한 절이 되어 버렸다. 이제 여기서 가르칠 것은 아무것도 없다.,,,,ここはいつの聞にか、いまわしい寺となつてしまつた。 / もうここで教えることは / 何もない。
6/S6053.DAT,0x47C60,0.10,,이제부터는 각자 자신의 길을 찾아가면 좋겠다.,,,,これからは、それぞれ自分達の道を探していくといい。
6/S6053.DAT,0x47CBC,0.10,제자,제자: 이가 사범님. 우리 안에 있는 것이 사악한 가르침뿐은 아닙니다.,,,,弟子  / イーガ師匠(しはん)。 / 我らの中にあるのは邪悪な教えだけではありません。
6/S6053.DAT,0x47D2E,0.10,제자,제자: 당신은 우리에게 자신의 잘못을 바로잡는 것을 두려워하지 않는 용기를 가르쳐 주셨습니다.,,,,弟子  / あなたは我らに / 自分の聞違いを正すこを恐れない / 勇気を教えてくれました。
6/S6053.DAT,0x47D9E,0.14,제자,제자: 스승님이 돌아오실 때까지 이 절은 우리가 지키겠습니다.,,,,弟子  / 師匠がお戻りになるまで / この寺は我らが守つております。
6/S6053.DAT,0x47E32,0.20,,고마워...,고마워. 다시 만나도록 하자.,아크,21,<CTRL:E4:3D>ありがとう・・・<CTRL:E4:3D>。
6/S6053.DAT,0x47E7A,0.09,,나는 이 사람들과의 여행이 끝나면 다시 이곳으로 돌아와 처음부터 다시 시작하고 싶어.,,,,私はこの人達との旅の後<CTRL:E4:3D> / 再びここに戻り<CTRL:E4:3D> / 一からやり直したいと思う。<CTRL:E4:79>
6/S6053.DAT,0x47EDA,0.09,,뒤를 부탁해!,,,,<CTRL:E4:3D>後を頼む!<CTRL:E4:3D><CTRL:E4:3D>
6/S6054.DAT,0x45002,0.00,,|초핀|초비|초스케|초카라,,,,<CTRL:E5:03>チョピン / <CTRL:E5:03>チョビン / <CTRL:E5:03>チョースケ / <CTRL:E5:03>チョンガラ
6/S6054.DAT,0x4506E,0.00,라마다 승,라마다 승: 정답!!,,,,ラマダ僧  / 正解!!
6/S6054.DAT,0x450AC,0.22,라마다 승,라마다 승: 스파이는 어디에 있었지?,이상하군..군대는 어디에 있는 거지?,아크,4,ラマダ僧  / スパイはどこにいた？
