file,offset,slot,bytes,tokens,hangul_ratio,known,decoded
7/S7022.DAT,0x48D9E,123,3,2,0,0,··
7/S7022.DAT,0x48DA8,123,3,2,0,0,··
7/S7022.DAT,0x48DB2,123,3,2,0,0,··
7/S7022.DAT,0x48DC0,123,3,3,0,0,!··
7/S7022.DAT,0x48DD0,123,17,13,0,0,!·!·!·!······
7/S7022.DAT,0x48DE8,123,3,3,0,0,!··
7/S7022.DAT,0x48DF2,123,3,3,0,0,!··
7/S7022.DAT,0x48DFC,123,3,3,0,0,!··
7/S7022.DAT,0x48E0A,124,3,3,0,0,···
7/S7022.DAT,0x48E1A,124,17,17,0,0,·················
7/S7022.DAT,0x48E32,124,3,3,0,0,···
7/S7022.DAT,0x48E3C,124,3,3,0,0,···
7/S7022.DAT,0x48E46,124,3,3,0,0,···
7/S7022.DAT,0x48E54,124,3,3,0,0,···
7/S7022.DAT,0x48E64,124,17,17,0,0,·················
7/S7022.DAT,0x48E7C,124,3,3,0,0,···
7/S7022.DAT,0x48E86,125,3,3,0,0,···
7/S7022.DAT,0x48E90,125,3,3,0,0,···
7/S7022.DAT,0x48E9E,125,3,3,33,0,핀··
7/S7022.DAT,0x48EAE,125,17,17,47,0,핀·핀·핀·핀·기·기·초·초··
7/S7022.DAT,0x48EC6,125,3,3,33,0,핀··
7/S7022.DAT,0x48ED0,125,3,3,33,0,핀··
7/S7022.DAT,0x48EDA,125,3,3,33,0,핀··
7/S7022.DAT,0x48EE8,125,3,3,33,0,무··
7/S7022.DAT,0x48EF8,125,8,8,50,0,무·무·무·무·
7/S7022.DAT,0x48F00,126,9,9,44,0,승·승·려·려··
7/S7022.DAT,0x48F10,126,3,3,33,0,무··
7/S7022.DAT,0x48F1A,126,3,3,33,0,무··
7/S7022.DAT,0x48F24,126,3,3,33,0,무··
7/S7022.DAT,0x48F3A,126,13,11,54,0,텐텐데·데·부·부··
7/S7022.DAT,0x48F4A,126,3,3,33,0,와··
7/S7022.DAT,0x48F4E,126,3,2,50,0,텐·
7/S7022.DAT,0x48F54,126,3,3,33,0,분··
7/S7022.DAT,0x48F58,126,3,2,50,0,텐·
7/S7022.DAT,0x48F5E,126,3,3,0,0,···
7/S7022.DAT,0x48F62,126,3,2,50,0,텐·
7/S7022.DAT,0x48F68,126,3,3,0,0,···
7/S7022.DAT,0x48F6C,126,3,2,50,0,텐·
7/S7022.DAT,0x48FE0,127,4,4,0,0,?·?·
7/S7022.DAT,0x48FE7,127,6,6,0,0,······
7/S7022.DAT,0x48FF0,127,3,3,0,0,···
7/S7022.DAT,0x48FF4,127,3,3,0,0,?··
7/S7022.DAT,0x48FFA,127,3,3,0,0,1··
7/S7022.DAT,0x48FFE,127,2,2,0,0,?·
7/S7022.DAT,0x49004,128,3,3,0,0,···
7/S7022.DAT,0x49008,128,3,3,0,0,?··
7/S7022.DAT,0x4900E,128,3,3,0,0,···
7/S7022.DAT,0x49012,128,3,3,0,0,?··
7/S7022.DAT,0x4908E,129,3,3,0,0,·!·
7/S7022.DAT,0x49098,129,3,2,0,0,··
7/S7022.DAT,0x490AA,129,3,3,33,0,를··
7/S7022.DAT,0x490B2,129,13,13,15,0,려·······물····
7/S7022.DAT,0x490C0,129,3,3,33,0,제··
7/S7022.DAT,0x490C8,129,3,2,0,0,··
7/S7022.DAT,0x490DE,129,3,3,33,0,해··
7/S7022.DAT,0x490F0,129,3,3,33,0,를··
7/S7022.DAT,0x490FE,129,2,2,50,0,는·
7/S7022.DAT,0x49110,130,3,3,33,0,전··
7/S7022.DAT,0x49138,130,3,3,0,0,·(.
7/S7022.DAT,0x49160,130,3,3,33,0,촌··
7/S7022.DAT,0x49168,130,13,12,25,0,·!한!부!포·····
7/S7022.DAT,0x49176,130,3,3,33,0,게··
7/S7022.DAT,0x4918C,131,3,3,33,0,분··
7/S7022.DAT,0x49196,131,34,22,36,1,처음부터?         다시   계속 
7/S7022.DAT,0x491DA,131,5,3,0,0,···
7/S7022.DAT,0x491E9,131,2,2,0,0,(·
7/S7022.DAT,0x491F0,131,3,3,0,0,"·,·"
7/S7022.DAT,0x49208,132,3,2,0,0,··
7/S7022.DAT,0x4921E,132,3,2,0,0,··
7/S7022.DAT,0x49230,132,3,3,0,0,"2,·"
7/S7022.DAT,0x4923E,132,3,3,0,0,"8,·"
7/S7022.DAT,0x4924C,132,3,3,0,0,"·,·"
7/S7022.DAT,0x4925A,132,3,3,0,0,"·,·"
7/S7022.DAT,0x49268,132,3,3,0,0,"·,·"
7/S7022.DAT,0x49276,132,3,3,0,0,"·,·"
7/S7022.DAT,0x49284,133,3,3,0,0,"?,·"
7/S7022.DAT,0x49292,133,3,3,0,0,"·,·"
7/S7022.DAT,0x497FD,143,3,3,33,0,만0·
7/S7022.DAT,0x49800,144,5,3,33,0,리··
7/S7022.DAT,0x49806,144,6,6,50,0,분거·버··
7/S7022.DAT,0x49812,144,2,2,100,0,분가
7/S7022.DAT,0x4981A,144,3,2,0,0,·7
7/S7022.DAT,0x4981E,144,3,3,33,0,리··
7/S7022.DAT,0x49828,144,8,8,12,0,1··?·자 ·
7/S7022.DAT,0x49831,144,3,3,33,0,버··
7/S7022.DAT,0x49838,144,9,9,33,0,겠우0··자0··
7/S7022.DAT,0x49844,144,4,4,25,0,·자0·
7/S7022.DAT,0x4984C,144,4,4,0,0,"·,,·"
7/S7022.DAT,0x4985C,144,2,2,0,0,··
7/S7022.DAT,0x49874,144,4,4,0,0,"·.,·"
7/S7022.DAT,0x49884,145,2,2,0,0,··
7/S7022.DAT,0x4989C,145,4,4,0,0,"·0,·"
7/S7022.DAT,0x498C4,145,12,12,33,0,·우0·해우0· 우0·
7/S7022.DAT,0x498D9,145,15,13,15,0,"·······,·겠우0·"
7/S7022.DAT,0x49904,146,16,14,14,0,"········,·겠우0·"
7/S7022.DAT,0x49931,146,7,7,42,0,자0·마우0·
7/S7022.DAT,0x4994C,146,8,8,25,0,?자0··자0·
7/S7023.DAT,0x45000,0,55,45,64,0,대회 위원: 오늘은 동·에게 일을 떠넘겨 버렸지. ·분에 느긋하게 있을 수 있어.
7/S7023.DAT,0x45080,1,6,3,33,0,·날?
7/S7023.DAT,0x45100,2,6,3,33,0,·날?
7/S7023.DAT,0x45380,7,23,18,66,0,대회 위원: 2회전 준비됐습니까?
7/S7023.DAT,0x45600,12,78,60,68,0,"출전자: 토르노 데 반코 말인데, 그놈은 인간다운 구·이라· 하나도 없는 전투 기계라고 생각하는 편이 좋아."
7/S7023.DAT,0x45680,13,63,53,62,0,"출전자: 이 세계에는 대지의 돌, 물의 돌, 불의 돌, 바람의 돌, 빛의 돌이라는 돌이 있어서,"
7/S7023.DAT,0x45700,14,48,38,68,0,무슨 일이 일어날 거라고 해도 말이지. 큰부자라도 될 수 있는 걸까?
7/S7023.DAT,0x45780,15,43,39,64,0,대회 위원: 내 ·에 서지 마십시오. 어떻게 되어도 ·임지지 않습니다.
7/S7023.DAT,0x45800,16,36,29,72,0,출전자: 다섯 개를 모으면 뭔가 일어난다는 모양이야.
7/S7023.DAT,0x45880,17,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45900,18,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45980,19,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45A00,20,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45A80,21,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45B00,22,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45B80,23,45,39,64,0,아나운서: 2회전에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7023.DAT,0x45C00,24,37,31,67,0,출전자: 봐주고 있어서는 그 녀·에게 이길 수 없으니까.
7/S7023.DAT,0x45C80,25,38,32,59,0,출전자: 오늘은 · 상·가 좋으니 힘낼 거야. 너도 힘내.
7/S7023.DAT,0x45D00,26,23,20,75,0,대회 위원: 투기장으로 들어가십시오.
7/S7023.DAT,0x45D80,27,29,22,72,0,아이템이 있습니다. 약초를 발·했습니다.
7/S7023.DAT,0x45E00,28,24,20,65,0,대회 위원: ·리 준비하고 오십시오.
7/S7023.DAT,0x45E80,29,20,16,62,0,여기 있던 것은 이미 주·다.
7/S7023.DAT,0x45F00,30,23,18,55,0,"대회 위원: 아아, 바·다 바빠."
7/S7023.DAT,0x4781E,80,3,3,33,0,은!·
7/S7023.DAT,0x4792E,82,3,2,0,0,··
7/S7023.DAT,0x47956,82,3,2,0,0,··
7/S7023.DAT,0x47976,82,3,2,0,0,·(
7/S7023.DAT,0x47986,83,3,2,0,0,·(
7/S7023.DAT,0x47996,83,5,3,0,0,··(
7/S7023.DAT,0x479A0,83,3,2,0,0,··
7/S7023.DAT,0x479AC,83,3,2,0,0,·(
7/S7023.DAT,0x479C0,83,3,3,0,0,···
7/S7023.DAT,0x479EC,83,3,3,0,0,···
7/S7023.DAT,0x479F7,83,2,2,0,0,··
7/S7023.DAT,0x47A30,84,3,3,0,0,···
7/S7023.DAT,0x47A3A,84,3,3,0,0,···
7/S7023.DAT,0x47A7C,84,3,3,33,0,모··
7/S7023.DAT,0x47A86,85,3,3,33,0,초··
7/S7023.DAT,0x47AB8,85,3,3,33,0,사··
7/S7023.DAT,0x47AC2,85,3,3,33,0,게··
7/S7023.DAT,0x47B0C,86,3,3,33,0,내··
7/S7023.DAT,0x47B16,86,3,3,0,0,···
7/S7023.DAT,0x47B60,86,3,3,33,0,리··
7/S7023.DAT,0x47B6A,86,3,3,0,0,···
7/S7023.DAT,0x47B8C,87,3,3,33,0,안··
7/S7023.DAT,0x47B96,87,3,3,33,0,안··
7/S7023.DAT,0x47BA0,87,3,3,33,0,안··
7/S7023.DAT,0x47BAA,87,3,3,33,0,안··
7/S7023.DAT,0x47BBA,87,17,14,0,0,··!·!·!·!·!·!·
7/S7023.DAT,0x47BDC,87,3,3,33,0,있!·
7/S7023.DAT,0x47C00,88,3,3,33,0,있!·
7/S7023.DAT,0x47C14,88,3,3,33,0,있!·
7/S7023.DAT,0x47C38,88,3,3,33,0,있!·
7/S7023.DAT,0x47C4C,88,3,3,33,0,있!·
7/S7023.DAT,0x47C70,88,3,3,33,0,있!·
7/S7023.DAT,0x47C84,89,3,3,33,0,있!·
7/S7023.DAT,0x47CA8,89,3,3,33,0,네··
7/S7023.DAT,0x47CAE,89,3,3,33,0,러(·
7/S7023.DAT,0x47CD0,89,3,3,33,0,오!·
7/S7023.DAT,0x47CF2,89,3,2,0,0,··
7/S7023.DAT,0x47D14,90,3,3,33,0,십!·
7/S7023.DAT,0x47D36,90,3,2,0,0,··
7/S7023.DAT,0x47D4C,90,3,3,33,0,힘!·
7/S7023.DAT,0x47D58,90,30,21,28,1,변경?     변경    유지     
7/S7023.DAT,0x47D98,91,5,4,25,0,장!··
7/S7023.DAT,0x47DA6,91,3,3,33,0,"운,·"
7/S7023.DAT,0x47DDE,91,3,2,0,0,··
7/S7023.DAT,0x47E00,92,3,3,0,0,···
7/S7023.DAT,0x47E22,92,3,3,0,0,···
7/S7023.DAT,0x47E44,92,3,3,0,0,···
7/S7023.DAT,0x47E5A,92,3,3,0,0,···
7/S7023.DAT,0x47E66,92,26,17,35,1,변경?   변경    유지   
7/S7023.DAT,0x47E80,93,2,2,0,0,  
7/S7023.DAT,0x47EA4,93,5,5,0,0,·····
7/S7023.DAT,0x47EB2,93,3,3,33,0,"운,·"
7/S7023.DAT,0x47EEA,93,3,3,33,0,전··
7/S7023.DAT,0x47F0C,94,3,2,0,0,··
7/S7023.DAT,0x47F2E,94,3,3,33,0,조··
7/S7023.DAT,0x47F50,94,3,2,0,0,··
7/S7023.DAT,0x47F66,94,3,3,0,0,···
7/S7023.DAT,0x47F72,94,14,9,33,1,변경?     변
7/S7023.DAT,0x47F80,95,16,12,25,0,경    유지     
7/S7023.DAT,0x47FB2,95,5,4,25,0,너···
7/S7023.DAT,0x47FC0,95,3,3,33,0,"운,·"
7/S7023.DAT,0x47FF8,95,3,3,0,0,(··
7/S7023.DAT,0x4801A,96,3,3,33,0,핀··
7/S7023.DAT,0x4803C,96,3,3,0,0,···
7/S7023.DAT,0x4805E,96,3,3,33,0,핀··
7/S7023.DAT,0x48074,96,3,3,0,0,···
7/S7023.DAT,0x48080,97,28,19,31,1,변경?   변경    유지     
7/S7023.DAT,0x480BE,97,5,5,40,0,습·핀··
7/S7023.DAT,0x480CC,97,3,3,33,0,"운,·"
7/S7023.DAT,0x48104,98,3,3,33,0,가··
7/S7023.DAT,0x48126,98,3,2,0,0,··
7/S7023.DAT,0x48148,98,3,3,33,0,돌··
7/S7023.DAT,0x4816A,98,3,2,0,0,··
7/S7023.DAT,0x48180,99,3,3,33,0,때··
7/S7023.DAT,0x4818C,99,25,16,37,1,변경?변경    유지     
7/S7023.DAT,0x481C8,99,5,2,0,0,··
7/S7023.DAT,0x481D6,99,3,3,33,0,"운,·"
7/S7023.DAT,0x4820E,100,3,3,0,0,···
7/S7023.DAT,0x48230,100,3,3,33,0,것··
7/S7023.DAT,0x48252,100,3,3,0,0, ··
7/S7023.DAT,0x48274,100,3,3,33,0,것··
7/S7023.DAT,0x4828A,101,3,3,0,0,···
7/S7023.DAT,0x48296,101,26,17,35,1,변경? 변경    유지     
7/S7023.DAT,0x482D2,101,5,5,20,0,··것··
7/S7023.DAT,0x482E0,101,3,3,33,0,"운,·"
7/S7023.DAT,0x48318,102,3,3,33,0,르··
7/S7023.DAT,0x4833A,102,3,3,0,0,!··
7/S7023.DAT,0x4835C,102,3,3,33,0,위··
7/S7023.DAT,0x4837E,102,2,2,0,0,!·
7/S7023.DAT,0x48394,103,3,3,33,0,손··
7/S7023.DAT,0x483A0,103,30,21,28,1,변경?     변경    유지     
7/S7023.DAT,0x483E0,103,5,4,0,0,·!··
7/S7023.DAT,0x483EE,103,3,3,33,0,"운,·"
7/S7023.DAT,0x48412,104,3,3,0,0, ··
7/S7023.DAT,0x48432,104,3,3,0,0,1··
7/S7023.DAT,0x4843C,104,26,20,20,1,너을···········크니·····
7/S7023.DAT,0x48472,104,3,3,33,0,스··
7/S7023.DAT,0x48482,105,3,3,0,0, ··
7/S7023.DAT,0x4848C,105,18,16,0,1,················
7/S7023.DAT,0x484BC,105,3,3,0,0,···
7/S7023.DAT,0x484CC,105,3,3,33,0,정··
7/S7023.DAT,0x484D6,105,22,17,5,1,·터···············
7/S7023.DAT,0x4850A,106,3,3,33,0,정··
7/S7023.DAT,0x4851A,106,3,3,33,0,신··
7/S7023.DAT,0x48524,106,43,34,23,1,·터·넣··가우·럼으···니··량······ ·········
7/S7023.DAT,0x4856E,106,3,3,33,0,신··
7/S7023.DAT,0x4857E,106,2,2,50,0,올·
7/S7023.DAT,0x48588,107,51,44,25,1,면···장·····가·내··올·내····내··출·내····내· ···내·····
7/S7023.DAT,0x485E4,107,3,2,0,0,··
7/S7023.DAT,0x485EE,107,18,13,30,1,면·5니·고· 초····
7/S7023.DAT,0x48600,108,5,5,20,0,···사·
7/S7023.DAT,0x4862E,108,3,3,0,0,···
7/S7023.DAT,0x4863A,108,33,27,3,1,·····었·····················
7/S7023.DAT,0x4867A,108,3,3,33,0,올··
7/S7023.DAT,0x4868A,109,3,3,0,0,···
7/S7023.DAT,0x48694,109,56,46,30,1,면··스있··령·거·토···위··나우·· ·······번려···· 힘··겠···사·
7/S7023.DAT,0x486F4,109,3,3,0,0,···
7/S7023.DAT,0x48700,110,28,24,16,0,면·· ········량니··을·······
7/S7023.DAT,0x4873A,110,3,3,0,0,···
7/S7023.DAT,0x4874A,110,3,3,33,0,크··
7/S7023.DAT,0x48754,110,36,28,17,1,면·넣···무·········사···에·······
7/S7023.DAT,0x48796,111,3,3,33,0,크··
7/S7023.DAT,0x487A6,111,3,3,0,0,···
7/S7023.DAT,0x487B0,111,41,33,27,1,핀·대··2크번·왕물 ···· ····야말나·········
7/S7023.DAT,0x48804,112,3,2,0,0,··
7/S7023.DAT,0x4880E,112,41,33,27,1,핀·대··2크번·왕물 ···· ····야말나·········
7/S7023.DAT,0x48862,112,3,3,0,0,···
7/S7023.DAT,0x4886C,112,20,16,37,1,핀·대··2크번·왕물 ····
7/S7023.DAT,0x48880,113,21,17,17,0, ····야말나·········
7/S7023.DAT,0x488C0,113,3,3,33,0,서··
7/S7023.DAT,0x488CA,113,41,33,27,1,핀·대··2크번·왕물 ···· ····야말나·········
7/S7023.DAT,0x4891E,114,3,3,33,0,우··
7/S7023.DAT,0x48928,114,41,33,27,1,핀·대··2크번·왕물 ···· ····야말나·········
7/S7023.DAT,0x4897C,114,3,3,33,0,와··
7/S7023.DAT,0x48986,115,41,33,27,1,핀·대··2크번·왕물 ···· ····야말나·········
7/S7023.DAT,0x489E4,115,28,21,28,1,핀·대··2크번·왕물 ···· ····
7/S7023.DAT,0x48A00,116,13,13,23,0,·야말나·········
7/S7023.DAT,0x48A44,116,3,3,0,0,·(·
7/S7023.DAT,0x48A4E,116,36,23,17,1,                  네 아직요
7/S7023.DAT,0x48A94,117,5,5,20,0,"고,·(."
7/S7023.DAT,0x48AAC,117,3,3,33,0,그(·
7/S7023.DAT,0x48AB6,117,23,16,18,1,·터····할·····까 ··
7/S7023.DAT,0x48AEA,117,3,3,33,0,경··
7/S7023.DAT,0x48AFA,117,3,3,33,0,수(·
7/S7023.DAT,0x48B04,118,36,30,20,1,·터·한·손·······까 ········음··서···
7/S7023.DAT,0x48B44,118,3,3,33,0,경··
7/S7023.DAT,0x48B50,118,3,3,33,0,몬(·
7/S7023.DAT,0x48B54,118,3,3,0,0,·(·
7/S7023.DAT,0x48B5D,118,2,2,0,0,7(
7/S7023.DAT,0x48B77,118,2,2,0,0,··
7/S7023.DAT,0x48B85,119,2,2,0,0,··
7/S7023.DAT,0x48B93,119,2,2,0,0,··
7/S7023.DAT,0x48BA1,119,2,2,0,0,··
7/S7023.DAT,0x48BAF,119,2,2,0,0,··
7/S7023.DAT,0x48BBD,119,2,2,0,0,··
7/S7023.DAT,0x48BCB,119,2,2,0,0,··
7/S7023.DAT,0x48BD9,119,2,2,0,0,·!
7/S7023.DAT,0x48BE7,119,2,2,0,0,·!
7/S7023.DAT,0x48BF5,119,2,2,0,0,·!
7/S7023.DAT,0x48C03,120,2,2,0,0,1!
7/S7023.DAT,0x48C11,120,2,2,0,0,1!
7/S7023.DAT,0x48C1F,120,2,2,0,0,·!
7/S7023.DAT,0x48C2D,120,2,2,0,0,·!
7/S7023.DAT,0x48C3B,120,2,2,0,0,·!
7/S7023.DAT,0x48C48,120,3,2,0,0,··
7/S7023.DAT,0x48C4E,120,3,2,0,0,··
7/S7023.DAT,0x48C54,120,3,2,0,1,··
7/S7023.DAT,0x48C5A,120,3,3,33,0,"하,·"
7/S7023.DAT,0x48C60,120,3,3,0,0,"·,·"
7/S7023.DAT,0x48C66,120,3,3,33,0,"와,·"
7/S7023.DAT,0x48C6C,120,3,3,33,0,"네,·"
7/S7023.DAT,0x48C72,120,3,3,33,0,"할,·"
7/S7023.DAT,0x48C78,120,3,3,0,0,"·,·"
7/S7023.DAT,0x48C7E,120,2,2,50,0,"세,"
7/S7023.DAT,0x48C84,121,3,3,33,0,"러,·"
7/S7023.DAT,0x48C8A,121,3,3,33,0,정··
7/S7023.DAT,0x48C90,121,3,3,33,0,신··
7/S7023.DAT,0x48C96,121,3,3,33,0,올··
7/S7023.DAT,0x48C9C,121,3,3,0,0,···
7/S7023.DAT,0x48CA2,121,3,3,33,0,크··
7/S7023.DAT,0x48CA8,121,3,3,0,0,···
7/S7023.DAT,0x48CEC,121,3,2,0,0,··
7/S7023.DAT,0x48D06,122,3,3,33,0,"일,·"
7/S7023.DAT,0x48D0C,122,3,3,33,0,"일,·"
7/S7023.DAT,0x48D4C,122,3,3,0,0,···
7/S7023.DAT,0x48D5C,122,3,3,0,0,···
7/S7023.DAT,0x48D6C,122,17,17,23,0,········넣·넣·상·상··
7/S7023.DAT,0x48D84,123,3,3,0,0,···
7/S7023.DAT,0x48D8E,123,3,3,0,0,···
7/S7023.DAT,0x48D98,123,3,3,0,0,···
7/S7023.DAT,0x48DA6,123,3,2,0,0,··
7/S7023.DAT,0x48DB6,123,17,9,0,0,·········
7/S7023.DAT,0x48DCE,123,3,2,0,0,··
7/S7023.DAT,0x48DD8,123,3,2,0,0,··
7/S7023.DAT,0x48DE2,123,3,2,0,0,··
7/S7023.DAT,0x48DF0,123,3,3,0,0,···
7/S7023.DAT,0x48E00,124,17,17,0,0,········1·1·6·6··
7/S7023.DAT,0x48E18,124,3,3,0,0,···
7/S7023.DAT,0x48E22,124,3,3,0,0,···
7/S7023.DAT,0x48E2C,124,3,3,0,0,···
7/S7023.DAT,0x48E3A,124,3,3,0,0,···
7/S7023.DAT,0x48E4A,124,17,17,0,0,············?·?··
7/S7023.DAT,0x48E62,124,3,3,0,0,···
7/S7023.DAT,0x48E6C,124,3,3,0,0,···
7/S7023.DAT,0x48E76,124,3,3,0,0,···
7/S7023.DAT,0x48E84,125,3,3,0,0,···
7/S7023.DAT,0x48E94,125,17,17,23,0,········스·스·습·습··
7/S7023.DAT,0x48EAC,125,3,3,0,0,···
7/S7023.DAT,0x48EB6,125,3,3,0,0,···
7/S7023.DAT,0x48EC0,125,3,3,0,0,···
7/S7023.DAT,0x48ECE,125,3,3,33,0,자··
7/S7023.DAT,0x48EDE,125,17,17,47,0,자·자·자·자·령·령·신·신··
7/S7023.DAT,0x48EF6,125,3,3,33,0,자··
7/S7023.DAT,0x48F00,126,3,3,33,0,자··
7/S7023.DAT,0x48F0A,126,3,3,33,0,자··
7/S7023.DAT,0x48F18,126,3,3,33,0,않··
7/S7023.DAT,0x48F28,126,17,17,47,0,않·않·않·않·심·심·몬·몬··
7/S7023.DAT,0x48F40,126,3,3,33,0,않··
7/S7023.DAT,0x48F4A,126,3,3,33,0,않··
7/S7023.DAT,0x48F54,126,3,3,33,0,않··
7/S7023.DAT,0x48F6A,126,13,13,15,0,····할·할······
7/S7023.DAT,0x48F7A,126,3,3,0,0,···
7/S7023.DAT,0x48F7E,126,2,2,0,0,··
7/S7023.DAT,0x48F84,127,3,3,0,0,···
7/S7023.DAT,0x48F88,127,3,3,0,0,···
7/S7023.DAT,0x48F92,127,3,3,0,0,···
7/S7023.DAT,0x48F98,127,3,2,0,0,··
7/S7023.DAT,0x48F9C,127,3,3,0,0,···
7/S7023.DAT,0x49010,128,13,13,0,0,····7·7······
7/S7023.DAT,0x49020,128,3,3,0,0,···
7/S7023.DAT,0x49024,128,3,3,0,0,···
7/S7023.DAT,0x4902A,128,3,3,0,0,···
7/S7023.DAT,0x4902E,128,3,3,0,0,···
7/S7023.DAT,0x49034,128,3,3,0,0,···
7/S7023.DAT,0x49038,128,3,3,0,0,···
7/S7023.DAT,0x4903E,128,3,3,0,0,···
7/S7023.DAT,0x49042,128,3,3,0,0,···
7/S7023.DAT,0x490BE,129,3,3,0,0,·!·
7/S7023.DAT,0x490C8,129,3,3,33,0,"한,·"
7/S7023.DAT,0x490DA,129,3,3,0,0,···
7/S7023.DAT,0x490E2,129,13,10,30,0,·!포를··지···
7/S7023.DAT,0x490F0,129,3,3,33,0,들··
7/S7023.DAT,0x490F8,129,3,2,0,0,··
7/S7023.DAT,0x4910E,130,3,3,0,0,···
7/S7023.DAT,0x49120,130,3,3,0,0,···
7/S7023.DAT,0x4912E,130,3,3,0,0, ··
7/S7023.DAT,0x49140,130,3,3,33,0,경··
7/S7023.DAT,0x49168,130,3,3,33,0,수(.
7/S7023.DAT,0x49190,131,3,3,0,0,4(·
7/S7023.DAT,0x49198,131,13,12,25,0,·····서·우·와··
7/S7023.DAT,0x491BC,131,3,3,0,0,···
7/S7023.DAT,0x491C6,131,34,22,36,1,처음부터?         다시   계속 
7/S7023.DAT,0x4920A,132,5,5,20,0,"·,그,·"
7/S7023.DAT,0x49222,132,3,3,0,0,"·,·"
7/S7023.DAT,0x4922C,132,40,31,22,1,1회전부터?                 · 아니오   
7/S7023.DAT,0x49276,132,5,5,20,0,"·,그,·"
7/S7023.DAT,0x492A0,133,3,3,0,0,·(.
7/S7023.DAT,0x492B6,133,3,3,0,0,"·,·"
7/S7023.DAT,0x492C0,133,20,14,42,1,·터·려·자보신··까 ··
7/S7023.DAT,0x49310,134,3,3,33,0,"려,·"
7/S7023.DAT,0x49328,134,3,2,0,0,··
7/S7023.DAT,0x4933E,134,3,2,0,0,··
7/S7023.DAT,0x49350,134,3,3,33,0,"러,·"
7/S7023.DAT,0x4935E,134,3,3,33,0,"하,·"
7/S7023.DAT,0x4936C,134,3,3,0,0,"·,·"
7/S7023.DAT,0x4937A,134,3,3,33,0,"와,·"
7/S7023.DAT,0x49388,135,3,3,33,0,"네,·"
7/S7023.DAT,0x49396,135,3,3,33,0,"할,·"
7/S7023.DAT,0x493A4,135,3,3,0,0,"·,·"
7/S7023.DAT,0x493B2,135,3,3,33,0,"세,·"
7/S7023.DAT,0x497FD,143,3,3,33,0,만0·
7/S7023.DAT,0x49800,144,5,3,33,0,리··
7/S7023.DAT,0x49806,144,6,6,50,0,분거·버··
7/S7023.DAT,0x49812,144,2,2,100,0,분가
7/S7023.DAT,0x4981A,144,3,2,0,0,·7
7/S7023.DAT,0x4981E,144,3,3,33,0,리··
7/S7023.DAT,0x49828,144,8,8,12,0,1··?·자 ·
7/S7023.DAT,0x49831,144,3,3,33,0,버··
7/S7023.DAT,0x49838,144,9,9,33,0,겠우0··자0··
7/S7023.DAT,0x49844,144,4,4,25,0,·자0·
7/S7023.DAT,0x4984C,144,4,4,0,0,"·,,·"
7/S7023.DAT,0x4985C,144,2,2,0,0,··
7/S7023.DAT,0x49874,144,4,4,0,0,"·.,·"
7/S7023.DAT,0x49884,145,2,2,0,0,··
7/S7023.DAT,0x4989C,145,4,4,0,0,"·0,·"
7/S7023.DAT,0x498C4,145,12,12,33,0,·우0·해우0· 우0·
7/S7023.DAT,0x498D9,145,15,13,15,0,"·······,·겠우0·"
7/S7023.DAT,0x49904,146,16,14,14,0,"········,·겠우0·"
7/S7023.DAT,0x49931,146,7,7,42,0,자0·마우0·
7/S7023.DAT,0x4994C,146,8,8,25,0,?자0··자0·
7/S7024.DAT,0x45000,0,6,3,33,0,·날?
7/S7024.DAT,0x45080,1,6,3,33,0,·날?
7/S7024.DAT,0x45100,2,6,3,33,0,·날?
7/S7024.DAT,0x45380,7,25,18,72,0,대회 위원: 준결승 준비됐습니까?
7/S7024.DAT,0x45600,12,48,40,70,0,대회 위원: 시합 시작 직후에 아무것도 못 하고 쓰러지는 분도 있답니다.
7/S7024.DAT,0x45680,13,43,39,64,0,대회 위원: 내 ·에 서지 마십시오. 어떻게 되어도 ·임지지 않습니다.
7/S7024.DAT,0x45700,14,47,39,66,0,아나운서: 준결승에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7024.DAT,0x45780,15,47,39,66,0,아나운서: 준결승에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7024.DAT,0x45800,16,47,39,66,0,아나운서: 준결승에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7024.DAT,0x45880,17,47,39,66,0,아나운서: 준결승에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
7/S7024.DAT,0x45900,18,47,39,66,0,아나운서: 준결승에 참가하실 분은  ·입니다. ·인께서 나와 주십시오.
