file,marker_offset,payload_start,end_exclusive,capacity,marker,prefix_kind,confidence,original_hex,decoded_jp,glyphs,exact_glyphs,ambiguous_glyphs,unknown_glyphs
5/S5026.DAT,0x4786E,0x47872,0x47899,39,0x17,control_0700,high,df 61 df 61 2e 32 30 1b 1b 2d 4a 48 55 26 20 3c e4 3d e6 01 de 19 20 23 dd c9 28 87 23 86 29 1f 49 54 df 61 df 61 37,"・・これでいいんじゃろうか？<CTRL:E4>よ
確かに宝は手に入つたけど・・。",30,30,0,1
5/S5031.DAT,0x479F4,0x479F8,0x47A29,49,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0f 00 26 00 01 00 2d 00 16 00 28 00 14 01 23 00 2b 00 10 00 26 00 01 00 2d 00 17 00 28 00 14 01 23 00 25 00 31 01 20 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00>3 に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00>3 に<CTRL:00> <CTRL:00>ー か<CTRL:00> ,28,23,5,26
5/S5031.DAT,0x47A1A,0x47A1C,0x47A29,13,0x17,none,medium,28 00 14 01 23 00 25 00 31 01 20 00 25,は<CTRL:00>3 に<CTRL:00> <CTRL:00>ー か<CTRL:00> ,9,9,2,4
5/S5031.DAT,0x47BF0,0x47BF4,0x47C25,49,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0f 00 26 00 01 00 2d 00 16 00 28 00 12 02 23 00 2b 00 10 00 26 00 01 00 2d 00 17 00 28 00 12 02 23 00 25 00 2f 02 20 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:．:2:0F><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:12:16><CTRL:00>は<CTRL:00>1！に<CTRL:00>す<CTRL:00><N:ﾉ:6:10><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00><N:ｃ:9:17><CTRL:00>は<CTRL:00>1！に<CTRL:00> <CTRL:00>を！か<CTRL:00> ,28,23,2,26
5/S5031.DAT,0x47C16,0x47C18,0x47C25,13,0x17,none,medium,28 00 12 02 23 00 25 00 2f 02 20 00 25,は<CTRL:00>1！に<CTRL:00> <CTRL:00>を！か<CTRL:00> ,9,9,0,4
5/S5031.DAT,0x47E14,0x47E18,0x47E2D,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
5/S5031.DAT,0x47E22,0x47E24,0x47E2D,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x4808C,0x48090,0x480A5,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
5/S5031.DAT,0x4809A,0x4809C,0x480A5,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x482A4,0x482A8,0x482BD,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
5/S5031.DAT,0x482B2,0x482B4,0x482BD,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48494,0x48498,0x484AD,21,0x17,control_0100,medium,25 00 1a 00 1e 00 2b 00 0b 00 17 00 2b 00 03 00 26 00 01 00 27, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00>す<CTRL:00><N:*:7:0B><CTRL:00><N:ｃ:9:17><CTRL:00>す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,11,8,1,13
5/S5031.DAT,0x484A2,0x484A4,0x484AD,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48594,0x48598,0x4859F,7,0x17,control_0100,medium,25 00 1a 00 1e 00 25, <CTRL:00><N:ъ:14:1A><CTRL:00>し<CTRL:00> ,4,3,0,4
5/S5031.DAT,0x488F4,0x488F6,0x488FF,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x489A8,0x489AA,0x489B3,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48AD6,0x48AD8,0x48AE1,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48CEA,0x48CEC,0x48CF5,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48D8A,0x48D8C,0x48D95,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48E00,0x48E02,0x48E0B,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x48EFC,0x48EFE,0x48F07,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x49228,0x4922A,0x49233,9,0x17,none,medium,2b 00 03 00 26 00 01 00 27,す<CTRL:00>”<CTRL:00>う<CTRL:00> <CTRL:00>ま,5,5,1,4
5/S5031.DAT,0x495A4,0x495A8,0x495B8,16,0x17,control_0000,high,2e 2e 2a 56 de 13 35 1d e6 01 e4 3d 74 3e 6a 02,"ここが出<G:DE13:493>だな
<CTRL:E4>よ行くぞ！",12,11,0,2
5/S5031.DAT,0x499DE,0x499E0,0x49A4E,110,0x17,none,medium,09 00 ff ff 13 00 01 00 03 00 17 00 13 00 1a 00 10 00 ff ff 13 00 05 00 13 00 0a 00 13 00 02 00 0a 00 ff ff 3e 00 13 00 06 00 2d 00 19 00 0c 00 04 00 35 00 19 00 11 00 0a 00 12 00 19 00 09 00 07 00 ff ff 4f 00 1a 00 11 00 0f 00 4f 00 01 00 02 00 06 00 4f 00 06 00 13 00 13 00 4f 00 0f 00 09 00 14 00 4f 00 17 00 08 00 16 00 ff ff,（<CTRL:00><CTRL:FF><CTRL:FF>2<CTRL:00> <CTRL:00>”<CTRL:00><N:ｃ:9:17><CTRL:00>2<CTRL:00><N:ъ:14:1A><CTRL:00><N:ﾉ:6:10><CTRL:00><CTRL:FF><CTRL:FF>2<CTRL:00><N:＄:1:05><CTRL:00>2<CTRL:00>）<CTRL:00>2<CTRL:00>！<CTRL:00>）<CTRL:00><CTRL:FF><CTRL:FF>く<CTRL:00>2<CTRL:00><N:X:20:06><CTRL:00>ん<CTRL:00><N:３:14:19><CTRL:00><N:ｌ:6:0C><CTRL:00><N:≠:16:04><CTRL:00>だ<CTRL:00><N:３:14:19><CTRL:00>0<CTRL:00>）<CTRL:00>1<CTRL:00><N:３:14:19><CTRL:00>（<CTRL:00><N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>霊<CTRL:00><N:ъ:14:1A><CTRL:00>0<CTRL:00><N:．:2:0F><CTRL:00>霊<CTRL:00> <CTRL:00>！<CTRL:00><N:X:20:06><CTRL:00>霊<CTRL:00><N:X:20:06><CTRL:00>2<CTRL:00>2<CTRL:00>霊<CTRL:00><N:．:2:0F><CTRL:00>（<CTRL:00>3<CTRL:00>霊<CTRL:00><N:ｃ:9:17><CTRL:00>’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,50,32,2,78
5/S5031.DAT,0x499EA,0x499EC,0x49A4E,98,0x17,none,medium,13 00 1a 00 10 00 ff ff 13 00 05 00 13 00 0a 00 13 00 02 00 0a 00 ff ff 3e 00 13 00 06 00 2d 00 19 00 0c 00 04 00 35 00 19 00 11 00 0a 00 12 00 19 00 09 00 07 00 ff ff 4f 00 1a 00 11 00 0f 00 4f 00 01 00 02 00 06 00 4f 00 06 00 13 00 13 00 4f 00 0f 00 09 00 14 00 4f 00 17 00 08 00 16 00 ff ff,2<CTRL:00><N:ъ:14:1A><CTRL:00><N:ﾉ:6:10><CTRL:00><CTRL:FF><CTRL:FF>2<CTRL:00><N:＄:1:05><CTRL:00>2<CTRL:00>）<CTRL:00>2<CTRL:00>！<CTRL:00>）<CTRL:00><CTRL:FF><CTRL:FF>く<CTRL:00>2<CTRL:00><N:X:20:06><CTRL:00>ん<CTRL:00><N:３:14:19><CTRL:00><N:ｌ:6:0C><CTRL:00><N:≠:16:04><CTRL:00>だ<CTRL:00><N:３:14:19><CTRL:00>0<CTRL:00>）<CTRL:00>1<CTRL:00><N:３:14:19><CTRL:00>（<CTRL:00><N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>霊<CTRL:00><N:ъ:14:1A><CTRL:00>0<CTRL:00><N:．:2:0F><CTRL:00>霊<CTRL:00> <CTRL:00>！<CTRL:00><N:X:20:06><CTRL:00>霊<CTRL:00><N:X:20:06><CTRL:00>2<CTRL:00>2<CTRL:00>霊<CTRL:00><N:．:2:0F><CTRL:00>（<CTRL:00>3<CTRL:00>霊<CTRL:00><N:ｃ:9:17><CTRL:00>’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,45,28,1,70
5/S5031.DAT,0x49A0C,0x49A0E,0x49A4E,64,0x19,none,medium,0c 00 04 00 35 00 19 00 11 00 0a 00 12 00 19 00 09 00 07 00 ff ff 4f 00 1a 00 11 00 0f 00 4f 00 01 00 02 00 06 00 4f 00 06 00 13 00 13 00 4f 00 0f 00 09 00 14 00 4f 00 17 00 08 00 16 00 ff ff,<N:ｌ:6:0C><CTRL:00><N:≠:16:04><CTRL:00>だ<CTRL:00><N:３:14:19><CTRL:00>0<CTRL:00>）<CTRL:00>1<CTRL:00><N:３:14:19><CTRL:00>（<CTRL:00><N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>霊<CTRL:00><N:ъ:14:1A><CTRL:00>0<CTRL:00><N:．:2:0F><CTRL:00>霊<CTRL:00> <CTRL:00>！<CTRL:00><N:X:20:06><CTRL:00>霊<CTRL:00><N:X:20:06><CTRL:00>2<CTRL:00>2<CTRL:00>霊<CTRL:00><N:．:2:0F><CTRL:00>（<CTRL:00>3<CTRL:00>霊<CTRL:00><N:ｃ:9:17><CTRL:00>’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,30,18,1,46
5/S5031.DAT,0x49A14,0x49A16,0x49A4E,56,0x19,none,medium,11 00 0a 00 12 00 19 00 09 00 07 00 ff ff 4f 00 1a 00 11 00 0f 00 4f 00 01 00 02 00 06 00 4f 00 06 00 13 00 13 00 4f 00 0f 00 09 00 14 00 4f 00 17 00 08 00 16 00 ff ff,0<CTRL:00>）<CTRL:00>1<CTRL:00><N:３:14:19><CTRL:00>（<CTRL:00><N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>霊<CTRL:00><N:ъ:14:1A><CTRL:00>0<CTRL:00><N:．:2:0F><CTRL:00>霊<CTRL:00> <CTRL:00>！<CTRL:00><N:X:20:06><CTRL:00>霊<CTRL:00><N:X:20:06><CTRL:00>2<CTRL:00>2<CTRL:00>霊<CTRL:00><N:．:2:0F><CTRL:00>（<CTRL:00>3<CTRL:00>霊<CTRL:00><N:ｃ:9:17><CTRL:00>’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,26,17,1,39
5/S5031.DAT,0x49A1C,0x49A1E,0x49A4E,48,0x19,none,medium,09 00 07 00 ff ff 4f 00 1a 00 11 00 0f 00 4f 00 01 00 02 00 06 00 4f 00 06 00 13 00 13 00 4f 00 0f 00 09 00 14 00 4f 00 17 00 08 00 16 00 ff ff,（<CTRL:00><N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>霊<CTRL:00><N:ъ:14:1A><CTRL:00>0<CTRL:00><N:．:2:0F><CTRL:00>霊<CTRL:00> <CTRL:00>！<CTRL:00><N:X:20:06><CTRL:00>霊<CTRL:00><N:X:20:06><CTRL:00>2<CTRL:00>2<CTRL:00>霊<CTRL:00><N:．:2:0F><CTRL:00>（<CTRL:00>3<CTRL:00>霊<CTRL:00><N:ｃ:9:17><CTRL:00>’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,22,14,1,34
5/S5031.DAT,0x49A46,0x49A48,0x49A4E,6,0x17,none,medium,08 00 16 00 ff ff,’<CTRL:00><N:ｃ:12:16><CTRL:00><CTRL:FF><CTRL:FF>,2,1,0,5
5/S5032.DAT,0x478FA,0x478FE,0x47912,20,0x17,control_0000,high,ce b0 23 1d 29 1f 37 2e 2e 20 33 28 a4 b2 83 30 1b 49 22 37,世話になつた。ここからは自分達でいける。,20,20,0,0
5/S5032.DAT,0x47942,0x47946,0x47954,14,0x17,control_0700,high,41 26 20 24 41 32 30 28 3a 33 58 4a 48 37,そうか、それではさらばじゃ。,14,14,0,0
5/S5032.DAT,0x479E0,0x479E4,0x479EC,8,0x17,control_0700,high,43 1e 38 dd c5 55 26 37,わしも帰ろう。,7,7,0,0
5/S5041.DAT,0x47988,0x4798A,0x479A0,22,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 40 28 39 2e 2e 27 30 44 21 3e 32 1f 4c 37,"光の精霊 
やはりここまできてくれたね。",19,19,0,0
5/S5041.DAT,0x479D0,0x479D2,0x479EF,29,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 52 88 1c dd a8 de 59 36 1e 21 de 43 23 d3 1b 21 dd 24 1e 1b 37,"光の精霊 
人聞の代<N:表:12:DE59>として君に聞いて欲しい。",22,21,0,1
5/S5041.DAT,0x47A20,0x47A22,0x47A4B,41,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 52 88 28 dd e8 dd 16 1c de ce de a9 2f dd 48 32 24 a4 dd d6 2f dd 62 dd 9f 1e e6 01 4c 4a 27 9c 24,"光の精霊 
人聞は僕等の存在を<N:忘:1:DD48>れ、自然を破壊し
ねじまげ、",28,27,0,1
5/S5041.DAT,0x47A7C,0x47A7E,0x47A97,25,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 a4 b2 83 1c 5d 5e 2f de c9 44 b9 9c 21 1b 29 1f 37,"光の精霊 
自分達の王国を築き上げていつた。",21,21,0,0
5/S5041.DAT,0x47AC8,0x47ACA,0x47B04,58,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 41 1e 21 24 dd e8 dd 16 1c 61 2a dd ed 27 39 e6 01 5f 34 47 62 31 2a dd 8c 32 35 1e 1f 37 e6 01 30 38 27 35 52 88 28 de 80 4b 23 a9 2a 45 20 1d 1b 37,"光の精霊 
そして、僕等の力が弱まり
モンスターが現れだした。
でもまだ人聞は過ちに気がつかない。",46,46,0,0
5/S5041.DAT,0x47B34,0x47B36,0x47B69,51,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 42 31 4e 24 de 08 1c 4d 4f 83 2f dd 0f 4a dd 5d 51 21 1b 22 e6 01 5f 34 47 62 31 2f dd 83 1e 21 24 dd 73 33 2f dd e0 de 8f 1e 24,"光の精霊 
アーク、他の精霊達を封じ込めている
モンスターを倒して、彼らを<N:閂:11:DDE0>放し、",39,38,0,1
5/S5041.DAT,0x47B9A,0x47B9C,0x47BB8,28,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 41 1c dd 2e 23 de a6 2f 20 1f b5 49 21 dd 24 1e 1b 2d 35 37,"光の精霊 
その声に耳をかたむけて欲しいんだ。",22,22,0,0
5/S5041.DAT,0x47BE8,0x47BEA,0x47C02,24,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 a4 b2 83 52 88 2a 6e 2f 40 29 21 9a 1f 20 2f 37,"光の精霊 
自分達人聞が何をやつて来たかを。",21,21,0,0
5/S5041.DAT,0x47C32,0x47C34,0x47C54,32,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 dd e8 28 de 43 83 36 38 56 7b 46 1f 1e e6 01 52 88 2f dd 27 4a 21 22 37,"光の精霊 
僕は君達とも出会えたし
人聞を信じてる。",24,24,0,0
5/S5041.DAT,0x47C84,0x47C86,0x47CAA,36,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 41 1c de 0c 1e 36 1e 21 5b dd 0c 1c 94 5a 36 5b 5d cb 1c de 64 5a 2f dd bc 2b 3d 37,"光の精霊 
その証しとして<N:ｌ:5:5B>光の石へと<N:ｌ:5:5B>王様の像へを渡すよ。",29,27,0,2
5/S5041.DAT,0x47D2E,0x47D30,0x47D3D,13,0x19,none,high,5b dd 0c 1c 94 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>光の石へを手に入れた。,12,11,0,1
5/S5041.DAT,0x47D72,0x47D74,0x47D82,14,0x19,none,high,5b 5d cb 1c de 64 5a 2f 87 23 86 32 1f 37,<N:ｌ:5:5B>王様の像へを手に入れた。,13,12,0,1
5/S5041.DAT,0x47DB2,0x47DB4,0x47DCA,22,0x19,none,high,dd 0c 1c 4d 4f 25 e6 01 42 31 4e 24 1f 1c 2d 35 3d df 61 df 61 37,"光の精霊 
アーク、たのんだよ・・。",17,17,0,0
5/S5041.DAT,0x47E08,0x47E0C,0x47E31,37,0x17,control_0700,high,41 32 28 24 dd 5e 9a 1c 21 2a 33 2f a4 b2 1c 38 1c 23 30 44 22 36 1b 26 5b 5d cb 1c de 64 5a 30 28 1d 1b 20 37,それは、家来のてがらを自分のものにできるという<N:ｌ:5:5B>王様の像へではないか。,35,34,0,1
5/S5041.DAT,0x47E62,0x47E66,0x47E7F,25,0x17,control_0700,high,43 1e 1c 4a 48 6a 02 e6 01 5b 5d cb 1c de 64 5a 28 43 1e 1c 4a 48 6a 02 02,"わしのじゃぞ！
<N:ｌ:5:5B>王様の像へはわしのじゃぞ！！",22,21,0,1
5/S5052.DAT,0x47900,0x47904,0x4790B,7,0x17,control_0700,high,2e 39 48 2b 79 1b 02,こりゃすごい！,7,7,0,0
5/S5052.DAT,0x479AA,0x479AE,0x479B5,7,0x17,control_0700,high,1e 24 1e 27 29 1f 02,し、しまつた！,7,7,0,0
5/S5052.DAT,0x47A8C,0x47A90,0x47AA5,21,0x17,control_0700,high,1b 40 dd 31 20 29 1f 24 dd 31 20 29 1f e6 01 dd 6e 2f 91 26 6a,"いや助かつた、助かつた
礼を言うぞ",16,16,0,0
5/S5052.DAT,0x47AD6,0x47ADA,0x47AF5,27,0x17,control_0700,high,dd 6e 28 91 26 2a dd c9 28 43 49 2d 6a e6 01 91 26 35 49 1d 33 1f 35 35 20 33 1d,"礼は言うが宝はわけんぞ
言うだけならただだからな",23,23,0,0
5/S5052.DAT,0x47B26,0x47B28,0x47B45,29,0x19,none,high,dd 14 60 ab 42 25 e6 01 52 28 dd 24 dd 50 1c dd f6 23 35 49 dd 1c 44 22 1c 30 28 1d 1b,"ヨシュア 
人は欲望の為にだけ生きるのではない",22,22,0,0
5/S5052.DAT,0x47B76,0x47B78,0x47BA6,46,0x19,none,high,dd 14 60 ab 42 25 e6 01 de 44 1b 26 4b 23 3b 27 46 1c ae 23 24 e6 01 dd 24 dd 50 1c dd f6 30 1d 3e 63 26 dd d9 da 2a dd 8c 32 22 35 55 26,"ヨシュア 
近いうちにおまえの前に、
欲望の為でなく戦う少年が現れるだろう",35,35,0,0
5/S5052.DAT,0x47BD6,0x47BD8,0x47BFC,36,0x19,none,high,dd 14 60 ab 42 25 e6 01 1b 27 dd 31 49 1f cc 24 41 1c 7e 1c dd f6 23 dd 33 29 21 28 e6 01 3e 32 27 1b 20 3c,"ヨシュア 
いま助けた命、その者の為に使つては
くれまいか？",28,28,0,0
5/S5052.DAT,0x47C2C,0x47C2E,0x47C5B,45,0x19,none,high,dd 14 60 ab 42 25 e6 01 41 1c dd d9 da 28 24 dd 0c 1c 4d 4f 2f de 07 1e 21 de 97 1c e6 01 47 78 6b 42 5e 20 33 40 29 21 3e 22 28 8c 35,"ヨシュア 
その少年は、光の精霊を探して東の
スメリア国からやつてくるはすだ",36,36,0,0
5/S5052.DAT,0x47C8C,0x47C90,0x47CB6,38,0x17,control_0700,high,dd 24 1c 1d 1b 52 88 1d 6a 3b 33 2d 36 9f 26 2a 1c 26 e4 3d e6 01 27 3f 1b 1b 24 e4 1f dd 7e dd 87 28 30 44 2d 6a,"欲のない人聞なぞおらんと思うがのう<CTRL:E4>よ
まあいい、約束はできんぞ",30,30,0,1
6/S6011.DAT,0x4782C,0x4782E,0x47833,5,0x19,none,medium,22 00 1e 00 06,る<CTRL:00>し<CTRL:00><N:X:20:06>,3,2,0,3
6/S6011.DAT,0x4786E,0x47870,0x47895,37,0x19,none,medium,97 02 08 00 18 00 97 02 08 00 1c 00 97 02 08 00 1d 00 97 02 08 00 1e 00 97 02 07 00 ff ff 1c 00 1e 00 6a 02 21,ふ！’<CTRL:00><N:７:11:18><CTRL:00>ふ！’<CTRL:00>の<CTRL:00>ふ！’<CTRL:00>な<CTRL:00>ふ！’<CTRL:00>し<CTRL:00>ふ！<N:＆:4:07><CTRL:00><CTRL:FF><CTRL:FF>の<CTRL:00>し<CTRL:00>ぞ！て,24,22,0,15
6/S6011.DAT,0x478EA,0x478EC,0x47907,27,0x19,none,medium,8e 02 07 00 18 00 8e 02 07 00 1c 00 8e 02 07 00 1d 00 8e 02 07 00 1e 00 8e 02 21,一！<N:＆:4:07><CTRL:00><N:７:11:18><CTRL:00>一！<N:＆:4:07><CTRL:00>の<CTRL:00>一！<N:＆:4:07><CTRL:00>な<CTRL:00>一！<N:＆:4:07><CTRL:00>し<CTRL:00>一！て,19,14,0,13
6/S6011.DAT,0x4794A,0x4794C,0x47995,73,0x19,none,medium,94 00 c0 02 d0 08 02 00 06 00 23 00 de 00 0b 00 ff ff 18 00 1f 00 f7 ff 26 00 04 00 1d 00 94 00 80 09 10 ff 02 00 0d 00 04 00 1c 00 94 00 80 09 a0 02 02 00 0d 00 04 00 1e 00 94 00 20 08 e0 05 02 00 0d 00 04 00 18 00 94,石<CTRL:00><N:ぇ:2:C0>！攻’！<CTRL:00><N:X:20:06><CTRL:00>に<CTRL:00>門<N:*:7:0B><CTRL:00><CTRL:FF><CTRL:FF><N:７:11:18><CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00><N:≠:16:04><CTRL:00>な<CTRL:00>石<CTRL:00><N:ク:12:80>（<N:ﾉ:6:10><CTRL:FF>！<CTRL:00>，<CTRL:00><N:≠:16:04><CTRL:00>の<CTRL:00>石<CTRL:00><N:ク:12:80>（見！！<CTRL:00>，<CTRL:00><N:≠:16:04><CTRL:00>し<CTRL:00>石<CTRL:00>か’<G:E005:989>！<CTRL:00>，<CTRL:00><N:≠:16:04><CTRL:00><N:７:11:18><CTRL:00>石,41,28,0,43
6/S6011.DAT,0x479A0,0x479A2,0x479C1,31,0x19,none,medium,94 00 c0 02 d0 08 02 00 04 00 23 00 de 00 0b 00 ff ff 18 00 1f 00 f7 ff 26 00 04 00 1a 00 94,石<CTRL:00><N:ぇ:2:C0>！攻’！<CTRL:00><N:≠:16:04><CTRL:00>に<CTRL:00>門<N:*:7:0B><CTRL:00><CTRL:FF><CTRL:FF><N:７:11:18><CTRL:00>た<CTRL:00><CTRL:F7><CTRL:FF>う<CTRL:00><N:≠:16:04><CTRL:00><N:ъ:14:1A><CTRL:00>石,16,10,0,20
6/S6011.DAT,0x479DA,0x479DC,0x479F9,29,0x19,none,medium,00 ff 11 00 1a 00 40 00 11 00 1f 00 40 00 11 00 18 00 40 00 26 00 33 00 03 00 30 02 21,<CTRL:00><CTRL:FF>0<CTRL:00><N:ъ:14:1A><CTRL:00>や<CTRL:00>0<CTRL:00>た<CTRL:00>や<CTRL:00>0<CTRL:00><N:７:11:18><CTRL:00>や<CTRL:00>う<CTRL:00>ら<CTRL:00>”<CTRL:00>で！て,15,13,0,16
6/S6011.DAT,0x47A2A,0x47A2C,0x47A9B,111,0x19,none,medium,bd 01 07 00 18 00 bd 01 07 00 1c 00 bd 01 07 00 1d 00 bd 01 07 00 1e 00 bd 01 26 00 08 00 19 00 54 02 08 00 18 00 4a 02 08 00 1c 00 64 02 08 00 1d 00 62 02 08 00 1e 00 60 02 26 00 08 00 19 00 56 02 08 00 18 00 4c 02 08 00 1c 00 70 02 08 00 1d 00 6e 02 08 00 1e 00 6c 02 26 00 2f 00 03 00 48 01 26 00 33 00 03 00 13 02 23 00 55 01 21,敵 <N:＆:4:07><CTRL:00><N:７:11:18><CTRL:00>敵 <N:＆:4:07><CTRL:00>の<CTRL:00>敵 <N:＆:4:07><CTRL:00>な<CTRL:00>敵 <N:＆:4:07><CTRL:00>し<CTRL:00>敵 う<CTRL:00>’<CTRL:00><N:３:14:19><CTRL:00>ど！’<CTRL:00><N:７:11:18><CTRL:00>じ！’<CTRL:00>の<CTRL:00>マ！’<CTRL:00>な<CTRL:00>タ！’<CTRL:00>し<CTRL:00>シ！う<CTRL:00>’<CTRL:00><N:３:14:19><CTRL:00>出！’<CTRL:00><N:７:11:18><CTRL:00>ね！’<CTRL:00>の<CTRL:00>下！’<CTRL:00>な<CTRL:00>何！’<CTRL:00>し<CTRL:00>チ！う<CTRL:00>を<CTRL:00>”<CTRL:00>ゃ う<CTRL:00>ら<CTRL:00>”<CTRL:00>2！に<CTRL:00>ろ て,74,65,7,46
