logical_physical,runtime_physical,char,unicode,sources,hanme_ink,thin_ink,hanme_sha256,thin_sha256,changed
287,287,떻,U+B5BB,V319 atlas; V320 assignment; identity,75,51,158514028E73A94458E137C8B7A405CAF00D695E52784714F74BC70930B90398,58D0CC756F1926FC4619C42E566F6225788E8E19DF631C9553FB5FE576985759,1
288,288,산,U+C0B0,V319 atlas; V320 assignment; identity,52,32,90CF74808E286DF400A5CBC0E9D41B133651D7D83144FA6F64DF33BB6DC1595A,7649EC00909E048B3BD5A292002A35662D2555407F50F33A596D23A4B80B5E99,1
289,289,반,U+BC18,V319 atlas; V320 assignment; identity,62,43,48E2F9D2243E58D81C3C48B68D3F407BC4A78E13327C76CF9E8B9B4AD3618289,18D4CC724B790D0A7A2784244A7DE79D21E764A653C0AC912668DE6D7EC63E11,1
290,290,결,U+ACB0,V319 atlas; V320 assignment; identity,67,48,2734141172DAF815026A54FB9E4B38A976DD6100A1F49446FF0F481DDBD564CB,429A2F63C2586550D3003B58B0FA8F847E179B209E88E4D43733958B4B53466A,1
291,291,약,U+C57D,V319 atlas; V320 assignment; identity,59,41,D29EF524418341750A692E1D4F4535FCA0B390E655A167A5F9D538526310F1C7,124A55B104A07CEA7B6AEF1AB708AB3D6B60B84CCD1F10282BBD683087FED311,1
292,292,럼,U+B7FC,V319 atlas; V320 assignment; identity,70,52,261916C7B727844CF19D0970BBB9B206D726C6847B2AEFFA9410168FCA7A62B8,9331046693EB3E3DBDCE5862D951A4A12816EABE3B193BFECF7DB0A4DF1A23C3,1
293,293,금,U+AE08,V319 atlas; V320 assignment; identity,61,47,DDD72B94DD6E7103A48EBB5461B099A9274FB30258E37149F08DDD40FACCCF3B,FEC931625E1B9846BB86F79D813A8DF59EFB9019F80C6A425500F5675232CB8E,1
294,294,혜,U+D61C,V319 atlas; V320 assignment; identity,80,51,1F41CB60F25701CA31B5ED2E3AF67EF3E3DEB0D443E01471C4C241E71604E866,3683B7205D663A5AF30D617304D370C8A4BCECEFC191C582B1F7589176B1A979,1
295,295,참,U+CC38,V319 atlas; V320 assignment; identity,70,47,94874A79408CD87D5FBA149734DBD09FBE7BC534BECAD8300E7D09DB86948506,BD497B5C880A052ACBBF0E21C33760FF637D0069BE435005BBF9E2C5023ACCA7,1
296,296,렇,U+B807,V319 atlas; V320 assignment; identity,68,52,F9DBA484E0344A69A72253A5D9968CFBA5B825F3E91B343819E65003EF35AD52,834715F9134D04F23198B61C315FDA14D78E51ECD90DB615CF030D195FB21FF9,1
297,297,싶,U+C2F6,V319 atlas; V320 assignment; identity,62,40,5A6B7EC2DB4D498145969D50182B701F5604F4D5B801EB85E7FA7B75F016FDB7,CB59F0F86C7B26F495E39131E2870C8CE35571CF88E31EB1EC61021C96DD8A86,1
298,298,잘,U+C798,V319 atlas; V320 assignment; identity,69,49,36AF657933D9BCE5928772F2847F7B94DCB44F503D2D72EA8C12B0AC36E2A48C,B5B55AED89336757C43E7A77971B190049082C216B3BF66CDB972F399D2E2046,1
299,299,볼,U+BCFC,V319 atlas; V320 assignment; identity,78,62,D7CB6F9B0C6D775733790518EF7670518672D0659D52D6DDDB537E83989B9847,B6DC933A2B8800C9DD4849AACF5FC19284780560FE15760331808A56CF66F825,1
300,300,냐,U+B0D0,V319 atlas; V320 assignment; identity,46,32,86D2A36F9EFD8F391637A25595F1CB4CF9FB486C2F7125BB0F1174BC93EE9A8F,3F44B9D1F736477B5960843086ED0F222EA729207A4EE9C2B7339C98A5DAF30A,1
301,301,억,U+C5B5,V319 atlas; V320 assignment; identity,58,38,AEDFFF450C7DF27CD3E47DDC836D58B097D60BE0DC55A3BDFDB1B2BA186E73BC,F4B0A4EB103FFE86C56AB6580FAAE78FDC81D8930B638A2ECE3D80B3FC903241,1
302,302,선,U+C120,V319 atlas; V320 assignment; identity,53,32,864DB612882A3405362627FBB6B8A7C8C860589C1313741065E3D201887A75E3,4437195BFBF93074D51B6BA20FC4998FD325957A1A319D578149A3ABCA3EF9AF,1
303,303,험,U+D5D8,V319 atlas; V320 assignment; identity,77,52,A0312D69798D7D37313A69F95AF1FFA6DCEAF4B1BA60C1EF96F432269BB47505,B67B0DE1D58C9A32AA0AABB64D5D71E4A4F87F7026546F3A59E767ECB912AC65,1
304,304,누,U+B204,V319 atlas; V320 assignment; identity,41,30,79E431FE2B42AC4A43342EEBD4702F488FBA5692FC57A84C3E39F47A7DCC5663,05311B84C1B6AF509988A8987CB4432213986948C7C9A7DBCF23677266133CB5,1
305,305,찾,U+CC3E,V319 atlas; V320 assignment; identity,63,41,4DC00FBC8F2110F3804B2212CBB4965E151047BF95ACEA5D9ED3B7ED4EDB76A1,1870331633B983B0DA63F2EC5EC5B27E01B9DD8B98D12940FA9EADC770EBC008,1
306,306,노,U+B178,V319 atlas; V320 assignment; identity,37,28,5FD395C2A369B24576AB8C2794ED8FD66BD2A72F58209C306A9792ED77B98DAE,A8E9F6A8E38E53849C8939028B0D83A9CB936C0B378452896418D597AB7B6562,1
307,307,본,U+BCF8,V319 atlas; identity,62,47,62D06950BB62AC922E69846AC736555E7389CFA878507207C772B6EC3DAC8917,6723C739ABA9422215153F1B944233EF9C2E0B43611EDD42865B2236698B9481,1
308,308,히,U+D788,V319 atlas; V320 assignment; identity,56,34,46B7A7948C8D5AA1A8FC5518B6B3809B6BCB2AFF88EEEAED03250E67FE5FF0A3,939EEDD1BCDB5FC87C964FC58A5A0B6976C6610EBEAA00C3204C668A3967C439,1
309,309,같,U+AC19,V319 atlas; V320 assignment; identity,61,43,41F12C6811B1A66B61FB28590E0CFD2D568E7AFA9CF7395E103B78E1043708FA,4057558F5F68A71E2C7AB53084DA6BB1DBD46142378909D7401FDF79FB56EBB5,1
310,310,트,U+D2B8,V319 atlas; V320 assignment; identity,44,38,CCD5206FCB3AE3C2E35EE0BECBDAA12DED5F59C1AB5EF3657306FB628E289E7D,30C0458949D36C311884F95214DE0CD27796B1B14215B68D10352D1CC58A098C,1
311,311,온,U+C628,V319 atlas; V320 assignment; identity,58,43,BE9EB5400B13A3D719D08C84C2B086B14669A9A2AAB69B5CABF2CCBB19F80C5C,9624288FF147BFF3BA222910EC017CB62E0214603A273E86C21B5A17B2E1F3FD,1
312,312,머,U+BA38,V319 atlas; V320 assignment; identity,57,37,CBE051F3314A7D981D9579525A7F4099F6BADB38358782416A7E44B3CFB690F3,C6BFC3DABCC1026C2EDC1627F600320B783787D463EDB3F6F9BA037A1E585CFE,1
313,313,템,U+D15C,V319 atlas; V320 assignment; identity,84,62,B7C1E9D9EBE6CC584E9FCC78B27B8DBB4362F55B328EBF45741AA32EE6CD87AB,02E238BAF05C7FEB147BE03ABE511A5AD1470455F3A1A9AC568C374E9F549786,1
314,314,속,U+C18D,V319 atlas; V320 assignment; identity,55,38,DD570925A1912EFC5F175B49491EB26903A3C9CF1FB6FA6647A0A4A4A65183D6,2146674C2B3CE5F0690478964682C15EFF31F86123A7D097E46E01CA6ACDD42A,1
315,315,뭐,U+BB50,V319 atlas; V320 assignment; identity,78,52,BF333E370A2CFF0AF9726EABEB93E3EDB1AD7DCAA9C8E32EE9D8F32D0500A0F0,8858CA3B53DAB3802CB92598695FB711E826EF8B706F79CE45EB06CF8AD81647,1
316,316,날,U+B0A0,V319 atlas; V320 assignment; identity,62,46,81F4A5EAB5B43139716BD11CEABFD14378CF67979C62943C3EC75CF2AE471CAA,8AFDBC2D99723DB21F52BE8DEF999CB813841745F919978B16458CBE082254A6,1
317,317,폭,U+D3ED,V319 atlas; V320 assignment; identity,66,51,72C7847FDE1377FE0A76BE2980CDE7D36CAB894D5A709720F9EF11D3A3B9E5BA,AB4725C9BCFCA22E1E340FEAAE1246B6A0812E0940C4F8CAC72E885DB8F333B9,1
318,318,져,U+C838,V319 atlas; V320 assignment; identity,56,35,5B0BD5099EDA37C3F2EC5FC8CC105BB8AEF3C02C29A04351E4F9D82F41BD1404,3BED3EFA382D035889BEE9532B1C12A9A1622170477A09054A01336970071CB6,1
319,319,작,U+C791,V319 atlas; V320 assignment; identity,57,39,51CB455DF9C58DFA55722769A09D2409BEE7BB7F57B6A5AC93124B68A4F9BFDE,6E017B44988EAB79195366D5E009832BAFAE5D450AFEEB4BB1A66BF8E6C1B7F2,1
320,320,환,U+D658,V319 atlas; identity,73,52,9238AF81D1A6BF3117E281D27B4034101E278004C3CD8B8A0D6F88ABBE9D9B9E,B9597DB5F573A27B29F644972064611CF4AC7F4BE489ABD240332351002C84BD,1
321,321,레,U+B808,V319 atlas; V320 assignment; identity,78,50,FF87CC2C52AFD08AA2EC9EE0E9FD0652A6376C7290FF191FF229FB4BA7573C5F,A09852E4AF29E82F086CF5A5112D237743B5A6F47629E4E9E4B821B6EF7574B1,1
322,322,씨,U+C528,V319 atlas; identity,53,29,E7076B464AFE84B6B3E31EE8C05532A4408A4E46404CC1CDF0D6B7FFE8D1CB6D,636BD53E195821216BC4055D4D249FD8A95F509E3735247DAB866955D0A011C7,1
323,323,워,U+C6CC,V319 atlas; V320 assignment; identity,72,48,50A590DC09B4ECA9079EF35DEA58AEFBA0B572C8FFA532E91F374C91B26199C0,383789552970DDDBFF5811E65A0394929D4347FD31B94FDA12BD126C643F9A74,1
324,324,쪽,U+CABD,V319 atlas; V320 assignment; identity,65,50,CF1ECA70C37386D489524F643554CDADFCA63167631041492660240147336F91,BEC397C31626117925AE1DA47EC84E262343DC639C3E7EAC8038DDCFDF2138DE,1
325,325,난,U+B09C,V319 atlas; V320 assignment; identity,51,35,2675E4AF94BA426270691A08A0FC852BE4F3549EFC1DBB720B8308EA81B49D45,A9A8ABA1C6F790B189E67DE770E50AD3D7046032AEA5DABB37E93FA901EDB477,1
326,326,망,U+B9DD,V319 atlas; V320 assignment; identity,68,48,C9E0A30152F039F538404E1E91DAD3BD4CB7EB419EB0AE9F67D8387772B0AFBA,5C83888E2BFEA3BA062692E3789826DB3DA49B7F8149AE08C761F0887082967C,1
327,327,팔,U+D314,V319 atlas; V320 assignment; identity,75,56,2A7F54A94737D54B227A49578546A1B238700C311A6B74D8DB488F4C1979026E,DA578F893F8EDE41CBBA21B5438443AA3AABC5261B8F66E9A14FA7D9410488A6,1
328,328,각,U+AC01,V319 atlas; V320 assignment; identity,51,35,4F49E31392877FAA91E03873B0BC56B4790FD7FCF32C8C9AA52702CBEBF399E3,0F58084E78EAAE95ABE4C1213645204443A84979D2096BE61A7987DC4CBE0EE9,1
329,329,류,U+B958,V319 atlas; V320 assignment; identity,68,53,7B1C48A00939D49F3C5B40DDA6FF000E541B403D2FC4895468E91E8FC3D828B7,B0D022B6BE08A4C7B504ECC7413F6DCB4A8A533B5BA7B54B88E5CC8B671712F8,1
330,330,준,U+C900,V319 atlas; V320 assignment; identity,61,45,DF0B1CE0CE91905CD42EB40910EF531D0D6749DE41AFDF1C3F1D1359BBBB0FFD,D1550C94D6B8A8D9DFB77BCF8DA8F68643F80390FFE51A5CAD164F6AC96B6321,1
331,331,움,U+C6C0,V319 atlas; V320 assignment; identity,72,53,961362983F06AB9E522B259B9984CC90564C33506D74690C2CAC3D1CE156D6CA,1D08F3E64573E6157E2AC238F397E8B7F45F11FF32DE520E7DDC14F0C8A1E99E,1
332,332,늘,U+B298,V319 atlas; V320 assignment; identity,63,51,C859B54E9F537D530FB53640B58F0E0252A34F5C29EE9224377ED1AF62ED7661,5BDAA4A334CE0CA71074A8CC0EB05173FB04A579FDEB01443DB256025C92E627,1
333,333,록,U+B85D,V319 atlas; V320 assignment; identity,67,55,02884CB741782A6D6968230E1B73577C9A4DFADED54B59584A147586158514DE,9867657DC333794E251FBF0470DE5608224BAB089450BF665AFDAF2D8CC9C8DA,1
334,334,중,U+C911,V319 atlas; V320 assignment; identity,67,49,EE77F5D3DE3BAD54F486178C8018D830CD015ED8E03BB161A56829FF49935BFE,73C4323B018BF7456FFBB306AC3DE9DD1FCB9F27B0222F569BF1ED8372D68459,1
335,335,훌,U+D6CC,V319 atlas; V320 assignment; identity,82,66,09A3223AE3662096778B8C30FB5368931E4BEDA804A55A5F2105A81E304C81AD,92D1BD3D6979EC0D2611D98946683689781B4FD89CDAD20A420A3DBF6F101454,1
336,336,괴,U+AD34,V319 atlas; V320 assignment; identity,56,36,3322EF10F0E45C786E7C23F9D044F1D865AEDCE2FC85E89D13151D7AA5B2591C,386556E3FC1AC83D5DE11B43273C05DA7D6FA9159FBAA274D2908CF93973D050,1
337,337,못,U+BABB,V319 atlas; V320 assignment; identity,64,44,C5BA67FD76EE2C84E2700C859D9EE368E00DA1A0BA6188464409ABE1BB1B9D8A,BAED00F0C4D3412AA987F6E2520F3935F473CF61A210B78D59F29FF8D47D81AF,1
338,338,감,U+AC10,V319 atlas; V320 assignment; identity,64,43,E0B2E19546FC266377DC7AC2BAAD44D1351E149D1E6B3BD985F0A88F0C66F272,3F022B100D3D550E6B40F3A79C40E9E1E8A09C109168ED59CB3DCAC5BDED40E9,1
339,339,포,U+D3EC,V319 atlas; V320 assignment; identity,52,40,EF68A235E90C42C2ADD6CB6B8718C1B29B7BDFECD05203C86AFF916BF072CE0D,F1662BBA95D9F08C95458CB011FBB13AA39FB1075C4B21B6782AAC64819408AB,1
340,340,편,U+D3B8,V319 atlas; V320 assignment; identity,68,48,173AB204CFACB842FFFA146E0B289F88A58D6BC296F97320F43DC45884111F1F,8481737559F6842B28B29DF7A61BFC0C5C0BDDBCDB53265BDB246295220140FF,1
341,341,족,U+C871,V319 atlas; V320 assignment; identity,63,46,149418A5E50DB94304244FFDEC5EA054466FA59B8F8E102D5DFC6502FD13B5FC,BB7AC3585D8552907F27D0C709191015DF7264E2BBBAF9F2402E79B4301FD223,1
342,342,파,U+D30C,V319 atlas; V320 assignment; identity,60,39,75942FC4AFB3A3A481F528A9FC19EA33B2E991660907A01CD3BDF0FD1F21D9B4,593376C7048CE7534C5AF4848770C0BDC6F019DB12ACC4436F60940AD2A8DBA0,1
343,343,직,U+C9C1,V319 atlas; V320 assignment; identity,55,36,67030F7C79B19E96D287CF81A7705E98CADCE7F1B175FCEA68EA8DC0DB05B57C,E2D53BA1279F46C659358CCD9F63800513B9566EB60418A45E2CB1D02478EDE4,1
344,344,형,U+D615,V319 atlas; V320 assignment; identity,74,51,0B50F865FF23C5970B04124DFF70C1E2D86C38FBE05DD56C612AB4EE0FE9C801,EC593BF32754560521AA1C92C41E9C2546BC9417AF5009FAC96B241D47DE5953,1
345,345,째,U+C9F8,V319 atlas; V320 assignment; identity,81,50,0AF647F007B740374F9C3FE2383536FE26351966785DA961EA78D57B232C6CAC,72DAB654F15EDD82DE67E1CC74FD6377C3B4DFFE8FFABC84C55F5442C8784831,1
346,346,타,U+D0C0,V319 atlas; V320 assignment; identity,53,36,5ED0C8127E2E8122889C72FFB1EF3051EFAC3B9DE99195947DCEE6B30EFA8047,A58303327FB9A77E2EDD2088576ECA275E974DEA697C2A98342DB2C918E3484D,1
347,347,품,U+D488,V319 atlas; identity,80,61,73F8C9DF87F2E2113FFFA493CCFA217B15077762F2BE33320D4770A859564082,9EFC1A7F4DBD6B3EB27FE04CC8A713C68A744EE0FA6BAB5B8527B4AC90CC9B48,1
348,348,줄,U+C904,V319 atlas; V320 assignment; identity,76,59,054EEA6E30819992AAD87F7AC22C87079A6976E7331210F553337D091E3A2552,457BD84D5F7F82D4ECE06CD4BB57DEFB0A4196CC0319824CE40F99E985A67B0E,1
349,349,양,U+C591,V319 atlas; V320 assignment; identity,66,45,2F2EC47D2B9384A35479FA7205C77057D62570F56CB39C13A980F38C504544CC,72377D39E1202C44B9A040510900ECC3B8065D55F0896465811B09FD39B587F3,1
350,350,화,U+D654,V319 atlas; identity,66,49,287195AAB96F65068107AE768BA5602177EA0D21E640C2C6A61C34114B42C08E,7D94ABA4121F66AF068635E019B2C99C43553B2F6F990C02CF0BB6E0C9AE5C5A,1
351,351,놈,U+B188,V319 atlas; V320 assignment; identity,65,49,8FBCE891489F8ACA5A5BF429A58CB352A982A2B2874F0C4B362B48962CE1686B,E0616FEF6A0878F021077C9EDCCB1CF7A8B61DD7F43FE83C53A37F686D79EA68,1
352,352,쓰,U+C4F0,V319 atlas; V320 assignment; identity,39,25,DA109DEB258D21B3FDF1376579796464EB30D4C57B2859EA63E4B6D54652B9CE,C908AAEF21B7CF648118F44EC95AB8A5EB0BA4C4333A58BE0017AC5A4A438C09,1
353,353,슈,U+C288,V319 atlas; V320 assignment; identity,53,34,55E15DDB8BF241139AEB3B2FDA3892670E2587DE650509992205F5EC08A0D15D,FFA048FF3C182D0C81BF23B46443369D22F84D4AEA58938FF42103D1B16B8857,1
354,354,녀,U+B140,V319 atlas; V320 assignment; identity,48,32,8FF0E2C8E16D669DF5CC1EF39A4F194CB5834041EC60686FB4C02388B9FD6B21,A26A7193FC330BB34C530DCBBFFDF436C34FECE83A53557C5F09F1681CA81A7E,1
355,355,왔,U+C654,V319 atlas; V320 assignment; identity,78,49,E430F6B68CC5C040C14AD3204BB85708B884D0D19DF368881615636B51282E8E,3660CF68B1E1D1DC562CD02E6AB03FB5A911C120BDDEE435F651D65C08AD9671,1
356,356,열,U+C5F4,V319 atlas; V320 assignment; identity,73,51,F50441937F650FC992301018153DCF0F3BEA0F5D94EF2665D68CEE02700EE39B,70A29484F3CAA2D59C1276459B7DD2DD93B7CE8C8E6739882720E033F9F6D7A1,1
357,357,표,U+D45C,V319 atlas; V320 assignment; identity,57,43,75B2761F456B9FE0FF65902034C51AB4B449F3F0523DB1F7A7EDAE31F77FD289,B4CD6A6E4E85CDC3599AF7CBF11F202B24831FF1880FB482C9F7A35BE2BD485C,1
358,358,석,U+C11D,V319 atlas; V320 assignment; identity,52,33,289032FFCAA0D2459A024A16C8D7A0C1093666AB3FE0A2790B771CBC421867C1,68A1C40E5B5083BA99E763BCA416F6BFB7F90369420552D75AC530E2E12CA8A1,1
359,359,꽃,U+AF43,V319 atlas; V320 assignment; identity,66,47,2EECFF9D3F8ECC15ABDF09B9114DCB9385503C5FAFF4E6DAA36DD7E740B0E271,A45AF9B7D510EB08EF83FA8A519377CBBE7CF139C2C14A46D57CF9681B2E5730,1
360,360,후,U+D6C4,V319 atlas; V320 assignment; identity,56,42,D460E3412612FE58BDB99BEE9455EB42BD77A14B489975BF80F3E1F4FDEB0EC6,E359AA6399363B1551FB5B639B9FA53EC53C3BBED15BAE71CCD9C379A0DCE696,1
361,361,걸,U+AC78,V319 atlas; V320 assignment; identity,64,45,A2782D62328D74D37D90DFEBAB97918564805D2CDF63969994E5F7E3E9263173,639D14742A81DF1CFB764F317E0FB8346459AEEC47A5379D1A59B927AFD9D177,1
362,362,처,U+CC98,V319 atlas; V320 assignment; identity,53,32,273C098DFFAF331FA652AD368D9977E56EB3C5476BC5E9544F35AA359C601A6E,E7F7EE1D3AC7D432D2ED41567B5C113A4CA452E56D389B28C96B6775BCEEBF62,1
363,363,체,U+CCB4,V319 atlas; V320 assignment; identity,75,45,480DA6AF23BCC7599EFDCA8330282EC4194DBE05E4DC9B6DFC7A1B8A3A4A48F3,83095E195D37D4962AA6CE3A5C3436C2FDCCC5D27F2E1ECF1967DE187BD1A9D6,1
364,364,역,U+C5ED,V319 atlas; V320 assignment; identity,61,41,EE14E5592F62BDFEB7C73E4764B659C58CE33EA6D63922A02A7961FAC50CDF52,A14844F663A7E9A82B26AA975E74373CFC37E1E2198631D0B99E5CCE289BCCFE,1
365,365,울,U+C6B8,V319 atlas; V320 assignment; identity,74,58,1DF8CAA5F8FCEDBB7A34B1BFC441F35B85E5F0698F529CB7C7DEB8D3CE22E689,D4B8BF7BC9E2D98A99887C99D8BD5E0AE1B41B9B906288C9AD30494E5F797A5D,1
366,366,배,U+BC30,V319 atlas; V320 assignment; identity,80,49,39971111906DD975C51FBBA880E9CF6361CF9A3DDC9C2DBAAB2352942B9DAB2C,76C5F2BA860E67A8E1D76010C33D8BE0BAD30440F08104EB5E055940F8BFAD17,1
367,367,죽,U+C8FD,V319 atlas; V320 assignment; identity,60,44,028F586275038F057A66999DE3525702383002D479A3A3ADA95849A4E05CCE5F,10EAE43FDF3EE8F3CFA9F6A89DBA31E63A49F06B921BE571674C8B04620A39C2,1
368,368,길,U+AE38,V319 atlas; V320 assignment; identity,61,42,1BCF9425701E4E9B46BA86B5846032BC86936E9F5E539A4CE7D457D7E8C174AC,1B2A6BE9CCB6F547689E0F93AAE6056A0823DFD1604D9C73579906A9243DE8A2,1
369,369,더,U+B354,V319 atlas; V320 assignment; identity,48,32,8A2D6B7A991A607F6E2A6C1530AAB711782EF53D5B22B2E07B0E377342D3DB1D,A4C114969F1B2B5466CDE2A563BD9C216C02AFBA14C031D9243F140BDF155624,1
370,370,숲,U+C232,V319 atlas; V320 assignment; identity,67,47,D8C0B7DA2F0D88FD4918653EF8A755C042B361A5EE1F2C53F902FFD842B75D91,413F2EF7971F7167B5BAF727E87EE046E1847656E3F1B9E80C52CE9DC73DA7DA,1
371,371,큰,U+D070,V319 atlas; V320 assignment; identity,57,45,60631B8D89001FC15E0368133B5271251F9ED0901CAEE71701B5945AC056992C,5D6EDEEBFB5D265635E5B6E776BFCA45810602647A9F4D3B2D4284B99EC64A89,1
372,372,느,U+B290,V319 atlas; V320 assignment; identity,30,24,0097F8F4CE8CB71CF5BD1020D8D8C9F2FA45627A537307DB275E0D1ABD86C27B,DEFF2AD7E580A2A904F3B9ED582DE28A23E2CEF88275FC63D6436AB0C5F7DD5D,1
373,373,톤,U+D1A4,V319 atlas; V320 assignment; identity,65,53,061A6CC002F80B1249B24D06DB0CF1566C7E147E9C0740BA258A2FBCF1DE5B1E,59ED9DAC241ADCA5397047C43BE80210FD5AA4BB49404A86D34F2BB464CBF917,1
374,374,렸,U+B838,V319 atlas; V320 assignment; identity,72,49,AD9C4560F47546F0807DB33AF7069367EDEE41C9BA05025EAF081AE035BEBA16,919CEF56FCD732FB2A43E63889724CA5CD7C05C319830F88947ADACE1CF26AAA,1
375,375,얻,U+C5BB,V319 atlas; V320 assignment; identity,65,43,4CC5970EF19C14A95D24BF5C6AA369BEFED400BBE626826667FFF0B1A3BB9106,DC8AD3461A73A61A644CE3F170C04690B1830A0D3FC232E1A998E8D11610578F,1
376,376,프,U+D504,V319 atlas; V320 assignment; identity,45,36,98772B6FDC8AC0BF2CC19175A19EC02BE26065DB6B7113E41DE0C9D10AD7DC6C,6890E7B2DEAF57EAC381C061FD149C2D91652F1695D01A910E78563459166AF8,1
377,377,궤,U+ADA4,V319 atlas; V320 assignment; identity,89,55,0E997B9E8802680F1C8DDDDFC5F56BCE82AB01F43F9884B1247F3161E0A92DE0,065E6D516C16010AB1C33249AE04519CB21B49C51F44598A43D9553D6F05D12F,1
378,378,복,U+BCF5,V319 atlas; identity,62,47,9D966002D871CC64F534A7D4B0D8BCD46280A203252AE112BC5072832D4DBCD1,65F0AA2D2B19C7C6438271E1BA01DD1797DB76EA9D3D29672EB1B5AFB1314F18,1
379,379,슨,U+C2A8,V319 atlas; V320 assignment; identity,48,33,8388A7370F8622E1AF499FAD524A6B5B71A56029E3850F0F46D082C98A810935,3807C31587542CDF13ED5C97B2248C29D8050F47B1396AF420D809B0DA77485A,1
380,380,검,U+AC80,V319 atlas; V320 assignment; identity,65,43,48A17534B61FB5090B68CEA1C7F1C3822B0764EF73456D296A7C4F2CC2382BF8,848017F9CFAED81E58BDE631FE643A76BF2C626CDF8CE09B417AC39F3265C1C3,1
381,381,살,U+C0B4,V319 atlas; V320 assignment; identity,63,43,D52819C5F8C40FCC2B1E88E2416CB48D4AA3EA69AD68E861971F5F6966B4231A,37874E807365A23B70883172F76CC2F2BE722A4DD58C2FCD65F92121AB6C67AD,1
382,382,끝,U+B05D,V319 atlas; V320 assignment; identity,67,53,D144FACBA837E266ED5E36716A0D3473F655FB6AB055CCE06AD07B1E51D64308,3A5061646E99438E330F6B52DAA17B58008167141CE5942095D2668E0191A2DF,1
383,383,앗,U+C557,V319 atlas; V320 assignment; identity,58,35,A903F5EAFF3A9956461158885F895506098E3EE210B5100FAD0376A0756BACD8,8A5BC65C41385ED68A878BD167FD66B2E6D5F075D98581256A74A24BDED702F9,1
384,384,년,U+B144,V319 atlas; V320 assignment; identity,55,38,19E9509F5DFC86680EC4427D84357E4D314B4DD8D7C8EDAB93AF4F76CB753D63,A39CBA08AAA42268E385BFD032ABAA0C08BA4099A8FE4F94854DF4A6F40ABFCD,1
385,385,갈,U+AC08,V319 atlas; identity,63,45,209AAF6AFC4CAC87D984007942AE287D42AF9972BD5A62BD002BD054BF774D9B,104603AAE2B944BE5688033FD7A6A60E8D861DFA0C9EED1E8D19E1B7C46D7BF4,1
386,386,빌,U+BE4C,V319 atlas; V320 assignment; identity,71,51,61F70842D633E8C41A1CD2B5D3516CEA4BC65ABDCCAA1D6FC0F0AECBAEAF245C,5881D22209E75027383C69E568565D4066E52772B779C61222B7541910D009D8,1
387,387,엇,U+C5C7,V319 atlas; V320 assignment; identity,59,35,B2871404CB52F7F4C163203E53E747113270BF236F3CA597018F9D224E2D85FE,5E09DFFADEEA5D3069852E38DFE80E7FB281D0648F1F20C02EFD0EEAC5B7A6D7,1
388,388,겐,U+AC90,V319 atlas; V320 assignment; identity,69,44,4DA077E43509427EC3A131A2A4291BBF1747CBA06C2A6156A8809BFAE8D845E0,2BDAF97DF32EB03106540EB40C22D5BB2FE5D939C220165352E8499DE7EC0E6F,1
389,389,질,U+C9C8,V319 atlas; V320 assignment; identity,67,46,4964CCBC7EED9EA7EA098C3DD0BC3E6C6EC6B92C785BDE182F1950EFED53DF0C,F6A4F85F25DAB216B82290EB054360E68C0AC3AB54CBEE9EFDAEE50008D6564D,1
390,390,막,U+B9C9,V319 atlas; V320 assignment; identity,61,44,D0AE24EDAB1A5D15B26C4E11AB793AF800EEF56A7C3B92BA169EEE215395BF23,DB5CF2DEBBCB8D8FBF4BA020F3FA7B64E013BD84E33E3BC1E6C3977ADBF008D1,1
391,391,많,U+B9CE,V319 atlas; V320 assignment; identity,78,54,9771AA83E3EEFF3585448FFDBE8E959C0D0D6950413158DC3457B65968A287C2,D4CCF027922B7558A5222C1E07FA288D004E92E4A5C399BB65565B66CF41014A,1
392,392,연,U+C5F0,V319 atlas; V320 assignment; identity,62,40,D92634DD53A98D0845BA5652405A475A6FF72260736AEB284DB33F3164AA591E,E8F480883775E0C652EA82584180F4E76AE575C989E08B7201D1A1082EEAF648,1
393,393,됩,U+B429,V319 atlas; V320 assignment; identity,75,55,16FA17826344DE23F8B01C1CA939D995B423639178E8ADC0B9824A98EF594E26,5F513503A35468EDCFBA34D16D1020968CBC5FA2A0FA90A7AB6A871F9F4AFD0E,1
394,394,문,U+BB38,V319 atlas; V320 assignment; identity,64,49,5856EAA092561B63D80572D678A3E81B18F49BD7C3D2EF40FB8372293EFF8AC9,02EDAA1CD4E14015A66390A8D11F248950068056E039E7806D1D906A99752786,1
395,395,렌,U+B80C,V319 atlas; V320 assignment; identity,74,53,309E12736BD72A1CB80B20B254C3B35EB7D778955B1DA8269F18FA0CE006848D,DCFBD0B7E6D4F0AECCEC5FDF59EB9FBFE1CE8D6EF7CCF731F3D5DEF18555D7CB,1
396,396,맞,U+B9DE,V319 atlas; V320 assignment; identity,67,46,380BF84EA38C5AB1075AA8701D305A915337CA6FA44FE94DA47C100FED3C02AA,76FF903DA655CA42A10D445EBC2B4C07294308E91694E07DC41AAF1736E0438F,1
397,397,향,U+D5A5,V319 atlas; V320 assignment; identity,72,51,DF39FE1207432F3E1A74E1C1A695F7EF62665915DDB6B4C1C24FA5C83D0A05D5,CEA40F2A0D3E5507FB3EA0FAA3AEA61F55EB1A0D1B92A3B94B94125E9C1654FB,1
