pointer_offset,categories,selected_category,source_text,korean,string_offset,encoded_bytes,space_count,space_code,encoded_hex
0x81EA4,table,table,카델 공항,카델 공항,0x81930,9,1,A1,DD 38 DD E9 A1 DD 10 DD F2
0x81EA8,table,table,투기장,투기장,0x807E1,4,0,,DD 39 24 56
0x81EAC,table,table,클라프섬,클라프섬,0x81615,7,0,,DE 01 8F DD 9D DE 77
0x81EE8,system+world,system,스메리아,스메리아,0x806A2,5,0,,30 DD 2C 2E 09
0x81EEC,system+world,system,밀마나,밀마나,0x80818,4,0,,DE 33 45 1E
0x81EF0,system+world,system,그레이시누,그레이시누,0x8143D,7,0,,15 DD 66 03 29 DD 55
0x81EF4,system+world,system,아라라토스,아라라토스,0x80690,5,0,,09 8F 8F 83 30
0x81EF8,world,world,아리바샤,아리바샤,0x81686,6,0,,09 2E DD 08 DE 5C
0x81EFC,system+world,system,카델,카델,0x807DC,4,0,,DD 38 DD E9
0x81F00,system+world,system,지크라프섬,지크라프섬,0x8141D,7,0,,04 58 8F DD 9D DE 77
0x82170,table,table,,,0x808AD,0,0,,
0x82174,table,table,산정의 사당,산정의 사당,0x81318,8,1,A1,DD 45 31 0F A1 34 DD 1C
0x82178,table,table,아크의 집,아크의 집,0x8168D,6,1,A1,09 58 0F A1 DD E2
0x8217C,table,table,정령의 산,정령의 산,0x816D3,6,1,A1,31 51 0F A1 DD 45
0x82180,table,table,마을 입구,마을 입구,0x806C0,5,1,A1,45 0D A1 7F 87
0x82184,table,table,정령의 산,정령의 산,0x816D3,6,1,A1,31 51 0F A1 DD 45
0x82188,table,table,팔렌시아 성,팔렌시아 성,0x81976,9,1,A1,DD 6C DD B0 29 09 A1 DD 17
0x8218C,table,table,알현실,알현실,0x805FF,6,0,,DD 1E DF 58 DD 27
0x82190,table,table,스메리아 공항,스메리아 공항,0x803D4,10,1,A1,30 DD 2C 2E 09 A1 DD 10 DD F2
0x82194,table,table,팔렌시아 전망대,팔렌시아 전망대,0x80308,11,1,A1,DD 6C DD B0 29 09 A1 4F DD 6B 37
0x82198,table,table,대신의 방,대신의 방,0x816E8,6,1,A1,37 3E 0F A1 DD 29
0x8219C,table,table,밀마나 공항,밀마나 공항,0x81A2A,9,1,A1,DE 33 45 1E A1 DD 10 DD F2
0x821A0,table,table,밀마나 군본부,밀마나 군본부,0x81A20,9,1,A1,DE 33 45 1E A1 7C DD 58 6C
0x821A4,table,table,장군의 방,장군의 방,0x805C0,6,1,A1,56 7C 0F A1 DD 29
0x821A8,table,table,토요케 숲,토요케 숲,0x8153D,7,1,A1,83 2C DD F8 A1 DD 97
0x821AC,table,table,팔렌시아 지하창고,팔렌시아 지하창고,0x82060,12,1,A1,DD 6C DD B0 29 09 A1 04 19 DE 87 1C
0x821B0,table,table,팔렌시아 지하감옥,팔렌시아 지하감옥,0x81F4A,13,1,A1,DD 6C DD B0 29 09 A1 04 19 DD 77 DE 39
0x821B4,table,table,올카스 언덕,올카스 언덕,0x812BE,8,1,A1,99 DD 38 30 A1 DD 30 5A
0x821B8,table,table,환계,환계,0x807EB,4,0,,DD 65 DD 11
0x821BC,table,table,아라라토스 공항,아라라토스 공항,0x80392,10,1,A1,09 8F 8F 83 30 A1 DD 10 DD F2
0x821C0,table,table,촌가라의 가게,촌가라의 가게,0x8157D,7,1,A1,96 0C 8F 0F A1 0C 41
0x821C4,table,table,아제다 고지 동굴,아제다 고지 동굴,0x820FA,11,2,A1,09 66 01 A1 1C 04 A1 DD 32 DE 67
0x821C8,table,table,아제다 고지 외부,아제다 고지 외부,0x8037C,10,2,A1,09 66 01 A1 1C 04 A1 DE 4C 6C
0x821CC,table,table,유적 던전,유적 던전,0x81555,7,1,A1,8A DD 09 A1 DD 25 4F
0x821D0,table,table,그레이시누 공항,그레이시누 공항,0x81F9D,12,1,A1,15 DD 66 03 29 DD 55 A1 DD 10 DD F2
0x821D4,table,table,라마다사 도장,라마다사 도장,0x8155D,7,1,A1,8F 45 01 34 A1 33 56
0x821D8,table,table,라마다사 승정의 방,라마다사 승정의 방,0x80284,11,2,A1,8F 45 01 34 A1 69 31 0F A1 DD 29
0x821DC,table,table,라마다산 정상,라마다산 정상,0x81B3D,8,1,A1,8F 45 01 DD 45 A1 31 8B
0x821E0,table,table,라마다사,라마다사,0x807AF,4,0,,8F 45 01 34
0x821E4,table,table,카델 공항,카델 공항,0x81930,9,1,A1,DD 38 DD E9 A1 DD 10 DD F2
0x821E8,table,table,니로시암 대기실,니로시암 대기실,0x80366,10,1,A1,07 D5 29 DF 6C A1 37 24 DD 27
0x821EC,table,table,니로시암 무대,니로시암 무대,0x81A5C,8,1,A1,07 D5 29 DF 6C A1 5F 37
0x821F0,table,table,아리바샤 공항,아리바샤 공항,0x820EE,11,1,A1,09 2E DD 08 DE 5C A1 DD 10 DD F2
0x821F4,table,table,사류족 마을,사류족 마을,0x81AB6,8,1,A1,34 DD 6E DD 7A A1 45 0D
0x821F8,table,table,물의 신전,물의 신전,0x806D8,5,1,A1,6D 0F A1 3E 4F
0x821FC,table,table,지하 엘리베이터,지하 엘리베이터,0x80350,10,1,A1,04 19 A1 DE 68 2E DD FE 03 02
0x82200,table,table,지하 바이오 연구실,지하 바이오 연구실,0x81156,13,2,A1,04 19 A1 DD 08 03 46 A1 DD AD 87 DD 27
0x82204,table,table,팔렌시아 시가지,팔렌시아 시가지,0x8046E,10,1,A1,DD 6C DD B0 29 09 A1 29 0C 04
0x82208,table,table,성관 봉인의 폭포 외부,성관 봉인의 폭포 외부,0x80E20,17,3,A1,DD 17 1D A1 DD B6 35 0F A1 DD 62 DD 78 A1 DE 4C 6C
0x8220C,table,table,성관 봉인의 폭포 내부,성관 봉인의 폭포 내부,0x80E9C,16,3,A1,DD 17 1D A1 DD B6 35 0F A1 DD 62 DD 78 A1 47 6C
0x82210,table,table,토우빌 암벽,토우빌 암벽,0x818A4,9,1,A1,83 3D DD A7 A1 DF 6C DE 92
0x82214,table,table,해변의 비행선,해변의 비행선,0x803B3,10,1,A1,2B 80 0F A1 DD 06 DD 31 DD 53
0x82218,table,table,니르 평원,니르 평원,0x81678,6,1,A1,07 70 A1 DE 34 7B
0x8221C,table,table,카라간 평야,카라간 평야,0x8191C,9,1,A1,DD 38 8F DD 1B A1 DE 34 49
0x82220,table,table,쿠나 언덕,쿠나 언덕,0x81595,7,1,A1,DD 0C 1E A1 DD 30 5A
0x82224,table,table,루와지 숲,루와지 숲,0x815AD,7,1,A1,DD 42 88 04 A1 DD 97
0x82228,table,table,카카라스 숲,카카라스 숲,0x81926,9,1,A1,DD 38 DD 38 8F 30 A1 DD 97
0x8222C,table,table,센바라 늘,센바라 늘,0x813F9,8,1,A1,DF 5A DD 08 8F A1 DD 71
0x82230,table,table,리덴 유적,리덴 유적,0x8146D,7,1,A1,2E DF 20 A1 8A DD 09
0x82234,table,table,사라 사막,사라 사막,0x816E1,6,1,A1,34 8F A1 34 DD AB
0x82238,table,table,라슈마 암장,라슈마 암장,0x812AC,8,1,A1,8F DD 86 45 A1 DF 6C 56
0x8223C,table,table,니로시암 투기장,니로시암 투기장,0x80371,10,1,A1,07 D5 29 DF 6C A1 DD 39 24 56
0x82240,table,table,라마다사 도장,라마다사 도장,0x8155D,7,1,A1,8F 45 01 34 A1 33 56
0x82244,table,table,클라프섬 공항,클라프섬 공항,0x820BB,12,1,A1,DE 01 8F DD 9D DE 77 A1 DD 10 DD F2
0x82248,table,table,클라프탑 최상층,클라프탑 최상층,0x81F66,13,1,A1,DE 01 8F DD 9D DF 88 A1 DE 27 8B DE 50
0x82348,system,system,대상 변경,대상 변경,0x806A8,5,1,A1,37 8B A1 80 68
0x8234C,system,system,"공격, 연결 열기","공격, 연결 열기",0x810C0,14,2,A1,DD 10 DD 0A B3 A1 DD AD DD 47 A1 DD 89 24
0x82350,system,system,"행동 끝, 상태 확인","행동 끝, 상태 확인",0x80EAD,16,3,A1,DD 31 DD 32 A1 DD A3 B3 A1 8B DD D2 A1 DE 2B 35
0x82354,system,system,스킬을 선택하세요,스킬을 선택하세요,0x81FB7,12,1,A1,30 DE 6F 0D A1 DD 53 DF 9A 19 8C 2C
0x82358,system,system,돌아갑니다,돌아갑니다,0x805C7,6,0,,72 09 DE 0C 07 01
0x8235C,system,system,{결정버튼}결정 {취소버튼}돌아가기,{결정버튼}결정 {취소버튼}돌아가기,0x820D5,12,1,A1,E7 02 DD 47 31 A1 E7 03 72 09 0C 24
0x82360,system,system,다음 대상을 선택합니다,다음 대상을 선택합니다,0x80F02,15,2,A1,01 8D A1 37 8B 0D A1 DD 53 DF 9A DD 1D 07 01
0x82364,system,system,결정하면 주변에 스킬을 사용합니다,결정하면 주변에 스킬을 사용합니다,0x81D43,22,3,A1,DD 47 31 19 3A A1 40 80 0E A1 30 DE 6F 0D A1 34 DD 1A DD 1D 07 01
0x82368,system,system,결정하면 보는 방향에 스킬을 사용합니다,결정하면 보는 방향에 스킬을 사용합니다,0x80BEE,27,4,A1,DD 47 31 19 3A A1 60 06 A1 DD 29 DD B2 0E A1 30 DE 6F 0D A1 34 DD 1A DD 1D 07 01
0x8236C,system,system,비어 있는 곳을 선택하세요,비어 있는 곳을 선택하세요,0x80D68,18,3,A1,DD 06 14 A1 1F 06 A1 DD 15 0D A1 DD 53 DF 9A 19 8C 2C
0x82370,system,system,결정하면 스킬을 사용합니다,결정하면 스킬을 사용합니다,0x80D7B,18,2,A1,DD 47 31 19 3A A1 30 DE 6F 0D A1 34 DD 1A DD 1D 07 01
0x82374,system,system,인물을 선택하세요,인물을 선택하세요,0x80224,11,1,A1,35 6D 0D A1 DD 53 DF 9A 19 8C 2C
0x82378,system,system,결정하면 전투를 시작합니다,결정하면 전투를 시작합니다,0x80D8E,18,2,A1,DD 47 31 19 3A A1 4F DD 39 36 A1 29 DD 64 DD 1D 07 01
0x823A4,nonstory,nonstory,승리!,승리!,0x80847,3,0,,69 2E A9
0x823A8,nonstory,nonstory,게임 오버,게임 오버,0x816F6,6,1,A1,41 DD C2 A1 46 67
0x823D8,nonstory,nonstory,돌 상태,돌 상태,0x806E4,5,1,A1,72 A1 8B DD D2
0x823DC,nonstory,nonstory,마비,마비,0x80837,3,0,,45 DD 06
0x823E0,nonstory,nonstory,수면,수면,0x8089E,2,0,,50 3A
0x82444,nonstory,nonstory,데이터 저장 불러오기,데이터 저장 불러오기,0x81180,13,2,A1,81 03 02 A1 DD 24 56 A1 DD 13 20 46 24
0x82448,nonstory,nonstory,데이터 저장,데이터 저장,0x8152D,7,1,A1,81 03 02 A1 DD 24 56
0x8244C,nonstory,nonstory,데이터 불러오기,데이터 불러오기,0x81890,9,1,A1,81 03 02 A1 DD 13 20 46 24
0x82450,nonstory,nonstory,카드를 선택하세요,카드를 선택하세요,0x8202C,12,1,A1,DD 38 17 36 A1 DD 53 DF 9A 19 8C 2C
0x82454,nonstory,nonstory,카드 1,카드 1,0x80726,5,1,A1,DD 38 17 A1 4A
0x82458,nonstory,nonstory,카드 2,카드 2,0x80720,5,1,A1,DD 38 17 A1 0B
0x8245C,nonstory,nonstory,파일을 선택하세요,파일을 선택하세요,0x8206D,12,1,A1,DD 7B 6B 0D A1 DD 53 DF 9A 19 8C 2C
0x82460,nonstory,nonstory,메모리 카드가 없습니다,메모리 카드가 없습니다,0x810FC,14,2,A1,DD 2C 55 2E A1 DD 38 17 0C A1 71 2D 07 01
0x82474,nonstory,nonstory,를 손에 넣었습니다.,를 손에 넣었습니다.,0x80230,11,2,A1,36 A1 85 0E A1 6F 61 2D 07 01 21
0x82498,nonstory,nonstory,스테이지에서 얻은 경험치,스테이지에서 얻은 경험치,0x80DC6,17,2,A1,30 DD BE 03 04 0E 25 A1 DD 9C 26 A1 68 DD 54 DD 1F
0x8249C,nonstory,nonstory,격파한 적 수,격파한 적 수,0x8042C,10,2,A1,DD 0A DD 7B 53 A1 DD 09 A1 50
0x82518,nonstory,nonstory,LV 상승!!,레벨 상승!!,0x8196C,9,1,A1,DD 66 DD EF A1 8B 69 A9 A9
0x8251C,nonstory,nonstory,최대 체력이,최대 체력이,0x81A16,9,1,A1,DE 27 37 A1 DD 90 DD 2B 03
0x82520,nonstory,nonstory,최대 마력이,최대 마력이,0x813DE,8,1,A1,DE 27 37 A1 45 DD 2B 03
0x82524,nonstory,nonstory,공격력이,공격력이,0x8159D,7,0,,DD 10 DD 0A DD 2B 03
0x82528,nonstory,nonstory,방어력이,방어력이,0x80606,6,0,,DD 29 14 DD 2B 03
0x8252C,nonstory,nonstory,마력이,마력이,0x80782,4,0,,45 DD 2B 03
0x82530,nonstory,nonstory,민첩성이,민첩성이,0x8160D,7,0,,DD EC DF 5E DD 17 03
0x82538,nonstory,nonstory,상승,상승,0x808A7,2,0,,8B 69
0x8253C,nonstory,nonstory,점프,점프,0x80809,4,0,,DD D0 DD 9D
0x82540,nonstory,nonstory,던지기,던지기,0x807C8,4,0,,DD 25 04 24
0x82544,nonstory,nonstory,받기,받기,0x8086F,3,0,,DD 19 24
0x82548,nonstory,nonstory,반격,반격,0x807E6,4,0,,DD 46 DD 0A
0x8254C,nonstory,nonstory,LV 상승,레벨 상승,0x815C5,7,1,A1,DD 66 DD EF A1 8B 69
0x82554,nonstory,nonstory,를 배웠다.,를 배웠다.,0x81ABF,8,1,A1,36 A1 DD 93 DE 15 01 21
0x825C8,nonstory,nonstory,사운드 출력,사운드 출력,0x81485,7,1,A1,34 86 17 A1 76 DD 2B
0x825CC,nonstory,nonstory,대각선 입력,대각선 입력,0x81854,9,1,A1,37 DD 6D DD 53 A1 7F DD 2B
0x825D0,nonstory,nonstory,돌아가기 확인,돌아가기 확인,0x81B10,8,1,A1,72 09 0C 24 A1 DE 2B 35
0x825D4,nonstory,nonstory,도움말 보기,도움말 보기,0x8147D,7,1,A1,33 DD 70 1B A1 60 24
0x825D8,nonstory,nonstory,촌가라의 몬스터 도감 열기,몬스터 도감,0x81515,7,1,A1,64 30 02 A1 33 DD 77
0x825DC,nonstory,nonstory,스테레오,스테레오,0x816CC,6,0,,30 DD BE DD 66 46
0x825E0,nonstory,nonstory,모노,모노,0x80843,3,0,,55 DD 57
0x825E4,nonstory,nonstory,일반,일반,0x8084B,3,0,,6B DD 46
0x825E8,nonstory,nonstory,사용,사용,0x8082F,3,0,,34 DD 1A
0x825EC,nonstory,nonstory,사용 안 함,사용 안 함,0x81AA4,8,2,A1,34 DD 1A A1 94 A1 DD CF
0x8262C,nonstory,nonstory,대전 성적,대전 성적,0x81495,7,1,A1,37 4F A1 DD 17 DD 09
0x82638,nonstory,nonstory,기량,기량,0x80895,2,0,,24 D2
0x8293C,nonstory,nonstory,마비 공격,마비 공격,0x81ADA,8,1,A1,45 DD 06 A1 DD 10 DD 0A
0x82940,nonstory,nonstory,머리 던지기,머리 던지기,0x81333,8,1,A1,DD 5D 2E A1 DD 25 04 24
0x82944,nonstory,nonstory,사일런트,사일런트,0x816DA,6,0,,34 6B DD 2A DD 5B
0x82948,nonstory,nonstory,해로운 공격,해로운 공격,0x81A92,8,1,A1,2B D5 86 A1 DD 10 DD 0A
0x8294C,nonstory,nonstory,분열,분열,0x80863,3,0,,92 DD 89
0x82950,nonstory,nonstory,폭발 수리검,폭발 수리검,0x81944,9,1,A1,DD 62 DD 0E A1 50 2E DD A1
0x82954,nonstory,nonstory,자폭,자폭,0x80827,3,0,,28 DD 62
0x82958,nonstory,nonstory,드림 노크,드림 노크,0x81445,7,1,A1,17 DE 29 A1 DD 57 58
0x8295C,nonstory,nonstory,대폭발,대폭발,0x806AE,5,0,,37 DD 62 DD 0E
0x82960,nonstory,nonstory,바람 검,바람 검,0x8158D,7,1,A1,DD 08 DD 22 A1 DD A1
0x82964,nonstory,nonstory,전기 폭풍,전기 폭풍,0x814E5,7,1,A1,4F 24 A1 DD 62 DE 2E
0x82968,nonstory,nonstory,다이아몬드 더스트,다이아몬드 더스트,0x820E2,11,1,A1,01 03 09 64 17 A1 DD 96 30 DD 5B
0x8296C,nonstory,nonstory,해로운 기운 제거,해로운 기운 제거,0x81840,9,2,A1,2B D5 86 A1 24 86 A1 66 32
0x82970,nonstory,nonstory,하늘의 심판,하늘의 심판,0x81A77,8,1,A1,19 DD 71 0F A1 9D DE 7F
0x82974,nonstory,nonstory,부활,부활,0x8084F,3,0,,6C DD E1
0x82978,nonstory,nonstory,디바이드,디바이드,0x80645,6,0,,DD CD DD 08 03 17
0x8297C,nonstory,nonstory,내려치기,내려치기,0x806C6,5,0,,47 3C DD 1F 24
0x82980,nonstory,nonstory,회복,회복,0x80853,3,0,,7A DD 9F
0x82984,nonstory,nonstory,감싸기,감싸기,0x8072C,5,0,,DD 77 DD 14 24
0x82988,nonstory,nonstory,해로운 기운,해로운 기운,0x816BE,6,1,A1,2B D5 86 A1 24 86
0x8298C,nonstory,nonstory,피 빨기,피 빨기,0x8060D,6,1,A1,DD 3C A1 DE 20 24
0x82990,nonstory,nonstory,초음파,초음파,0x8077D,4,0,,39 8D DD 7B
0x82994,nonstory,nonstory,돌 상태,돌 상태,0x806E4,5,1,A1,72 A1 8B DD D2
0x82998,nonstory,nonstory,주위 공격,주위 공격,0x8149D,7,1,A1,40 8E A1 DD 10 DD 0A
0x829A0,nonstory,nonstory,강타,강타,0x807CD,4,0,,DD 28 DD 7F
0x829A4,nonstory,nonstory,꽃가루 공격,꽃가루 공격,0x80479,10,1,A1,DD 8C 0C DD 42 A1 DD 10 DD 0A
0x829A8,nonstory,nonstory,씨 날리기,씨 날리기,0x815CD,7,1,A1,DD 67 A1 DD 61 2E 24
0x829AC,nonstory,nonstory,검은 전기,검은 전기,0x8063E,6,1,A1,DD A1 26 A1 4F 24
0x829B0,nonstory,nonstory,지옥의 계단,지옥의 계단,0x81E2E,9,1,A1,04 DE 39 0F A1 DD 11 DD 35
0x829B4,nonstory,nonstory,죽음의 문,죽음의 문,0x815DD,7,1,A1,DD 94 8D 0F A1 DD AF
0x829B8,nonstory,nonstory,합체,합체,0x807C3,4,0,,DD 1D DD 90
0x829BC,nonstory,nonstory,시야 차단,시야 차단,0x8145D,7,1,A1,29 49 A1 DD B7 DD 35
0x829C0,nonstory,nonstory,인형 난무,인형 난무,0x8148D,7,1,A1,35 DD 7D A1 DD 6A 5F
0x829C4,nonstory,nonstory,헤모지,헤모지,0x80804,4,0,,DD C3 55 04
0x829C8,nonstory,nonstory,전기 파동,전기 파동,0x814ED,7,1,A1,4F 24 A1 DD 7B DD 32
0x829CC,nonstory,nonstory,불꽃 파동,불꽃 파동,0x818EA,9,1,A1,DD 13 DD 8C A1 DD 7B DD 32
0x829D0,nonstory,nonstory,황천 비행,황천 비행,0x81A34,9,1,A1,DE 3C DD E7 A1 DD 06 DD 31
0x829D4,nonstory,nonstory,마법 봉인,마법 봉인,0x814DD,7,1,A1,45 DD 37 A1 DD B6 35
0x829D8,nonstory,nonstory,죽음 회복,죽음 회복,0x815E5,7,1,A1,DD 94 8D A1 7A DD 9F
0x829DC,nonstory,nonstory,더스트 문양,더스트 문양,0x8048F,10,1,A1,DD 96 30 DD 5B A1 DD AF DD 82
0x829E0,nonstory,nonstory,물기,물기,0x808A1,2,0,,6D 24
0x829E4,nonstory,nonstory,번 그라운드,번 그라운드,0x805EA,6,1,A1,9B A1 15 8F 86 17
0x829E8,nonstory,nonstory,전체 회복,전체 회복,0x814FD,7,1,A1,4F DD 90 A1 7A DD 9F
0x829EC,nonstory,nonstory,게일 플래시,게일 플래시,0x81AD1,8,1,A1,41 6B A1 DE 36 DD 12 29
0x829F0,nonstory,nonstory,슬로우 에너미,슬로우 에너미,0x819EE,9,1,A1,DD FC D5 3D A1 0E 89 DD 2F
0x829F4,nonstory,nonstory,별 내리기,별 내리기,0x8064C,6,1,A1,DD F3 A1 47 2E 24
0x829F8,nonstory,nonstory,회복,회복,0x80853,3,0,,7A DD 9F
0x829FC,nonstory,nonstory,해로운 기운 제거,해로운 기운 제거,0x81840,9,2,A1,2B D5 86 A1 24 86 A1 66 32
0x82A00,nonstory,nonstory,사일런트,사일런트,0x816DA,6,0,,34 6B DD 2A DD 5B
0x82A04,nonstory,nonstory,리프레시,리프레시,0x816C5,6,0,,2E DD 9D DD 66 29
0x82A08,nonstory,nonstory,하늘의 심판,하늘의 심판,0x81A77,8,1,A1,19 DD 71 0F A1 9D DE 7F
0x82A0C,nonstory,nonstory,부활,부활,0x8084F,3,0,,6C DD E1
0x82A10,nonstory,nonstory,디바이드,디바이드,0x80645,6,0,,DD CD DD 08 03 17
0x82A14,nonstory,nonstory,토슈 비기,토슈 비기,0x81545,7,1,A1,83 DD 86 A1 DD 06 24
0x82A18,nonstory,nonstory,봉인검,봉인검,0x80744,5,0,,DD B6 35 DD A1
0x82A1C,nonstory,nonstory,진공검,진공검,0x8061B,6,0,,DD 3F DD 10 DD A1
0x82A20,nonstory,nonstory,그림자검,그림자검,0x816A9,6,0,,15 DE 29 28 DD A1
0x82A24,nonstory,nonstory,전투 큰 북,전투 큰 북,0x81AFE,8,2,A1,4F DD 39 A1 AA A1 DE 64
0x82A28,nonstory,nonstory,황사자태고,황사자태고,0x81625,7,0,,DE 3C 34 28 DD D2 1C
0x82A2C,nonstory,nonstory,기합 나팔,기합 나팔,0x81455,7,1,A1,24 DD 1D A1 1E DD 6C
0x82A30,nonstory,nonstory,비틀비틀 나팔,비틀비틀 나팔,0x81FEB,12,1,A1,DD 06 DD E0 DD 06 DD E0 A1 1E DD 6C
0x82A34,nonstory,nonstory,치유의 하프,치유의 하프,0x812EB,8,1,A1,DD 1F 8A 0F A1 19 DD 9D
0x82A38,nonstory,nonstory,느림의 연주,느림의 연주,0x81AF5,8,1,A1,4D DE 29 0F A1 DD AD 40
0x82A3C,nonstory,nonstory,위타천 오카리나,위타천 오카리나,0x80278,11,1,A1,8E DD 7F DD E7 A1 46 DD 38 2E 1E
0x82A40,nonstory,nonstory,방향잡이 피리,방향잡이 피리,0x802CC,11,1,A1,DD 29 DD B2 DE 10 03 A1 DD 3C 2E
0x82A44,nonstory,nonstory,대폭발,대폭발,0x806AE,5,0,,37 DD 62 DD 0E
0x82A48,nonstory,nonstory,드림 노크,드림 노크,0x81445,7,1,A1,17 DE 29 A1 DD 57 58
0x82A4C,nonstory,nonstory,다이아몬드 더스트,다이아몬드 더스트,0x820E2,11,1,A1,01 03 09 64 17 A1 DD 96 30 DD 5B
0x82A50,nonstory,nonstory,바람 검,바람 검,0x8158D,7,1,A1,DD 08 DD 22 A1 DD A1
0x82A54,nonstory,nonstory,전기 폭풍,전기 폭풍,0x814E5,7,1,A1,4F 24 A1 DD 62 DE 2E
0x82A58,nonstory,nonstory,회오리 차기,회오리 차기,0x81525,7,1,A1,7A 46 2E A1 DD B7 24
0x82A5C,nonstory,nonstory,유성폭,유성폭,0x806F0,5,0,,8A DD 17 DD 62
0x82A60,nonstory,nonstory,유령 파동,유령 파동,0x8154D,7,1,A1,8A 51 A1 DD 7B DD 32
0x82A64,nonstory,nonstory,멸장열파,멸장열파,0x815FD,7,0,,DD DD 56 DD 89 DD 7B
0x82A6C,nonstory,nonstory,불러내기,불러내기,0x80714,5,0,,DD 13 20 47 24
0x82A70,nonstory,nonstory,조사,조사,0x808AA,2,0,,90 34
0x82A74,nonstory,nonstory,회복,회복,0x80853,3,0,,7A DD 9F
0x82A78,nonstory,nonstory,다리 만들기,다리 만들기,0x81655,6,1,A1,01 2E A1 38 0A 24
0x82A7C,nonstory,nonstory,바람 전기,바람 전기,0x81585,7,1,A1,DD 08 DD 22 A1 4F 24
0x82A80,nonstory,nonstory,몸 가져오기,몸 가져오기,0x813E7,8,1,A1,DE 2D A1 0C DD 63 46 24
0x82A84,nonstory,nonstory,기운 없음,기운 없음,0x8069C,5,1,A1,24 86 A1 71 8D
0x82AC0,system,system,예      아니요,예      아니요,0x80400,10,6,A1,97 A1 A1 A1 A1 A1 A1 09 07 2C
0x82AC4,system,system,저장하시겠습니까?,저장하시겠습니까?,0x80442,10,0,,DD 24 56 19 29 54 2D 07 3B D1
0x82AC8,system,system,전투 전 장비를 정비하시겠습니까?,전투 전 장비를 정비하시겠습니까?,0x81D5A,21,3,A1,4F DD 39 A1 4F A1 56 DD 06 36 A1 31 DD 06 19 29 54 2D 07 3B D1
0x82ACC,system,system,진행하시겠습니까?,진행하시겠습니까?,0x802F0,11,0,,DD 3F DD 31 19 29 54 2D 07 3B D1
