member,offset,before,after,region
PSX.EXE,0x81345,E1,DD,ui_pool
PSX.EXE,0x81346,C2,64,ui_pool
PSX.EXE,0x81347,E0,26,ui_pool
PSX.EXE,0x81348,9C,A1,ui_pool
PSX.EXE,0x81349,9C,DD,ui_pool
PSX.EXE,0x8134A,DF,62,ui_pool
PSX.EXE,0x8134B,F2,DD,ui_pool
PSX.EXE,0x8134C,E9,D1,ui_pool
PSX.EXE,0x8134D,A4,00,ui_pool
PSX.EXE,0x8134E,E9,DD,ui_pool
PSX.EXE,0x8134F,0E,65,ui_pool
PSX.EXE,0x81350,9C,50,ui_pool
PSX.EXE,0x81351,E0,0F,ui_pool
PSX.EXE,0x81352,5B,A1,ui_pool
PSX.EXE,0x81353,EA,03,ui_pool
PSX.EXE,0x81354,0C,DE,ui_pool
PSX.EXE,0x81355,00,20,ui_pool
PSX.EXE,0x81356,E9,00,ui_pool
PSX.EXE,0x81357,D4,DD,ui_pool
PSX.EXE,0x81358,E9,65,ui_pool
PSX.EXE,0x81359,74,8B,ui_pool
PSX.EXE,0x8135A,9C,0F,ui_pool
PSX.EXE,0x8135B,E9,A1,ui_pool
PSX.EXE,0x8135C,9A,56,ui_pool
PSX.EXE,0x8135D,E9,DE,ui_pool
PSX.EXE,0x8135E,26,0C,ui_pool
PSX.EXE,0x8135F,DE,00,ui_pool
PSX.EXE,0x81360,B2,DD,ui_pool
PSX.EXE,0x81361,9C,65,ui_pool
PSX.EXE,0x81362,EA,8B,ui_pool
PSX.EXE,0x81363,53,0F,ui_pool
PSX.EXE,0x81364,DE,A1,ui_pool
PSX.EXE,0x81365,C5,DD,ui_pool
PSX.EXE,0x81366,E0,46,ui_pool
PSX.EXE,0x81367,C3,04,ui_pool
PSX.EXE,0x81368,E0,00,ui_pool
PSX.EXE,0x81369,5E,DD,ui_pool
PSX.EXE,0x8136A,00,66,ui_pool
PSX.EXE,0x8136B,DF,DD,ui_pool
PSX.EXE,0x8136C,F2,40,ui_pool
PSX.EXE,0x8136D,9C,0F,ui_pool
PSX.EXE,0x8136E,EA,A1,ui_pool
PSX.EXE,0x8136F,07,DE,ui_pool
PSX.EXE,0x81370,E9,45,ui_pool
PSX.EXE,0x81371,20,00,ui_pool
PSX.EXE,0x81372,9C,DD,ui_pool
PSX.EXE,0x81373,E9,78,ui_pool
PSX.EXE,0x81374,17,07,ui_pool
PSX.EXE,0x81375,E9,0F,ui_pool
PSX.EXE,0x81376,CD,A1,ui_pool
PSX.EXE,0x81377,00,DD,ui_pool
PSX.EXE,0x81378,E9,AF,ui_pool
PSX.EXE,0x81379,17,56,ui_pool
PSX.EXE,0x8137A,E9,00,ui_pool
PSX.EXE,0x8137B,CD,DD,ui_pool
PSX.EXE,0x8137C,EA,8B,ui_pool
PSX.EXE,0x8137D,08,DD,ui_pool
PSX.EXE,0x8137E,9C,83,ui_pool
PSX.EXE,0x8137F,DF,A1,ui_pool
PSX.EXE,0x81380,F2,7A,ui_pool
PSX.EXE,0x81381,E9,DD,ui_pool
PSX.EXE,0x81382,A4,9F,ui_pool
PSX.EXE,0x81383,E9,00,ui_pool
PSX.EXE,0x81384,0E,DD,ui_pool
PSX.EXE,0x81385,9C,8B,ui_pool
PSX.EXE,0x81386,E9,DD,ui_pool
PSX.EXE,0x81387,56,83,ui_pool
PSX.EXE,0x81388,E1,A1,ui_pool
PSX.EXE,0x81389,DA,DD,ui_pool
PSX.EXE,0x8138A,9C,29,ui_pool
PSX.EXE,0x8138B,DE,04,ui_pool
PSX.EXE,0x8138C,A5,00,ui_pool
PSX.EXE,0x8138D,E9,DD,ui_pool
PSX.EXE,0x8138E,83,90,ui_pool
PSX.EXE,0x8138F,00,DD,ui_pool
PSX.EXE,0x81390,E9,2B,ui_pool
PSX.EXE,0x81391,D4,A1,ui_pool
PSX.EXE,0x81392,E9,7A,ui_pool
PSX.EXE,0x81393,74,DD,ui_pool
PSX.EXE,0x81394,9C,9F,ui_pool
PSX.EXE,0x81395,DF,00,ui_pool
PSX.EXE,0x81396,F2,DD,ui_pool
PSX.EXE,0x81397,9C,96,ui_pool
PSX.EXE,0x81398,DE,30,ui_pool
PSX.EXE,0x81399,92,DD,ui_pool
PSX.EXE,0x8139A,DE,5B,ui_pool
PSX.EXE,0x8139B,85,A1,ui_pool
PSX.EXE,0x8139C,00,DF,ui_pool
PSX.EXE,0x8139D,EA,32,ui_pool
PSX.EXE,0x8139E,16,00,ui_pool
PSX.EXE,0x8139F,E9,DD,ui_pool
PSX.EXE,0x813A0,A8,C3,ui_pool
PSX.EXE,0x813A1,E9,55,ui_pool
PSX.EXE,0x813A2,4F,04,ui_pool
PSX.EXE,0x813A3,E0,A1,ui_pool
PSX.EXE,0x813A4,9C,7A,ui_pool
PSX.EXE,0x813A5,9C,DD,ui_pool
PSX.EXE,0x813A6,EA,9F,ui_pool
PSX.EXE,0x813A7,2E,00,ui_pool
PSX.EXE,0x813A8,E1,DD,ui_pool
PSX.EXE,0x813A9,45,C3,ui_pool
PSX.EXE,0x813AA,9C,55,ui_pool
PSX.EXE,0x813AB,E9,04,ui_pool
PSX.EXE,0x813AC,23,A1,ui_pool
PSX.EXE,0x813AD,E9,DD,ui_pool
PSX.EXE,0x813AE,4F,29,ui_pool
PSX.EXE,0x813AF,EA,04,ui_pool
PSX.EXE,0x813B0,6C,00,ui_pool
PSX.EXE,0x813B1,E9,DD,ui_pool
PSX.EXE,0x813B2,BC,EC,ui_pool
PSX.EXE,0x813B3,00,DF,ui_pool
PSX.EXE,0x813B4,EA,5E,ui_pool
PSX.EXE,0x813B5,67,0F,ui_pool
PSX.EXE,0x813B6,E9,A1,ui_pool
PSX.EXE,0x813B7,85,DD,ui_pool
PSX.EXE,0x813B8,E9,48,ui_pool
PSX.EXE,0x813B9,BB,00,ui_pool
PSX.EXE,0x813BA,9C,DE,ui_pool
PSX.EXE,0x813BB,E0,06,ui_pool
PSX.EXE,0x813BC,89,DF,ui_pool
PSX.EXE,0x813BD,E9,5F,ui_pool
PSX.EXE,0x813BE,46,A1,ui_pool
PSX.EXE,0x813BF,9C,7A,ui_pool
PSX.EXE,0x813C0,DE,DD,ui_pool
PSX.EXE,0x813C1,92,9F,ui_pool
PSX.EXE,0x813C2,DE,00,ui_pool
PSX.EXE,0x813C3,85,DE,ui_pool
PSX.EXE,0x813C4,00,06,ui_pool
PSX.EXE,0x813C5,E1,DF,ui_pool
PSX.EXE,0x813C6,48,5F,ui_pool
PSX.EXE,0x813C7,EA,A1,ui_pool
PSX.EXE,0x813C8,08,DD,ui_pool
PSX.EXE,0x813C9,9C,29,ui_pool
PSX.EXE,0x813CA,DF,04,ui_pool
PSX.EXE,0x813CB,F2,00,ui_pool
PSX.EXE,0x813CC,E9,DE,ui_pool
PSX.EXE,0x813CD,BB,0D,ui_pool
PSX.EXE,0x813CE,9C,0C,ui_pool
PSX.EXE,0x813D0,83,29,ui_pool
PSX.EXE,0x813D1,E1,A1,ui_pool
PSX.EXE,0x813D2,DC,DE,ui_pool
PSX.EXE,0x813D3,00,45,ui_pool
PSX.EXE,0x813D4,E1,00,ui_pool
PSX.EXE,0x813D5,E8,DE,ui_pool
PSX.EXE,0x813D6,EA,14,ui_pool
PSX.EXE,0x813D7,30,DD,ui_pool
PSX.EXE,0x813D8,9C,3F,ui_pool
PSX.EXE,0x813D9,DE,A1,ui_pool
PSX.EXE,0x813DA,83,1E,ui_pool
PSX.EXE,0x813DB,E0,DD,ui_pool
PSX.EXE,0x813DC,14,6C,ui_pool
PSX.EXE,0x813DE,E9,DE,ui_pool
PSX.EXE,0x813DF,5F,27,ui_pool
PSX.EXE,0x813E0,E0,37,ui_pool
PSX.EXE,0x813E1,31,A1,ui_pool
PSX.EXE,0x813E2,E9,45,ui_pool
PSX.EXE,0x813E3,4F,DD,ui_pool
PSX.EXE,0x813E4,9C,2B,ui_pool
PSX.EXE,0x813E5,DE,03,ui_pool
PSX.EXE,0x813E6,83,00,ui_pool
PSX.EXE,0x813E7,E0,DE,ui_pool
PSX.EXE,0x813E8,14,2D,ui_pool
PSX.EXE,0x813E9,00,A1,ui_pool
PSX.EXE,0x813EA,DE,0C,ui_pool
PSX.EXE,0x813EB,60,DD,ui_pool
PSX.EXE,0x813EC,E9,63,ui_pool
PSX.EXE,0x813ED,B1,46,ui_pool
PSX.EXE,0x813EE,DF,24,ui_pool
PSX.EXE,0x813EF,10,00,ui_pool
PSX.EXE,0x813F0,9C,DF,ui_pool
PSX.EXE,0x813F1,DE,4E,ui_pool
PSX.EXE,0x813F2,83,DD,ui_pool
PSX.EXE,0x813F3,E0,66,ui_pool
PSX.EXE,0x813F4,14,DD,ui_pool
PSX.EXE,0x813F5,00,78,ui_pool
PSX.EXE,0x813F6,DE,DD,ui_pool
PSX.EXE,0x813F7,74,5B,ui_pool
PSX.EXE,0x813F8,E0,00,ui_pool
PSX.EXE,0x813F9,C3,DF,ui_pool
PSX.EXE,0x813FA,DF,5A,ui_pool
PSX.EXE,0x813FB,10,DD,ui_pool
PSX.EXE,0x813FC,9C,08,ui_pool
PSX.EXE,0x813FD,DE,8F,ui_pool
PSX.EXE,0x813FE,83,A1,ui_pool
PSX.EXE,0x813FF,E0,DD,ui_pool
PSX.EXE,0x81400,14,71,ui_pool
PSX.EXE,0x81403,9D,63,ui_pool
PSX.EXE,0x81404,E9,DF,ui_pool
PSX.EXE,0x81405,5F,28,ui_pool
PSX.EXE,0x81406,E9,A1,ui_pool
PSX.EXE,0x81407,D9,30,ui_pool
PSX.EXE,0x81408,9C,DF,ui_pool
PSX.EXE,0x81409,DE,97,ui_pool
PSX.EXE,0x8140A,83,00,ui_pool
PSX.EXE,0x8140B,E0,DF,ui_pool
PSX.EXE,0x8140C,14,6A,ui_pool
PSX.EXE,0x8140D,00,DD,ui_pool
PSX.EXE,0x8140E,E9,96,ui_pool
PSX.EXE,0x8140F,A8,A1,ui_pool
PSX.EXE,0x81410,E0,30,ui_pool
PSX.EXE,0x81411,E6,DF,ui_pool
PSX.EXE,0x81412,9C,4F,ui_pool
PSX.EXE,0x81413,DE,00,ui_pool
PSX.EXE,0x81414,83,DF,ui_pool
PSX.EXE,0x81415,E0,6C,ui_pool
PSX.EXE,0x81416,14,DF,ui_pool
PSX.EXE,0x81417,00,59,ui_pool
PSX.EXE,0x81418,E9,A1,ui_pool
PSX.EXE,0x81419,61,DD,ui_pool
PSX.EXE,0x8141A,E9,29,ui_pool
PSX.EXE,0x8141B,90,04,ui_pool
PSX.EXE,0x8141C,E9,00,ui_pool
PSX.EXE,0x8141D,F3,04,ui_pool
PSX.EXE,0x8141E,9C,58,ui_pool
PSX.EXE,0x8141F,E9,8F,ui_pool
PSX.EXE,0x81420,CD,DD,ui_pool
PSX.EXE,0x81421,E9,9D,ui_pool
PSX.EXE,0x81422,77,DE,ui_pool
PSX.EXE,0x81423,9C,77,ui_pool
PSX.EXE,0x81424,E9,00,ui_pool
PSX.EXE,0x81425,D0,09,ui_pool
PSX.EXE,0x81426,E9,DD,ui_pool
PSX.EXE,0x81427,83,5D,ui_pool
PSX.EXE,0x81428,00,A1,ui_pool
PSX.EXE,0x81429,E9,30,ui_pool
PSX.EXE,0x8142A,E3,DD,ui_pool
PSX.EXE,0x8142B,E1,9A,ui_pool
PSX.EXE,0x8142C,53,00,ui_pool
PSX.EXE,0x8142D,9C,0F,ui_pool
PSX.EXE,0x8142E,DE,DD,ui_pool
PSX.EXE,0x8142F,83,E3,ui_pool
PSX.EXE,0x81430,E0,A1,ui_pool
PSX.EXE,0x81431,14,DF,ui_pool
PSX.EXE,0x81432,00,8F,ui_pool
PSX.EXE,0x81433,E9,2E,ui_pool
PSX.EXE,0x81434,9A,00,ui_pool
PSX.EXE,0x81435,E9,15,ui_pool
PSX.EXE,0x81436,26,8F,ui_pool
PSX.EXE,0x81437,9C,A1,ui_pool
PSX.EXE,0x81438,EA,09,ui_pool
PSX.EXE,0x81439,16,DD,ui_pool
PSX.EXE,0x8143A,DF,06,ui_pool
PSX.EXE,0x8143B,33,30,ui_pool
PSX.EXE,0x8143D,E1,15,ui_pool
PSX.EXE,0x8143E,C3,DD,ui_pool
PSX.EXE,0x8143F,9C,66,ui_pool
PSX.EXE,0x81440,E9,03,ui_pool
PSX.EXE,0x81441,8D,29,ui_pool
PSX.EXE,0x81442,9C,DD,ui_pool
PSX.EXE,0x81443,E9,55,ui_pool
PSX.EXE,0x81444,A3,00,ui_pool
PSX.EXE,0x81445,E9,17,ui_pool
PSX.EXE,0x81446,2A,DE,ui_pool
PSX.EXE,0x81447,9C,29,ui_pool
PSX.EXE,0x81448,DE,A1,ui_pool
PSX.EXE,0x81449,B0,DD,ui_pool
PSX.EXE,0x8144A,E9,57,ui_pool
PSX.EXE,0x8144B,A4,58,ui_pool
PSX.EXE,0x8144C,9C,00,ui_pool
PSX.EXE,0x8144D,E9,1C,ui_pool
PSX.EXE,0x8144E,2D,37,ui_pool
PSX.EXE,0x8144F,E9,0F,ui_pool
PSX.EXE,0x81450,4F,A1,ui_pool
PSX.EXE,0x81451,9C,DD,ui_pool
PSX.EXE,0x81452,E0,46,ui_pool
PSX.EXE,0x81453,CE,04,ui_pool
PSX.EXE,0x81454,E0,00,ui_pool
PSX.EXE,0x81455,63,24,ui_pool
PSX.EXE,0x81456,00,DD,ui_pool
PSX.EXE,0x81457,DE,1D,ui_pool
PSX.EXE,0x81458,74,A1,ui_pool
PSX.EXE,0x81459,E0,1E,ui_pool
PSX.EXE,0x8145A,C3,DD,ui_pool
PSX.EXE,0x8145B,DF,6C,ui_pool
PSX.EXE,0x8145C,10,00,ui_pool
PSX.EXE,0x8145D,DE,29,ui_pool
PSX.EXE,0x8145E,B2,49,ui_pool
PSX.EXE,0x8145F,9C,A1,ui_pool
PSX.EXE,0x81460,DE,DD,ui_pool
PSX.EXE,0x81461,D9,B7,ui_pool
PSX.EXE,0x81462,E0,DD,ui_pool
PSX.EXE,0x81463,F7,35,ui_pool
PSX.EXE,0x81464,9C,00,ui_pool
PSX.EXE,0x81465,E9,2E,ui_pool
PSX.EXE,0x81466,52,DD,ui_pool
PSX.EXE,0x81467,DF,24,ui_pool
PSX.EXE,0x81468,87,DF,ui_pool
PSX.EXE,0x81469,00,2A,ui_pool
PSX.EXE,0x8146A,DE,DF,ui_pool
PSX.EXE,0x8146B,60,67,ui_pool
PSX.EXE,0x8146C,E9,00,ui_pool
PSX.EXE,0x8146D,B1,2E,ui_pool
PSX.EXE,0x8146F,10,20,ui_pool
PSX.EXE,0x81470,DE,A1,ui_pool
PSX.EXE,0x81471,B2,8A,ui_pool
PSX.EXE,0x81472,9C,DD,ui_pool
PSX.EXE,0x81473,DE,09,ui_pool
PSX.EXE,0x81474,D9,00,ui_pool
PSX.EXE,0x81475,E0,30,ui_pool
PSX.EXE,0x81476,F7,DE,ui_pool
PSX.EXE,0x81477,9C,D6,ui_pool
PSX.EXE,0x81478,E9,DD,ui_pool
PSX.EXE,0x81479,52,66,ui_pool
PSX.EXE,0x8147A,DF,DD,ui_pool
PSX.EXE,0x8147B,87,9A,ui_pool
PSX.EXE,0x8147D,DF,33,ui_pool
PSX.EXE,0x8147E,F2,DD,ui_pool
PSX.EXE,0x8147F,E9,70,ui_pool
PSX.EXE,0x81480,A4,1B,ui_pool
PSX.EXE,0x81481,E9,A1,ui_pool
PSX.EXE,0x81482,0E,60,ui_pool
PSX.EXE,0x81483,9C,24,ui_pool
PSX.EXE,0x81484,EA,00,ui_pool
PSX.EXE,0x81485,48,34,ui_pool
PSX.EXE,0x81486,E9,86,ui_pool
PSX.EXE,0x81487,BD,17,ui_pool
PSX.EXE,0x81488,00,A1,ui_pool
PSX.EXE,0x81489,E9,76,ui_pool
PSX.EXE,0x8148A,D4,DD,ui_pool
PSX.EXE,0x8148B,E9,2B,ui_pool
PSX.EXE,0x8148C,74,00,ui_pool
PSX.EXE,0x8148D,E9,35,ui_pool
PSX.EXE,0x8148E,A4,DD,ui_pool
PSX.EXE,0x8148F,9C,7D,ui_pool
PSX.EXE,0x81490,E9,A1,ui_pool
PSX.EXE,0x81491,8D,DD,ui_pool
PSX.EXE,0x81492,E9,6A,ui_pool
PSX.EXE,0x81493,4F,5F,ui_pool
PSX.EXE,0x81494,DE,00,ui_pool
PSX.EXE,0x81495,F3,37,ui_pool
PSX.EXE,0x81496,9C,4F,ui_pool
PSX.EXE,0x81497,E0,A1,ui_pool
PSX.EXE,0x81498,0C,DD,ui_pool
PSX.EXE,0x81499,E9,17,ui_pool
PSX.EXE,0x8149A,83,DD,ui_pool
PSX.EXE,0x8149B,00,09,ui_pool
PSX.EXE,0x8149C,E9,00,ui_pool
PSX.EXE,0x8149D,C3,40,ui_pool
PSX.EXE,0x8149E,DF,8E,ui_pool
PSX.EXE,0x8149F,DF,A1,ui_pool
PSX.EXE,0x814A0,9C,DD,ui_pool
PSX.EXE,0x814A1,DE,10,ui_pool
PSX.EXE,0x814A2,92,DD,ui_pool
PSX.EXE,0x814A3,DE,0A,ui_pool
PSX.EXE,0x814A4,85,00,ui_pool
PSX.EXE,0x814A5,00,45,ui_pool
PSX.EXE,0x814A6,EA,33,ui_pool
PSX.EXE,0x814A7,23,0F,ui_pool
PSX.EXE,0x814A8,9C,A1,ui_pool
PSX.EXE,0x814A9,E9,DD,ui_pool
PSX.EXE,0x814AA,7B,46,ui_pool
PSX.EXE,0x814AB,E0,04,ui_pool
PSX.EXE,0x814AC,5C,00,ui_pool
PSX.EXE,0x814AD,EA,45,ui_pool
PSX.EXE,0x814AE,31,DD,ui_pool
PSX.EXE,0x814AF,E9,06,ui_pool
PSX.EXE,0x814B0,B9,A1,ui_pool
PSX.EXE,0x814B1,E0,34,ui_pool
PSX.EXE,0x814B2,9C,DD,ui_pool
PSX.EXE,0x814B3,9C,18,ui_pool
PSX.EXE,0x814B4,DE,00,ui_pool
PSX.EXE,0x814B5,92,45,ui_pool
PSX.EXE,0x814B6,DE,DD,ui_pool
PSX.EXE,0x814B7,85,06,ui_pool
PSX.EXE,0x814B8,00,A1,ui_pool
PSX.EXE,0x814B9,E9,7A,ui_pool
PSX.EXE,0x814BA,D4,DD,ui_pool
PSX.EXE,0x814BB,E9,9F,ui_pool
PSX.EXE,0x814BC,74,00,ui_pool
PSX.EXE,0x814BD,9C,45,ui_pool
PSX.EXE,0x814BE,DF,DD,ui_pool
PSX.EXE,0x814BF,F2,06,ui_pool
PSX.EXE,0x814C0,E9,A1,ui_pool
PSX.EXE,0x814C1,A4,DD,ui_pool
PSX.EXE,0x814C2,E9,29,ui_pool
PSX.EXE,0x814C3,0E,04,ui_pool
PSX.EXE,0x814C4,9C,00,ui_pool
PSX.EXE,0x814C5,E0,45,ui_pool
PSX.EXE,0x814C6,5B,DD,ui_pool
PSX.EXE,0x814C7,EA,2B,ui_pool
PSX.EXE,0x814C8,0C,0F,ui_pool
PSX.EXE,0x814C9,00,A1,ui_pool
PSX.EXE,0x814CA,DF,DE,ui_pool
PSX.EXE,0x814CB,11,CC,ui_pool
PSX.EXE,0x814CC,E0,00,ui_pool
PSX.EXE,0x814CD,FC,45,ui_pool
PSX.EXE,0x814CE,E9,DD,ui_pool
PSX.EXE,0x814CF,85,2B,ui_pool
PSX.EXE,0x814D0,E9,0F,ui_pool
PSX.EXE,0x814D1,BD,A1,ui_pool
PSX.EXE,0x814D2,9C,DF,ui_pool
PSX.EXE,0x814D3,DF,8D,ui_pool
PSX.EXE,0x814D4,F2,00,ui_pool
PSX.EXE,0x814D5,9C,45,ui_pool
PSX.EXE,0x814D6,DE,DD,ui_pool
PSX.EXE,0x814D7,92,37,ui_pool
PSX.EXE,0x814D8,DE,A1,ui_pool
PSX.EXE,0x814D9,85,DD,ui_pool
PSX.EXE,0x814DA,00,38,ui_pool
PSX.EXE,0x814DB,E0,17,ui_pool
PSX.EXE,0x814DC,89,00,ui_pool
PSX.EXE,0x814DD,EA,45,ui_pool
PSX.EXE,0x814DE,1B,DD,ui_pool
PSX.EXE,0x814DF,DF,37,ui_pool
PSX.EXE,0x814E0,0E,A1,ui_pool
PSX.EXE,0x814E1,E9,DD,ui_pool
PSX.EXE,0x814E2,B9,B6,ui_pool
PSX.EXE,0x814E3,E0,35,ui_pool
PSX.EXE,0x814E4,9C,00,ui_pool
PSX.EXE,0x814E5,9C,4F,ui_pool
PSX.EXE,0x814E6,DE,24,ui_pool
PSX.EXE,0x814E7,6B,A1,ui_pool
PSX.EXE,0x814E8,DF,DD,ui_pool
PSX.EXE,0x814E9,25,62,ui_pool
PSX.EXE,0x814EA,9C,DE,ui_pool
PSX.EXE,0x814EB,E0,2E,ui_pool
PSX.EXE,0x814EC,5B,00,ui_pool
PSX.EXE,0x814ED,EA,4F,ui_pool
PSX.EXE,0x814EE,0C,24,ui_pool
PSX.EXE,0x814EF,00,A1,ui_pool
PSX.EXE,0x814F0,DF,DD,ui_pool
PSX.EXE,0x814F1,F2,7B,ui_pool
PSX.EXE,0x814F2,E9,DD,ui_pool
PSX.EXE,0x814F3,BB,32,ui_pool
PSX.EXE,0x814F4,9C,00,ui_pool
PSX.EXE,0x814F5,DF,4F,ui_pool
PSX.EXE,0x814F6,9D,DD,ui_pool
PSX.EXE,0x814F7,E9,39,ui_pool
PSX.EXE,0x814F8,5F,0F,ui_pool
PSX.EXE,0x814F9,E9,A1,ui_pool
PSX.EXE,0x814FA,D9,DE,ui_pool
PSX.EXE,0x814FB,9C,64,ui_pool
PSX.EXE,0x814FC,E9,00,ui_pool
PSX.EXE,0x814FD,85,4F,ui_pool
PSX.EXE,0x814FE,DF,DD,ui_pool
PSX.EXE,0x814FF,08,90,ui_pool
PSX.EXE,0x81500,E0,A1,ui_pool
PSX.EXE,0x81501,9C,7A,ui_pool
PSX.EXE,0x81502,9C,DD,ui_pool
PSX.EXE,0x81503,E9,9F,ui_pool
PSX.EXE,0x81504,54,00,ui_pool
PSX.EXE,0x81505,EA,50,ui_pool
PSX.EXE,0x81506,2D,33,ui_pool
PSX.EXE,0x81507,00,A1,ui_pool
PSX.EXE,0x81508,DE,7C,ui_pool
PSX.EXE,0x81509,8B,DD,ui_pool
PSX.EXE,0x8150A,DE,58,ui_pool
PSX.EXE,0x8150B,8B,6C,ui_pool
PSX.EXE,0x8150C,E0,00,ui_pool
PSX.EXE,0x8150D,A0,5F,ui_pool
PSX.EXE,0x8150E,00,70,ui_pool
PSX.EXE,0x8150F,E9,A1,ui_pool
PSX.EXE,0x81510,F4,09,ui_pool
PSX.EXE,0x81511,E0,DD,ui_pool
PSX.EXE,0x81512,4F,06,ui_pool
PSX.EXE,0x81513,00,30,ui_pool
PSX.EXE,0x81514,DF,00,ui_pool
PSX.EXE,0x81515,02,64,ui_pool
PSX.EXE,0x81516,E1,30,ui_pool
PSX.EXE,0x81517,53,02,ui_pool
PSX.EXE,0x81518,00,A1,ui_pool
PSX.EXE,0x81519,E0,33,ui_pool
PSX.EXE,0x8151A,C3,DD,ui_pool
PSX.EXE,0x8151B,E9,77,ui_pool
PSX.EXE,0x8151C,F3,00,ui_pool
PSX.EXE,0x8151D,00,74,ui_pool
PSX.EXE,0x8151E,E9,0F,ui_pool
PSX.EXE,0x8151F,17,A1,ui_pool
PSX.EXE,0x81520,E1,DD,ui_pool
PSX.EXE,0x81521,C5,89,ui_pool
PSX.EXE,0x81522,00,DD,ui_pool
PSX.EXE,0x81523,E9,C9,ui_pool
PSX.EXE,0x81524,52,00,ui_pool
PSX.EXE,0x81525,EA,7A,ui_pool
PSX.EXE,0x81526,4D,46,ui_pool
PSX.EXE,0x81527,00,2E,ui_pool
PSX.EXE,0x81528,E9,A1,ui_pool
PSX.EXE,0x81529,E4,DD,ui_pool
PSX.EXE,0x8152A,E9,B7,ui_pool
PSX.EXE,0x8152B,F3,24,ui_pool
PSX.EXE,0x8152C,DE,00,ui_pool
PSX.EXE,0x8152D,74,81,ui_pool
PSX.EXE,0x8152E,00,03,ui_pool
PSX.EXE,0x8152F,E9,02,ui_pool
PSX.EXE,0x81530,90,A1,ui_pool
PSX.EXE,0x81531,EA,DD,ui_pool
PSX.EXE,0x81532,78,24,ui_pool
PSX.EXE,0x81533,E0,56,ui_pool
PSX.EXE,0x81534,E3,00,ui_pool
PSX.EXE,0x81535,E0,81,ui_pool
PSX.EXE,0x81536,E6,6B,ui_pool
PSX.EXE,0x81537,00,0F,ui_pool
PSX.EXE,0x81538,E9,A1,ui_pool
PSX.EXE,0x81539,17,03,ui_pool
PSX.EXE,0x8153A,E9,DE,ui_pool
PSX.EXE,0x8153B,90,20,ui_pool
PSX.EXE,0x8153C,E0,00,ui_pool
PSX.EXE,0x8153D,ED,83,ui_pool
PSX.EXE,0x8153E,00,2C,ui_pool
PSX.EXE,0x8153F,E0,DD,ui_pool
PSX.EXE,0x81540,E9,F8,ui_pool
PSX.EXE,0x81541,DE,A1,ui_pool
PSX.EXE,0x81542,7C,DD,ui_pool
PSX.EXE,0x81543,00,97,ui_pool
PSX.EXE,0x81544,E9,00,ui_pool
PSX.EXE,0x81545,19,83,ui_pool
PSX.EXE,0x81546,E1,DD,ui_pool
PSX.EXE,0x81547,D7,86,ui_pool
PSX.EXE,0x81548,9C,A1,ui_pool
PSX.EXE,0x81549,E0,DD,ui_pool
PSX.EXE,0x8154A,B6,06,ui_pool
PSX.EXE,0x8154B,DE,24,ui_pool
PSX.EXE,0x8154C,74,00,ui_pool
PSX.EXE,0x8154D,E1,8A,ui_pool
PSX.EXE,0x8154E,CE,51,ui_pool
PSX.EXE,0x8154F,00,A1,ui_pool
PSX.EXE,0x81550,DE,DD,ui_pool
PSX.EXE,0x81551,C5,7B,ui_pool
PSX.EXE,0x81552,E9,DD,ui_pool
PSX.EXE,0x81553,C3,32,ui_pool
PSX.EXE,0x81555,E0,8A,ui_pool
PSX.EXE,0x81556,5C,DD,ui_pool
PSX.EXE,0x81557,E0,09,ui_pool
PSX.EXE,0x81558,C3,A1,ui_pool
PSX.EXE,0x81559,E9,DD,ui_pool
PSX.EXE,0x8155A,D9,25,ui_pool
PSX.EXE,0x8155B,00,4F,ui_pool
PSX.EXE,0x8155C,E0,00,ui_pool
PSX.EXE,0x8155D,33,8F,ui_pool
PSX.EXE,0x8155E,E0,45,ui_pool
PSX.EXE,0x8155F,C3,01,ui_pool
PSX.EXE,0x81560,E9,34,ui_pool
PSX.EXE,0x81561,F3,A1,ui_pool
PSX.EXE,0x81562,00,33,ui_pool
PSX.EXE,0x81563,E0,56,ui_pool
PSX.EXE,0x81564,33,00,ui_pool
PSX.EXE,0x81565,DE,8F,ui_pool
PSX.EXE,0x81566,A7,45,ui_pool
PSX.EXE,0x81567,E9,01,ui_pool
PSX.EXE,0x81568,92,A1,ui_pool
PSX.EXE,0x81569,00,37,ui_pool
PSX.EXE,0x8156A,E9,69,ui_pool
PSX.EXE,0x8156B,C3,31,ui_pool
PSX.EXE,0x8156C,E0,00,ui_pool
PSX.EXE,0x8156D,C3,8F,ui_pool
PSX.EXE,0x8156E,E0,58,ui_pool
PSX.EXE,0x8156F,5F,0F,ui_pool
PSX.EXE,0x81570,E0,A1,ui_pool
PSX.EXE,0x81571,ED,DD,ui_pool
PSX.EXE,0x81572,9C,AF,ui_pool
PSX.EXE,0x81573,DF,56,ui_pool
PSX.EXE,0x81574,BD,00,ui_pool
PSX.EXE,0x81575,E0,90,ui_pool
PSX.EXE,0x81576,ED,DD,ui_pool
PSX.EXE,0x81577,00,B4,ui_pool
PSX.EXE,0x81578,E9,DF,ui_pool
PSX.EXE,0x81579,37,18,ui_pool
PSX.EXE,0x8157A,9C,81,ui_pool
PSX.EXE,0x8157B,E9,24,ui_pool
PSX.EXE,0x8157C,52,00,ui_pool
PSX.EXE,0x8157D,E9,96,ui_pool
