build,row,column,changed_bytes,original_nonzero_changed_bytes,known_range_overlay_cell,static_assignments
v163,8,18,59,57,0,즐:747:p3:2B | 직:746:p2:2B | 진:745:p1:2B | 짊:744:p0:2B
v163,8,19,61,59,0,읽:751:p3:2B | 접:750:p2:2B | 져:749:p1:2B | 죽:748:p0:2B
v163,8,20,66,63,0,옥:754:p2:2B | 왜:753:p1:2B | 움:752:p0:2B | 치:755:p3:2B
v163,9,0,61,61,0,얽:759:p3:2B | 엇:758:p2:2B | 연:757:p1:2B | 였:756:p0:2B
v163,9,1,64,63,0,썼:763:p3:2B | 씨:762:p2:2B | 씬:761:p1:2B | 악:760:p0:2B
v163,9,2,60,59,0,람:766:p2:2B | 실:767:p3:2B | 싶:765:p1:2B | 쌓:764:p0:2B
v163,9,3,61,59,0,솟:771:p3:2B | 숨:770:p2:2B | 쉬:769:p1:2B
v163,9,4,60,60,0,삼:775:p3:2B | 섬:774:p2:2B | 섯:773:p1:2B | 셨:772:p0:2B
v163,9,5,61,60,0,봤:779:p3:2B | 북:778:p2:2B | 붙:777:p1:2B | 빨:776:p0:2B
v163,9,6,64,62,0,몸:783:p3:2B | 믿:782:p2:2B | 밖:781:p1:2B | 복:780:p0:2B
v163,9,7,63,61,0,림:787:p3:2B | 막:786:p2:2B | 매:785:p1:2B | 저:784:p0:2B
v163,9,8,65,63,0,뛰:791:p3:2B | 뜻:790:p2:2B | 럼:789:p1:2B
v163,9,9,65,63,0,둘:795:p3:2B | 드:794:p2:2B | 따:793:p1:2B | 떡:792:p0:2B
v163,9,10,60,58,0,돕:799:p3:2B | 된:798:p2:2B | 될:797:p1:2B | 됩:796:p0:2B
v163,9,11,65,64,0,닫:802:p2:2B | 담:801:p1:2B | 당:800:p0:2B
v163,9,12,61,60,0,녔:807:p3:2B | 놈:806:p2:2B | 닌:805:p1:2B | 닙:804:p0:2B
v163,9,13,65,65,0,끝:811:p3:2B | 났:810:p2:2B | 넌:809:p1:2B | 널:808:p0:2B
v163,9,14,64,64,0,꼬:815:p3:2B | 끄:814:p2:2B | 끊:813:p1:2B | 끌:812:p0:2B
v163,9,15,64,61,0,깨:817:p1:2B | 꺄:816:p0:2B | 든:818:p2:2B | 침:819:p3:2B
v163,9,16,66,66,0,걷:822:p2:2B | 곧:821:p1:2B | 굉:820:p0:2B | 외:823:p3:2B
v163,9,17,44,25,0,갔:825:p1:2B | 강:824:p0:2B
v163,9,18,0,0,0,
v163,9,19,0,0,0,
v163,9,20,0,0,0,
v163,10,0,64,39,0,런:840:p0:2B | 력:842:p2:2B | 미:843:p3:2B | 방:841:p1:2B
v163,10,1,56,36,0,님:844:p0:2B | 메:845:p1:2B | 행:847:p3:2B
v163,10,2,61,40,1,단:851:p3:2B | 동:848:p0:2B | 명:850:p2:2B | 언:849:p1:2B
v163,10,3,57,36,1,금:855:p3:2B | 뀌:854:p2:2B | 머:853:p1:2B | 문:852:p0:2B
v163,10,4,58,36,1,규:856:p0:2B | 피:859:p3:2B | 혼:858:p2:2B
v163,10,5,62,39,1,결:863:p3:2B | 괜:862:p2:2B | 잇:861:p1:2B | 투:860:p0:2B
v163,10,6,58,35,0,꺼:866:p2:2B | 법:864:p0:2B | 킬:865:p1:2B | 풀:867:p3:2B
v163,10,7,61,39,0,앞:871:p3:2B | 째:870:p2:2B | 천:869:p1:2B | 팔:868:p0:2B
v163,10,8,63,33,0,새:875:p3:2B | 싫:874:p2:2B | 쓸:873:p1:2B | 알:872:p0:2B
v163,10,9,58,29,0,둔:879:p3:2B | 렌:878:p2:2B | 롭:877:p1:2B | 봉:876:p0:2B
v163,10,10,58,27,0,껐:883:p3:2B | 꽃:882:p2:2B | 날:881:p1:2B | 번:880:p0:2B
v163,10,11,55,28,0,플:887:p3:2B | 헤:886:p2:2B | 흥:885:p1:2B
v163,10,12,61,30,0,털:891:p3:2B | 텅:890:p2:2B | 파:889:p1:2B | 프:888:p0:2B
v163,10,13,57,27,0,쪽:895:p3:2B | 쭐:894:p2:2B | 최:893:p1:2B | 코:892:p0:2B
v163,10,14,59,29,0,줄:899:p3:2B | 중:898:p2:2B | 줬:897:p1:2B | 질:896:p0:2B
v163,10,15,60,34,0,워:903:p3:2B | 잘:902:p2:2B | 젠:901:p1:2B | 좀:900:p0:2B
v163,10,16,64,34,0,루:907:p3:2B | 약:906:p2:2B | 엘:905:p1:2B | 왔:904:p0:2B
v163,10,17,61,32,0,떻:909:p1:2B | 슬:911:p3:2B | 식:910:p2:2B | 써:908:p0:2B
v163,10,18,64,36,0,벌:915:p3:2B | 산:912:p0:2B | 섞:914:p2:2B | 송:913:p1:2B
v163,10,19,60,32,0,민:919:p3:2B | 배:918:p2:2B | 뱀:917:p1:2B | 혜:916:p0:2B
v163,10,20,65,36,0,먼:923:p3:2B | 멋:922:p2:2B | 멘:921:p1:2B | 며:920:p0:2B
v163,11,0,51,12,0,렇:925:p1:2B | 선:926:p2:2B | 참:927:p3:2B
v163,11,1,0,0,0,
v163,11,2,52,24,1,노:932:p0:2B | 본:934:p2:2B | 키:935:p3:2B | 험:933:p1:2B
v163,11,3,0,0,1,
v163,11,4,0,0,1,
v163,11,5,48,12,1,년:945:p1:2B | 늘:944:p0:2B | 온:946:p2:2B
v163,11,6,0,0,0,
v163,11,7,53,10,0,놀:954:p2:2B | 속:953:p1:2B | 폭:952:p0:2B
v163,11,8,50,47,0,희:958:p2:2B | 히:957:p1:2B
v163,11,9,64,37,0,레:961:p1:2B | 친:963:p3:2B | 카:962:p2:2B | 했:960:p0:2B
v163,11,10,59,35,0,작:964:p0:2B | 쯤:967:p3:2B | 찮:966:p2:2B | 첩:965:p1:2B
v163,11,11,56,46,0,적:971:p3:2B | 졌:970:p2:2B | 죠:969:p1:2B | 줘:968:p0:2B
v163,11,12,54,46,0,잖:974:p2:2B | 잡:973:p1:2B | 쟁:972:p0:2B
v163,11,13,61,35,0,뭐:977:p1:2B | 울:978:p2:2B | 응:976:p0:2B | 찾:979:p3:2B
v163,11,14,63,37,0,애:983:p3:2B | 엔:981:p1:2B | 역:980:p0:2B | 템:982:p2:2B
v163,11,15,53,46,0,감:985:p1:2B | 쓰:986:p2:2B
v163,11,16,59,49,0,망:989:p1:2B | 살:990:p2:2B | 생:988:p0:2B
v163,11,17,61,37,0,불:994:p2:2B | 빼:993:p1:2B
v163,11,18,62,58,0,각:998:p2:2B | 난:996:p0:2B | 봐:997:p1:2B
v163,11,19,60,40,0,류:1001:p1:2B | 륭:1002:p2:2B | 받:1000:p0:2B
v163,11,20,63,59,0,겨:1006:p2:2B | 괴:1005:p1:2B | 환:1004:p0:2B
v163,12,0,54,12,0,족:1008:p0:2B | 타:1010:p2:2B | 편:1011:p3:2B
v163,12,1,0,0,0,
v163,12,2,49,23,1,못:1018:p2:2B | 씩:1017:p1:2B | 품:1019:p3:2B
v163,12,3,0,0,1,
v163,12,4,0,0,1,
v163,12,5,44,12,1,남:1028:p0:2B | 냐:1030:p2:2B
v163,12,6,0,0,0,
v163,12,7,55,12,0,누:1036:p0:2B | 열:1037:p1:2B | 형:1038:p2:2B
v163,12,8,0,0,0,
v163,12,9,0,0,0,
v163,12,10,0,0,0,
v163,12,11,0,0,0,
v163,12,12,0,0,0,
v163,12,13,0,0,0,
v163,12,14,0,0,0,
v163,12,15,0,0,0,
v163,12,16,0,0,0,
v163,12,17,0,0,0,
v163,12,18,0,0,0,
v163,12,19,0,0,0,
v163,12,20,0,0,0,
v163,13,0,52,14,0,슈:1094:p2:2B | 준:1092:p0:2B | 표:1095:p3:2B
v163,13,1,51,12,0,걸:1098:p2:2B | 석:1097:p1:2B | 체:1099:p3:2B
v163,13,2,48,11,1,느:1101:p1:2B | 숲:1100:p0:2B | 톤:1102:p2:2B
v163,13,3,0,0,1,
v163,13,4,0,0,1,
v163,13,5,52,3,1,같:1113:p1:2B | 트:1114:p2:2B | 폐:1115:p3:2B | 활:1112:p0:2B
v163,13,6,0,0,0,
v163,13,7,36,3,0,반:1122:p2:2B
v163,13,8,0,0,0,
v163,13,9,0,0,0,
v163,13,10,0,0,0,
v163,13,11,0,0,0,
v163,13,12,0,0,0,
v163,13,13,0,0,0,
v163,13,14,0,0,0,
v163,13,15,0,0,0,
v163,13,16,0,0,0,
v163,13,17,0,0,0,
v163,13,18,0,0,0,
v163,13,19,0,0,0,
v163,13,20,0,0,0,
v163,14,0,0,0,0,
v163,14,1,0,0,0,
v163,14,2,0,0,0,
v163,14,3,0,0,0,
v163,14,4,0,0,0,
v163,14,5,0,0,0,
v163,14,6,0,0,0,
v163,14,7,0,0,0,
v163,14,8,0,0,0,
v163,14,9,0,0,0,
v163,14,10,0,0,0,
v163,14,11,0,0,0,
v163,14,12,0,0,0,
v163,14,13,0,0,0,
v163,14,14,0,0,0,
v163,14,15,0,0,0,
v163,14,16,0,0,0,
v163,14,17,0,0,0,
v163,14,18,0,0,0,
v163,14,19,0,0,0,
v163,14,20,0,0,0,
v163,15,0,0,0,0,
v163,15,1,0,0,0,
v163,15,2,0,0,0,
v163,15,3,0,0,0,
v163,15,4,0,0,0,
v163,15,5,0,0,0,
v163,15,6,0,0,0,
v163,15,7,0,0,0,
v163,15,8,0,0,0,
v163,15,9,0,0,0,
v163,15,10,0,0,0,
v163,15,11,0,0,0,
v163,15,12,0,0,0,
v163,15,13,0,0,0,
v163,15,14,0,0,0,
v163,15,15,0,0,0,
v163,15,16,0,0,0,
v163,15,17,0,0,0,
v163,15,18,0,0,0,
v163,15,19,0,0,0,
v163,15,20,0,0,0,
v163,16,0,0,0,0,
v163,16,1,0,0,0,
v163,16,2,0,0,0,
v163,16,3,0,0,0,
v163,16,4,0,0,0,
v163,16,5,0,0,0,
v163,16,6,0,0,0,
v163,16,7,0,0,0,
v163,16,8,0,0,0,
v163,16,9,0,0,0,
v163,16,10,0,0,0,
v163,16,11,0,0,0,
v163,16,12,0,0,0,
v163,16,13,0,0,0,
v163,16,14,0,0,0,
v163,16,15,0,0,0,
v163,16,16,0,0,0,
v163,16,17,0,0,0,
v163,16,18,0,0,0,
v163,16,19,0,0,0,
v163,16,20,0,0,0,
v163,17,0,50,26,0,궤:1430:p2:2B | 슨:1431:p3:2B | 얻:1429:p1:2B
v163,17,1,60,17,0,갈:1434:p2:2B | 개:1433:p1:2B | 더:1432:p0:2B | 빌:1435:p3:2B
v163,17,2,49,6,0,겐:1436:p0:2B | 론:1438:p2:2B | 앗:1437:p1:2B
v163,17,3,58,21,0,돼:1441:p1:2B | 른:1442:p2:2B | 맞:1440:p0:2B | 차:1443:p3:2B
v163,17,4,51,30,0,맡:1444:p0:2B | 빛:1447:p3:2B | 임:1445:p1:2B
v163,17,5,59,24,0,련:1448:p0:2B | 몰:1451:p3:2B | 켜:1450:p2:2B | 함:1449:p1:2B
v163,17,6,64,25,0,디:1455:p3:2B | 린:1454:p2:2B | 릴:1452:p0:2B | 뿐:1453:p1:2B
v163,17,7,47,17,0,멸:1459:p3:2B | 절:1458:p2:2B | 탄:1457:p1:2B
v163,17,8,60,37,0,관:1460:p0:2B | 능:1463:p3:2B | 떠:1461:p1:2B | 집:1462:p2:2B
v163,17,9,57,26,0,꾸:1466:p2:2B | 술:1465:p1:2B | 욕:1464:p0:2B | 쳐:1467:p3:2B
v163,17,10,62,17,0,겁:1470:p2:2B | 셋:1468:p0:2B | 케:1471:p3:2B | 항:1469:p1:2B
v163,17,11,58,23,0,뭔:1472:p0:2B | 벨:1473:p1:2B | 클:1475:p3:2B | 톨:1474:p2:2B
v163,17,12,58,35,0,넘:1478:p2:2B | 됐:1477:p1:2B | 별:1476:p0:2B | 커:1479:p3:2B
v163,17,13,0,0,0,
v163,17,14,0,0,0,
v163,17,15,0,0,0,
v163,17,16,0,0,0,
v163,17,17,0,0,0,
v163,17,18,0,0,0,
v163,17,19,0,0,0,
v163,17,20,0,0,0,
v163,18,0,0,0,0,
v163,18,1,0,0,0,
v163,18,2,0,0,0,
v163,18,3,0,0,0,
v163,18,4,0,0,0,
v163,18,5,0,0,0,
v163,18,6,0,0,0,
v163,18,7,0,0,0,
v163,18,8,0,0,0,
v163,18,9,0,0,0,
v163,18,10,0,0,0,
v163,18,11,0,0,0,
v163,18,12,0,0,0,
v163,18,13,0,0,0,
v163,18,14,0,0,0,
v163,18,15,0,0,0,
v163,18,16,0,0,0,
v163,18,17,0,0,0,
v163,18,18,0,0,0,
v163,18,19,0,0,0,
v163,18,20,0,0,0,
v163,19,0,0,0,0,
v163,19,1,0,0,0,
v163,19,2,0,0,0,
v163,19,3,0,0,0,
v163,19,4,0,0,0,
v163,19,5,0,0,0,
v163,19,6,0,0,0,
v163,19,7,0,0,0,
v163,19,8,0,0,0,
v163,19,9,0,0,0,
v163,19,10,0,0,0,
v163,19,11,0,0,0,
v163,19,12,0,0,0,
v163,19,13,0,0,0,
v163,19,14,0,0,0,
v163,19,15,0,0,0,
v163,19,16,0,0,0,
v163,19,17,0,0,0,
v163,19,18,0,0,0,
v163,19,19,0,0,0,
v163,19,20,0,0,0,
v163,20,0,0,0,0,
v163,20,1,0,0,0,
v163,20,2,0,0,0,
v163,20,3,0,0,0,
v163,20,4,0,0,0,
v163,20,5,0,0,0,
v163,20,6,0,0,0,
v163,20,7,0,0,0,
v163,20,8,0,0,0,
v163,20,9,0,0,0,
v163,20,10,0,0,0,
v163,20,11,0,0,0,
v163,20,12,0,0,0,
v163,20,13,0,0,0,
v163,20,14,0,0,0,
v163,20,15,0,0,0,
v163,20,16,0,0,0,
v163,20,17,0,0,0,
v163,20,18,0,0,0,
v163,20,19,0,0,0,
v163,20,20,0,0,0,
