pointer,original_target,known,original_links,current_pointer,current_text,unknown,error,status
0x821BC,0x81FC4,True,"[[""location_name:19"", 0]]",0x8019AB92,아라라토스 공항,,,CATALOGED
0x821C0,0x81FD0,True,"[[""location_name:20"", 0]]",0x8019BD7D,촌가라의 가게,,,CATALOGED
0x821C4,0x81FDC,True,"[[""location_name:21"", 0]]",0x8019C8FA,아제다 고지 동굴,,,CATALOGED
0x821C8,0x81FEC,True,"[[""location_name:22"", 0]]",0x8019AB7C,아제다 고지 외부,,,CATALOGED
0x821CC,0x81FF8,True,"[[""location_name:23"", 0]]",0x8019BD55,유적 던전,,,CATALOGED
0x821D0,0x82004,True,"[[""location_name:24"", 0]]",0x8019C79D,그레이시누 공항,,,CATALOGED
0x821D4,0x82010,True,"[[""location_name:25"", 0]]",0x8019BD5D,라마다사 도장,,,CATALOGED
0x821D8,0x8201C,True,"[[""location_name:26"", 0]]",0x8019AA84,라마다사 승정의 방,,,CATALOGED
0x821DC,0x8202C,True,"[[""location_name:27"", 0]]",0x8019C33D,라마다산 정상,,,CATALOGED
0x821E0,0x82034,True,"[[""location_name:28"", 0]]",0x8019AFAF,라마다사,,,CATALOGED
0x821E4,0x8203C,True,"[[""location_name:29"", 0]]",0x8019C130,카델 공항,,,CATALOGED
0x821E8,0x82048,True,"[[""location_name:30"", 0]]",0x8019AB66,니로시암 대기실,,,CATALOGED
0x821EC,0x82054,True,"[[""location_name:31"", 0]]",0x8019C25C,니로시암 무대,,,CATALOGED
0x821F0,0x82060,True,"[[""location_name:32"", 0]]",0x8019C8EE,아리바샤 공항,,,CATALOGED
0x821F4,0x8206C,True,"[[""location_name:33"", 0]]",0x8019C2B6,사류족 마을,,,CATALOGED
0x821F8,0x82078,True,"[[""location_name:34"", 0]]",0x8019AED8,물의 신전,,,CATALOGED
0x821FC,0x82080,True,"[[""location_name:35"", 0]]",0x8019AB50,지하 엘리베이터,,,CATALOGED
0x82200,0x8208C,True,"[[""location_name:36"", 0]]",0x8019B956,지하 바이오 연구실,,,CATALOGED
0x82204,0x82098,True,"[[""location_name:37"", 0]]",0x8019AC6E,팔렌시아 시가지,,,CATALOGED
0x82208,0x820A4,True,"[[""location_name:38"", 0]]",0x8019B620,성관 봉인의 폭포 외부,,,CATALOGED
0x8220C,0x820B4,True,"[[""location_name:39"", 0]]",0x8019B69C,성관 봉인의 폭포 내부,,,CATALOGED
0x82210,0x820C4,True,"[[""location_name:40"", 0]]",0x8019C0A4,토우빌 암벽,,,CATALOGED
0x82214,0x820D4,True,"[[""location_name:41"", 0]]",0x8019ABB3,해변의 비행선,,,CATALOGED
0x82218,0x820E0,True,"[[""location_name:42"", 0]]",0x8019BE78,니르 평원,,,CATALOGED
0x8221C,0x820EC,True,"[[""location_name:43"", 0]]",0x8019C11C,카라간 평야,,,CATALOGED
0x82220,0x820F8,True,"[[""location_name:44"", 0]]",0x8019BD95,쿠나 언덕,,,CATALOGED
0x82224,0x82100,True,"[[""location_name:45"", 0]]",0x8019BDAD,루와지 숲,,,CATALOGED
0x82228,0x82108,True,"[[""location_name:46"", 0]]",0x8019C126,카카라스 숲,,,CATALOGED
0x8222C,0x82114,True,"[[""location_name:47"", 0]]",0x8019BBF9,센바라 늘,,,CATALOGED
0x82230,0x82120,True,"[[""location_name:48"", 0]]",0x8019BC6D,리덴 유적,,,CATALOGED
0x82234,0x8212C,True,"[[""location_name:49"", 0]]",0x8019BEE1,사라 사막,,,CATALOGED
0x82238,0x82134,True,"[[""location_name:50"", 0]]",0x8019BAAC,라슈마 암장,,,CATALOGED
0x8223C,0x82140,True,"[[""location_name:51"", 0]]",0x8019AB71,니로시암 투기장,,,CATALOGED
0x82240,0x8214C,True,"[[""location_name:52"", 0]]",0x8019BD5D,라마다사 도장,,,CATALOGED
0x82244,0x82158,True,"[[""location_name:53"", 0]]",0x8019C8BB,클라프섬 공항,,,CATALOGED
0x82248,0x82164,True,"[[""location_name:54"", 0]]",0x8019C766,클라프탑 최상층,,,CATALOGED
0x82348,0x8224C,True,"[[""ui_pointer:82348"", 0]]",0x8019AEA8,대상 변경,,,CATALOGED
0x8234C,0x8225C,True,"[[""ui_pointer:8234C"", 0]]",0x8019B144,<CTRL:E702>공격  <CTRL:E705>링 열기,,,CATALOGED
0x82350,0x82270,True,"[[""ui_pointer:82350"", 0]]",0x8019B155,<CTRL:E703>행동 끝  <CTRL:E708>상태 확인,,,CATALOGED
0x82354,0x8228C,True,"[[""ui_pointer:82354"", 0]]",0x8019C7B7,스킬을 선택하세요,,,CATALOGED
0x82358,0x8229C,True,"[[""ui_pointer:82358"", 0]]",0x8019ADC7,돌아갑니다,,,CATALOGED
0x8235C,0x822AC,True,"[[""ui_pointer:8235C"", 0]]",0x8019B16A,<CTRL:E702>결정  <CTRL:E703>돌아가기,,,CATALOGED
0x82360,0x822C4,True,"[[""ui_pointer:82360"", 0]]",0x801FF804,L과 R로 다음 대상을 선택합니다.,,,CATALOGED
0x82364,0x822D4,True,"[[""ui_pointer:82364"", 0]]",0x8019C543,결정하면 주변에 스킬을 사용합니다,,,CATALOGED
0x82368,0x822E8,True,"[[""ui_pointer:82368"", 0]]",0x8019B3EE,결정하면 보는 방향에 스킬을 사용합니다,,,CATALOGED
0x8236C,0x82304,True,"[[""ui_pointer:8236C"", 0]]",0x8019B568,비어 있는 곳을 선택하세요,,,CATALOGED
0x82370,0x82318,True,"[[""ui_pointer:82370"", 0]]",0x8019B57B,결정하면 스킬을 사용합니다,,,CATALOGED
0x82374,0x82328,True,"[[""ui_pointer:82374"", 0]]",0x8019B58E,<CTRL:E703><CTRL:E705> 인물을 선택하세요,,,CATALOGED
0x82378,0x8233C,True,"[[""ui_pointer:82378"", 0]]",0x8019AA24,<CTRL:E708> 전투 시작,,,CATALOGED
0x823A4,0x8237C,True,"[[""ui_pointer:823A4"", 0]]",0x8019B047,승리!,,,CATALOGED
0x823A8,0x82384,True,"[[""ui_pointer:823A8"", 0]]",0x8019BEF6,게임 오버,,,CATALOGED
0x823D8,0x823C0,True,"[[""ui_pointer:823D8"", 0]]",0x8019AEE4,돌 상태,,,CATALOGED
0x823DC,0x823C8,True,"[[""ui_pointer:823DC"", 0]]",0x8019B037,마비,,,CATALOGED
0x823E0,0x823D0,True,"[[""ui_pointer:823E0"", 0]]",0x8019B09E,수면,,,CATALOGED
0x82444,0x823E4,True,"[[""ui_pointer:82444"", 0]]",0x8019B980,데이터 저장 불러오기,,,CATALOGED
0x82448,0x823F4,True,"[[""ui_pointer:82448"", 0]]",0x8019BD2D,데이터 저장,,,CATALOGED
0x8244C,0x82400,True,"[[""ui_pointer:8244C"", 0]]",0x8019C090,데이터 불러오기,,,CATALOGED
0x82450,0x82408,True,"[[""ui_pointer:82450"", 0]]",0x8019C82C,카드를 선택하세요,,,CATALOGED
0x82454,0x82414,True,"[[""ui_pointer:82454"", 0]]",0x8019AF26,카드 1,,,CATALOGED
0x82458,0x8241C,True,"[[""ui_pointer:82458"", 0]]",0x8019AF20,카드 2,,,CATALOGED
0x8245C,0x82424,True,"[[""ui_pointer:8245C"", 0]]",0x8019C86D,파일을 선택하세요,,,CATALOGED
0x82460,0x82434,True,"[[""ui_pointer:82460"", 0]]",0x8019B8FC,메모리 카드가 없습니다,,,CATALOGED
0x82474,0x82468,True,"[[""ui_pointer:82474"", 0]]",0x8019D10B,」를 손에 넣었습니다.,,,CATALOGED
0x82498,0x82478,True,"[[""ui_pointer:82498"", 0]]",0x8019B5C6,스테이지에서 얻은 경험치,,,CATALOGED
0x8249C,0x8248C,True,"[[""ui_pointer:8249C"", 0]]",0x8019AC2C,격파한 적 수,,,CATALOGED
0x82518,0x824A0,True,"[[""ui_pointer:82518"", 0]]",0x8019C16C,레벨 상승!!,,,CATALOGED
0x8251C,0x824AC,True,"[[""ui_pointer:8251C"", 0]]",0x8019C216,최대 체력,,,CATALOGED
0x82520,0x824B8,True,"[[""ui_pointer:82520"", 0]]",0x8019BBDE,최대 마력,,,CATALOGED
0x82524,0x824C4,True,"[[""ui_pointer:82524"", 0]]",0x8019BD9D,공격력,,,CATALOGED
0x82528,0x824C8,True,"[[""ui_pointer:82528"", 0]]",0x8019AE06,방어력,,,CATALOGED
0x8252C,0x824D0,True,"[[""ui_pointer:8252C"", 0]]",0x8019AF82,마력,,,CATALOGED
0x82530,0x824D4,True,"[[""ui_pointer:82530"", 0]]",0x8019BE0D,민첩성,,,CATALOGED
0x82538,0x824E0,True,"[[""ui_pointer:82538"", 0]]",0x8019FCF0, 상승,,,CATALOGED
0x8253C,0x824E8,True,"[[""ui_pointer:8253C"", 0]]",0x8019B009,점프,,,CATALOGED
0x82540,0x824F0,True,"[[""ui_pointer:82540"", 0]]",0x8019AFC8,던지기,,,CATALOGED
0x82544,0x824F4,True,"[[""ui_pointer:82544"", 0]]",0x8019B06F,받기,,,CATALOGED
0x82548,0x824F8,True,"[[""ui_pointer:82548"", 0]]",0x8019AFE6,반격,,,CATALOGED
0x8254C,0x824FC,True,"[[""ui_pointer:8254C"", 0]]",0x8019BDC5,레벨 상승,,,CATALOGED
0x82554,0x8250C,True,"[[""ui_pointer:82554"", 0]]",0x8019D119,」를 배웠다.,,,CATALOGED
0x825C8,0x8255C,True,"[[""ui_pointer:825C8"", 0]]",0x8019BC85,사운드 출력,,,CATALOGED
0x825CC,0x82564,True,"[[""ui_pointer:825CC"", 0]]",0x8019C054,대각선 입력,,,CATALOGED
0x825D0,0x82570,True,"[[""ui_pointer:825D0"", 0]]",0x8019C310,돌아가기 확인,,,CATALOGED
0x825D4,0x8257C,True,"[[""ui_pointer:825D4"", 0]]",0x8019BC7D,도움말 보기,,,CATALOGED
0x825D8,0x82588,True,"[[""ui_pointer:825D8"", 0]]",0x8019BD15,몬스터 도감,,,CATALOGED
0x825DC,0x8259C,True,"[[""ui_pointer:825DC"", 0]]",0x8019BECC,스테레오,,,CATALOGED
0x825E0,0x825A4,True,"[[""ui_pointer:825E0"", 0]]",0x8019B043,모노,,,CATALOGED
0x825E4,0x825AC,True,"[[""ui_pointer:825E4"", 0]]",0x8019B04B,일반,,,CATALOGED
0x825E8,0x825B0,True,"[[""ui_pointer:825E8"", 0]]",0x8019B02F,사용,,,CATALOGED
0x825EC,0x825B8,True,"[[""ui_pointer:825EC"", 0]]",0x8019C2A4,사용안함,,,CATALOGED
0x8262C,0x82618,True,"[[""ui_pointer:8262C"", 0]]",0x8019BC95,대전 성적,,,CATALOGED
0x82638,0x82628,True,"[[""ui_pointer:82638"", 0]]",0x8019B095,기량,,,CATALOGED
0x8293C,0x82640,True,"[[""ui_pointer:8293C"", 0]]",0x8019C2DA,마비 공격,,,CATALOGED
0x82940,0x82648,True,"[[""ui_pointer:82940"", 0]]",0x8019BB33,머리 던지기,,,CATALOGED
0x82944,0x82650,True,"[[""ui_pointer:82944"", 0]]",0x8019BEDA,사일런트,,,CATALOGED
0x82948,0x82658,True,"[[""ui_pointer:82948"", 0]]",0x8019C292,해로운 공격,,,CATALOGED
0x8294C,0x82660,True,"[[""ui_pointer:8294C"", 0]]",0x8019B063,분열,,,CATALOGED
0x82950,0x82668,True,"[[""ui_pointer:82950"", 0]]",0x8019C144,폭발 수리검,,,CATALOGED
0x82954,0x82674,True,"[[""ui_pointer:82954"", 0]]",0x8019B027,자폭,,,CATALOGED
0x82958,0x82678,True,"[[""ui_pointer:82958"", 0]]",0x8019BC45,드림 노크,,,CATALOGED
0x8295C,0x82684,True,"[[""ui_pointer:8295C"", 0]]",0x8019AEAE,대폭발,,,CATALOGED
0x82960,0x82690,True,"[[""ui_pointer:82960"", 0]]",0x8019BD8D,바람 검,,,CATALOGED
0x82964,0x8269C,True,"[[""ui_pointer:82964"", 0]]",0x8019BCE5,전기 폭풍,,,CATALOGED
0x82968,0x826A8,True,"[[""ui_pointer:82968"", 0]]",0x8019C8E2,다이아몬드 더스트,,,CATALOGED
0x8296C,0x826B4,True,"[[""ui_pointer:8296C"", 0]]",0x8019C040,해로운 기운 제거,,,CATALOGED
0x82970,0x826BC,True,"[[""ui_pointer:82970"", 0]]",0x8019C277,하늘의 심판,,,CATALOGED
0x82974,0x826C4,True,"[[""ui_pointer:82974"", 0]]",0x8019B04F,부활,,,CATALOGED
0x82978,0x826D0,True,"[[""ui_pointer:82978"", 0]]",0x8019AE45,디바이드,,,CATALOGED
0x8297C,0x826D8,True,"[[""ui_pointer:8297C"", 0]]",0x8019AEC6,내려치기,,,CATALOGED
0x82980,0x826E0,True,"[[""ui_pointer:82980"", 0]]",0x8019B053,회복,,,CATALOGED
0x82984,0x826E8,True,"[[""ui_pointer:82984"", 0]]",0x8019AF2C,감싸기,,,CATALOGED
0x82988,0x826F0,True,"[[""ui_pointer:82988"", 0]]",0x8019BEBE,해로운 기운,,,CATALOGED
0x8298C,0x826F8,True,"[[""ui_pointer:8298C"", 0]]",0x8019AE0D,피 빨기,,,CATALOGED
0x82990,0x82700,True,"[[""ui_pointer:82990"", 0]]",0x8019AF7D,초음파,,,CATALOGED
0x82994,0x82708,True,"[[""ui_pointer:82994"", 0]]",0x8019AEE4,돌 상태,,,CATALOGED
0x82998,0x8270C,True,"[[""ui_pointer:82998"", 0]]",0x8019BC9D,주위 공격,,,CATALOGED
0x829A0,0x82718,True,"[[""ui_pointer:829A0"", 0]]",0x8019AFCD,강타,,,CATALOGED
0x829A4,0x82720,True,"[[""ui_pointer:829A4"", 0]]",0x8019AC79,꽃가루 공격,,,CATALOGED
0x829A8,0x82728,True,"[[""ui_pointer:829A8"", 0]]",0x8019BDCD,씨 날리기,,,CATALOGED
0x829AC,0x82730,True,"[[""ui_pointer:829AC"", 0]]",0x8019AE3E,검은 전기,,,CATALOGED
0x829B0,0x82738,True,"[[""ui_pointer:829B0"", 0]]",0x8019C62E,지옥의 계단,,,CATALOGED
0x829B4,0x82744,True,"[[""ui_pointer:829B4"", 0]]",0x8019BDDD,죽음의 문,,,CATALOGED
0x829B8,0x8274C,True,"[[""ui_pointer:829B8"", 0]]",0x8019AFC3,합체,,,CATALOGED
0x829BC,0x82754,True,"[[""ui_pointer:829BC"", 0]]",0x8019BC5D,시야 차단,,,CATALOGED
0x829C0,0x8275C,True,"[[""ui_pointer:829C0"", 0]]",0x8019BC8D,인형 난무,,,CATALOGED
0x829C4,0x82764,True,"[[""ui_pointer:829C4"", 0]]",0x8019B004,헤모지,,,CATALOGED
0x829C8,0x8276C,True,"[[""ui_pointer:829C8"", 0]]",0x8019BCED,전기 파동,,,CATALOGED
0x829CC,0x82774,True,"[[""ui_pointer:829CC"", 0]]",0x8019C0EA,불꽃 파동,,,CATALOGED
0x829D0,0x8277C,True,"[[""ui_pointer:829D0"", 0]]",0x8019C234,황천 비행,,,CATALOGED
0x829D4,0x82784,True,"[[""ui_pointer:829D4"", 0]]",0x8019BCDD,마법 봉인,,,CATALOGED
0x829D8,0x8278C,True,"[[""ui_pointer:829D8"", 0]]",0x8019BDE5,죽음 회복,,,CATALOGED
0x829DC,0x82794,True,"[[""ui_pointer:829DC"", 0]]",0x8019AC8F,더스트 문양,,,CATALOGED
0x829E0,0x8279C,True,"[[""ui_pointer:829E0"", 0]]",0x8019B0A1,물기,,,CATALOGED
0x829E4,0x827A4,True,"[[""ui_pointer:829E4"", 0]]",0x8019ADEA,번 그라운드,,,CATALOGED
0x829E8,0x827B0,True,"[[""ui_pointer:829E8"", 0]]",0x8019BCFD,전체 회복,,,CATALOGED
0x829EC,0x827BC,True,"[[""ui_pointer:829EC"", 0]]",0x8019C2D1,게일 플래시,,,CATALOGED
0x829F0,0x827C8,True,"[[""ui_pointer:829F0"", 0]]",0x8019C1EE,슬로우 에너미,,,CATALOGED
0x829F4,0x827D4,True,"[[""ui_pointer:829F4"", 0]]",0x8019AE4C,별 내리기,,,CATALOGED
0x829F8,0x827E0,True,"[[""ui_pointer:829F8"", 0]]",0x8019B053,회복,,,CATALOGED
0x829FC,0x827E8,True,"[[""ui_pointer:829FC"", 0]]",0x8019C040,해로운 기운 제거,,,CATALOGED
0x82A00,0x827F0,True,"[[""ui_pointer:82A00"", 0]]",0x8019BEDA,사일런트,,,CATALOGED
0x82A04,0x827F8,True,"[[""ui_pointer:82A04"", 0]]",0x8019BEC5,리프레시,,,CATALOGED
0x82A08,0x82800,True,"[[""ui_pointer:82A08"", 0]]",0x8019C277,하늘의 심판,,,CATALOGED
0x82A0C,0x82808,True,"[[""ui_pointer:82A0C"", 0]]",0x8019B04F,부활,,,CATALOGED
0x82A10,0x82814,True,"[[""ui_pointer:82A10"", 0]]",0x8019AE45,디바이드,,,CATALOGED
0x82A14,0x8281C,True,"[[""ui_pointer:82A14"", 0]]",0x8019BD45,토슈 비기,,,CATALOGED
0x82A18,0x82828,True,"[[""ui_pointer:82A18"", 0]]",0x8019AF44,봉인검,,,CATALOGED
0x82A1C,0x82830,True,"[[""ui_pointer:82A1C"", 0]]",0x8019AE1B,진공검,,,CATALOGED
0x82A20,0x82838,True,"[[""ui_pointer:82A20"", 0]]",0x8019BEA9,그림자검,,,CATALOGED
0x82A24,0x82840,True,"[[""ui_pointer:82A24"", 0]]",0x8019C2FE,전투 큰 북,,,CATALOGED
0x82A28,0x8284C,True,"[[""ui_pointer:82A28"", 0]]",0x8019BE25,황사자태고,,,CATALOGED
0x82A2C,0x82858,True,"[[""ui_pointer:82A2C"", 0]]",0x8019BC55,기합 나팔,,,CATALOGED
0x82A30,0x82860,True,"[[""ui_pointer:82A30"", 0]]",0x8019C7EB,비틀비틀 나팔,,,CATALOGED
0x82A34,0x82868,True,"[[""ui_pointer:82A34"", 0]]",0x8019BAEB,치유의 하프,,,CATALOGED
0x82A38,0x82874,True,"[[""ui_pointer:82A38"", 0]]",0x8019C2F5,느림의 연주,,,CATALOGED
0x82A3C,0x82880,True,"[[""ui_pointer:82A3C"", 0]]",0x8019AA78,위타천 오카리나,,,CATALOGED
0x82A40,0x8288C,True,"[[""ui_pointer:82A40"", 0]]",0x8019AACC,방향잡이 피리,,,CATALOGED
0x82A44,0x82898,True,"[[""ui_pointer:82A44"", 0]]",0x8019AEAE,대폭발,,,CATALOGED
0x82A48,0x828A4,True,"[[""ui_pointer:82A48"", 0]]",0x8019BC45,드림 노크,,,CATALOGED
0x82A4C,0x828B0,True,"[[""ui_pointer:82A4C"", 0]]",0x8019C8E2,다이아몬드 더스트,,,CATALOGED
0x82A50,0x828BC,True,"[[""ui_pointer:82A50"", 0]]",0x8019BD8D,바람 검,,,CATALOGED
0x82A54,0x828C8,True,"[[""ui_pointer:82A54"", 0]]",0x8019BCE5,전기 폭풍,,,CATALOGED
0x82A58,0x828D4,True,"[[""ui_pointer:82A58"", 0]]",0x8019BD25,회오리 차기,,,CATALOGED
0x82A5C,0x828DC,True,"[[""ui_pointer:82A5C"", 0]]",0x8019AEF0,유성폭,,,CATALOGED
0x82A60,0x828E4,True,"[[""ui_pointer:82A60"", 0]]",0x8019BD4D,유령 파동,,,CATALOGED
0x82A64,0x828F0,True,"[[""ui_pointer:82A64"", 0]]",0x8019BDFD,멸장열파,,,CATALOGED
0x82A6C,0x82904,True,"[[""ui_pointer:82A6C"", 0]]",0x8019AF14,불러내기,,,CATALOGED
0x82A70,0x8290C,True,"[[""ui_pointer:82A70"", 0]]",0x8019B0AA,조사,,,CATALOGED
0x82A74,0x82914,True,"[[""ui_pointer:82A74"", 0]]",0x8019B053,회복,,,CATALOGED
0x82A78,0x82918,True,"[[""ui_pointer:82A78"", 0]]",0x8019BE55,다리 만들기,,,CATALOGED
0x82A7C,0x82920,True,"[[""ui_pointer:82A7C"", 0]]",0x8019BD85,바람 전기,,,CATALOGED
0x82A80,0x82928,True,"[[""ui_pointer:82A80"", 0]]",0x8019BBE7,몸 가져오기,,,CATALOGED
0x82A84,0x82930,True,"[[""ui_pointer:82A84"", 0]]",0x8019AE9C,기운 없음,,,CATALOGED
0x82AC0,0x82A88,True,"[[""ui_pointer:82AC0"", 0]]",0x8019AC00,예      아니요,,,CATALOGED
0x82AC4,0x82A90,True,"[[""ui_pointer:82AC4"", 0]]",0x8019AC42,저장하시겠습니까?,,,CATALOGED
0x82AC8,0x82AA0,True,"[[""ui_pointer:82AC8"", 0]]",0x8019C55A,전투 전 장비를 정비하시겠습니까?,,,CATALOGED
0x82ACC,0x82AB0,True,"[[""ui_pointer:82ACC"", 0]]",0x8019AAF0,진행하시겠습니까?,,,CATALOGED
