id,status,severity,original_japanese,current_korean,pointer_offset,finding,evidence,next_action,review_source
character_name:20,PASS_SEMANTIC,NONE,トールマスター,돌 마스터,0x81B9C,Doll Master rendered Dol Master: name preserved,original_ui_22.png inventory row 349; pointer 0x81B9C; V375 decoded current='돌 마스터',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:21,PASS_SEMANTIC,NONE,死神,사신,0x81BA0,Death spirit translated Sasin preserved,original_ui_22.png inventory row 350; pointer 0x81BA0; V375 decoded current='사신',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:22,PASS_SEMANTIC,NONE,エ<N:リ:12>メンタル,엘리멘탈,0x81BA4,Elemental preserved,original_ui_22.png inventory row 351; pointer 0x81BA4; V375 decoded current='엘리멘탈',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:23,PASS_SEMANTIC,NONE,妖樹,요수,0x81BA8,Demonic tree Sino-Korean reading preserved,original_ui_22.png inventory row 352; pointer 0x81BA8; V375 decoded current='요수',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:24,ACCEPTABLE_ABBREVIATION,NONE,フ<N:=:12>ンタ<N:ス:15>ム,팬텀,0x81BAC,"Phantasm rendered Phantom: related apparition meaning accepted as adaptation, not exact transliteration",original_ui_23.png inventory row 353; pointer 0x81BAC; V375 decoded current='팬텀',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
character_name:25,PASS_SEMANTIC,NONE,シート<N:リ:12><N:｣:11>ク,시드레이크,0x81BB0,Sea Drake name preserved,original_ui_23.png inventory row 354; pointer 0x81BB0; V375 decoded current='시드레이크',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:26,PASS_SEMANTIC,NONE,マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>,마이티 플라이,0x81BB4,Mighty Fly preserved,original_ui_23.png inventory row 355; pointer 0x81BB4; V375 decoded current='마이티 플라이',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:27,PASS_SEMANTIC,NONE,<N:午:15>ラートッ<N:ク:12>,킬러 도그,0x81BB8,Killer Dog preserved,original_ui_23.png inventory row 356; pointer 0x81BB8; V375 decoded current='킬러 도그',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:28,PASS_SEMANTIC,NONE,<N:リ:12>ットス<N:ゲ:16>ルトン,레드 스켈레톤,0x81BBC,Red Skeleton preserved,original_ui_23.png inventory row 357; pointer 0x81BBC; V375 decoded current='레드 스켈레톤',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:29,PASS_SEMANTIC,NONE,フラックスカル,블랙 스컬,0x81BC0,Black Skull preserved,original_ui_23.png inventory row 358; pointer 0x81BC0; V375 decoded current='블랙 스컬',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:30,PASS_SEMANTIC,NONE,<N:リ:12><N:｣:11>ス,레이스,0x81BC4,Wraith preserved,original_ui_23.png inventory row 359; pointer 0x81BC4; V375 decoded current='레이스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:31,PASS_SEMANTIC,NONE,<N:ク:12>ール,구울,0x81BC8,Ghoul preserved,original_ui_23.png inventory row 360; pointer 0x81BC8; V375 decoded current='구울',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:32,PASS_SEMANTIC,NONE,フリージー,프리지,0x81BCC,Freezy preserved,original_ui_23.png inventory row 361; pointer 0x81BCC; V375 decoded current='프리지',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:33,PASS_SEMANTIC,NONE,アシットスラ<N:｣:11>ム,애시드 슬라임,0x81BD0,Acid Slime preserved,original_ui_23.png inventory row 362; pointer 0x81BD0; V375 decoded current='애시드 슬라임',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:34,PASS_SEMANTIC,NONE,アサッシン,어새신,0x81BD4,Assassin preserved,original_ui_23.png inventory row 363; pointer 0x81BD4; V375 decoded current='어새신',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:35,CONFIRMED_DEFECT,MEDIUM,スーパーシ<N:メ:6><N:ビ:5>,슈퍼 좀비,0x81BD8,Original SUPER SHINOBI rendered SUPER ZOMBIE: different monster identity,original_ui_23.png inventory row 364; pointer 0x81BD8; V375 decoded current='슈퍼 좀비',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:36,PASS_SEMANTIC,NONE,ウ<N:｣:11>ッチクラフト,위치 크래프트,0x81BDC,Witchcraft preserved,original_ui_23.png inventory row 365; pointer 0x81BDC; V375 decoded current='위치 크래프트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:37,PASS_SEMANTIC,NONE,ソーサラー,소서러,0x81BE0,Sorcerer preserved,original_ui_23.png inventory row 366; pointer 0x81BE0; V375 decoded current='소서러',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:38,PASS_SEMANTIC,NONE,<N:ネ:13>クロマンサー,네크로맨서,0x81BE4,Necromancer preserved,original_ui_23.png inventory row 367; pointer 0x81BE4; V375 decoded current='네크로맨서',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:39,PASS_SEMANTIC,NONE,ウ<N:ｲ:6><N:ザ:8>ート,위저드,0x81BE8,Wizard preserved,original_ui_23.png inventory row 368; pointer 0x81BE8; V375 decoded current='위저드',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:40,PASS_SEMANTIC,NONE,闇法師,암법사,0x81BEC,Dark priest meaning preserved,original_ui_24.png inventory row 369; pointer 0x81BEC; V375 decoded current='암법사',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:41,ACCEPTABLE_ABBREVIATION,NONE,修験者,수행자,0x81BF0,Shugen practitioner translated practitioner: religious subtype generalized,original_ui_24.png inventory row 370; pointer 0x81BF0; V375 decoded current='수행자',Meaning retained as noted; separate CPU/render/game regression required,skills_characters_review.csv
character_name:42,PASS_SEMANTIC,NONE,下法師,하법사,0x81BF4,Original lower priest Sino-Korean reading preserved,original_ui_24.png inventory row 371; pointer 0x81BF4; V375 decoded current='하법사',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:43,PASS_SEMANTIC,NONE,<N:ネ:13><N:ビ:5>ュラス,네뷰러스,0x81BF8,Nebulous transliteration preserved,original_ui_24.png inventory row 372; pointer 0x81BF8; V375 decoded current='네뷰러스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:44,PASS_SEMANTIC,NONE,道化師,광대,0x81BFC,Clown meaning preserved,original_ui_24.png inventory row 373; pointer 0x81BFC; V375 decoded current='광대',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:45,PASS_SEMANTIC,NONE,デス<N:ハ:12>ウント,데스 하운드,0x81C00,Death Hound preserved,original_ui_24.png inventory row 374; pointer 0x81C00; V375 decoded current='데스 하운드',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:46,PASS_SEMANTIC,NONE,デス,데스,0x81C04,Death name preserved,original_ui_24.png inventory row 375; pointer 0x81C04; V375 decoded current='데스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:47,PASS_SEMANTIC,NONE,ウ<N:=:12>ンパ<N:｣:11>アバット,뱀파이어 배트,0x81C08,Vampire Bat preserved,original_ui_24.png inventory row 376; pointer 0x81C08; V375 decoded current='뱀파이어 배트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:48,PASS_SEMANTIC,NONE,ソートマン,소드맨,0x81C0C,Swordman preserved,original_ui_24.png inventory row 377; pointer 0x81C0C; V375 decoded current='소드맨',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:49,PASS_SEMANTIC,NONE,ナ<N:｣:11>トマスター,나이트 마스터,0x81C10,Knight Master preserved,original_ui_24.png inventory row 378; pointer 0x81C10; V375 decoded current='나이트 마스터',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:50,PASS_SEMANTIC,NONE,<N:ク:12><N:リ:12>ートナ<N:｣:11>ト,그레이트 나이트,0x81C14,Great Knight preserved,original_ui_24.png inventory row 379; pointer 0x81C14; V375 decoded current='그레이트 나이트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:51,PASS_SEMANTIC,NONE,ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>,포이즌 스모그,0x81C18,Poison Smog preserved,original_ui_24.png inventory row 380; pointer 0x81C18; V375 decoded current='포이즌 스모그',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:52,PASS_SEMANTIC,NONE,メデューサリ<N:ザ:8>ート,메두사 리자드,0x81C1C,Medusa Lizard preserved,original_ui_24.png inventory row 381; pointer 0x81C1C; V375 decoded current='메두사 리자드',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:53,PASS_SEMANTIC,NONE,トラ<N:ニ:13>ンフラ<N:｣:11>,드래곤 플라이,0x81C20,Dragonfly preserved,original_ui_24.png inventory row 382; pointer 0x81C20; V375 decoded current='드래곤 플라이',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:54,PASS_SEMANTIC,NONE,マントラッ<N:フ:11>,맨트랩,0x81C24,Mantrap preserved,original_ui_24.png inventory row 383; pointer 0x81C24; V375 decoded current='맨트랩',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:55,PASS_SEMANTIC,NONE,デスフ<N:リ:12><N:｣:11>ム,데스 플레임,0x81C28,Death Flame preserved,original_ui_24.png inventory row 384; pointer 0x81C28; V375 decoded current='데스 플레임',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:56,PASS_SEMANTIC,NONE,エ<N:リ:12>メンタルマスター,엘리멘탈 마스터,0x81C2C,Elemental Master preserved,original_ui_25.png inventory row 385; pointer 0x81C2C; V375 decoded current='엘리멘탈 마스터',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:57,PASS_SEMANTIC,NONE,<N:｣:11>ー<N:力:5>,이가,0x81C30,Iga correctly preserved here; SAME original name as ID5 but current labels disagree,original_ui_25.png inventory row 386; pointer 0x81C30; V375 decoded current='이가',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:58,EMPTY_PLACEHOLDER,NONE,,,0x81C34,Empty name58,original_ui_25.png inventory row 387; pointer 0x81C34; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:59,PASS_SEMANTIC,NONE,野生へモジー,야생 헤모지,0x81C38,Wild Hemoji preserved,original_ui_25.png inventory row 388; pointer 0x81C38; V375 decoded current='야생 헤모지',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:60,PASS_SEMANTIC,NONE,<N:リ:12>ッサーデーモン,레서 데몬,0x81C3C,Lesser Demon preserved,original_ui_25.png inventory row 389; pointer 0x81C3C; V375 decoded current='레서 데몬',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:61,PASS_SEMANTIC,NONE,<N:ク:12><N:リ:12>ーターデーモン,그레이터 데몬,0x81C40,Greater Demon preserved,original_ui_25.png inventory row 390; pointer 0x81C40; V375 decoded current='그레이터 데몬',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:62,CONFIRMED_DEFECT,MEDIUM,スタン<N:ニ:13>ー<N:リ:12>ム,스톤 골렘,0x81C44,Original STUN GOLEM rendered STONE GOLEM: modifier changed,original_ui_25.png inventory row 391; pointer 0x81C44; V375 decoded current='스톤 골렘',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:63,PASS_SEMANTIC,NONE,ワ<N:｣:11>バーン,와이번,0x81C48,Wyvern preserved,original_ui_25.png inventory row 392; pointer 0x81C48; V375 decoded current='와이번',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:64,PASS_SEMANTIC,NONE,マットバトラー,매드 배틀러,0x81C4C,Mad Battler transliteration retained,original_ui_25.png inventory row 393; pointer 0x81C4C; V375 decoded current='매드 배틀러',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:65,PASS_SEMANTIC,NONE,アークデーモン,아크 데몬,0x81C50,Arc Demon preserved,original_ui_25.png inventory row 394; pointer 0x81C50; V375 decoded current='아크 데몬',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:66,PASS_SEMANTIC,NONE,フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム,파이어 골렘,0x81C54,Fire Golem preserved,original_ui_25.png inventory row 395; pointer 0x81C54; V375 decoded current='파이어 골렘',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:67,PASS_SEMANTIC,NONE,カッパートラ<N:ニ:13>ン,코퍼 드래곤,0x81C58,Copper Dragon transliteration preserved,original_ui_25.png inventory row 396; pointer 0x81C58; V375 decoded current='코퍼 드래곤',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:68,PASS_SEMANTIC,NONE,<N:ク:12><N:リ:12>ートサー<N:へ:4>ント,그레이트 서펀트,0x81C5C,Great Serpent preserved,original_ui_25.png inventory row 397; pointer 0x81C5C; V375 decoded current='그레이트 서펀트',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:69,PASS_SEMANTIC,NONE,修行僧,수행승,0x81C60,Training monk meaning preserved,original_ui_25.png inventory row 398; pointer 0x81C60; V375 decoded current='수행승',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:70,PASS_SEMANTIC,NONE,ラマダ大僧正,라마다 대승정,0x81C64,Ramada high priest meaning preserved,original_ui_25.png inventory row 399; pointer 0x81C64; V375 decoded current='라마다 대승정',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:71,PASS_SEMANTIC,NONE,<N:ク:12>ラ・アピス,그라 아비스,0x81C68,Gra Abis preserved,original_ui_25.png inventory row 400; pointer 0x81C68; V375 decoded current='그라 아비스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:72,CONFIRMED_DEFECT,MEDIUM,ニ・アピス,니 아비스,0x81C6C,Original KO ABIS rendered NI ABIS: KO misread as NI,original_ui_26.png inventory row 401; pointer 0x81C6C; V375 decoded current='니 아비스',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:73,PASS_SEMANTIC,NONE,ラリュウ<N:午:15>,라류우키,0x81C70,Raryuki transliteration preserved,original_ui_26.png inventory row 402; pointer 0x81C70; V375 decoded current='라류우키',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:74,PASS_SEMANTIC,NONE,<N:ヒ:5>ョウエン<N:午:15>,효엔키,0x81C74,Hyoenki transliteration preserved,original_ui_26.png inventory row 403; pointer 0x81C74; V375 decoded current='효엔키',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:75,PASS_SEMANTIC,NONE,ムル・アピス,무르 아비스,0x81C78,Muru Abis preserved,original_ui_26.png inventory row 404; pointer 0x81C78; V375 decoded current='무르 아비스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:76,PASS_SEMANTIC,NONE,ラ・アピス,라 아비스,0x81C7C,Ra Abis preserved,original_ui_26.png inventory row 405; pointer 0x81C7C; V375 decoded current='라 아비스',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:77,PASS_SEMANTIC,NONE,ちょこ,초코,0x81C80,Choko preserved,original_ui_26.png inventory row 406; pointer 0x81C80; V375 decoded current='초코',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:78,PASS_SEMANTIC,NONE,たからばこ,보물상자,0x81C84,Treasure chest preserved,original_ui_26.png inventory row 407; pointer 0x81C84; V375 decoded current='보물상자',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:79,PASS_SEMANTIC,NONE,たからばこ,보물상자,0x81C88,Treasure chest preserved,original_ui_26.png inventory row 408; pointer 0x81C88; V375 decoded current='보물상자',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:80,PASS_SEMANTIC,NONE,<N:ゲ:16>ラック,케락,0x81C8C,"Kerak preserved, matches skill38",original_ui_26.png inventory row 409; pointer 0x81C8C; V375 decoded current='케락',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:81,EMPTY_PLACEHOLDER,NONE,,,0x81C90,Empty name81,original_ui_26.png inventory row 410; pointer 0x81C90; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:82,PASS_SEMANTIC,NONE,モフリー,모프리,0x81C94,"Mofri preserved, matches skill39",original_ui_26.png inventory row 411; pointer 0x81C94; V375 decoded current='모프리',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:83,PASS_SEMANTIC,NONE,フウジン,후우진,0x81C98,"Fujin preserved, matches skill40",original_ui_26.png inventory row 412; pointer 0x81C98; V375 decoded current='후우진',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:84,PASS_SEMANTIC,NONE,ラ<N:｣:11>ジン,라이진,0x81C9C,"Raijin preserved, matches skill41",original_ui_26.png inventory row 413; pointer 0x81C9C; V375 decoded current='라이진',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:85,CONFIRMED_DEFECT,LOW,オトン,오톤,0x81CA0,Original ODON rendered OTON: voiced DO misread; also name43/description43,original_ui_26.png inventory row 414; pointer 0x81CA0; V375 decoded current='오톤',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:86,PASS_SEMANTIC,NONE,ちょこ,초코,0x81CA4,"Choko preserved, matches skill45",original_ui_26.png inventory row 415; pointer 0x81CA4; V375 decoded current='초코',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:87,PASS_SEMANTIC,NONE,へモジー,헤모지,0x81CA8,"Hemoji preserved, matches skill42",original_ui_26.png inventory row 416; pointer 0x81CA8; V375 decoded current='헤모지',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:88,PASS_SEMANTIC,NONE,炎,불꽃,0x81CAC,Flame preserved,original_ui_27.png inventory row 417; pointer 0x81CAC; V375 decoded current='불꽃',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:89,EMPTY_PLACEHOLDER,NONE,,,0x81CB0,Empty name89,original_ui_27.png inventory row 418; pointer 0x81CB0; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:90,EMPTY_PLACEHOLDER,NONE,,,0x81CB4,Empty name90,original_ui_27.png inventory row 419; pointer 0x81CB4; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:91,EMPTY_PLACEHOLDER,NONE,,,0x81CB8,Empty name91,original_ui_27.png inventory row 420; pointer 0x81CB8; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:92,EMPTY_PLACEHOLDER,NONE,,,0x81CBC,Empty name92,original_ui_27.png inventory row 421; pointer 0x81CBC; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:93,EMPTY_PLACEHOLDER,NONE,,,0x81CC0,Empty name93,original_ui_27.png inventory row 422; pointer 0x81CC0; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:94,EMPTY_PLACEHOLDER,NONE,,,0x81CC4,Empty name94,original_ui_27.png inventory row 423; pointer 0x81CC4; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:95,EMPTY_PLACEHOLDER,NONE,,,0x81CC8,Empty name95,original_ui_27.png inventory row 424; pointer 0x81CC8; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:96,EMPTY_PLACEHOLDER,NONE,,,0x81CCC,Empty name96,original_ui_27.png inventory row 425; pointer 0x81CCC; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:97,EMPTY_PLACEHOLDER,NONE,,,0x81CD0,Empty name97,original_ui_27.png inventory row 426; pointer 0x81CD0; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:98,EMPTY_PLACEHOLDER,NONE,,,0x81CD4,Empty name98,original_ui_27.png inventory row 427; pointer 0x81CD4; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:99,EMPTY_PLACEHOLDER,NONE,,,0x81CD8,Empty name99,original_ui_27.png inventory row 428; pointer 0x81CD8; V375 decoded current='',Preserve original blank slot; do not count as untranslated,skills_characters_review.csv
character_name:100,PASS_SEMANTIC,NONE,ダークアーク,다크 아크,0x81CDC,"Dark Arc preserved, matches base0",original_ui_27.png inventory row 429; pointer 0x81CDC; V375 decoded current='다크 아크',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:101,PASS_SEMANTIC,NONE,ダークククル,다크 쿠쿠루,0x81CE0,"Dark Kukuru preserved, matches base1",original_ui_27.png inventory row 430; pointer 0x81CE0; V375 decoded current='다크 쿠쿠루',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:102,PASS_SEMANTIC,NONE,ダークトッシュ,다크 토슈,0x81CE4,"Dark Tosh preserved, matches base2",original_ui_27.png inventory row 431; pointer 0x81CE4; V375 decoded current='다크 토슈',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:103,PASS_SEMANTIC,NONE,ダークポニ,다크 포코,0x81CE8,"Dark Poco preserved, matches base3",original_ui_27.png inventory row 432; pointer 0x81CE8; V375 decoded current='다크 포코',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:104,CONFIRMED_DEFECT,HIGH,ダーク<N:ニ:13>ーゲン,다크 이가,0x81CEC,Original DARK GOGEN rendered DARK IGA: ID4/5 swap propagated to dark counterpart104,original_ui_28.png inventory row 433; pointer 0x81CEC; V375 decoded current='다크 이가',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:105,CONFIRMED_DEFECT,HIGH,ダーク<N:｣:11>ー<N:力:5>,다크 고겐,0x81CF0,Original DARK IGA rendered DARK GOGEN: ID4/5 swap propagated to dark counterpart105,original_ui_28.png inventory row 434; pointer 0x81CF0; V375 decoded current='다크 고겐',Approve corrected wording/name before edits; verify all counterpart labels and final display,skills_characters_review.csv
character_name:106,PASS_SEMANTIC,NONE,ダークマーシャル,다크 마샬,0x81CF4,"Dark Marshall preserved, matches base6",original_ui_28.png inventory row 435; pointer 0x81CF4; V375 decoded current='다크 마샬',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
character_name:107,PASS_SEMANTIC,NONE,ダークチョン<N:力:5>ラ,다크 촌가라,0x81CF8,"Dark Chongara preserved, matches base7",original_ui_28.png inventory row 436; pointer 0x81CF8; V375 decoded current='다크 촌가라',Semantic comparison only; separate CPU/render/game regression required,skills_characters_review.csv
card_label:1,PASS_SEMANTIC,NONE,カート1,카드 1,0x78088,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=카드 1; source glyph=original_ui_01.png ID card_label:1; original bytes=BC 31 95 12; V375 pointer=0x80192878,실제 화면/동작 검증은 별도,system_location_review.csv
card_label:2,PASS_SEMANTIC,NONE,カート2,카드 2,0x7808C,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=카드 2; source glyph=original_ui_01.png ID card_label:2; original bytes=BC 31 95 13; V375 pointer=0x80192880,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:780E8,PASS_SEMANTIC,NONE,はじめから,처음부터,0x780E8,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=처음부터; source glyph=original_ui_01.png ID ui_pointer:780E8; original bytes=28 4A 51 20 33; V375 pointer=0x8019AF3E,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:780EC,PASS_SEMANTIC,NONE,セーフされていません,저장 데이터가 없습니다,0x780EC,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=저장 데이터가 없습니다; source glyph=original_ui_01.png ID ui_pointer:780EC; original bytes=DD 60 31 C9 3A 32 21 1B 27 59 2D; V375 pointer=0x8019C712,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:780F0,PASS_SEMANTIC,NONE,カートにあきがありません,메모리 카드에 남은 공간이 없습니다,0x780F0,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=메모리 카드에 남은 공간이 없습니다; source glyph=original_ui_01.png ID ui_pointer:780F0; original bytes=BC 31 95 23 3F 44 2A 3F 39 27 59 2D; V375 pointer=0x8019B472,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:780F4,PASS_SEMANTIC,NONE,このままつづける,그대로 계속하기,0x780F4,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=그대로 계속하기; source glyph=original_ui_01.png ID ui_pointer:780F4; original bytes=2E 1C 27 27 45 DD F9 49 22; V375 pointer=0x8019AB9D,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:780F8,PASS_SEMANTIC,NONE,データがこわれています,데이터가 손상되었습니다,0x780F8,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=데이터가 손상되었습니다; source glyph=original_ui_01.png ID ui_pointer:780F8; original bytes=81 31 62 2A 2E 43 32 21 1B 27 2B; V375 pointer=0x8019C7DE,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:781B8,NEEDS_SOURCE_CONFIRMATION,MEDIUM,データをえらんでください,불러올 데이터를 선택하세요,0x781B8,Direct original caller8012C7CC passes to8012D734 after selector drawing8012D220; load-only menu reachability still not fully traced.,Original MIPS disassembly; extra_system_probe.py contexts and configuration80160810..80160928,Root must merge this update with original 255-row review; unresolved caller traces remain,extra_system_review.csv
ui_pointer:781BC,PASS_SEMANTIC,NONE,メモリーカートをつかわすにゲームをつづけますか？,메모리 카드 없이 계속하시겠습니까?,0x781BC,원문/현행을 직접 대조해 의미·대상·명령의 실질 변화 없음. 장음/일반 음역 차이는 오류로 세지 않음.,current=메모리 카드 없이 계속하시겠습니까?; source glyph=original_ui_01.png ID ui_pointer:781BC; original bytes=78 5F 6B 31 BC 31 95 2F 45 20 43 8C 23 DD 4D 31 D8 2F 45 DD F9 49 27 2B 20 3C; V375 pointer=0x8019C514,실제 화면/동작 검증은 별도,system_location_review.csv
ui_pointer:781C0,ACCEPTABLE_ABBREVIATION,LOW,メモリーカートをセットして<CTRL:E7>！<N:卞:16>タンをおしてください,메모리 카드를 넣고 확인 버튼을 누르세요,0x781C0,확인 버튼 E702 아이콘을 일반어 확인 버튼으로 의역; 동작 의미 유지.,current=메모리 카드를 넣고 확인 버튼을 누르세요; source glyph=original_ui_01.png ID ui_pointer:781C0; original bytes=78 5F 6B 31 BC 31 95 2F DD 60 82 5C 1E 21 E7 02 DD A1 62 34 2F 3B 1E 21 3E 35 3A 1B; V375 pointer=0x8019B3D2,실제 화면/동작 검증은 별도,system_location_review.csv
