canonical_row,confidence,current_choice_count,current_expanded_hex,current_korean,current_unknown,end,expansion_error,file,finding,id,offset,original_choice_count,original_hex,original_japanese,scope,sources,status
94,high,0,dd090da1dd10dd0a193aa1dd46dd0a0da1dd1909a1dd3c2b36a17f0da150a11f0121a1,적을 공격하면 반격을 받아 피해를 입을 수 있다. ,,294381,,1/S1023.DAT,,1/S1023.DAT:47DCA,294346,0,bd23d0b11e1f89ddac2324de02b12f3a3224e6016778317f2fdd6849222e362a3f2237,"敵に攻撃した場合に、反撃をされ、
ダメージを受けることがある。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
95,high,0,dd46dd0a0da1dd3c193c3aa1dd090fa1deaddd011ea14bdd04a172090ca1dd10dd0a2bdd0521,반격을 피하려면 적의 옆이나 뒤로 돌아가 공격해라.,,294470,,1/S1023.DAT,,1/S1023.DAT:47E20,294432,0,2e322fdd9649221f51232824e601bd1cc355203d2e23e6019e39dd5d2d30d0b12b222e363537,"これを避けるためには、
敵の後ろかよこに
回り込んで攻撃することだ。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
96,high,0,dd10dd0add190da17706a1313a0da1ddb21933dd72a1193aa1dd090e41a1dd46dd0a1924a1deae0121a1a1a1a1a1a1a1,공격받을 때는 정면을 향하도록 하면 적에게 반격하기 쉽다.       ,,294568,,1/S1023.DAT,,1/S1023.DAT:47E78,294520,0,def32324a4b22ad0b13a3222cf231d22dd353e24e601c7de8c2033231d223d26232b2236e601bd23de02b11e402b1b37,"逆に、自分が攻撃される時になるベく、
正面からになるようにすると
敵に反撃しやすい。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
97,high,0,4fdd390e2506a1dd01dd2aa1dd6426a1ddb7dd010ca1dd732c190121,전투에서는 이런 작은 차이가 중요하다.,,294643,,1/S1023.DAT,,1/S1023.DAT:47EDA,294618,0,631b2824dd883a1d7a1c456d203a4c2ae60150ddaa1d1c3537,"戦いは、小さなこのつみかさねが
大切なのだ。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
98,high,0,45dd37dd011ea109dd01dd5e0da1dd250406a1dd10dd0a26a1ddda37a1dd46dd0add1904a178060121,마법이나 아이템을 던지는 공격은 절대 반격받지 않는다.,,294745,,1/S1023.DAT,,1/S1023.DAT:47F32,294706,0,dd1bdd51d0b1364265dbd82fde049c454922d0b12824ded4dd9a23bd1cde02b12fdd68491d1b37,魔法攻撃とアイテムを投げつける攻撃は、絶対に敵の反撃を受けない。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
99,high,0,0138a1dd090e41a1dd3c2b36a14006a109dd01dd5e26a15331ddcca11f0121a1a1,다만 적에게 피해를 주는 아이템은 한정돼 있다.  ,,294829,,1/S1023.DAT,,1/S1023.DAT:47F8C,294796,0,1f351e24bd236778317f2fdd3f46333222e6014265dbd82820dd7d3332211b2237,"ただし、敵にダメージを与えられる
アイテムはかぎられている。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
100,high,0,3ddd5326a1720da1dd250406a118dd01a1dd0d0121a1a1,우선은 돌을 던지는 것이 좋다.  ,,294903,,1/S1023.DAT,,1/S1023.DAT:47FE0,294880,0,36393f468c2824942fde049c4549221c2a1b1b35552637,とりあえすは、石を投げつけるのがいいだろう。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
101,high,0,92dd891906a164300206a1de62de070ca1dddadd46dd01a1730438b3a1dd8520de0bdd9b0da177a1dd1906a168dd54dd1f06a1801904a178060121,"분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않는다.",,295017,,1/S1023.DAT,,1/S1023.DAT:48036,294966,0,b232452b225f344762312824e601ddfadd902adf16b2231d222a24dd831e1fcf2338334622dddede75ddd228dd1543331d1b37,"分れつするモンスターは、
HPが半分になるが、倒した時にもらえる経験値は変わらない。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
102,high,0,dd01a1ddd00da1dd4fa1dd01dd1a2bdd0521,이 점을 잘 이용해라.,,295084,,1/S1023.DAT,,1/S1023.DAT:4809C,295068,0,2e322fde89dd3e2b22361b1b35552637,これを利用するといいだろう。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
103,high,0,de0345b3a1dd4839a1de5ea1ddea21,"엄마, 약초 좀 줘.",,295247,,1/S1023.DAT,,1/S1023.DAT:48142,295234,0,dd0e3a2d24dd58dd653e323d37,母さん、薬草くれよ。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
104,high,0,14dd5d07dd02a10958b3a1dd4fa10a4ede5821a1dde20e06a1dd0166a1dd48390ca17114212121a1,"어머니: 아크, 잘 들으렴. 집에는 이제 약초가 없어... ",,295338,,1/S1023.DAT,,1/S1023.DAT:48182,295298,0,42314e1cdd0e25e60142314e243d3ed33e1c3de601264b23283826dd58dd65281d1b1cdf61df6137,"アークの母 
アーク、よく聞くのよ
うちにはもう薬草はないの・・。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
105,high,0,14dd5d07dd02a17ea1744edd04a114dd4441dd26a12ba160de5821,어머니: 네 힘으로 어떻게든 해 보렴.,,295413,,1/S1023.DAT,,1/S1023.DAT:481DC,295388,0,42314e1cdd0e25e601a4b21c61306e36201e214b7326351b37,"アークの母 
自分の力で何とかしてちょうだい。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
106,high,0,dd41dd41dd41dd41dd41dd41,......,,295479,,1/S1023.DAT,,1/S1023.DAT:48232,295474,0,2c2c2c2c2c,・・・・・,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
107,high,0,14dd5d07dd02a1311ba18953ddbe06a1dd76a1dd1c1954871e212121,어머니: 정말 너한테는 못 당하겠구나...,,295714,,1/S1023.DAT,,1/S1023.DAT:48306,295686,0,42314e1cdd0e25e601dd0e3a2d243f1d1f232827491f43df61df6137,"アークの母 
母さん、あなたにはまけたわ・・。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
108,high,0,740fa1dd89ddc936a1dd19dd2d2d070121,힘의 열매를 받았습니다.,,295784,,1/S1023.DAT,,1/S1023.DAT:48358,295768,0,5b4b20331cde375a2f38331b271e1f37,<G:90>ちからの実<G:89>をもらいました。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
109,high,0,dd7bdd040fa1dd89ddc936a1dd19dd2d2d070121,파로의 열매를 받았습니다.,,295853,,1/S1023.DAT,,1/S1023.DAT:4839E,295838,0,5ba3a21cde375a2f38331b271e1f37,<G:90>パロの実<G:89>をもらいました。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
110,high,0,dd36dd340fa11e5fa1dd89ddc936a1dd19dd2d2d070121,생명의 나무 열매를 받았습니다.,,295927,,1/S1023.DAT,,1/S1023.DAT:483E4,295908,0,5b1b1c4b1cdf0a1cde375a2f38331b271e1f37,<G:90>いのちの木の実<G:89>をもらいました。,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
111,high,0,14dd5d07dd02a1dd0166a1311ba1095f1833a17114212121a1,어머니: 이제 정말 아무것도 없어... ,,296159,,1/S1023.DAT,,1/S1023.DAT:484C6,296134,0,42314e1cdd0e25e6013826246e38dd6f1b1c3ddf61df61df61,"アークの母 
もう、何も無いのよ・・・",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
112,high,0,14dd5d07dd02a1974fde44a1dd24dd2aa109dd010ca10907610681212121a1,어머니: 예전엔 저런 아이가 아니었는데... ,,296283,,1/S1023.DAT,,1/S1023.DAT:4853C,296252,0,42314e1cdd0e25e60109b5201e283f2d1d964a481d20291f1c23df61df610a,"アークの母 
(むかしはあんな子じゃなかつたのに・・)",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
279,high,0,695f7bdd02a10958a1dd2edd01297c2c21a1dd0166a1dd2f70451edd04a176dd0e19542d070138b3,"승무원: 아크 님이시군요. 이제 미르마나로 출발하겠습니다만,",,294939,,21/S2041.DAT,,21/S2041.DAT:47FF8,294904,0,dd438d25e60142314edd84302b4c37e6012e322033dd3a5364317c2356761e272b2a24,"乗員 
アーク殿ですね。
これからミルマーナに出発しますが、",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
280,high,0,695f7bdd02a1dd2f70451ea17fdd0ba1dd8d0e06a17ca1dd586c0fa1de480ca171dd0106a101ddbfa11edd05dd04a1dda6a150a1712d070121,승무원: 미르마나 입국 후에는 군 본부의 허가 없이는 다른 나라로 갈 수 없습니다.,,295041,,21/S2041.DAT,,21/S2041.DAT:4804E,294990,0,dd438d25e601dd3a5364317c23865ec328e601ba92dd251cddb0dde12a1d1b36e601de081c5e2328743e2e362a304427592d37,"乗員 
ミルマーナに入国後は
軍本部の許可がないと
他の国には行くことができません。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
281,high,0,695f7bdd02a1dd2f70451e36a1de3cded21941a138dd2306a16430020a26a13d2e1edd056001a1dd28dd2b19011ca1dd1d070121,승무원: 미르마나를 황폐하게 만드는 몬스터들은 우리나라보다 강력하다고 합니다.,,295133,,21/S2041.DAT,,21/S2041.DAT:480B4,295092,0,dd438d25e601dd3a5364317c2fddc0332b5f344762318328e601432a5e3d39dd196135361b1b272b37,"乗員 
ミルマーナを荒らすモンスター達は
わが国より強力だといいます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
282,high,0,695f7bdd02a1283e26a11f4e5d073bdd03,승무원: 자신은 있으십니까?,,295208,,21/S2041.DAT,,21/S2041.DAT:48118,295192,0,dd438d25e601a4dd27283f39272b203c,"乗員 
自信はありますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
284,high,0,695f7bdd02a115dd49b3a1dd7f5d294621,"승무원: 그럼, 타십시오.",,295389,,21/S2041.DAT,,21/S2041.DAT:481CC,295372,0,dd438d25e6013028243bdd4339703a1b37,"乗員 
では、お乗り下さい。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
285,high,0,695f7bdd02a1283edd01a1dd36dd95a1773b04a124012e1ca11f542d070121,승무원: 자신이 생길 때까지 기다리고 있겠습니다.,,295642,,21/S2041.DAT,,21/S2041.DAT:482C2,295618,0,dd438d25e601a4dd272a453e27303b984b1e213b39272b37,"乗員 
自信がつくまでお待ちしております。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
286,high,0,695f7bdd02a1a0283edd01a1711433a131330ca11f04219c,승무원: (자신이 없어도 정도가 있지.),,295780,,21/S2041.DAT,,21/S2041.DAT:4834C,295756,0,dd438d25e60109a4dd272a1d1b2338dd05542a3f223d1d0a,"乗員 
(自信がないにもほどがあるよな)",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
287,high,0,de17dd03a1dd60dd051ca1dd0f14dd03,응? 뭐라고 했어?,,295842,,21/S2041.DAT,,21/S2041.DAT:48398,295832,0,463ce43d6e2091291f3c,え？<CTRL:E4:3D>何か言つた？,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
288,high,0,695f7bdd02e60109072cb3e41fa1a1e41fa1a1e41f095f1833a109de49070121,"승무원:|아니요,<CTRL:E41F>  <CTRL:E41F>  <CTRL:E41F>아무것도 아닙니다.",,295914,,21/S2041.DAT,,21/S2041.DAT:483D4,295892,0,dd438d25e6011b46e41fdf61e41fdf61e41f1d233837,"乗員 
いえ・・なにも。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
289,high,0,695f7bdd02a15fdda80da1dd1e1ca1dd4e4e5d073bdd03,승무원: 무엇을 알고 싶으십니까?,,296016,,21/S2041.DAT,,21/S2041.DAT:48440,296000,0,dd438d25e6016e2ac6391f1b302b203c,"乗員 
何が知りたいですか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
291,high,0,695f7bdd02a114dd99a11edd050e1eb3a1dd3066a10c33a16430020ca11f06a156dd070ca11f2d070121,"승무원: 어느 나라에나, 언제 가도 몬스터가 있는 장소가 있습니다.",,296225,,21/S2041.DAT,,21/S2041.DAT:484FE,296190,0,dd438d25e601542e1c5e2338241b45742921385f344762311c1b2289c22a3f39272b37,"乗員 
どこの国にも、いつ行つてもモンスターのいる場所があります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
292,high,0,695f7bdd02a11a2425a11a20a1dd3edd011ca1dd143d3aa1ddd0ddd0a1dd282bddaaa150a11f2d070121,승무원: 여기서 여러 번이고 싸우면 점점 강해질 수 있습니다.,,296307,,21/S2041.DAT,,21/S2041.DAT:48554,296276,0,dd438d25e6012e2e306edd203863465824e601542d542ddd193e1d32272b37,"乗員 
ここで何度も戦えば、
どんどん強くなれます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
293,high,0,695f7bdd02a1dd01dd15a164300206a141ddc2dd01a1dd3fdd31ddcc33a1801904a1784e07b3a1dd35ddc57da134dd220fa1dd66ddef0ea1ddb1deaca156dd0736a11c36a150a11f2d070121,"승무원: 이곳 몬스터는 게임이 진행돼도 변하지 않으니, 단련할 사람의 레벨에 맞춰 장소를 고를 수 있습니다.",,296423,,21/S2041.DAT,,21/S2041.DAT:485A6,296358,0,dd438d25e6012e1c89c21c5f3447623128dd4d31d82addbd2d3038dd1543331d1b1c3024de62461f1b521c6fddb45323e601ddac43592189c22fde0add35272b37,"乗員 
この場所のモンスターはゲームが進んでも変わらないので、鍛えたい人のレベルに
合わせて場所を選ベます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
294,high,0,695f7bdd02a141ddc2dd01a1dda3dd61a1773b04a1dd01dd2aa156dd0706a1dd1ddd11a14a91dd15a1dd018bdd01a1ddae070121,승무원: 게임이 끝날 때까지 이런 장소는 합계 10곳 이상이 됩니다.,,296518,,21/S2041.DAT,,21/S2041.DAT:4861A,296474,0,dd438d25e601dd4d31d82add794322273023242e261b2689c22824ddacdeac1211bcc2defeb9231d39272b37,"乗員 
ゲームが終わるまでに、こういう場所は、合計10カ所以上になります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
295,high,0,695f7bdd02a1a1283e0fa1de426ba177a1ddd8de88a167ddf70da1dd32290ea1dd55703aa1dd9d2ea1ddf6250ca1ddae070121,승무원:  자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.,,296626,,21/S2041.DAT,,21/S2041.DAT:48684,296580,0,dd438d25e601a4b21c6231341ccf2324df60df03dda162342fdd82cf233b2b36a66b31bc31de4d53231d39272b37,"乗員 
自分のターンの時に、LRボタンを同時におすとフリーカーソルになります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
296,high,0,695f7bdd02a1dd01180da1ddc725a16430020fa156dd0788a104dd7d0da1dd4fa1601ca1dd644f0da18cdd68a1603aa114dd44542d073bdd03,승무원: 이것을 써서 몬스터의 장소와 지형을 잘 보고 작전을 세워 보면 어떻겠습니까?,,296723,,21/S2041.DAT,,21/S2041.DAT:486E4,296676,0,dd438d25e6012e322fdd332921245f344762311c89c22490de422f3d3ea021ddef632fdd362121285426301e73263c,"乗員 
これを使つて、モンスターの場所、地形をよく見て作戦を立ててはどうでしょう？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
297,high,0,695f7bdd02a115a1ddd60ea192dd891906a164300206a1de62de070ca1dddadd46dd01a1730438b3a1dd8520de0bdd9b0da177a1dd1906a168dd54dd1f06a1801904a1782d070121,"승무원: 그 밖에 분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않습니다.",,296839,,21/S2041.DAT,,21/S2041.DAT:48746,296774,0,dd438d25e601de08232824b232452b225f344762312824ddfadd902adf16b2231d39272b2a24dd831e1fcf2338334622e601dddede75ddd228dd15433927592d37,"乗員 
他には、分れつするモンスターは、HPが半分になりますが、倒した時にもらえる
経験値は変わりません。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
298,high,0,695f7bdd02a1dd01180da1dd01dd1a2ba1603aa114dd44542d073bdd03,승무원: 이것을 이용해 보면 어떻겠습니까?,,296915,,21/S2041.DAT,,21/S2041.DAT:487BA,296890,0,dd438d25e6012e322fde89dd3e1e216d21285426301e73263c,"乗員 
これを利用してみてはどうでしょう？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
299,high,0,695f7bdd02a115203aa1dd2f70451e36a1ddb22ba176dd0e19542d070138b3a1283e26a11f4e5d073bdd03,"승무원: 그러면 미르마나를 향해 출발하겠습니다만, 자신은 있으십니까?",,297013,,21/S2041.DAT,,21/S2041.DAT:4880A,296970,0,dd438d25e6014132302824e601dd3a5364317c23dd01492156761e272b2a24e601a4dd27283f39272b203c,"乗員 
それでは、
ミルマーナに向けて出発しますが、
自信はありますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
306,high,0,3943dd02a16a0fa1de480ca171dd01a1dd06dd31dd530ea1ddd2dd68a1dd23ddcaa15006a1712d070121,초핀: 왕의 허가 없이 비행선에 태워 드릴 수는 없습니다.,,294784,,21/S2042.DAT,,21/S2042.DAT:47F5A,294746,0,6c69723425e6015d1cddb0dde11d3e24dd7274de0b233bdd43592b22434923281b4427592d37,"チョピン 
王の許可なく、飛行船にお乗せするわけにはいきません。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
307,high,0,212121,...,,294839,,21/S2042.DAT,,21/S2042.DAT:47FB4,294836,0,2c2c2c,・・・,tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
309,high,0,3943dd02a115dd49a1909ddd59a101dd87468c2c21,초핀: 그럼 조심히 다녀오세요.,,295031,,21/S2042.DAT,,21/S2042.DAT:48064,295012,0,6c69723425e60141323028243ba92f45492137,"チョピン 
それでは、お気をつけて。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
310,high,0,3943dd02a15fdda80da1dd1e1ca1dd4e4e5d073bdd03,초핀: 무엇을 알고 싶으십니까?,,295141,,21/S2042.DAT,,21/S2042.DAT:480D4,295124,0,6c69723425e6016e2ac6391f1b302b203c,"チョピン 
何が知りたいですか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
312,high,0,3943dd02a1144da11e8fdd26a1dd3066dd26a164300288a1dd14dd92a150a11f06a156dd070ca11f2d070121,초핀: 어느 나라든 언제든 몬스터와 싸울 수 있는 장소가 있습니다.,,295352,,21/S2042.DAT,,21/S2042.DAT:48194,295316,0,6c69723425e601542e1c5e2338241b45742921385f344762311c1b2289c22a3f39272b37,"チョピン 
どこの国にも、いつ行つてもモンスターのいる場所があります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
313,high,0,3943dd02a115dd150e25a11a20a1dd3ea1dd143d3aa1dd11dd5fa1dd282bddaaa150a11f2d070121,초핀: 그곳에서 여러 번 싸우면 계속 강해질 수 있습니다.,,295434,,21/S2042.DAT,,21/S2042.DAT:481EA,295402,0,6c69723425e6012e2e306edd203863465824e601542d542ddd193e1d32272b37,"チョピン 
ここで何度も戦えば、
どんどん強くなれます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
314,high,0,3943dd02a115dd150fa164300206a1dd0149240ca1dd3fdd31731433a1dd282b0404a1784e07b3a150ddc57da134dd220fa150dd6f0ea1ddb1deaca156dd0736a11c708c2c21,"초핀: 그곳의 몬스터는 이야기가 진행되어도 강해지지 않으니, 수련할 사람의 수준에 맞춰 장소를 고르세요.",,295550,,21/S2042.DAT,,21/S2042.DAT:4823C,295484,0,6c69723425e6012e1c89c21c5f3447623128dd4d31d82addbd2d3038dd1543331d1b1c3024de62461f1b521c6fddb45323e601ddac43592189c22fde0add35272b37,"チョピン 
この場所のモンスターはゲームが進んでも変わらないので、鍛えたい人のレベルに
合わせて場所を選ベます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
315,high,0,3943dd02a1dd01dd2aa156dd0706a141ddc2dd01a1dda3dd61a1773b04a155dd21a1dd89a1dd15a1dd018ba1dd36dee6070121,초핀: 이런 장소는 게임이 끝날 때까지 모두 열 곳 이상 생깁니다.,,295645,,21/S2042.DAT,,21/S2042.DAT:482B0,295600,0,6c69723425e601dd4d31d82add794322273023242e261b2689c22824ddacdeac1211bcc2defeb9231d39272b37,"チョピン 
ゲームが終わるまでに、こういう場所は、合計10カ所以上になります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
316,high,0,3943dd02a1283e0fa1de426ba177a1ddd8de88a167ddf70da1dd32290ea1dd55703aa1dd9d2ea1ddf6250ca1ddae070121,초핀: 자신의 턴일 때 LR 버튼을 동시에 누르면 프리 커서가 됩니다.,,295755,,21/S2042.DAT,,21/S2042.DAT:4831C,295708,0,6c69723425e601a4b21c6231341ccf2324df60df03dda162342fdd82cf233b2b36a66b31bc31de4d53231d39272b37,"チョピン 
自分のターンの時に、LRボタンを同時におすとフリーカーソルになります。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
317,high,0,3943dd02a1288aa1ddf625dd04a16430020fa18edd1f88a104dd7d0da1dda243a14ba1dd644f0da18cdd68a1608c2c21,초핀: 자유 커서로 몬스터의 위치와 지형을 살핀 뒤 작전을 세워 보세요.,,295854,,21/S2042.DAT,,21/S2042.DAT:4837E,295806,0,6c69723425e6012e322fdd332921245f344762311c89c22490de422f3d3ea021ddef632fdd362121285426301e73263c,"チョピン 
これを使つて、モンスターの場所、地形をよく見て作戦を立ててはどうでしょう？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
318,high,0,3943dd02a115a1ddd60ea192dd891906a164300206a1de62de070ca1dddadd46dd01a1730438b3a1dd8520de0bdd9b0da177a1dd1906a168dd54dd1f06a1801904a1782d070121,"초핀: 그 밖에 분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않습니다.",,295970,,21/S2042.DAT,,21/S2042.DAT:483E0,295904,0,6c69723425e601de08232824b232452b225f344762312824ddfadd902adf16b2231d39272b2a24dd831e1fcf2338334622e601dddede75ddd228dd15433927592d37,"チョピン 
他には、分れつするモンスターは、HPが半分になりますが、倒した時にもらえる
経験値は変わりません。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
319,high,0,3943dd02a1dd01a1ddd00da1dd4fa1dde1dd1a2ba1608c2c21a1,초핀: 이 점을 잘 활용해 보세요. ,,296046,,21/S2042.DAT,,21/S2042.DAT:48454,296020,0,6c69723425e6012e322fde89dd3e1e216d21285426301e73263c,"チョピン 
これを利用してみてはどうでしょう？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
360,high,0,3943dd02a176dd0e1929542d073bdd03,초핀: 출발하시겠습니까?,,292182,,21/S2045.DAT,,21/S2045.DAT:47546,292166,0,6c69723425e60156761d3a1b272b203c,"チョピン 
出発なさいますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
362,high,0,3943dd02a115dd49b3a1dd01dd694edd0421,"초핀: 그럼, 이쪽으로.",,292345,,21/S2045.DAT,,21/S2045.DAT:475EA,292330,0,6c69723425e6013028242e4b338a37,"チョピン 
では、こちらへ。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
363,high,0,3943dd02a1dd3066dd26a131dd06191aa124012e1ca11f2d070121,초핀: 언제든 정비하여 기다리고 있습니다.,,292650,,21/S2045.DAT,,21/S2045.DAT:47710,292624,0,6c69723425e6011b453038dd1dc51e213b984b1e213b39272b37,"チョピン 
いつでも整備してお待ちしております。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
364,high,0,3943dd02a176dd0e1929542d073bdd03,초핀: 출발하시겠습니까?,,293084,,21/S2045.DAT,,21/S2045.DAT:478CC,293068,0,6c69723425e60156761d3a1b272b203c,"チョピン 
出発なさいますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
366,high,0,3943dd02a115dd49b3a1dd01dd694edd0421,"초핀: 그럼, 이쪽으로.",,293246,,21/S2045.DAT,,21/S2045.DAT:47970,293232,0,6c69723425e6013028242e4b338a,"チョピン 
では、こちらへ",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
367,high,0,3943dd02a1dd3066dd26a131dd06191aa124012e1ca11f2d070121,초핀: 언제든 정비하여 기다리고 있습니다.,,293548,,21/S2045.DAT,,21/S2045.DAT:47A92,293522,0,6c69723425e6011b453038dd1dc51e213b984b1e213b39272b37,"チョピン 
いつでも整備してお待ちしております。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
368,high,0,3943dd02a176dd0e1929542d073bdd03,초핀: 출발하시겠습니까?,,293882,,21/S2045.DAT,,21/S2045.DAT:47BEA,293866,0,6c69723425e60156761d3a1b272b203c,"チョピン 
出発なさいますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
370,high,0,3943dd02a176dd0e1929542d073bdd03,초핀: 출발하시겠습니까?,,294050,,21/S2045.DAT,,21/S2045.DAT:47C92,294034,0,6c69723425e60156761d3a1b272b203c,"チョピン 
出発なさいますか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
372,high,0,3943dd02a115dd49b3a1dd01dd694edd0421,"초핀: 그럼, 이쪽으로.",,294216,,21/S2045.DAT,,21/S2045.DAT:47D3A,294202,0,6c69723425e6013028242e4b338a,"チョピン 
では、こちらへ",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
373,high,0,3943dd02a1dd3066dd26a131dd06191aa124012e1ca11f2d070121,초핀: 언제든 정비하여 기다리고 있습니다.,,294524,,21/S2045.DAT,,21/S2045.DAT:47E62,294498,0,6c69723425e6011b453038dd1dc51e213b984b1e213b39272b37,"チョピン 
いつでも整備してお待ちしております。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
374,high,0,3943dd02a15fdda80da1dd1e1ca1dd4e4e5d073bdd03,초핀: 무엇을 알고 싶으십니까?,,294627,,21/S2045.DAT,,21/S2045.DAT:47ED2,294610,0,6c69723425e6016e2ac6391f1b302b203c,"チョピン 
何が知りたいですか？",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
376,high,0,3943dd02a1a1a10903dd5eb3a1563e87b3a1de3a50a1ddeddd2b26a1ddd8031ea1de88a167ddf70da1dd55703aa115a1de24dd1836a1dd50a150a11f2d070121a1a1a1a1a1a1a1a1,"초핀:   아이템, 장신구, 특수 능력은 L이나 R 버튼을 누르면 그 효과를 볼 수 있습니다.        ",,294876,,21/S2045.DAT,,21/S2045.DAT:47F94,294804,0,6c69723425e6014265dbd82c424edd60776b312cde961ede20dd80612824bc31de4d5330de0a2d301b22cf23df6020df03dda162342f3b2b2e363024411cddc1dd1f2fa032272b37,"チョピン 
アイテム・アクセサリー・特しゅ能力は、カーソルで選んでいる時にLかRボタンをおすことで、その効果を見れます。",tutorial_file_nonchoice,"['story_corpus', 'script_original_full']",UNREVIEWED
