state,y,x_min,x_max,glyph_count,text,physical_indices,source_codes_hex
HASH-7479D72906ECFD16_resume,116,88,160,8,던지기 기 의1,1290 1509 1266 155 107 155 11 17,E1 33 | E2 0F | E1 1B | 9C | 6C | 9C | 0C | 12
HASH-7479D72906ECFD16_resume,120,122,206,9,고 있습니다습니다,1111 155 1186 1079 1037 1177 1079 1037 1177,E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-7479D72906ECFD16_resume,122,102,174,10,예      아니요,755 155 155 155 155 155 155 1140 1037 1086,DF 1A | 9C | 9C | 9C | 9C | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-7479D72906ECFD16_resume,129,190,226,4,작합니다,1130 1118 1037 1177,E0 92 | E0 86 | E0 35 | E0 C1
HASH-7479D72906ECFD16_resume,166,46,262,17,국왕: 직접 보여 주겠다고!닌지,1022 1085 857 155 746 750 155 1131 1204 155 1191 1152 1177 1111 956 805 1146,E0 26 | E0 65 | DF 80 | 9C | DF 11 | DF 15 | 9C | E0 93 | E0 DC | 9C | E0 CF | E0 A8 | E0 C1 | E0 7F | DF E3 | DF 4C | E0 A2
HASH-7479D72906ECFD16_resume,180,94,256,24, 직접 보여 드다리.겠 곧습 니성다에. 도달,155 746 750 155 1131 1204 155 794 1177 1136 1080 1152 155 821 1079 155 1037 1074 1177 1143 1080 155 1151 943,9C | DF 11 | DF 15 | 9C | E0 93 | E0 DC | 9C | DF 41 | E0 C1 | E0 98 | E0 60 | E0 A8 | 9C | DF 5C | E0 5F | 9C | E0 35 | E0 5A | E0 C1 | E0 9F | E0 60 | 9C | E0 A7 | DF D6
HASH-7479D72906ECFD16_resume,194,46,82,4,합니다!,1118 1037 1177 956,E0 86 | E0 35 | E0 C1 | DF E3
HASH-7479D72906ECFD16_resume,214,18,102,9,"공격, 연결 열기",1182 1048 955 155 757 863 155 1162 1156,E0 C6 | E0 40 | DF E2 | 9C | DF 1C | DF 86 | 9C | E0 B2 | E0 AC
HASH-80C7A565C7E56610_1,36,46,70,3,兵여 ,101 103 36,66 | 68 | 25
HASH-80C7A565C7E56610_1,50,46,250,18,<90>カ때ラス결森へ결モ사スターだつたら,90 305 187 86 70 27 235 89 27 94 51 70 97 48 52 40 30 50,5B | DD 56 | BC | 57 | 47 | 1C | DD 10 | 5A | 1C | 5F | 34 | 47 | 62 | 31 | 35 | 29 | 1F | 33
HASH-80C7A565C7E56610_1,64,46,178,12,おまえら도말勝てるだろ괄,58 38 69 50 47 55 212 32 33 52 84 59,3B | 27 | 46 | 33 | 30 | 38 | D5 | 21 | 22 | 35 | 55 | 3C
HASH-80C7A565C7E56610_1,80,92,224,6,요 스메리아,1086 36 1041 1127 1136 1140,E0 66 | 25 | E0 39 | E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_1,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_1,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_1,122,118,184,7,밀마나 군본부,1065 1142 1137 155 1181 1066 995,E0 51 | E0 9E | E0 99 | 9C | E0 C5 | E0 52 | E0 0B
HASH-80C7A565C7E56610_2,36,46,58,2,男 ,178 36,B3 | 25
HASH-80C7A565C7E56610_2,50,46,262,19,나ヨー<328>결森진킨계つて진돌み결森とよ어,91 239 48 328 27 235 39 35 31 68 32 39 179 108 27 235 53 60 87,5C | DD 14 | 31 | DD 6D | 1C | DD 10 | 28 | 24 | 20 | 45 | 21 | 28 | B4 | 6D | 1C | DD 10 | 36 | 3D | 58
HASH-80C7A565C7E56610_2,64,46,262,19,れ킨国民결信こう결対しょうだつた결도す,49 35 93 331 27 258 45 37 27 373 29 114 37 52 40 30 27 47 42,32 | 24 | 5E | DD 70 | 1C | DD 27 | 2E | 26 | 1C | DD 9A | 1E | 73 | 26 | 35 | 29 | 1F | 1C | 30 | 2B
HASH-80C7A565C7E56610_2,78,46,82,4,が・・킨,41 826 826 35,2A | DF 61 | DF 61 | 24
HASH-80C7A565C7E56610_2,80,200,224,3,메리아,1127 1136 1140,E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_2,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_2,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_2,122,118,184,7,밀마나 군본부,1065 1142 1137 155 1181 1066 995,E0 51 | E0 9E | E0 99 | 9C | E0 C5 | E0 52 | E0 0B
HASH-80C7A565C7E56610_3,36,46,70,3,兵여 ,101 103 36,66 | 68 | 25
HASH-80C7A565C7E56610_3,50,46,166,11,森にい덕たいんだつて괄,235 34 26 67 30 26 44 52 40 32 59,DD 10 | 23 | 1B | 44 | 1F | 1B | 2D | 35 | 29 | 21 | 3C
HASH-80C7A565C7E56610_3,64,46,262,23,あそこに진軍결定期<223>送列車도した계결지도けなす,62 64 45 34 39 185 27 370 497 223 575 508 488 47 29 30 31 27 115 47 72 28 42,3F | 41 | 2E | 23 | 28 | BA | 1C | DD 97 | DE 17 | DD 04 | DE 65 | DE 22 | DE 0E | 30 | 1E | 1F | 20 | 1C | 74 | 30 | 49 | 1D | 2B
HASH-80C7A565C7E56610_3,78,46,82,7,いがぜ・。・킨,26 41 166 826 54 826 35,1B | 2A | A7 | DF 61 | 37 | DF 61 | 24
HASH-80C7A565C7E56610_3,80,200,224,3,메리아,1127 1136 1140,E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_3,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_3,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_3,122,118,184,7,밀마나 군본부,1065 1142 1137 155 1181 1066 995,E0 51 | E0 9E | E0 99 | 9C | E0 C5 | E0 52 | E0 0B
HASH-80C7A565C7E56610_4,36,46,70,3,심人 ,167 81 36,A8 | 52 | 25
HASH-80C7A565C7E56610_4,50,46,262,19,人혼同여が殺しあうなんて<405>しいこじ분결,81 135 349 103 41 341 29 62 37 28 44 32 405 29 26 121 73 71 27,52 | 88 | DD 82 | 68 | 2A | DD 7A | 1E | 3F | 26 | 1D | 2D | 21 | DD BA | 1E | 1B | 7A | 4A | 48 | 1C
HASH-80C7A565C7E56610_4,64,46,262,15,う。ろう괄した계결。지도けなす,37 54 84 37 59 29 30 31 27 54 115 47 72 28 42,26 | 37 | 55 | 26 | 3C | 1E | 1F | 20 | 1C | 37 | 74 | 30 | 49 | 1D | 2B
HASH-80C7A565C7E56610_4,78,46,82,7,いがぜ・。・킨,26 41 166 826 54 826 35,1B | 2A | A7 | DF 61 | 37 | DF 61 | 24
HASH-80C7A565C7E56610_4,80,200,224,3,메리아,1127 1136 1140,E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_4,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_4,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_4,122,118,184,7,밀마나 군본부,1065 1142 1137 155 1181 1066 995,E0 51 | E0 9E | E0 99 | 9C | E0 C5 | E0 52 | E0 0B
HASH-80C7A565C7E56610_5,36,118,184,7,를 시작할까?,1155 155 1081 1130 1165 818 1055,E0 AB | 9C | E0 61 | E0 92 | E0 B5 | DF 59 | E0 47
HASH-80C7A565C7E56610_5,50,94,262,7,  싸운다분결,0 0 1235 979 1177 71 27,01 | 01 | E0 FB | DF FA | E0 C1 | 48 | 1C
HASH-80C7A565C7E56610_5,64,46,262,21,う。  돌ろ아う간괄다した계결。지도けなす,37 54 0 0 1197 84 1140 37 1231 59 1177 29 30 31 27 54 115 47 72 28 42,26 | 37 | 01 | 01 | E0 D5 | 55 | E0 9C | 26 | E0 F7 | 3C | E0 C1 | 1E | 1F | 20 | 1C | 37 | 74 | 30 | 49 | 1D | 2B
HASH-80C7A565C7E56610_5,78,46,82,7,いがぜ・。・킨,26 41 166 826 54 826 35,1B | 2A | A7 | DF 61 | 37 | DF 61 | 24
HASH-80C7A565C7E56610_5,80,200,224,3,메리아,1127 1136 1140,E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_5,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_5,104,52,238,18,전투 전 장비를 정비하시겠습니까?,1188 1223 155 1188 155 1209 1067 1155 155 1219 1067 1180 1081 1152 1079 1037 818 1055,E0 CC | E0 EF | 9C | E0 CC | 9C | E0 E1 | E0 53 | E0 AB | 9C | E0 EB | E0 53 | E0 C4 | E0 61 | E0 A8 | E0 5F | E0 35 | DF 59 | E0 47
HASH-80C7A565C7E56610_5,118,164,176,2,아크,1140 1141,E0 9C | E0 9D
HASH-80C7A565C7E56610_5,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_5,122,102,184,17,예  카  카  라아스니 요숲부,755 155 155 962 155 155 962 155 155 1150 1140 1041 1037 155 1086 1078 995,DF 1A | 9C | 9C | DF E9 | 9C | 9C | DF E9 | 9C | 9C | E0 A6 | E0 9C | E0 39 | E0 35 | 9C | E0 66 | E0 5E | E0 0B
HASH-80C7A565C7E56610_resume,50,250,262,2,분결,71 27,48 | 1C
HASH-80C7A565C7E56610_resume,64,46,262,21,う。  돌ろ아う간괄다した계결。지도けなす,37 54 0 0 1197 84 1140 37 1231 59 1177 29 30 31 27 54 115 47 72 28 42,26 | 37 | 01 | 01 | E0 D5 | 55 | E0 9C | 26 | E0 F7 | 3C | E0 C1 | 1E | 1F | 20 | 1C | 37 | 74 | 30 | 49 | 1D | 2B
HASH-80C7A565C7E56610_resume,78,46,82,7,いがぜ・。・킨,26 41 166 826 54 826 35,1B | 2A | A7 | DF 61 | 37 | DF 61 | 24
HASH-80C7A565C7E56610_resume,80,200,224,3,메리아,1127 1136 1140,E0 8F | E0 98 | E0 9C
HASH-80C7A565C7E56610_resume,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-80C7A565C7E56610_resume,104,142,238,9,정비하시겠습니까?,1219 1067 1180 1081 1152 1079 1037 818 1055,E0 EB | E0 53 | E0 C4 | E0 61 | E0 A8 | E0 5F | E0 35 | DF 59 | E0 47
HASH-80C7A565C7E56610_resume,120,110,206,10,오고 있습니다습니다,1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-80C7A565C7E56610_resume,122,102,184,17,예  카  카  라아스니 요숲부,755 155 155 962 155 155 962 155 155 1150 1140 1041 1037 155 1086 1078 995,DF 1A | 9C | 9C | DF E9 | 9C | 9C | DF E9 | 9C | 9C | E0 A6 | E0 9C | E0 39 | E0 35 | 9C | E0 66 | E0 5E | E0 0B
HASH-80C7A565C7E56610_resume,214,18,102,9,"공격, 연결 열기",1182 1048 955 155 757 863 155 1162 1156,E0 C6 | E0 40 | DF E2 | 9C | DF 1C | DF 86 | 9C | E0 B2 | E0 AC
HASH-81695B9A5EC64F7A_resume,36,94,262,15,！              ,1 155 155 155 155 155 155 155 155 155 155 155 155 155 155,02 | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-81695B9A5EC64F7A_resume,50,94,262,15,               ,155 155 155 155 155 155 155 155 155 155 155 155 155 155 155,9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-81695B9A5EC64F7A_resume,64,82,226,13,             ,155 155 155 155 155 155 155 155 155 155 155 155 155,9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C | 9C
HASH-81695B9A5EC64F7A_resume,120,80,224,13,えらん도くださいしています,69 50 44 47 61 52 57 26 29 32 26 38 42,46 | 33 | 2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-81695B9A5EC64F7A_resume,122,136,172,4,山頂결社,154 453 27 639,9B | DD EA | 1C | DE A5
HASH-8647048C2C5A99C7_resume,73,198,240,5,전투의 북,1188 1223 1139 155 778,E0 CC | E0 EF | E0 9B | 9C | DF 31
HASH-8647048C2C5A99C7_resume,96,80,104,3,め계ら,80 31 50,51 | 20 | 33
HASH-8647048C2C5A99C7_resume,105,81,105,3,카리나,962 1136 1137,DF E9 | E0 98 | E0 99
HASH-8647048C2C5A99C7_resume,109,88,220,12,아군 공격력 상승敵にダ,1140 1181 155 1182 1048 1124 155 1070 1239 188 34 102,E0 9C | E0 C5 | 9C | E0 C6 | E0 40 | E0 8C | 9C | E0 56 | E1 00 | BD | 23 | 67
HASH-8647048C2C5A99C7_resume,123,88,172,8,다ージを<282>えます,119 48 126 46 282 69 38 42,78 | 31 | 7F | 2F | DD 3F | 46 | 27 | 2B
HASH-8647048C2C5A99C7_resume,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-8647048C2C5A99C7_resume,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-8647048C2C5A99C7_resume,166,46,238,19,좀비: 아직 살아남은 자가 있었나!,900 1067 857 155 1140 746 155 990 1140 1028 1175 155 1208 1176 155 1186 982 1137 956,DF AB | E0 53 | DF 80 | 9C | E0 9C | DF 11 | 9C | E0 06 | E0 9C | E0 2C | E0 BF | 9C | E0 E0 | E0 C0 | 9C | E0 CA | DF FD | E0 99 | DF E3
HASH-8647048C2C5A99C7_resume,214,18,258,20,쓸도能力を選ん도까さいルしますす<585>します,873 47 347 96 46 484 44 47 111 57 26 82 29 38 42 42 585 29 38 42,DF 90 | 30 | DD 80 | 61 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B | 53 | 1E | 27 | 2B | 2B | DE 6F | 1E | 27 | 2B
HASH-8B39725FF55E285A_1,41,198,252,6,번 그라운드,703 155 1025 1150 979 794,DE E5 | 9C | E0 29 | E0 A6 | DF FA | DF 41
HASH-8B39725FF55E285A_1,64,94,224,11,  돌아 간다ス다リア,0 0 1197 1140 36 1231 1177 70 119 106 65,01 | 01 | E0 D5 | E0 9C | 25 | E0 F7 | E0 C1 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_1,80,56,224,7,를하 ス다リア,19 171 36 70 119 106 65,14 | AC | 25 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_1,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-8B39725FF55E285A_1,104,214,238,3,니까?,1037 818 1055,E0 35 | DF 59 | E0 47
HASH-8B39725FF55E285A_1,120,86,206,12,불러오고 있습니다습니다,994 1021 1082 1111 155 1186 1079 1037 1177 1079 1037 1177,E0 0A | E0 25 | E0 62 | E0 7F | 9C | E0 CA | E0 5F | E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-8B39725FF55E285A_1,122,126,174,11,예니 르 아 평니원요,755 1037 155 1054 155 1140 155 732 1037 1238 1086,DF 1A | E0 35 | 9C | E0 46 | 9C | E0 9C | 9C | DF 03 | E0 35 | E0 FE | E0 66
HASH-8B39725FF55E285A_1,214,18,166,15,"롭로 결정, 날로 상태 확인",877 1198 155 863 1219 955 155 881 1198 155 1070 737 155 674 1090,DF 94 | E0 D6 | 9C | DF 86 | E0 EB | DF E2 | 9C | DF 98 | E0 D6 | 9C | E0 56 | DF 08 | 9C | DE C8 | E0 6A
HASH-8B39725FF55E285A_2,41,198,252,6,번 그라운드,703 155 1025 1150 979 794,DE E5 | 9C | E0 29 | E0 A6 | DF FA | DF 41
HASH-8B39725FF55E285A_2,64,106,224,10, 돌아 간다ス다リア,0 1197 1140 36 1231 1177 70 119 106 65,01 | E0 D5 | E0 9C | 25 | E0 F7 | E0 C1 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_2,80,56,224,7,를하 ス다リア,19 171 36 70 119 106 65,14 | AC | 25 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_2,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-8B39725FF55E285A_2,104,214,238,3,니까?,1037 818 1055,E0 35 | DF 59 | E0 47
HASH-8B39725FF55E285A_2,109,88,202,12,불바다로 주변 적 공격,994 839 1177 1198 155 1191 534 155 971 155 1182 1048,E0 0A | DF 6E | E0 C1 | E0 D6 | 9C | E0 CF | DE 3C | 9C | DF F2 | 9C | E0 C6 | E0 40
HASH-8B39725FF55E285A_2,120,164,206,5,니다습니다,1037 1177 1079 1037 1177,E0 35 | E0 C1 | E0 5F | E0 35 | E0 C1
HASH-8B39725FF55E285A_2,122,126,174,6,예  아니요,755 155 155 1140 1037 1086,DF 1A | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-8B39725FF55E285A_2,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-8B39725FF55E285A_2,214,18,166,15,다음 대상을 선택합니다 확인,1177 977 155 1038 1070 1147 155 1072 1166 1118 1037 1177 155 674 1090,E0 C1 | DF F8 | 9C | E0 36 | E0 56 | E0 A3 | 9C | E0 58 | E0 B6 | E0 86 | E0 35 | E0 C1 | 9C | DE C8 | E0 6A
HASH-8B39725FF55E285A_3,64,106,224,10, 돌아 간다ス다リア,0 1197 1140 36 1231 1177 70 119 106 65,01 | E0 D5 | E0 9C | 25 | E0 F7 | E0 C1 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_3,73,93,105,2,리나,1136 1137,E0 98 | E0 99
HASH-8B39725FF55E285A_3,80,56,224,7,를하 ス다リア,19 171 36 70 119 106 65,14 | AC | 25 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_3,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-8B39725FF55E285A_3,104,226,238,2,까?,818 1055,DF 59 | E0 47
HASH-8B39725FF55E285A_3,109,88,208,13,주변 아군 체력 회복감소,1191 534 155 1140 1181 155 1128 1124 155 673 780 985 1201,E0 CF | DE 3C | 9C | E0 9C | E0 C5 | 9C | E0 90 | E0 8C | 9C | DE C7 | DF 33 | E0 01 | E0 D9
HASH-8B39725FF55E285A_3,120,176,206,4,다습니다,1177 1079 1037 1177,E0 C1 | E0 5F | E0 35 | E0 C1
HASH-8B39725FF55E285A_3,122,126,174,6,예  아니요,755 155 155 1140 1037 1086,DF 1A | 9C | 9C | E0 9C | E0 35 | E0 66
HASH-8B39725FF55E285A_3,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-8B39725FF55E285A_3,147,83,137,6,치유의 하프,1160 1157 1139 155 1180 888,E0 B0 | E0 AD | E0 9B | 9C | E0 C4 | DF 9F
HASH-8B39725FF55E285A_3,214,18,198,16,決定するとまわりに能力を使います,156 370 42 33 53 38 66 56 34 347 96 46 270 26 38 42,9D | DD 97 | 2B | 22 | 36 | 27 | 43 | 39 | 23 | DD 80 | 61 | 2F | DD 33 | 1B | 27 | 2B
HASH-8B39725FF55E285A_resume,49,88,142,6,넘치는 열매,1135 1160 1178 155 1162 785,E0 97 | E0 B0 | E0 C2 | 9C | E0 B2 | DF 38
HASH-8B39725FF55E285A_resume,64,106,224,10, 돌아 간다ス다リア,0 1197 1140 36 1231 1177 70 119 106 65,01 | E0 D5 | E0 9C | 25 | E0 F7 | E0 C1 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_resume,80,56,224,7,를하 ス다リア,19 171 36 70 119 106 65,14 | AC | 25 | 47 | 78 | 6B | 42
HASH-8B39725FF55E285A_resume,96,56,92,4,처음부터,741 977 995 961,DF 0C | DF F8 | E0 0B | DF E8
HASH-8B39725FF55E285A_resume,109,184,208,4, 상승소,155 1070 1239 1201,9C | E0 56 | E1 00 | E0 D9
HASH-8B39725FF55E285A_resume,116,38,122,9,단계 1 상승복활,1039 1138 155 17 155 1070 1239 780 1112,E0 37 | E0 9A | 9C | 12 | 9C | E0 56 | E1 00 | DF 33 | E0 80
HASH-8B39725FF55E285A_resume,120,176,206,4,다습니다,1177 1079 1037 1177,E0 C1 | E0 5F | E0 35 | E0 C1
HASH-8B39725FF55E285A_resume,122,144,174,4, 아니요,155 1140 1037 1086,9C | E0 9C | E0 35 | E0 66
HASH-8B39725FF55E285A_resume,137,107,128,3, <553><363>,0 553 363,01 | DE 4F | DD 90
HASH-8B39725FF55E285A_resume,214,18,258,20,쓸도能力を選ん도까さ태い 확인す<585>します,873 47 347 96 46 484 44 47 111 57 737 26 155 674 1090 42 585 29 38 42,DF 90 | 30 | DD 80 | 61 | 2F | DE 0A | 2D | 30 | 70 | 3A | DF 08 | 1B | 9C | DE C8 | E0 6A | 2B | DE 6F | 1E | 27 | 2B
HASH-8E83FEFF2B21E4E_1,36,94,118,3,전투?,1188 1223 1055,E0 CC | E0 EF | E0 47
HASH-8E83FEFF2B21E4E_1,48,212,236,3,끝ー이,99 48 123,64 | 31 | 7C
HASH-8E83FEFF2B21E4E_1,50,94,118,3,  예,0 0 755,01 | 01 | DF 1A
HASH-8E83FEFF2B21E4E_1,64,56,224,14,2갔  그만    ス다リア,18 825 0 0 1025 1057 36 155 155 155 70 119 106 65,13 | DF 60 | 01 | 01 | E0 29 | E0 49 | 25 | 9C | 9C | 9C | 47 | 78 | 6B | 42
HASH-8E83FEFF2B21E4E_1,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-8E83FEFF2B21E4E_1,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-8E83FEFF2B21E4E_1,104,82,226,13, 装備をとと결えます계괄 ,0 768 196 46 53 53 27 69 38 42 31 59 0,01 | DF 27 | C5 | 2F | 36 | 36 | 1C | 46 | 27 | 2B | 20 | 3C | 01
HASH-8E83FEFF2B21E4E_1,120,92,224,12,ートしていますしています,48 148 29 32 26 38 42 29 32 26 38 42,31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-8E83FEFF2B21E4E_1,122,120,192,12,진ニいル <380> 平い듭いえ,39 208 26 82 0 380 0 664 26 709 26 69,28 | D1 | 1B | 53 | 01 | DD A1 | 01 | DE BE | 1B | DE EB | 1B | 46
HASH-8E83FEFF2B21E4E_2,65,110,194,8,때<100><419>ー뒤ローフ,187 100 419 48 127 161 48 200,BC | 65 | DD C8 | 31 | 80 | A2 | 31 | C9
HASH-8E83FEFF2B21E4E_2,82,20,44,3,アーク,65 48 77,42 | 31 | 4E
HASH-8E83FEFF2B21E4E_2,96,92,104,2,계ら,31 50,20 | 33
HASH-8E83FEFF2B21E4E_2,115,82,230,13,날최도<297>ャラを選ん도까さい,881 893 47 297 213 86 46 484 44 47 111 57 26,DF 98 | DF A4 | 30 | DD 4E | D6 | 57 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B
HASH-8E83FEFF2B21E4E_2,120,92,224,12,ートしていますしています,48 148 29 32 26 38 42 29 32 26 38 42,31 | 95 | 1E | 21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-8E83FEFF2B21E4E_2,122,130,178,5,ニル<380>平듭,208 82 380 664 709,D1 | 53 | DD A1 | DE BE | DE EB
HASH-8E83FEFF2B21E4E_2,129,82,200,9, 도戦闘に入ります,0 47 98 146 34 133 56 38 42,01 | 30 | 63 | 93 | 23 | 86 | 39 | 27 | 2B
HASH-8E83FEFF2B21E4E_resume,69,108,120,2,약초,906 964,DF B1 | DF EB
HASH-8E83FEFF2B21E4E_resume,96,92,104,2,계ら,31 50,20 | 33
HASH-8E83FEFF2B21E4E_resume,115,195,207,2,ース,48 70,31 | 47
HASH-8E83FEFF2B21E4E_resume,116,38,110,8,체력 20 회복,1128 1124 155 18 16 155 673 780,E0 90 | E0 8C | 9C | 13 | 11 | 9C | DE C7 | DF 33
HASH-8E83FEFF2B21E4E_resume,120,128,224,9,ていますしています,32 26 38 42 29 32 26 38 42,21 | 1B | 27 | 2B | 1E | 21 | 1B | 27 | 2B
HASH-8E83FEFF2B21E4E_resume,129,176,200,3,ります,56 38 42,39 | 27 | 2B
HASH-8E83FEFF2B21E4E_resume,147,175,175,1,と,53,36
HASH-8E83FEFF2B21E4E_resume,214,18,258,20,쓸도能力を選ん도까さい<100>タスを<563><585>します,873 47 347 96 46 484 44 47 111 57 26 100 97 70 46 563 585 29 38 42,DF 90 | 30 | DD 80 | 61 | 2F | DE 0A | 2D | 30 | 70 | 3A | 1B | 65 | 62 | 47 | 2F | DE 59 | DE 6F | 1E | 27 | 2B
HASH-97651AC2F82026F7_resume,36,46,58,2,！장,1 1209,02 | E0 E1
HASH-97651AC2F82026F7_resume,50,46,262,19,성스러운 일족만 들어간다.     ,1074 1041 1021 979 155 1091 1189 1057 155 1043 1144 1231 1177 1080 155 155 155 155 155,E0 5A | E0 39 | E0 25 | DF FA | 9C | E0 6B | E0 CD | E0 49 | 9C | E0 3B | E0 A0 | E0 F7 | E0 C1 | E0 60 | 9C | 9C | 9C | 9C | 9C
HASH-97651AC2F82026F7_resume,64,46,224,7,   ス다リア,155 155 36 70 119 106 65,9C | 9C | 25 | 47 | 78 | 6B | 42
HASH-97651AC2F82026F7_resume,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-97651AC2F82026F7_resume,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
HASH-97651AC2F82026F7_resume,120,80,224,13,えらん도くださいしています,69 50 44 47 61 52 57 26 29 32 26 38 42,46 | 33 | 2D | 30 | 3E | 35 | 3A | 1B | 1E | 21 | 1B | 27 | 2B
HASH-97651AC2F82026F7_resume,122,136,172,4,精霊결山,76 78 27 154,4D | 4F | 1C | 9B
HASH-A61095007CF79181_resume,36,94,118,3,전투?,1188 1223 1055,E0 CC | E0 EF | E0 47
HASH-A61095007CF79181_resume,48,212,236,3,끝ー이,99 48 123,64 | 31 | 7C
HASH-A61095007CF79181_resume,50,94,118,3,  예,0 0 755,01 | 01 | DF 1A
HASH-A61095007CF79181_resume,64,56,224,14,2갔  그만    ス다リア,18 825 0 0 1025 1057 36 155 155 155 70 119 106 65,13 | DF 60 | 01 | 01 | E0 29 | E0 49 | 25 | 9C | 9C | 9C | 47 | 78 | 6B | 42
HASH-A61095007CF79181_resume,80,56,224,7,를갔 ス다リア,19 825 36 70 119 106 65,14 | DF 60 | 25 | 47 | 78 | 6B | 42
HASH-A61095007CF79181_resume,96,56,104,5,진じめ계ら,39 73 80 31 50,28 | 4A | 51 | 20 | 33
