file_offset,runtime_or_loaded_address,before,after,region
0x8F1B4,0x801FF68C,8C,00,persistent_cursor_rle
0x8F1B5,0x801FF68D,00,85,persistent_cursor_rle
0x8F1B6,0x801FF68E,B7,01,persistent_cursor_rle
0x8F1B7,0x801FF68F,AF,00,persistent_cursor_rle
0x8F1B8,0x801FF690,80,EE,persistent_cursor_rle
0x8F1B9,0x801FF691,00,CC,persistent_cursor_rle
0x8F1BA,0x801FF692,A4,00,persistent_cursor_rle
0x8F1BB,0x801FF693,AF,85,persistent_cursor_rle
0x8F1BC,0x801FF694,1F,00,persistent_cursor_rle
0x8F1BD,0x801FF695,80,00,persistent_cursor_rle
0x8F1BE,0x801FF696,08,77,persistent_cursor_rle
0x8F1BF,0x801FF697,3C,86,persistent_cursor_rle
0x8F1C0,0x801FF698,38,01,persistent_cursor_rle
0x8F1C1,0x801FF699,F3,00,persistent_cursor_rle
0x8F1C2,0x801FF69A,08,88,persistent_cursor_rle
0x8F1C3,0x801FF69B,35,00,persistent_cursor_rle
0x8F1C4,0x801FF69C,00,26,persistent_cursor_rle
0x8F1C6,0x801FF69E,10,BB,persistent_cursor_rle
0x8F1C7,0x801FF69F,8D,00,persistent_cursor_rle
0x8F1C8,0x801FF6A0,1F,85,persistent_cursor_rle
0x8F1C9,0x801FF6A1,80,01,persistent_cursor_rle
0x8F1CA,0x801FF6A2,11,00,persistent_cursor_rle
0x8F1CB,0x801FF6A3,3C,EE,persistent_cursor_rle
0x8F1CC,0x801FF6A4,40,CC,persistent_cursor_rle
0x8F1CE,0x801FF6A6,00,85,persistent_cursor_rle
0x8F1CF,0x801FF6A7,12,00,persistent_cursor_rle
0x8F1D0,0x801FF6A8,FE,00,persistent_cursor_rle
0x8F1D1,0x801FF6A9,F2,67,persistent_cursor_rle
0x8F1D2,0x801FF6AA,31,86,persistent_cursor_rle
0x8F1D3,0x801FF6AB,36,02,persistent_cursor_rle
0x8F1D5,0x801FF6AD,00,88,persistent_cursor_rle
0x8F1D6,0x801FF6AE,B2,00,persistent_cursor_rle
0x8F1D7,0x801FF6AF,27,26,persistent_cursor_rle
0x8F1D8,0x801FF6B0,48,BB,persistent_cursor_rle
0x8F1DA,0x801FF6B2,B3,85,persistent_cursor_rle
0x8F1DB,0x801FF6B3,27,01,persistent_cursor_rle
0x8F1DC,0x801FF6B4,1F,00,persistent_cursor_rle
0x8F1DD,0x801FF6B5,80,EE,persistent_cursor_rle
0x8F1DE,0x801FF6B6,14,DD,persistent_cursor_rle
0x8F1DF,0x801FF6B7,3C,00,persistent_cursor_rle
0x8F1E0,0x801FF6B8,40,85,persistent_cursor_rle
0x8F1E1,0x801FF6B9,F3,00,persistent_cursor_rle
0x8F1E2,0x801FF6BA,94,00,persistent_cursor_rle
0x8F1E3,0x801FF6BB,36,66,persistent_cursor_rle
0x8F1E4,0x801FF6BC,21,86,persistent_cursor_rle
0x8F1E5,0x801FF6BD,A8,02,persistent_cursor_rle
0x8F1E7,0x801FF6BF,00,88,persistent_cursor_rle
0x8F1E8,0x801FF6C0,0F,00,persistent_cursor_rle
0x8F1E9,0x801FF6C1,00,16,persistent_cursor_rle
0x8F1EA,0x801FF6C2,17,CC,persistent_cursor_rle
0x8F1EB,0x801FF6C3,32,00,persistent_cursor_rle
0x8F1EC,0x801FF6C4,02,85,persistent_cursor_rle
0x8F1ED,0x801FF6C5,81,01,persistent_cursor_rle
0x8F1EE,0x801FF6C6,10,00,persistent_cursor_rle
0x8F1EF,0x801FF6C7,00,EE,persistent_cursor_rle
0x8F1F0,0x801FF6C8,33,DD,persistent_cursor_rle
0x8F1F2,0x801FF6CA,E0,85,persistent_cursor_rle
0x8F1F3,0x801FF6CB,12,00,persistent_cursor_rle
0x8F1F4,0x801FF6CC,21,00,persistent_cursor_rle
0x8F1F5,0x801FF6CD,40,66,persistent_cursor_rle
0x8F1F6,0x801FF6CE,40,86,persistent_cursor_rle
0x8F1F8,0x801FF6D0,12,00,persistent_cursor_rle
0x8F1F9,0x801FF6D1,00,77,persistent_cursor_rle
0x8F1FA,0x801FF6D2,09,00,persistent_cursor_rle
0x8F1FB,0x801FF6D3,34,66,persistent_cursor_rle
0x8F1FC,0x801FF6D4,00,CC,persistent_cursor_rle
0x8F1FE,0x801FF6D6,00,85,persistent_cursor_rle
0x8F1FF,0x801FF6D7,AD,01,persistent_cursor_rle
0x8F200,0x801FF6D8,FF,00,persistent_cursor_rle
0x8F201,0x801FF6D9,FF,EE,persistent_cursor_rle
0x8F202,0x801FF6DA,29,DD,persistent_cursor_rle
0x8F203,0x801FF6DB,25,00,persistent_cursor_rle
0x8F204,0x801FF6DC,FD,85,persistent_cursor_rle
0x8F205,0x801FF6DD,FF,00,persistent_cursor_rle
0x8F206,0x801FF6DE,20,00,persistent_cursor_rle
0x8F207,0x801FF6DF,15,66,persistent_cursor_rle
0x8F208,0x801FF6E0,04,86,persistent_cursor_rle
0x8F209,0x801FF6E1,00,02,persistent_cursor_rle
0x8F20A,0x801FF6E2,08,00,persistent_cursor_rle
0x8F20B,0x801FF6E3,25,77,persistent_cursor_rle
0x8F20C,0x801FF6E4,21,00,persistent_cursor_rle
0x8F20D,0x801FF6E5,B0,55,persistent_cursor_rle
0x8F20E,0x801FF6E6,00,CC,persistent_cursor_rle
0x8F210,0x801FF6E8,C0,85,persistent_cursor_rle
0x8F211,0x801FF6E9,40,01,persistent_cursor_rle
0x8F212,0x801FF6EA,15,00,persistent_cursor_rle
0x8F213,0x801FF6EB,00,DD,persistent_cursor_rle
0x8F214,0x801FF6EC,40,DD,persistent_cursor_rle
0x8F215,0x801FF6ED,48,00,persistent_cursor_rle
0x8F216,0x801FF6EE,16,85,persistent_cursor_rle
0x8F218,0x801FF6F0,21,00,persistent_cursor_rle
0x8F219,0x801FF6F1,40,66,persistent_cursor_rle
0x8F21A,0x801FF6F2,09,86,persistent_cursor_rle
0x8F21B,0x801FF6F3,01,02,persistent_cursor_rle
0x8F21C,0x801FF6F4,21,00,persistent_cursor_rle
0x8F21D,0x801FF6F5,40,77,persistent_cursor_rle
0x8F21E,0x801FF6F6,28,00,persistent_cursor_rle
0x8F21F,0x801FF6F7,02,66,persistent_cursor_rle
0x8F220,0x801FF6F8,00,CC,persistent_cursor_rle
0x8F222,0x801FF6FA,04,85,persistent_cursor_rle
0x8F223,0x801FF6FB,95,01,persistent_cursor_rle
0x8F224,0x801FF6FC,21,00,persistent_cursor_rle
0x8F225,0x801FF6FD,28,DD,persistent_cursor_rle
0x8F226,0x801FF6FE,60,DD,persistent_cursor_rle
0x8F227,0x801FF6FF,02,00,persistent_cursor_rle
0x8F228,0x801FF700,01,85,persistent_cursor_rle
0x8F22A,0x801FF702,98,00,persistent_cursor_rle
0x8F22B,0x801FF703,24,66,persistent_cursor_rle
0x8F22C,0x801FF704,19,86,persistent_cursor_rle
0x8F22D,0x801FF705,00,02,persistent_cursor_rle
0x8F22F,0x801FF707,13,77,persistent_cursor_rle
0x8F231,0x801FF709,00,66,persistent_cursor_rle
0x8F232,0x801FF70A,00,CC,persistent_cursor_rle
0x8F234,0x801FF70C,60,85,persistent_cursor_rle
0x8F235,0x801FF70D,FD,01,persistent_cursor_rle
0x8F236,0x801FF70E,07,00,persistent_cursor_rle
0x8F237,0x801FF70F,0C,DD,persistent_cursor_rle
0x8F238,0x801FF710,00,DD,persistent_cursor_rle
0x8F23A,0x801FF712,00,85,persistent_cursor_rle
0x8F23C,0x801FF714,1F,00,persistent_cursor_rle
0x8F23D,0x801FF715,80,66,persistent_cursor_rle
0x8F23E,0x801FF716,06,86,persistent_cursor_rle
0x8F23F,0x801FF717,3C,00,persistent_cursor_rle
0x8F240,0x801FF718,DE,00,persistent_cursor_rle
0x8F241,0x801FF719,F2,77,persistent_cursor_rle
0x8F242,0x801FF71A,C6,80,persistent_cursor_rle
0x8F243,0x801FF71B,34,00,persistent_cursor_rle
0x8F244,0x801FF71C,21,CC,persistent_cursor_rle
0x8F245,0x801FF71D,40,00,persistent_cursor_rle
0x8F246,0x801FF71E,60,85,persistent_cursor_rle
0x8F247,0x801FF71F,02,01,persistent_cursor_rle
0x8F248,0x801FF720,21,00,persistent_cursor_rle
0x8F249,0x801FF721,48,DD,persistent_cursor_rle
0x8F24A,0x801FF722,40,DD,persistent_cursor_rle
0x8F24B,0x801FF723,02,00,persistent_cursor_rle
0x8F24C,0x801FF724,0C,85,persistent_cursor_rle
0x8F24E,0x801FF726,0A,00,persistent_cursor_rle
0x8F24F,0x801FF727,34,56,persistent_cursor_rle
0x8F250,0x801FF728,00,86,persistent_cursor_rle
0x8F252,0x801FF72A,0B,00,persistent_cursor_rle
0x8F253,0x801FF72B,95,66,persistent_cursor_rle
0x8F254,0x801FF72C,08,80,persistent_cursor_rle
0x8F256,0x801FF72E,0C,DD,persistent_cursor_rle
0x8F257,0x801FF72F,34,00,persistent_cursor_rle
0x8F258,0x801FF730,06,85,persistent_cursor_rle
0x8F259,0x801FF731,70,01,persistent_cursor_rle
0x8F25A,0x801FF732,8B,00,persistent_cursor_rle
0x8F25B,0x801FF733,01,DD,persistent_cursor_rle
0x8F25C,0x801FF734,0F,EE,persistent_cursor_rle
0x8F25E,0x801FF736,CE,85,persistent_cursor_rle
0x8F25F,0x801FF737,31,00,persistent_cursor_rle
0x8F260,0x801FF738,40,00,persistent_cursor_rle
0x8F261,0x801FF739,70,55,persistent_cursor_rle
0x8F262,0x801FF73A,0E,86,persistent_cursor_rle
0x8F264,0x801FF73C,21,00,persistent_cursor_rle
0x8F265,0x801FF73D,70,66,persistent_cursor_rle
0x8F266,0x801FF73E,CE,80,persistent_cursor_rle
0x8F268,0x801FF740,00,DD,persistent_cursor_rle
0x8F26A,0x801FF742,CE,85,persistent_cursor_rle
0x8F26B,0x801FF743,95,01,persistent_cursor_rle
0x8F26D,0x801FF745,00,DD,persistent_cursor_rle
0x8F26E,0x801FF746,2F,EE,persistent_cursor_rle
0x8F26F,0x801FF747,95,00,persistent_cursor_rle
0x8F270,0x801FF748,04,85,persistent_cursor_rle
0x8F271,0x801FF749,70,00,persistent_cursor_rle
0x8F272,0x801FF74A,CE,00,persistent_cursor_rle
0x8F273,0x801FF74B,02,55,persistent_cursor_rle
0x8F274,0x801FF74C,25,86,persistent_cursor_rle
0x8F275,0x801FF74D,78,00,persistent_cursor_rle
0x8F276,0x801FF74E,EE,00,persistent_cursor_rle
0x8F277,0x801FF74F,01,66,persistent_cursor_rle
0x8F278,0x801FF750,00,80,persistent_cursor_rle
0x8F27A,0x801FF752,2F,DD,persistent_cursor_rle
0x8F27B,0x801FF753,A5,00,persistent_cursor_rle
0x8F27C,0x801FF754,FC,85,persistent_cursor_rle
0x8F27D,0x801FF755,FF,01,persistent_cursor_rle
0x8F27E,0x801FF756,8C,00,persistent_cursor_rle
0x8F27F,0x801FF757,25,CC,persistent_cursor_rle
0x8F280,0x801FF758,F5,EE,persistent_cursor_rle
0x8F281,0x801FF759,FF,00,persistent_cursor_rle
0x8F282,0x801FF75A,81,85,persistent_cursor_rle
0x8F283,0x801FF75B,05,00,persistent_cursor_rle
0x8F284,0x801FF75C,02,00,persistent_cursor_rle
0x8F285,0x801FF75D,00,55,persistent_cursor_rle
0x8F286,0x801FF75E,29,86,persistent_cursor_rle
0x8F287,0x801FF75F,25,00,persistent_cursor_rle
0x8F288,0x801FF760,FF,00,persistent_cursor_rle
0x8F289,0x801FF761,FF,66,persistent_cursor_rle
0x8F28A,0x801FF762,4A,80,persistent_cursor_rle
0x8F28B,0x801FF763,25,00,persistent_cursor_rle
0x8F28C,0x801FF764,F0,DD,persistent_cursor_rle
0x8F28D,0x801FF765,FF,00,persistent_cursor_rle
0x8F28E,0x801FF766,40,85,persistent_cursor_rle
0x8F28F,0x801FF767,15,01,persistent_cursor_rle
0x8F290,0x801FF768,02,00,persistent_cursor_rle
0x8F291,0x801FF769,00,CC,persistent_cursor_rle
0x8F292,0x801FF76A,08,EE,persistent_cursor_rle
0x8F293,0x801FF76B,25,00,persistent_cursor_rle
0x8F294,0x801FF76C,01,85,persistent_cursor_rle
0x8F296,0x801FF76E,D6,00,persistent_cursor_rle
0x8F297,0x801FF76F,26,55,persistent_cursor_rle
0x8F298,0x801FF770,04,86,persistent_cursor_rle
0x8F29A,0x801FF772,C8,00,persistent_cursor_rle
0x8F29B,0x801FF773,2E,66,persistent_cursor_rle
0x8F29C,0x801FF774,DC,80,persistent_cursor_rle
0x8F29D,0x801FF775,FF,00,persistent_cursor_rle
0x8F29E,0x801FF776,00,DD,persistent_cursor_rle
0x8F29F,0x801FF777,15,00,persistent_cursor_rle
0x8F2A0,0x801FF778,40,85,persistent_cursor_rle
0x8F2A1,0x801FF779,40,01,persistent_cursor_rle
0x8F2A2,0x801FF77A,15,00,persistent_cursor_rle
0x8F2A3,0x801FF77B,00,CC,persistent_cursor_rle
0x8F2A4,0x801FF77C,21,EE,persistent_cursor_rle
0x8F2A5,0x801FF77D,40,00,persistent_cursor_rle
0x8F2A6,0x801FF77E,15,85,persistent_cursor_rle
0x8F2A7,0x801FF77F,01,00,persistent_cursor_rle
0x8F2A8,0x801FF780,E7,00,persistent_cursor_rle
0x8F2A9,0x801FF781,03,55,persistent_cursor_rle
0x8F2AA,0x801FF782,08,86,persistent_cursor_rle
0x8F2AB,0x801FF783,25,00,persistent_cursor_rle
0x8F2AD,0x801FF785,00,55,persistent_cursor_rle
0x8F2AE,0x801FF786,88,80,persistent_cursor_rle
0x8F2AF,0x801FF787,A6,00,persistent_cursor_rle
0x8F2B0,0x801FF788,21,EE,persistent_cursor_rle
0x8F2B1,0x801FF789,20,00,persistent_cursor_rle
0x8F2B2,0x801FF78A,80,85,persistent_cursor_rle
0x8F2B3,0x801FF78B,02,01,persistent_cursor_rle
0x8F2B4,0x801FF78C,21,00,persistent_cursor_rle
0x8F2B5,0x801FF78D,28,CC,persistent_cursor_rle
0x8F2B6,0x801FF78E,40,EE,persistent_cursor_rle
0x8F2B7,0x801FF78F,02,00,persistent_cursor_rle
0x8F2B8,0x801FF790,93,85,persistent_cursor_rle
0x8F2B9,0x801FF791,DF,00,persistent_cursor_rle
0x8F2BA,0x801FF792,05,00,persistent_cursor_rle
0x8F2BB,0x801FF793,0C,55,persistent_cursor_rle
0x8F2BC,0x801FF794,00,86,persistent_cursor_rle
0x8F2BF,0x801FF797,00,55,persistent_cursor_rle
0x8F2C0,0x801FF798,01,80,persistent_cursor_rle
0x8F2C2,0x801FF79A,B5,EE,persistent_cursor_rle
0x8F2C3,0x801FF79B,26,00,persistent_cursor_rle
0x8F2C4,0x801FF79C,07,85,persistent_cursor_rle
0x8F2C5,0x801FF79D,00,01,persistent_cursor_rle
0x8F2C6,0x801FF79E,A8,00,persistent_cursor_rle
0x8F2C7,0x801FF79F,2E,CC,persistent_cursor_rle
0x8F2C8,0x801FF7A0,C7,EE,persistent_cursor_rle
0x8F2C9,0x801FF7A1,FF,00,persistent_cursor_rle
0x8F2CA,0x801FF7A2,00,85,persistent_cursor_rle
0x8F2CB,0x801FF7A3,15,00,persistent_cursor_rle
0x8F2CC,0x801FF7A4,80,00,persistent_cursor_rle
0x8F2CD,0x801FF7A5,00,45,persistent_cursor_rle
0x8F2CE,0x801FF7A6,A9,86,persistent_cursor_rle
0x8F2CF,0x801FF7A7,8F,00,persistent_cursor_rle
0x8F2D0,0x801FF7A8,21,00,persistent_cursor_rle
0x8F2D1,0x801FF7A9,C0,55,persistent_cursor_rle
0x8F2D2,0x801FF7AA,00,80,persistent_cursor_rle
0x8F2D4,0x801FF7AC,00,EE,persistent_cursor_rle
0x8F2D6,0x801FF7AE,29,85,persistent_cursor_rle
0x8F2D7,0x801FF7AF,8D,01,persistent_cursor_rle
0x8F2D8,0x801FF7B0,20,00,persistent_cursor_rle
0x8F2D9,0x801FF7B1,00,BB,persistent_cursor_rle
0x8F2DA,0x801FF7B2,0A,FF,persistent_cursor_rle
0x8F2DB,0x801FF7B3,3C,00,persistent_cursor_rle
0x8F2DC,0x801FF7B4,00,85,persistent_cursor_rle
0x8F2DD,0x801FF7B5,4A,00,persistent_cursor_rle
0x8F2DE,0x801FF7B6,09,00,persistent_cursor_rle
0x8F2DF,0x801FF7B7,00,44,persistent_cursor_rle
0x8F2E0,0x801FF7B8,02,86,persistent_cursor_rle
0x8F2E1,0x801FF7B9,4A,00,persistent_cursor_rle
0x8F2E2,0x801FF7BA,09,00,persistent_cursor_rle
0x8F2E3,0x801FF7BB,00,55,persistent_cursor_rle
0x8F2E4,0x801FF7BC,00,80,persistent_cursor_rle
0x8F2E5,0x801FF7BD,10,00,persistent_cursor_rle
0x8F2E6,0x801FF7BE,19,EE,persistent_cursor_rle
0x8F2E7,0x801FF7BF,34,00,persistent_cursor_rle
0x8F2E8,0x801FF7C0,2A,85,persistent_cursor_rle
0x8F2E9,0x801FF7C1,00,01,persistent_cursor_rle
0x8F2EA,0x801FF7C2,20,00,persistent_cursor_rle
0x8F2EB,0x801FF7C3,11,BB,persistent_cursor_rle
0x8F2EC,0x801FF7C4,2B,FF,persistent_cursor_rle
0x8F2ED,0x801FF7C5,58,00,persistent_cursor_rle
0x8F2EE,0x801FF7C6,2A,85,persistent_cursor_rle
0x8F2EF,0x801FF7C7,01,00,persistent_cursor_rle
0x8F2F0,0x801FF7C8,28,00,persistent_cursor_rle
0x8F2F1,0x801FF7C9,00,44,persistent_cursor_rle
0x8F2F2,0x801FF7CA,60,86,persistent_cursor_rle
0x8F2F3,0x801FF7CB,11,00,persistent_cursor_rle
0x8F2F5,0x801FF7CD,80,55,persistent_cursor_rle
0x8F2F6,0x801FF7CE,0B,80,persistent_cursor_rle
0x8F2F7,0x801FF7CF,3C,00,persistent_cursor_rle
0x8F2F8,0x801FF7D0,25,EE,persistent_cursor_rle
0x8F2F9,0x801FF7D1,58,00,persistent_cursor_rle
0x8F2FA,0x801FF7D2,69,85,persistent_cursor_rle
0x8F2FD,0x801FF7D5,00,BB,persistent_cursor_rle
0x8F2FE,0x801FF7D6,6C,FF,persistent_cursor_rle
0x8F2FF,0x801FF7D7,8D,00,persistent_cursor_rle
0x8F300,0x801FF7D8,07,85,persistent_cursor_rle
0x8F302,0x801FF7DA,6D,00,persistent_cursor_rle
0x8F303,0x801FF7DB,91,44,persistent_cursor_rle
0x8F304,0x801FF7DC,02,86,persistent_cursor_rle
0x8F305,0x801FF7DD,76,00,persistent_cursor_rle
0x8F306,0x801FF7DE,0C,00,persistent_cursor_rle
0x8F307,0x801FF7DF,00,44,persistent_cursor_rle
0x8F308,0x801FF7E0,FC,80,persistent_cursor_rle
0x8F309,0x801FF7E1,FF,00,persistent_cursor_rle
0x8F30A,0x801FF7E2,CE,FF,persistent_cursor_rle
0x8F30B,0x801FF7E3,25,00,persistent_cursor_rle
0x8F30C,0x801FF7E4,1C,85,persistent_cursor_rle
0x8F30D,0x801FF7E5,00,01,persistent_cursor_rle
0x8F30E,0x801FF7E6,C0,00,persistent_cursor_rle
0x8F30F,0x801FF7E7,15,BB,persistent_cursor_rle
0x8F310,0x801FF7E8,FC,FF,persistent_cursor_rle
0x8F312,0x801FF7EA,AD,85,persistent_cursor_rle
0x8F313,0x801FF7EB,31,00,persistent_cursor_rle
0x8F314,0x801FF7EC,64,00,persistent_cursor_rle
0x8F315,0x801FF7ED,00,44,persistent_cursor_rle
0x8F316,0x801FF7EE,0E,86,persistent_cursor_rle
0x8F317,0x801FF7EF,34,00,persistent_cursor_rle
0x8F318,0x801FF7F0,19,00,persistent_cursor_rle
0x8F319,0x801FF7F1,00,44,persistent_cursor_rle
0x8F31A,0x801FF7F2,AE,80,persistent_cursor_rle
0x8F31B,0x801FF7F3,15,00,persistent_cursor_rle
0x8F31C,0x801FF7F4,0D,FF,persistent_cursor_rle
0x8F31E,0x801FF7F6,6D,85,persistent_cursor_rle
0x8F31F,0x801FF7F7,91,01,persistent_cursor_rle
0x8F320,0x801FF7F8,0C,00,persistent_cursor_rle
0x8F321,0x801FF7F9,00,BB,persistent_cursor_rle
0x8F322,0x801FF7FA,6E,FF,persistent_cursor_rle
0x8F323,0x801FF7FB,91,00,persistent_cursor_rle
0x8F324,0x801FF7FC,50,85,persistent_cursor_rle
0x8F325,0x801FF7FD,FF,00,persistent_cursor_rle
0x8F326,0x801FF7FE,AD,00,persistent_cursor_rle
0x8F327,0x801FF7FF,25,44,persistent_cursor_rle
0x8F328,0x801FF800,15,86,persistent_cursor_rle
0x8F32A,0x801FF802,A0,00,persistent_cursor_rle
0x8F32B,0x801FF803,15,44,persistent_cursor_rle
0x8F32C,0x801FF804,64,80,persistent_cursor_rle
0x8F32D,0x801FF805,FF,00,persistent_cursor_rle
0x8F32E,0x801FF806,CE,FF,persistent_cursor_rle
0x8F32F,0x801FF807,25,00,persistent_cursor_rle
0x8F330,0x801FF808,54,85,persistent_cursor_rle
0x8F331,0x801FF809,00,01,persistent_cursor_rle
0x8F332,0x801FF80A,CD,00,persistent_cursor_rle
0x8F333,0x801FF80B,2D,AA,persistent_cursor_rle
0x8F334,0x801FF80C,12,FF,persistent_cursor_rle
0x8F336,0x801FF80E,A0,85,persistent_cursor_rle
0x8F337,0x801FF80F,11,00,persistent_cursor_rle
0x8F338,0x801FF810,21,00,persistent_cursor_rle
0x8F339,0x801FF811,78,44,persistent_cursor_rle
0x8F33A,0x801FF812,00,86,persistent_cursor_rle
0x8F33C,0x801FF814,06,00,persistent_cursor_rle
0x8F33D,0x801FF815,00,44,persistent_cursor_rle
0x8F33E,0x801FF816,C0,80,persistent_cursor_rle
0x8F33F,0x801FF817,11,00,persistent_cursor_rle
0x8F340,0x801FF818,F4,FF,persistent_cursor_rle
0x8F341,0x801FF819,FF,00,persistent_cursor_rle
0x8F342,0x801FF81A,CE,85,persistent_cursor_rle
0x8F343,0x801FF81B,25,01,persistent_cursor_rle
0x8F344,0x801FF81C,04,90,persistent_cursor_rle
0x8F345,0x801FF81D,00,AA,persistent_cursor_rle
0x8F346,0x801FF81E,EF,FF,persistent_cursor_rle
0x8F347,0x801FF81F,25,00,persistent_cursor_rle
0x8F348,0x801FF820,FC,85,persistent_cursor_rle
0x8F349,0x801FF821,FF,00,persistent_cursor_rle
0x8F34A,0x801FF822,C1,00,persistent_cursor_rle
0x8F34B,0x801FF823,05,44,persistent_cursor_rle
0x8F34C,0x801FF824,00,86,persistent_cursor_rle
0x8F34F,0x801FF827,00,44,persistent_cursor_rle
0x8F350,0x801FF828,0B,80,persistent_cursor_rle
0x8F351,0x801FF829,00,08,persistent_cursor_rle
0x8F352,0x801FF82A,00,FF,persistent_cursor_rle
0x8F353,0x801FF82B,10,44,persistent_cursor_rle
0x8F354,0x801FF82C,00,44,persistent_cursor_rle
0x8F355,0x801FF82D,00,54,persistent_cursor_rle
0x8F356,0x801FF82E,00,55,persistent_cursor_rle
0x8F357,0x801FF82F,00,55,persistent_cursor_rle
0x8F358,0x801FF830,0E,66,persistent_cursor_rle
0x8F359,0x801FF831,00,66,persistent_cursor_rle
0x8F35A,0x801FF832,6D,76,persistent_cursor_rle
0x8F35B,0x801FF833,95,77,persistent_cursor_rle
0x8F35C,0x801FF834,00,77,persistent_cursor_rle
0x8F35D,0x801FF835,00,88,persistent_cursor_rle
0x8F35E,0x801FF836,00,88,persistent_cursor_rle
0x8F35F,0x801FF837,00,98,persistent_cursor_rle
0x8F360,0x801FF838,40,99,persistent_cursor_rle
0x8F361,0x801FF839,80,A9,persistent_cursor_rle
0x8F362,0x801FF83A,AD,FF,persistent_cursor_rle
0x8F363,0x801FF83B,25,00,persistent_cursor_rle
0x8F364,0x801FF83C,10,85,persistent_cursor_rle
0x8F366,0x801FF83E,AE,00,persistent_cursor_rle
0x8F367,0x801FF83F,2D,FF,persistent_cursor_rle
0x8F368,0x801FF840,05,86,persistent_cursor_rle
0x8F36A,0x801FF842,C0,00,persistent_cursor_rle
0x8F36B,0x801FF843,11,44,persistent_cursor_rle
0x8F36C,0x801FF844,03,80,persistent_cursor_rle
0x8F36D,0x801FF845,00,07,persistent_cursor_rle
0x8F36E,0x801FF846,AD,40,persistent_cursor_rle
0x8F36F,0x801FF847,31,44,persistent_cursor_rle
0x8F370,0x801FF848,21,44,persistent_cursor_rle
0x8F371,0x801FF849,78,54,persistent_cursor_rle
0x8F372,0x801FF84A,ED,55,persistent_cursor_rle
0x8F373,0x801FF84B,01,55,persistent_cursor_rle
0x8F374,0x801FF84C,01,66,persistent_cursor_rle
0x8F375,0x801FF84D,00,66,persistent_cursor_rle
0x8F376,0x801FF84E,0D,76,persistent_cursor_rle
0x8F377,0x801FF84F,34,77,persistent_cursor_rle
0x8F378,0x801FF850,04,77,persistent_cursor_rle
0x8F379,0x801FF851,68,88,persistent_cursor_rle
0x8F37A,0x801FF852,ED,88,persistent_cursor_rle
0x8F37B,0x801FF853,01,98,persistent_cursor_rle
0x8F37C,0x801FF854,25,99,persistent_cursor_rle
0x8F37D,0x801FF855,C0,09,persistent_cursor_rle
0x8F37E,0x801FF856,0D,90,persistent_cursor_rle
0x8F37F,0x801FF857,03,98,persistent_cursor_rle
0x8F381,0x801FF859,4A,00,reclaimed_tail_zero
0x8F382,0x801FF85A,0C,00,reclaimed_tail_zero
0x8F384,0x801FF85C,02,00,reclaimed_tail_zero
0x8F385,0x801FF85D,4A,00,reclaimed_tail_zero
0x8F386,0x801FF85E,09,00,reclaimed_tail_zero
0x8F388,0x801FF860,FF,00,reclaimed_tail_zero
0x8F389,0x801FF861,FF,00,reclaimed_tail_zero
0x8F38A,0x801FF862,39,00,reclaimed_tail_zero
0x8F38B,0x801FF863,27,00,reclaimed_tail_zero
0x8F38C,0x801FF864,D6,00,reclaimed_tail_zero
0x8F38D,0x801FF865,FF,00,reclaimed_tail_zero
0x8F38E,0x801FF866,20,00,reclaimed_tail_zero
0x8F38F,0x801FF867,17,00,reclaimed_tail_zero
0x8F394,0x801FF86C,1F,00,reclaimed_tail_zero
0x8F395,0x801FF86D,80,00,reclaimed_tail_zero
0x8F396,0x801FF86E,08,00,reclaimed_tail_zero
0x8F397,0x801FF86F,3C,00,reclaimed_tail_zero
0x8F398,0x801FF870,38,00,reclaimed_tail_zero
0x8F399,0x801FF871,F3,00,reclaimed_tail_zero
0x8F39A,0x801FF872,08,00,reclaimed_tail_zero
0x8F39B,0x801FF873,35,00,reclaimed_tail_zero
0x8F39E,0x801FF876,18,00,reclaimed_tail_zero
0x8F39F,0x801FF877,AD,00,reclaimed_tail_zero
0x8F3A0,0x801FF878,80,00,reclaimed_tail_zero
0x8F3A2,0x801FF87A,A4,00,reclaimed_tail_zero
0x8F3A3,0x801FF87B,8F,00,reclaimed_tail_zero
0x8F3A4,0x801FF87C,87,00,reclaimed_tail_zero
0x8F3A5,0x801FF87D,DB,00,reclaimed_tail_zero
0x8F3A6,0x801FF87E,05,00,reclaimed_tail_zero
0x8F3A7,0x801FF87F,0C,00,reclaimed_tail_zero
0x8F3AC,0x801FF884,AC,00,reclaimed_tail_zero
0x8F3AE,0x801FF886,BF,00,reclaimed_tail_zero
0x8F3AF,0x801FF887,8F,00,reclaimed_tail_zero
0x8F3B0,0x801FF888,A8,00,reclaimed_tail_zero
0x8F3B2,0x801FF88A,B0,00,reclaimed_tail_zero
0x8F3B3,0x801FF88B,8F,00,reclaimed_tail_zero
0x8F3B4,0x801FF88C,A4,00,reclaimed_tail_zero
0x8F3B6,0x801FF88E,B1,00,reclaimed_tail_zero
0x8F3B7,0x801FF88F,8F,00,reclaimed_tail_zero
0x8F3B8,0x801FF890,A0,00,reclaimed_tail_zero
0x8F3BA,0x801FF892,B2,00,reclaimed_tail_zero
0x8F3BB,0x801FF893,8F,00,reclaimed_tail_zero
0x8F3BC,0x801FF894,9C,00,reclaimed_tail_zero
