검수번호,file,offset,현재_speaker,제안_speaker,register,mixed_register,speaker_lines,japanese,현재_korean,제안_korean,검수결과,심각도,문제유형,수정근거,확신도,현재_글자수,제안_글자수,글자수_증감,길이주의
1881,7/S7026.DAT,0x4843C,,,plain,,,こうたいかの？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1882,7/S7026.DAT,0x48548,,,plain,,,うむ？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,음?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,8,-1,
1883,7/S7026.DAT,0x48650,,,plain,,,こうたいしようかね？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1907,7/S7026.DAT,0x494A6,,,,,,エントリーをやりなおしますか。<CTRL:E5:03>やりなおす<CTRL:E5:03>つづける,처음부터?|다시|계속,출전 등록을 다시 할까요?|다시|계속,수정 권장,중간,메뉴 의미,'처음부터?'보다 출전 등록을 다시 한다는 의미가 분명함.,중간,11,20,9,확인 필요
1908,7/S7026.DAT,0x4950C,,,,,,1回戦からやりなおしになります。よろしいですか？<CTRL:E5:03>はい<CTRL:E5:03>とんでもない,1회전부터?|예|아니오,1회전부터 다시 합니다. 괜찮습니까?|예|아니오,수정 권장,높음,메뉴 의미,1회전부터 재시작된다는 안내를 생략하지 않도록 보완.,높음,12,26,14,확인 필요
1910,7/S7027.DAT,0x485DC,록토르,로크톨,polite,,1,ロクトール 本当に強かつたですねえ。,록토르: 정말 강하셨군요.,로크톨: 정말 강하셨군요.,수정 권장,중간,용어·표기 통일,록토르→로크톨: 동일 인물의 다수 표기 '로크톨'로 통일.,높음,14,14,0,
1937,7/S7028.DAT,0x46D58,,,plain,,,こうたいしようか？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1938,7/S7028.DAT,0x46E66,,,plain,,,こうたいする？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할래?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1939,7/S7028.DAT,0x46F72,,,plain,,,こうたいか？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대인가?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1940,7/S7028.DAT,0x4707E,,,plain,,,こうたい？こうたい？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대? 교대?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,13,4,확인 필요
1941,7/S7028.DAT,0x4718E,,,plain,,,こうたいしようかの？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1942,7/S7028.DAT,0x4729E,,,plain,,,む？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1943,7/S7028.DAT,0x473A6,,,plain,,,こうたいかね？<CTRL:E5:03>こうたいする<CTRL:E5:03>こうたいしない,변경?|변경|유지,교대할까?|교대|유지,수정 권장,중간,메뉴 용어·캐릭터 말투,'변경'을 전투 파티 문맥의 '교대'로 바꾸고 첫 문장의 캐릭터 말투를 구분.,중간,9,11,2,확인 필요
1963,7/S7028.DAT,0x48028,,,polite,,,大会委員 参加なさいますか？<CTRL:E5:03>参加する<CTRL:E5:03>参加しない,출전할까요?|출전|그만,출전하시겠습니까?|출전|취소,수정 권장,중간,메뉴 자연스러움,정중한 질문과 취소 선택지를 정확히 표현.,높음,12,15,3,확인 필요
1985,7/S7028.DAT,0x48B70,,,polite,,,大会委員 本当にいいんですか？<CTRL:E5:03>ぜつたい勝てる!<CTRL:E5:03>まだやり残したことが・,정말 할까요?|승리|나중에,정말 괜찮습니까?|반드시 이긴다!|아직 할 일이 있다,수정 권장,높음,메뉴 의미,두 선택지의 실제 의미가 '승리/나중에'로 과도하게 축약됨.,높음,14,29,15,확인 필요
2186,B/SB041.DAT,0x47AAA,,,plain,,,さっ、それぞれの役目を果たすのだ。,자,"자, 각자 맡은 역할을 다하도록 해라.",수정 권장,치명,오역-누락,원문 문장이 '자' 한 글자로 대부분 누락됨.,높음,1,21,20,확인 필요
2202,B/SB072.DAT,0x481FE,,,,,,みんなやめるんだ!,다들 그만두!,다들 그만둬!,수정 권장,높음,문법·명령형,'그만두!'를 자연스러운 명령형으로 수정.,높음,7,7,0,
2206,C1/SC011.DAT,0x46DE6,,,plain,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투가 된다. 괜찮나?|예|그만둔다,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,19,13,-6,
2207,C1/SC011.DAT,0x46E48,,,plain,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투가 될 거야. 괜찮아?|예|그만둔다,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,21,16,-5,
2208,C1/SC011.DAT,0x46EAA,,,plain,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,할 거다. 물론 괜찮겠지|예|그만둔다,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,20,13,-7,
2209,C1/SC011.DAT,0x46F0E,,,plain,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,"전투가 되는데, 괜찮으려나?|예|그만둔다",싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,22,12,-10,
2210,C1/SC011.DAT,0x46F74,,,plain,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투가 되는데 괜찮겠나?|예|그만둔다,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,20,17,-3,
2211,C1/SC011.DAT,0x46FD8,,,plain,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,괜찮나?|예|그만둔다,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,11,9,-2,
2212,C1/SC011.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,어떻게 할까|한다|그만둔다,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,14,10,-4,
2214,C1/SC021.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2215,C1/SC021.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2216,C1/SC021.DAT,0x46EAA,,,,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2217,C1/SC021.DAT,0x46F0E,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2218,C1/SC021.DAT,0x46F74,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2219,C1/SC021.DAT,0x46FD8,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2220,C1/SC021.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
2221,C1/SC031.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2222,C1/SC031.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2223,C1/SC031.DAT,0x46EAA,,,,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2224,C1/SC031.DAT,0x46F0E,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2225,C1/SC031.DAT,0x46F74,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2226,C1/SC031.DAT,0x46FD8,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2227,C1/SC031.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
2228,C1/SC041.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2229,C1/SC041.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2230,C1/SC041.DAT,0x46EAA,,,,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2231,C1/SC041.DAT,0x46F0E,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2232,C1/SC041.DAT,0x46F74,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2233,C1/SC041.DAT,0x46FD8,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2234,C1/SC041.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
2235,C1/SC051.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2236,C1/SC051.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2237,C1/SC051.DAT,0x46EAA,,,,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2238,C1/SC051.DAT,0x46F0E,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2239,C1/SC051.DAT,0x46F74,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2240,C1/SC051.DAT,0x46FD8,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2241,C1/SC051.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
2242,C1/SC061.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2243,C1/SC061.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2244,C1/SC061.DAT,0x46EAA,,,,,,やるぜ。もちろんいいよな<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,간다! 괜찮지?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2245,C1/SC061.DAT,0x46F0E,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2246,C1/SC061.DAT,0x46F74,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2247,C1/SC061.DAT,0x46FD8,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2248,C1/SC061.DAT,0x47034,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
2249,C1/SC081.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2250,C1/SC081.DAT,0x46E48,,,,,,戦闘になるよ。いいの？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸울 거야. 괜찮아?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,16,8,확인 필요
2251,C1/SC081.DAT,0x46EAA,,,,,,んつ、どりゃーーー。<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,시작할까?|예|그만,으랏차! 갈까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,10,13,3,확인 필요
2253,C1/SC081.DAT,0x46F70,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2254,C1/SC081.DAT,0x46FD4,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2259,C1/SC091.DAT,0x46F04,,,,,,やつっりいく？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,역시 갈까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,11,3,확인 필요
2260,C1/SC091.DAT,0x46F62,,,,,,いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮을까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,10,2,확인 필요
2261,C1/SC091.DAT,0x46FC0,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2262,C1/SC091.DAT,0x4701C,,,plain,,,わしゃイヤだが、やるかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,"난 싫지만, 할까?|한다|그만",수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,16,7,확인 필요
2263,C2/SC0A1.DAT,0x46DE6,,,,,,戦闘になるぞ。いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸운다. 됐나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,13,5,확인 필요
2264,C2/SC0A1.DAT,0x46E48,,,,,,戦いたい？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우고 싶어?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2266,C2/SC0A1.DAT,0x46F00,,,,,,戦闘になるけど、いいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸워도 될까?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,12,4,확인 필요
2267,C2/SC0A1.DAT,0x46F66,,,,,,戦闘になるがいいのかな？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,싸우게 되네. 괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,17,9,확인 필요
2268,C2/SC0A1.DAT,0x46FCA,,,,,,いいか？<CTRL:E5:03>はい<CTRL:E5:03>やつっりやめる,전투?|예|그만,괜찮나?|예|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,8,9,1,확인 필요
2269,C2/SC0A1.DAT,0x47026,,,plain,,,どうしようかね<CTRL:E5:03>やる<CTRL:E5:03>やつっりやめる,할까?|한다|그만,어쩔까?|한다|그만,수정 권장,중간,메뉴 말투·JRPG 표현,모든 캐릭터가 '전투?'로 동일해진 축약을 짧은 범위 안에서 캐릭터 말투에 맞게 복원.,중간,9,10,1,확인 필요
