over_by,source file,byte offset,needs,budget,korean
17,31/S3023.DAT,0x47EAC,66,49,병사: 숲에 가고 싶다고? 거기는 군 정기 수송 열차로만 갈 수 있어.
17,31/S3014.DAT,0x47A1A,60,43,초핀: 아라라토스의 유적 던전은 상당히 층이 많은 모양입니다.
17,31/S3013.DAT,0x481EE,33,16,승무원: 무엇이 알고 싶으십니까?
17,31/S3012.DAT,0x47F50,56,39,초핀: 국왕의 명을 마치시면 곧 출발하겠습니다. 힘내세요.
17,23/S2081.DAT,0x4799A,39,22,대신: 그자는 밀마나로 향하고 있습니다.
17,23/S2071.DAT,0x47B88,42,25,검의 정령: 그 끝에 무엇이 있다는 것이냐?
17,23/S2061.DAT,0x48A8E,38,21,아크: 시끄러워! 싸우는 수밖에 없잖아!
17,22/S205C.DAT,0x47E24,36,19,수메리아 왕: 나는 왕이 되고 싶었다.
17,22/S205B.DAT,0x479D6,54,37,대신: 아리바샤인가... 알겠다. 어서 모아서 돌아오거라.
17,22/S205B.DAT,0x478AE,44,27,대신: 국왕께서 요즘 몸을 상하셔서 말이지...
17,22/S2057.DAT,0x4793C,43,26,아크: 아마 세계 곳곳에 흩어져 있을 겁니다.
17,22/S2056.DAT,0x47AE6,65,48,네. 아버지의 편지로 옛일을 쓴 전기가 있다는 것을 알게 되었습니다.
17,22/S2056.DAT,0x479A0,39,22,국왕: 뭔가 알게 되면 보고하러 와 주게.
17,22/S2055.DAT,0x47AFC,38,21,정령이 이것을 아버지에게서 맡았다고...
17,22/S2053.DAT,0x47AC0,39,22,국왕: 쓸데없는 의심을 해서 미안하구나.
17,22/S2052.DAT,0x47962,40,23,대신: 왜 토벌 부대의 자들이 없는 거지?
17,22/S2051.DAT,0x47EF6,49,32,대신: 당장 가서 그들 앞에서 그 힘을 보여 보아라.
17,22/S2051.DAT,0x47A7C,44,27,아크: 정령은 인류가 멸망할 거라고 했습니다.
17,21/S2045.DAT,0x489F6,60,43,초핀: 아라라토스의 유적 던전은 상당히 층이 많은 모양입니다.
17,21/S2044.DAT,0x482BC,44,27,이 배의 힘이 있으면 발목을 잡지는 않을 거다.
17,21/S2042.DAT,0x47F5A,55,38,초핀: 왕의 허가 없이 비행선에 태워 드릴 수는 없습니다.
17,21/S2041.DAT,0x487BA,42,25,승무원: 이것을 이용해 보면 어떻겠습니까?
17,21/S2041.DAT,0x48440,33,16,승무원: 무엇이 알고 싶으십니까?
17,21/S2033.DAT,0x47A68,31,14,아크: 저 대신도 뭔가 수상하고.
17,21/S2022.DAT,0x47D30,51,34,병사2: 그거라면 안델 님의 허가를 받으면 되지 않나.
17,21/S2021.DAT,0x4860E,44,27,큰일이야! 여자아이가 마물에게 공격받고 있어!
17,21/S2012.DAT,0x478A6,38,21,병사: 국왕의 명을 마친 뒤 돌아오시오.
17,1/S1041.DAT,0x483D2,45,28,갑자기 그런 말을 해도 무슨 뜻인지 모르겠어...
17,1/S1041.DAT,0x482BC,72,55,산의 정령: 당신의 아버지는 멸망을 막기 위해 우리 정령들과 약속했습니다.
17,1/S1023.DAT,0x47952,64,47,어머니: 아버지가 남긴 편지가 있는데 읽어 볼래?|괜찮아|읽는다
17,1/S1013.DAT,0x47B8E,72,55,아크 데몬: 네놈을 내 손으로 죽여야만 삼천 년의 저주에서 벗어날 수 있다.
16,F/SF091.DAT,0x47A2C,68,52,인류의 유산을 성궤에 담아 신이 정한 땅 수메리아로 여행했다는 것이다.
16,F/SF041.DAT,0x48542,57,41,불의 정령: 너희를 도울 라이진이다. 데려가는 것이 좋겠다.
16,F/SF021.DAT,0x48104,24,8,당신이 바람의 정령이야?
16,D/SD071.DAT,0x48668,40,24,몬스터는 정령력이 강한 곳에 모이는 거야.
16,D/SD071.DAT,0x48620,36,20,"젠장, 산에도 몬스터가 넘쳐나고 있어."
16,D/SD031.DAT,0x4596E,42,26,아까 그 몬스터에게 붙잡혀 있던 할아버지다.
16,D/SD013.DAT,0x4789C,52,36,아크 데몬: 삼천 년 동안 쌓인 내 분노를 받고 죽어라!
16,C2/SC0B6.DAT,0x462DE,42,26,200회까지 앞으로  회입니다. 힘내 주십시오.
16,C2/SC0B6.DAT,0x461E0,42,26,160회까지 앞으로  회입니다. 힘내 주십시오.
16,C2/SC0B6.DAT,0x460E2,42,26,120회까지 앞으로  회입니다. 힘내 주십시오.
16,C2/SC0B6.DAT,0x45FE4,41,25,80회까지 앞으로  회입니다. 힘내 주십시오.
16,C2/SC0B6.DAT,0x45EE6,41,25,40회까지 앞으로  회입니다. 힘내 주십시오.
16,C2/SC0B6.DAT,0x45DE8,41,25,20회까지 앞으로  회입니다. 힘내 주십시오.
16,9/S9051.DAT,0x47A6A,42,26,아나운서: 스메리아 국왕이 살해당했습니다.
16,9/S9012.DAT,0x47AE6,53,37,데스: 엘리베이터의 줄을 끊고 한꺼번에 작동시켜 주마.
16,8/S8041.DAT,0x47C32,58,42,"카사토르: 네 상대는 내 몬스터, 그라 아피스와 코 아피스다!"
16,8/S8031.DAT,0x488A6,41,25,"매트 버틀러: 그렇다면 어찌할 건데, 꼬마!"
16,8/S8031.DAT,0x486E8,44,28,매트 버틀러: 물의 신전의 벽은 손에 넣었나?
16,8/S8012.DAT,0x482F6,32,16,탄식한다고까지 하고 있고 말이야.
16,8/S8012.DAT,0x48260,45,29,팔렌시아 성 지하에 마지막 불의 돌이 있었다니.
16,8/S8011.DAT,0x4801A,34,18,남자: 수메리아의 아크 님이시군요.
16,7/S7028.DAT,0x47746,37,21,선수를 빼앗길 수는 없었으니까 말이야.
16,7/S7026.DAT,0x495A0,36,20,대회 위원: 투기장으로 들어가십시오.
16,7/S7026.DAT,0x48B64,52,36,출전자: 이 정도까지 해낼 줄이야. 내 원수도 갚아 줘.
16,7/S7025.DAT,0x49334,36,20,대회 위원: 투기장으로 들어가십시오.
16,7/S7024.DAT,0x49324,36,20,대회 위원: 투기장으로 들어가십시오.
16,7/S7023.DAT,0x492C0,36,20,대회 위원: 투기장으로 들어가십시오.
16,7/S7022.DAT,0x48ACC,36,20,대회 위원: 투기장으로 들어가십시오.
16,7/S7012.DAT,0x486EE,49,33,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
16,6/S6054.DAT,0x461E2,53,37,라마다 승려: 이거 이거. 뱀파이어 배트 버스터 여러분.
16,6/S6054.DAT,0x4618A,51,35,라마다 승려: 이거 이거. 야생 헤모지 버스터 여러분.
16,6/S6054.DAT,0x46088,49,33,라마다 승려: 이거 이거. 톨 마스터 버스터 여러분.
16,6/S6032.DAT,0x47AA2,49,33,무슨 말씀이십니까? 저는 그저 이 절의 가르침이...
16,6/S6014.DAT,0x48BF6,49,33,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
16,5/S5041.DAT,0x47BEA,40,24,빛의 정령: 인간들이 무엇을 해 왔는지에.
16,5/S5041.DAT,0x4798A,38,22,빛의 정령: 역시 여기까지 와 주었구나.
16,5/S5021.DAT,0x47CF2,39,23,그건 그렇게 간단히 가르쳐 줄 수는 없지.
16,5/S5013.DAT,0x48C4A,49,33,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
16,5/S5012.DAT,0x481FA,52,36,너희와 함께 정령 이야기를 듣는 동안 생각이 바뀌었어.
16,5/S5011.DAT,0x4815A,53,37,"장사가 뭐냐고, 이 자식아! 한 대 맞아 볼래, 이 자식아!"
16,4/S4062.DAT,0x47872,39,23,이제 여기로 돌아와도 아무것도 없겠군...
16,4/S4036.DAT,0x4805C,36,20,고겐도 별로 믿을 만하지 않고 말이야.
16,4/S4035.DAT,0x484C8,45,29,내 소환 몬스터는 쓸 만한 녀석뿐이니까 말이야.
16,4/S4035.DAT,0x48334,55,39,"그래, 어차피 무리니까. 어차피 무리라면 마음껏 마시겠어."
16,4/S4033.DAT,0x486BC,49,33,모조리 조사해 두고 도움이 안 되면 어찌할 셈이야?
16,4/S4033.DAT,0x47D90,51,35,"아크야, 이 편지를 과연 네가 손에 넣어 읽고 있을까?"
16,4/S4031.DAT,0x47EDE,44,28,"확실히 나는 한때 인간이라는 것에 실망했지만,"
16,4/S4021.DAT,0x47A38,23,7,나를 어떻게 할 셈이지?
16,4/S4011.DAT,0x4863C,40,24,"병사2: 그래, 왕가의 힘도 떨어지고 있어."
16,31/S3032.DAT,0x479EE,48,32,야군: 다만 저곳은 우리도 애를 먹고 있는 장소다.
16,31/S3031.DAT,0x4810A,46,30,야군: 최근에는 이 근처에도 몬스터가 나타나오.
16,31/S3031.DAT,0x47C98,66,50,"야군: 모처럼 와 주셔서 죄송합니다만, 돌아가 주실 수밖에 없겠군요."
16,31/S3023.DAT,0x47E4C,55,39,병사: 카카라스의 숲 몬스터라면 너희도 이길 수 있겠지?
16,31/S3022.DAT,0x4875A,42,26,"그만큼 말했으니 할 수밖에 없겠지, 쿠쿠루?"
16,31/S3022.DAT,0x48378,38,22,남자: 제가 여기 있는 것은 비밀입니다.
16,31/S3022.DAT,0x48044,56,40,"병사: 방해야, 방해! 여기는 아이들이 나다닐 곳이 아니야."
16,31/S3014.DAT,0x47C82,49,33,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
16,23/S2071.DAT,0x478E2,38,22,이렇게 살기 힘든 나라는 떠나 버릴까...
16,23/S2061.DAT,0x48AD8,48,32,"포코: 싸우라니, 난 군악대라 무기도 없단 말이야!"
16,22/S2055.DAT,0x48108,48,32,병사: 반역자 토슈가 감옥을 부수고 도망쳤습니다.
16,22/S2055.DAT,0x47F94,28,12,그리고 그것을 따르는 것이다.
16,22/S2055.DAT,0x47C24,58,42,국왕: 성궤와 정령과 형 사이에 무슨 관계가 있다는 것이냐?
16,22/S2054.DAT,0x479DE,67,51,병사: 대신께 보고드립니다. 모반인 토슈를 지하 감옥에 가두었습니다.
16,22/S2051.DAT,0x47A28,41,25,국왕: 그래서 정령이 네게 뭐라고 하더냐?
16,22/S2051.DAT,0x4799C,39,23,아크: 산의 정령에게서 힘을 받았습니다.
16,22/S2046.DAT,0x49276,41,25,바치: 언제든 정비하여 기다리고 있습니다.
16,22/S2046.DAT,0x48494,46,30,병사: 좋으니 신분 증명이 될 만한 것을 보여라!
16,21/S2045.DAT,0x48C5E,49,33,초핀: 그녀는 언제나 우리를 지켜봐 주고 있습니다.
16,21/S2021.DAT,0x4893A,63,47,"쿠쿠루: 약속대로 힘을 얻어 왔는데, 갑자기 너무 많이 썼나 봐..."
16,21/S2014.DAT,0x47CB2,43,27,병사: 굉장히 실력이 뛰어난 녀석이라는군...
16,21/S2013.DAT,0x47D9E,32,16,나와 함께 언제 한번 가지 않겠나!
16,21/S2011.DAT,0x47CC0,38,22,병사: 이야기는 들었다. 들어가도 좋다.
16,1/S1041.DAT,0x48498,31,15,아크는 정령의 힘을 손에 넣었다.
16,1/S1041.DAT,0x47F9E,69,53,산의 정령: 산 정상의 사당에 불을 붙이세요. 그러면 마물은 사라집니다.
16,1/S1023.DAT,0x47AB0,71,55,|강해지려면|작전을 세우려면|적에게 피해를 입지 않으려면|다음 페이지
16,1/S1021.DAT,0x47A82,46,30,아이템이 있습니다. 마법의 카트를 발견했습니다.
16,1/S1013.DAT,0x47948,50,34,그래서 이 불꽃을 다시 끄면 모든 게 끝날 것만 같아.
15,F/SF0E1.DAT,0x47E20,44,29,사류족 남자: 아리바샤 국왕 아래 장군입니다.
15,F/SF0B1.DAT,0x47926,41,26,대신: 국왕께서까지 그런 말씀을 하시면...
15,E5/SE05A.DAT,0x48C8A,49,34,나랑 놀고 싶을 때는 촌가라 씨의 항아리로 불러 줘!
15,D/SD031.DAT,0x460E2,41,26,이야기는 정해진 모양이구먼. 그럼 가 볼까.
15,D/SD031.DAT,0x45D88,58,43,"그것이 땅, 물, 불, 바람, 빛의 5요소를 관장하는 정령이니라."
15,D/SD031.DAT,0x45D2E,52,37,그렇지. 이 세계를 만들고 움직이는 모든 정령들의 대표
15,D/SD011.DAT,0x47958,39,24,내가 벌인 일이니 내 손으로 해결해야 해.
15,B/SB022.DAT,0x47B2A,33,18,쿠쿠루는 성모의 힘을 손에 넣었다.
15,9/S9051.DAT,0x479B4,49,34,아나운서: 매우 서러운 소식을 전해 드려야 합니다.
15,9/S9013.DAT,0x47A2E,42,27,성이 무너질지도 몰라. 국왕을 구해 내야 해.
15,8/S8021.DAT,0x47C46,47,32,사류족 남자: 공항에서 큰 건물이 보였을 겁니다.
15,8/S8021.DAT,0x47A9E,37,22,사류족 남자: 저곳이 우리 마을입니다.
15,8/S8013.DAT,0x47846,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,7/S7032.DAT,0x47B92,68,53,로크톨: 전 대회 챔피언 토르노 데 반코를 쓰러뜨려야만 하는 것입니다.
15,7/S7028.DAT,0x48A70,30,15,대회 위원: 참가하시겠습니까?
15,7/S7028.DAT,0x47838,42,27,"출전자: 어, 이겼다고? 그런 말도 안 되는."
15,7/S7028.DAT,0x476A4,32,17,먼저 나아가는 편이 좋지 않을까?
15,7/S7026.DAT,0x48AC0,42,27,시간이 거꾸로 돌아가고 있는 사람이 있어...
15,7/S7024.DAT,0x488D2,73,58,"출전자: 다음 대회에 나가려고 했는데, 점점 자신이 없어졌어. 너는 괜찮아?"
15,7/S7012.DAT,0x485A0,45,30,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!"
15,7/S7012.DAT,0x483B6,31,16,낙오자라니 누구를 말하는 게냐?
15,7/S7012.DAT,0x47CA6,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,7/S7012.DAT,0x47014,46,31,지금 콜로세움에서는 무투 대회를 열고 있습니다.
15,7/S7011.DAT,0x4847E,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,6/S6054.DAT,0x46136,46,31,라마다 승려: 이거 이거. 프리지 버스터 여러분.
15,6/S6054.DAT,0x46032,48,33,라마다 승려: 이거 이거. 엘리멘탈 버스터 여러분.
15,6/S6054.DAT,0x4548E,37,22,라마다 승: 아크 더 래드의 스태프는?
15,6/S6014.DAT,0x48AA8,45,30,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!"
15,6/S6014.DAT,0x488BE,31,16,낙오자라니 누구를 말하는 게냐?
15,6/S6014.DAT,0x480DC,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,6/S6014.DAT,0x47B76,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,6/S6014.DAT,0x477A4,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,6/S6013.DAT,0x485A2,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,5/S5041.DAT,0x47A7E,40,25,빛의 정령: 자신들의 왕국을 쌓아 올렸어.
15,5/S5023.DAT,0x47B70,33,18,그저 만나야만 한다는 생각이 들어.
15,5/S5023.DAT,0x47A96,25,10,값이 될 만한 이야기인가?
15,5/S5021.DAT,0x48280,41,26,아래층일수록 강한 몬스터가 있는 모양이야.
15,5/S5021.DAT,0x47CAC,33,18,그곳은 이 나라 어디에 있는 거야?
15,5/S5021.DAT,0x47A74,46,31,"즉, 우리 인간의 역사가 시작된 곳이라는 뜻이지."
15,5/S5013.DAT,0x48AFC,45,30,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!"
15,5/S5013.DAT,0x48912,31,16,낙오자라니 누구를 말하는 게냐?
15,5/S5013.DAT,0x47E4E,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,5/S5013.DAT,0x47A84,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,5/S5013.DAT,0x47702,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,5/S5012.DAT,0x4859A,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,4/S4036.DAT,0x48422,48,33,케락은 언제나 꺼내 두고 레벨 업시키는 편이 좋아.
15,4/S4035.DAT,0x481C8,46,31,계속 마법을 써서 빨리 강해지는 편이 좋은 게야.
15,4/S4034.DAT,0x485AA,54,39,도감은 쓰고 있느냐? 모처럼 있으니 활용하는 게 좋단다.
15,4/S4033.DAT,0x4850C,67,52,내 조사는 도움이 되지. 새로 발견한 몬스터는 되도록 조사하도록 하게.
15,4/S4033.DAT,0x48256,43,28,수메리아도 밀마나도 몬스터가 없어지지 않네.
15,4/S4021.DAT,0x47BE4,43,28,병사1: 마음껏 떠들고 있으면 돼. 그럼 이만.
15,32/S3061.DAT,0x48396,54,39,베미의 정령: 당신의 아버지가 길잡이를 보여 줄 겁니다.
15,32/S3061.DAT,0x47C6E,30,15,왜 아버지는 왕가를 떠난 거야?
15,31/S3031.DAT,0x483BC,48,33,야군: 그러면 훌륭한 전과를 기대하고 있겠습니다.
15,31/S3014.DAT,0x47B34,45,30,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!"
15,31/S3014.DAT,0x4794A,31,16,낙오자라니 누구를 말하는 게냐?
15,31/S3014.DAT,0x46E82,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,31/S3014.DAT,0x46AA2,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,31/S3014.DAT,0x4670A,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,31/S3013.DAT,0x48516,36,21,승무원: 분명 좋은 일이 있을 겁니다.
15,31/S3013.DAT,0x48066,34,19,승무원: 그러면 곧 출발하겠습니다.
15,31/S3012.DAT,0x47FF0,68,53,초핀: 무언가 제가 도움이 될 일이 있습니까?|없어|좀 물어보고 싶어
15,23/S2082.DAT,0x47972,47,32,거울: 알겠다. 아크에 관해 장군들에게 알리겠다.
15,23/S2081.DAT,0x4794C,42,27,대신: 아직 그자가 용자라고 정해진 것은...
15,23/S2071.DAT,0x4797E,50,35,놈들을 모두 때려죽여서 원수를 갚아 줄 수도 있는데.
15,22/S2056.DAT,0x47904,24,9,"아니요, 아직 아무것도요."
15,22/S2055.DAT,0x47D54,61,46,스스로의 욕망을 위해 자연과 이 세계를 파괴하고 바꾸어 가는...
15,22/S2055.DAT,0x47980,54,39,대신: 무슨 말을! 너 같은 자가 왕가의 피를 이었다니...
15,22/S2052.DAT,0x47C40,39,24,아크: 아닙니다. 명령대로 토벌했습니다.
15,22/S2052.DAT,0x47A5A,34,19,"포코: 예, 토벌대 소속 포코입니다."
15,22/S2051.DAT,0x47F4A,18,3,아크: 알겠습니다.
15,22/S2046.DAT,0x48CDC,40,25,난처하군요. 이대로는 돌아갈 수 없습니다.
15,22/S2046.DAT,0x48AD2,55,40,"당신네 왕이 죽었다기에 먼 곳에서 날아왔단 말이오, 정말."
15,22/S2046.DAT,0x48730,38,23,병사: 클라프 왕국? 왕자? 당신이??
15,21/S2045.DAT,0x48B10,45,30,"그래, 너희 힘으로 보물을 계속 손에 넣는 게야!"
15,21/S2045.DAT,0x48926,31,16,낙오자라니 누구를 말하는 게냐?
15,21/S2045.DAT,0x47E62,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,21/S2045.DAT,0x47A92,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,21/S2045.DAT,0x47710,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,21/S2044.DAT,0x48750,41,26,초핀: 언제든 정비하여 기다리고 있습니다.
15,21/S2033.DAT,0x47BAC,26,11,포코: 이래도 되는 걸까...
15,21/S2033.DAT,0x47B34,21,6,아크: 그럼 결정됐네.
15,21/S2013.DAT,0x47B9A,36,21,"병사: 이봐! 그만두, 그만두지 못해!!"
15,1/S1023.DAT,0x47D66,52,37,자유 커서로 적의 위치와 지형을 살피고 작전을 세워라.
15,1/S1021.DAT,0x48C88,29,14,엄마에게 한마디 하고 가야 해.
15,1/S1021.DAT,0x48AC6,41,26,아버지의 유품은 안쪽 방 상자에 있을 거야.
15,1/S1021.DAT,0x48512,57,42,어머니: 그이가 떠난 지 십 년... 결국 그이 말대로 됐구나.
15,1/S1021.DAT,0x47C38,35,20,아버지의 유품인 갑옷과 검을 찾았다.
14,F/SF0F1.DAT,0x47ADA,42,28,"기다려 줘, 나도 이야기하고 싶어. 안내하지."
14,F/SF0E1.DAT,0x47990,45,31,장로: 그분이 요슈아 님께서 말씀하신 분인가?
14,F/SF0D1.DAT,0x4793C,40,26,아무튼 성으로 돌아가 국왕께 보고해야 해.
14,F/SF051.DAT,0x4796A,79,65,안델: ...뭐 좋다. 어차피 이 나라에 이제 그놈들이 있을 곳 따위는 없으니 말이다.
14,F/SF041.DAT,0x481B6,33,19,단 하나 낳아낼 수 있는 것이 있다.
14,F/SF041.DAT,0x47FB0,50,36,불의 정령: 끝을 모르는 그 욕망은 대체 무엇이냐?!
14,F/SF031.DAT,0x4856C,31,17,비실비실 나팔을 손에 넣었습니다
14,D/SD031.DAT,0x4609C,32,18,좋아. 수메리아 왕의 힘을 빌리자.
14,D/SD031.DAT,0x45DE8,51,37,"정령들은 너를 인정하면 돌, 곧 의지를 너에게 맡긴다."
14,D/SD031.DAT,0x459FE,65,51,내 이름은 고겐. 너희 바람대로 3천 년의 시간을 넘어 다시 나타났지.
14,D/SD011.DAT,0x47C5A,73,59,산에 괴물이 있다면 십 년 전 아버지를 죽인 놈일 거야. 누가 말려도 난 간다.
14,D/SD011.DAT,0x479E0,26,12,누구야...? 여긴 왜 왔지?
14,D/SD011.DAT,0x47900,41,27,불꽃이 꺼진 뒤 산속에서 대체 무슨 일이...
14,C2/SC0B6.DAT,0x47F92,28,14,환상의 건틀릿을 손에 넣었다.
14,C2/SC0B6.DAT,0x47960,66,52,1000회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x4787C,28,14,환상의 건틀릿을 손에 넣었다.
14,C2/SC0B6.DAT,0x477D2,65,51,200회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x47446,65,51,160회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x472B4,65,51,120회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x46F2E,64,50,80회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x46BA0,64,50,40회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x4681A,64,50,20회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x4648E,64,50,10회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.
14,C2/SC0B6.DAT,0x46380,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x46282,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x46184,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x46086,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x45F88,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x45E8A,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x45D8C,33,19,지금까지의 승리 횟수는  회입니다.
14,C2/SC0B6.DAT,0x45C78,33,19,지금까지의 승리 횟수는  회입니다.
14,9/S9051.DAT,0x47E08,44,30,안델 대신: 운영은 위원장인 제가 맡겠습니다.
14,9/S9031.DAT,0x4865C,33,19,"소장: 네놈들, 어떻게 들어왔지?!"
14,8/S8061.DAT,0x47C80,36,22,물의 정령: 경고를 해도 듣지를 않아.
14,8/S8021.DAT,0x48310,24,10,무슨 일이 일어난 거지!?
14,8/S8021.DAT,0x47CB0,45,31,"굉장히 투박한 건물이었는데, 저것은 무엇이냐?"
14,8/S8013.DAT,0x4793E,36,22,초핀: 어느 것에 관해 말씀드릴까요?
14,8/S8011.DAT,0x48102,62,48,남자: 요슈아 님께서 당신을 저희 마을로 안내하라고 하셨습니다.
14,7/S7028.DAT,0x4788C,35,21,출전자: 더 강한 녀석은 없는 거야?
14,7/S7027.DAT,0x492CE,28,14,당신이 여기까지 해낼 줄이야.
14,7/S7027.DAT,0x491FA,28,14,당신이 여기까지 해낼 줄이야.
14,7/S7027.DAT,0x48EEC,28,14,당신이 여기까지 해낼 줄이야.
14,7/S7026.DAT,0x48C94,32,18,출전자: 그만둘 거라면 지금이야.
14,7/S7022.DAT,0x487A0,44,30,대회 위원: 동료들이 일을 떠넘겨서 힘듭니다.
14,7/S7021.DAT,0x49316,63,49,안내 방송: 곧 대회 주최자이신 록토르 님의 인사말이 시작됩니다.
14,7/S7021.DAT,0x48640,35,21,출전자: 더 강한 녀석은 없는 거야?
14,7/S7012.DAT,0x48950,36,22,초핀: 어느 것에 관해 말씀드릴까요?
14,7/S7012.DAT,0x47D90,31,17,초핀: 무엇이 알고 싶으십니까?
14,6/S6054.DAT,0x468D4,56,42,라마다 승: 9번째 도전이군요. 그럼 이쯤에서 어떠십니까?
14,6/S6054.DAT,0x466E2,33,19,라마다 승: 두 번째 도전이시군요.
14,6/S6054.DAT,0x4597E,34,20,라마다 승: 초코의 머리카락 빛은?
14,6/S6032.DAT,0x47994,31,17,"대승정님, 드릴 말씀이 있습니다."
14,6/S6021.DAT,0x48684,41,27,그럼 우선 라마다 산까지 안내를 받아 볼까.
14,6/S6014.DAT,0x48E58,36,22,초핀: 어느 것에 관해 말씀드릴까요?
14,6/S6014.DAT,0x48298,31,17,초핀: 무엇을 알고 싶으십니까?
14,6/S6013.DAT,0x48424,36,22,"좋아, 어쨌든 그 무술 대회에 가 보자."
14,5/S5041.DAT,0x47E66,39,25,내 것이다! 왕의 상은 내 것이란 말이다!!
14,5/S5021.DAT,0x47F7C,24,10,거짓말 따위는 안 한다네.
14,5/S5021.DAT,0x47EEA,42,28,그 대신 빛의 정령이 있는 곳을 가르쳐 주지.
14,5/S5013.DAT,0x48EAC,36,22,초핀: 어느 것에 관해 말씀드릴까요?
14,5/S5013.DAT,0x482EC,31,17,초핀: 무엇을 알고 싶으십니까?
14,5/S5013.DAT,0x47FFA,80,66,초핀: 특히 특수 능력은 필요한 MP와 지금 MP가 표시되니 많이 활용해 주십시오.
14,5/S5013.DAT,0x47EBE,31,17,초핀: 무엇을 알고 싶으십니까?
14,4/S4036.DAT,0x47F18,45,31,아이템이 있습니다. 로맨싱 스톤을 발견했습니다
14,4/S4035.DAT,0x48174,45,31,내가 레벨 업해서 강해지면 싸움이 편해질 게다.
14,4/S4035.DAT,0x4800A,45,31,아이템이 있습니다. 로맨싱 스톤을 발견했습니다
14,4/S4034.DAT,0x4869E,32,18,들을지는 스스로 결정할 일이잖아.
14,4/S4034.DAT,0x48116,45,31,아이템이 있습니다. 로맨싱 스톤을 발견했습니다
14,4/S4033.DAT,0x48060,45,31,아이템이 있습니다. 로맨싱 스톤을 발견했습니다
14,4/S4032.DAT,0x48260,45,31,아이템이 있습니다. 로맨싱 스톤을 발견했습니다
14,4/S4031.DAT,0x4842A,35,21,어머니를 찾을 단서는 아무것도 없어.
14,4/S4031.DAT,0x481B4,31,17,스스로의 힘으로 길을 열어 다오.
14,4/S4031.DAT,0x47FD4,40,26,오르카스 언덕의 스톤 서클에 남겨져 있다.
14,4/S4022.DAT,0x47D9A,43,29,병사2: 그때까지 마음껏 분해하고 있으면 돼.
14,4/S4011.DAT,0x48D4C,35,21,이 나라를 괴물에게 넘겨주지 않겠어!
14,4/S4011.DAT,0x48936,45,31,병사1: 좋다! 인간의 저력을 분명히 보여 주마.
14,32/S3067.DAT,0x47DF2,47,33,베미의 정령: 에릴베는 이 세계를 돌고 있습니다.
14,32/S3061.DAT,0x485B4,26,12,"좋아, 수메리아로 돌아가자!"
14,32/S3061.DAT,0x48450,39,25,아버지는... 아버지는 살아 계신 건가요?
14,31/S3032.DAT,0x47BBA,42,28,야군: 지금부터 시동하는 편이 좋을 듯하군.
