char,index,row,column,plane,location,occurrences,codes,original_plane_nonblank,original_text_used
묵,1732,20,13,0,COMM.IMG,3,EA 3F,0,0
박,1733,20,13,1,COMM.IMG,5,EA 40,0,0
벌,1734,20,13,2,COMM.IMG,1,EA 41,0,0
베,1735,20,13,3,COMM.IMG,18,EA 42,0,0
벨,1736,20,14,0,COMM.IMG,19,EA 43,0,0
벽,1737,20,14,1,COMM.IMG,6,EA 44,0,0
붕,1738,20,14,2,COMM.IMG,2,EA 45,0,0
뷰,1739,20,14,3,COMM.IMG,1,EA 46,0,0
블,1740,20,15,0,COMM.IMG,1,EA 47,0,0
빙,1741,20,15,1,COMM.IMG,2,EA 48,0,0
뿔,1742,20,15,2,COMM.IMG,2,EA 49,0,0
살,1743,20,15,3,COMM.IMG,1,EA 4A,0,0
샘,1744,20,16,0,COMM.IMG,3,EA 4B,0,0
샤,1745,20,16,1,COMM.IMG,9,EA 4C,0,0
샬,1746,20,16,2,COMM.IMG,2,EA 4D,0,0
석,1747,20,16,3,COMM.IMG,35,EA 4E,0,0
섬,1748,20,17,0,COMM.IMG,2,EA 4F,0,0
셔,1749,20,17,1,COMM.IMG,1,EA 50,0,0
션,1750,20,17,2,COMM.IMG,4,E3 01 | EA 51,0,1
속,1751,20,17,3,COMM.IMG,1,EA 52,0,0
순,1752,20,18,0,COMM.IMG,3,E3 03 | EA 53,0,0
술,1753,20,18,1,COMM.IMG,20,E3 04 | EA 54,0,0
싱,1754,20,18,2,COMM.IMG,14,E3 05 | EA 55,0,0
썬,1755,20,18,3,COMM.IMG,1,EA 56,0,0
알,1756,20,19,0,COMM.IMG,1,EA 57,0,0
암,1757,20,19,1,COMM.IMG,9,EA 58,0,0
압,1758,20,19,2,COMM.IMG,1,EA 59,0,0
앞,1759,20,19,3,COMM.IMG,1,EA 5A,0,0
앵,1760,20,20,0,COMM.IMG,2,EA 5B,0,0
얼,1761,20,20,1,COMM.IMG,6,E3 0C | EA 5C,0,0
업,1762,20,20,2,COMM.IMG,5,E3 0D | EA 5D,0,0
엔,1763,20,20,3,COMM.IMG,1,EA 5E,0,0
염,2685,31,20,1,COMM.IMG,1,E6 AB,0,0
익,2770,32,20,2,COMM.IMG,3,E7 01,0,1
잎,2771,32,20,3,COMM.IMG,10,E7 02,0,1
콘,3274,38,20,2,COMM.IMG,1,E8 FA,0,1
클,3276,39,0,0,COMM.IMG,1,E8 FC,0,1
엘,3360,40,0,0,strip_A,3,EA 5F,0,0
염,3361,40,0,1,strip_A,3,EA 60,0,0
영,3362,40,0,2,strip_A,18,EA 61,0,0
욕,3363,40,0,3,strip_A,20,EA 62,0,0
월,3364,40,1,0,strip_A,2,EA 63,0,0
윈,3365,40,1,1,strip_A,1,EA 64,0,0
익,3366,40,1,2,strip_A,4,EA 65,0,0
잎,3367,40,1,3,strip_A,2,EA 66,0,0
잔,3368,40,2,0,strip_A,3,EA 67,0,0
젤,3369,40,2,1,strip_A,1,EA 68,0,0
짓,3370,40,2,2,strip_A,1,EA 6A,0,0
짜,3371,40,2,3,strip_A,4,EA 6B,0,0
찍,3372,40,3,0,strip_A,1,EA 6C,0,0
참,3373,40,3,1,strip_A,51,EA 6D,0,0
창,3374,40,3,2,strip_A,6,EA 6E,0,0
책,3375,40,3,3,strip_A,2,EA 6F,0,0
처,3376,40,4,0,strip_A,1,EA 70,0,0
척,3377,40,4,1,strip_A,2,EA 71,0,0
추,3378,40,4,2,strip_A,1,EA 72,0,0
축,3379,40,4,3,strip_A,18,EA 73,0,0
츠,3380,40,5,0,strip_A,3,EA 74,0,0
층,3381,40,5,1,strip_A,10,EA 75,0,0
칸,3382,40,5,2,strip_A,1,EA 76,0,0
컬,3383,40,5,3,strip_A,1,EA 77,0,0
켈,3384,40,6,0,strip_A,3,EA 78,0,0
콘,3385,40,6,1,strip_A,6,EA 79,0,0
클,3386,40,6,2,strip_A,18,EA 7B,0,0
탄,3387,40,6,3,strip_A,22,EA 7C,0,0
탈,3388,40,7,0,strip_A,15,EA 7D,0,0
텀,3389,40,7,1,strip_A,1,EA 7E,0,0
테,3390,40,7,2,strip_A,1,EA 7F,0,0
텔,3391,40,7,3,strip_A,1,EA 80,0,0
템,3392,40,8,0,strip_A,2,EA 81,0,0
톤,3393,40,8,1,strip_A,32,EA 82,0,0
톰,3394,40,8,2,strip_A,1,EA 83,0,0
퇴,3395,40,8,3,strip_A,4,EA 84,0,0
특,3396,40,9,0,strip_A,11,EA 85,0,0
티,3397,40,9,1,strip_A,5,EA 86,0,0
팡,3398,40,9,2,strip_A,1,EA 87,0,0
패,3399,40,9,3,strip_A,3,EA 88,0,0
팬,3400,40,10,0,strip_A,1,EA 89,0,0
펀,3401,40,10,1,strip_A,1,EA 8A,0,0
폴,3402,40,10,2,strip_A,1,EA 8B,0,0
표,3403,40,10,3,strip_A,35,EA 8C,0,0
필,3404,40,11,0,strip_A,10,EA 8D,0,0
호,3405,40,11,1,strip_A,4,EA 8F,0,0
환,3406,40,11,2,strip_A,41,EA 90,0,0
획,3407,40,11,3,strip_A,7,EA 91,0,0
효,3408,40,12,0,strip_A,14,EA 92,0,0
흑,3409,40,12,1,strip_A,1,EA 93,0,0
흡,3410,40,12,2,strip_A,1,EA 94,0,0
희,3411,40,12,3,strip_A,1,EA 95,0,0
콜,4452,53,0,0,strip_C,4,EA CB,0,0
혜,4453,53,0,1,strip_C,53,EA CC,0,0
힌,4454,53,0,2,strip_C,3,EA CD,0,0
떨,4455,53,0,3,strip_C,4,EA CE,0,0
취,4456,53,1,0,strip_C,4,EA CF,0,0
교,4457,53,1,1,strip_C,3,EA D0,0,0
껴,4458,53,1,2,strip_C,3,EA D1,0,0
끔,4459,53,1,3,strip_C,6,EA D2,0,0
럽,4460,53,2,0,strip_C,3,EA D3,0,0
맙,4462,53,2,2,strip_C,3,EA D5,0,0
썩,4463,53,2,3,strip_C,3,EA D6,0,0
즉,4464,53,3,0,strip_C,3,EA D7,0,0
값,4465,53,3,1,strip_C,2,EA D8,0,0
겼,4466,53,3,2,strip_C,2,EA D9,0,0
긋,4467,53,3,3,strip_C,2,EA DA,0,0
꾀,4468,53,4,0,strip_C,2,EA DB,0,0
듯,4469,53,4,1,strip_C,9,EA DC,0,0
랜,4470,53,4,2,strip_C,2,EA DD,0,0
엑,4471,53,4,3,strip_C,2,EA DE,0,0
엽,4472,53,5,0,strip_C,2,EA DF,0,0
옮,4473,53,5,1,strip_C,2,EA E0,0,0
존,4474,53,5,2,strip_C,2,EA E1,0,0
챔,4475,53,5,3,strip_C,2,EA E2,0,0
탐,4476,53,6,0,strip_C,2,EA E3,0,0
탱,4477,53,6,1,strip_C,2,EA E4,0,0
흘,4478,53,6,2,strip_C,2,EA E5,0,0
끓,4479,53,6,3,strip_C,1,EA E6,0,0
덤,4480,53,7,0,strip_C,1,EA E7,0,0
맵,4481,53,7,1,strip_C,2,EA E8,0,0
앙,4483,53,7,3,strip_C,1,EA EA,0,0
큭,4484,53,8,0,strip_C,1,EA EB,0,0
왠,4486,53,8,2,strip_C,1,EA ED,0,0
념,4489,53,9,1,strip_C,1,EA F0,0,0
몇,4493,53,10,1,strip_C,1,EA F4,0,0
둬,4496,53,11,0,strip_C,2,EA F7,0,0
똑,4497,53,11,1,strip_C,1,EA F8,0,0
히,5292,63,0,0,strip_B,1,EA 96,0,0
힐,5293,63,0,1,strip_B,1,EA 97,0,0
앗,5297,63,1,1,strip_B,29,EA 9C,0,0
빛,5298,63,1,2,strip_B,25,EA 9D,0,0
료,5300,63,2,0,strip_B,16,EA 9F,0,0
견,5301,63,2,1,strip_B,17,EA A0,0,0
땅,5302,63,2,2,strip_B,10,EA A1,0,0
듣,5303,63,2,3,strip_B,15,EA A2,0,0
볼,5304,63,3,0,strip_B,16,EA A3,0,0
잊,5305,63,3,1,strip_B,16,EA A4,0,0
톨,5306,63,3,2,strip_B,19,EA A5,0,0
놓,5307,63,3,3,strip_B,14,EA A6,0,0
낙,5308,63,4,0,strip_B,9,EA A7,0,0
딘,5309,63,4,1,strip_B,6,EA A8,0,0
찬,5310,63,4,2,strip_B,11,EA A9,0,0
통,5311,63,4,3,strip_B,13,EA AA,0,0
빠,5312,63,5,0,strip_B,11,EA AB,0,0
액,5313,63,5,1,strip_B,4,EA AC,0,0
턴,5314,63,5,2,strip_B,11,EA AD,0,0
급,5315,63,5,3,strip_B,4,EA AE,0,0
란,5316,63,6,0,strip_B,11,EA AF,0,0
므,5317,63,6,1,strip_B,7,EA B0,0,0
혀,5318,63,6,2,strip_B,10,EA B1,0,0
횟,5319,63,6,3,strip_B,8,EA B2,0,0
낳,5320,63,7,0,strip_B,8,EA B3,0,0
냈,5321,63,7,1,strip_B,2,EA B4,0,0
쁜,5322,63,7,2,strip_B,6,EA B5,0,0
햣,5323,63,7,3,strip_B,8,EA B6,0,0
훗,5324,63,8,0,strip_B,9,EA B7,0,0
겸,5325,63,8,1,strip_B,7,EA B8,0,0
깐,5326,63,8,2,strip_B,7,EA B9,0,0
등,5327,63,8,3,strip_B,1,EA BA,0,0
셈,5328,63,9,0,strip_B,8,EA BB,0,0
쨌,5329,63,9,1,strip_B,7,EA BC,0,0
캐,5330,63,9,2,strip_B,6,EA BD,0,0
근,5331,63,9,3,strip_B,7,EA BE,0,0
죄,5332,63,10,0,strip_B,6,EA BF,0,0
칭,5333,63,10,1,strip_B,7,EA C0,0,0
권,5334,63,10,2,strip_B,3,EA C1,0,0
릭,5335,63,10,3,strip_B,4,EA C2,0,0
백,5336,63,11,0,strip_B,3,EA C3,0,0
쁘,5337,63,11,1,strip_B,5,EA C4,0,0
슷,5338,63,11,2,strip_B,4,EA C5,0,0
재,5339,63,11,3,strip_B,7,EA C6,0,0
쩌,5340,63,12,0,strip_B,5,EA C7,0,0
착,5341,63,12,1,strip_B,10,EA C8,0,0
철,5342,63,12,2,strip_B,5,EA C9,0,0
청,5343,63,12,3,strip_B,4,EA CA,0,0
