row_number,source_file,offset,classification,target_korean,span_count,control_count,inline_spans,slot_a_spans,slot_b_spans,binary_changed,placement_json,review_status
1271,4/S4036.DAT,0x47CDC,선택지,마지막 정령은 스메리아에. 읽으시겠습니까?|읽는다|읽지 않는다,6,5,1,3,0,1,"[{""mode"":""inline"",""bytes"":8,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""마지막 정령은""},{""mode"":""slot-A"",""bytes"":17,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""스메리아에. 읽으시겠습니까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":3,""text"":""읽는다""},{""mode"":""slot-A"",""bytes"":7,""room"":4,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":5,""text"":""읽지 않는다""}]",
1312,5/S5011.DAT,0x4810A,빌드대기,이쪽도 장사니까 말이야.,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":14,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""이쪽도 장사니까 말이야.""}]",
1313,5/S5011.DAT,0x4815A,빌드대기,"장사가 뭐냐고, 이 자식아! 한 대 맞아 볼래, 이 자식아!",6,5,0,2,0,1,"[{""mode"":""slot-A"",""bytes"":18,""room"":13,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""장사가 뭐냐고, 이 자식아!""},{""mode"":""slot-A"",""bytes"":21,""room"":14,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":4,""text"":""한 대 맞아 볼래, 이 자식아!""}]",
1348,5/S5013.DAT,0x47702,빌드대기,초핀: 정비하여 기다리고 있습니다.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":16,""room"":19,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정비하여 기다리고 있습니다.""}]",
1352,5/S5013.DAT,0x47A84,빌드대기,초핀: 정비하여 기다리고 있습니다.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":16,""room"":19,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정비하여 기다리고 있습니다.""}]",
1357,5/S5013.DAT,0x47D1E,빌드대기,"초핀: 그럼,이쪽으로",2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""그럼,이쪽으로""}]",
1358,5/S5013.DAT,0x47E4E,빌드대기,초핀: 정비하여 기다리고 있습니다.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":16,""room"":19,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정비하여 기다리고 있습니다.""}]",
1361,5/S5013.DAT,0x47F80,빌드대기,"초핀: 아이템, 장신구, 특수 능력을 고를 때 L이나 R을 누르면 효과를 볼 수 있습니다.",2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":56,""room"":65,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아이템, 장신구, 특수 능력을 고를 때 L이나 R을 누르면 효과를 볼 수 있습니다.""}]",
1370,5/S5013.DAT,0x48336,선택지,|전투 요령 2|유용한 정보|그만,6,5,2,1,0,1,"[{""mode"":""inline"",""bytes"":8,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""전투 요령 2""},{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":3,""text"":""유용한 정보""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만""}]",
1381,5/S5013.DAT,0x48758,빌드대기,...,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""...""}]",
1386,5/S5013.DAT,0x48912,빌드대기,낙오자라니 누구를 말하는 게냐?,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":20,""room"":16,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""낙오자라니 누구를 말하는 게냐?""}]",
1387,5/S5013.DAT,0x4895E,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아라라토스 유적""},{""mode"":""inline"",""bytes"":10,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""미르마나의 이후""},{""mode"":""inline"",""bytes"":7,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""라마다 수행""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1388,5/S5013.DAT,0x489E2,빌드대기,초핀: 아라라토스의 유적 던전은 층이 상당히 많은것 같습니다.,3,2,2,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":15,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아라라토스의 유적 던전은""},{""mode"":""slot-A"",""bytes"":21,""room"":18,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":2,""text"":""층이 상당히 많은것 같습니다.""}]",
1393,5/S5013.DAT,0x48BAC,빌드대기,맡길 리가 없잖아!,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":13,""room"":12,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":0,""text"":""맡길 리가 없잖아!""}]",
1398,5/S5013.DAT,0x48D5A,빌드대기,친절하기도 하군.,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":11,""room"":8,""rows"":1,""slot"":7,""disk_id"":""88"",""span"":0,""text"":""친절하기도 하군.""}]",
1402,5/S5013.DAT,0x48EAC,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":18,""room"":15,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":1,""text"":""어느 것에 관해 말씀드릴까요?""}]",
1403,5/S5013.DAT,0x48F04,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수에 대해""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1404,5/S5013.DAT,0x48F80,선택지,|포코의 악기|투기장|키토우올|그만,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1405,5/S5013.DAT,0x48FF2,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1406,5/S5013.DAT,0x4906A,선택지,|포코의 악기|투기장|키토우올|다음 페이지,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1407,5/S5013.DAT,0x490DC,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""라마다사의 수행""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""로맨싱 스톤""},{""mode"":""inline"",""bytes"":11,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""장신구 비단 띠""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1408,5/S5013.DAT,0x49156,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":49,""room"":43,""rows"":3,""slot"":14,""disk_id"":""8F"",""span"":1,""text"":""고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?""}]",
1409,5/S5013.DAT,0x491BA,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":45,""room"":35,""rows"":3,""slot"":17,""disk_id"":""92"",""span"":1,""text"":""여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...""}]",
1413,5/S5013.DAT,0x49346,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":61,""room"":61,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.""}]",
1423,5/S5013.DAT,0x49770,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":34,""room"":43,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""경험치를 두 배로 주는 「비단 띠」는 누구나""},{""mode"":""inline"",""bytes"":13,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""착용할 수 있습니다.""}]",
1430,5/S5021.DAT,0x47B0E,빌드대기,나는 거기서 보물을 찾아내어 장사로 삼는 모험가란 말이지.,4,3,4,0,0,1,"[{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""나는 거기서""},{""mode"":""inline"",""bytes"":9,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""보물을 찾아내어""},{""mode"":""inline"",""bytes"":14,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""장사로 삼는 모험가란""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""말이지.""}]",
1431,5/S5021.DAT,0x47B70,빌드대기,네 장사 이야기를 듣고 있는 게 아니야.,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""네 장사 이야기를""},{""mode"":""slot-A"",""bytes"":13,""room"":11,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":1,""text"":""듣고 있는 게 아니야.""}]",
1437,5/S5021.DAT,0x47D3E,빌드대기,이제부터가 장사 이야기라는 거지?,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""이제부터가""},{""mode"":""inline"",""bytes"":12,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""장사 이야기라는 거지?""}]",
1452,5/S5021.DAT,0x481D8,빌드대기,그곳 지하 5층에 있는 소환의 항아리를 가져와 주었으면 하네.,3,2,2,1,0,1,"[{""mode"":""inline"",""bytes"":11,""room"":11,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""그곳 지하 5층에""},{""mode"":""inline"",""bytes"":14,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""있는 소환의 항아리를""},{""mode"":""slot-A"",""bytes"":13,""room"":8,""rows"":1,""slot"":20,""disk_id"":""95"",""span"":2,""text"":""가져와 주었으면 하네.""}]",
1461,5/S5022.DAT,0x478FC,빌드대기,지하 5층에 있는 소환의 항아리라네.,2,1,1,1,0,1,"[{""mode"":""slot-A"",""bytes"":10,""room"":8,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""지하 5층에 있는""},{""mode"":""inline"",""bytes"":13,""room"":13,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""소환의 항아리라네.""}]",
1463,5/S5023.DAT,0x4792E,빌드대기,"훌륭하군, 소환의 항아리를 손에 넣은 모양이구나.",2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":13,""room"":13,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""훌륭하군, 소환의""},{""mode"":""slot-A"",""bytes"":19,""room"":10,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""항아리를 손에 넣은 모양이구나.""}]",
1466,5/S5023.DAT,0x47A38,빌드대기,확실히 소환의 항아리로군. 그런데 어째서 정령 따위를 만나고 싶은 겐가?,3,2,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":20,""room"":15,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""확실히 소환의 항아리로군.""},{""mode"":""inline"",""bytes"":11,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""그런데 어째서 정령""},{""mode"":""slot-A"",""bytes"":17,""room"":8,""rows"":1,""slot"":7,""disk_id"":""88"",""span"":2,""text"":""따위를 만나고 싶은 겐가?""}]",
1483,5/S5025.DAT,0x47DA4,빌드대기,우효효효효! 또 수집품이 늘었구먼!,2,1,1,1,0,1,"[{""mode"":""slot-A"",""bytes"":13,""room"":10,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""우효효효효! 또""},{""mode"":""inline"",""bytes"":14,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""수집품이 늘었구먼!""}]",
1552,6/S6013.DAT,0x4834E,빌드대기,"카데르라면 해마다 무투 대회가 있고, 그 상품이 바람의 오브라는 것이었던 걸로 기억하는데?",2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":18,""room"":29,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""카데르라면 해마다 무투 대회가""},{""mode"":""slot-A"",""bytes"":40,""room"":28,""rows"":2,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""있고, 그 상품이 바람의 오브라는 것이었던 걸로 기억하는데?""}]",
1580,6/S6014.DAT,0x482E2,선택지,|전투 요령 2|유용한 정보|그만,6,5,2,1,0,1,"[{""mode"":""inline"",""bytes"":8,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""전투 요령 2""},{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":3,""text"":""유용한 정보""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만""}]",
1591,6/S6014.DAT,0x48704,빌드대기,...,1,0,1,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""...""}]",
1597,6/S6014.DAT,0x4890A,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아라라토스 유적""},{""mode"":""inline"",""bytes"":10,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""미르마나의 이후""},{""mode"":""inline"",""bytes"":7,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""라마다 수행""},{""mode"":""inline"",""bytes"":2,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1603,6/S6014.DAT,0x48B58,빌드대기,맡길 리가 없잖아!,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":13,""room"":12,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""맡길 리가 없잖아!""}]",
1608,6/S6014.DAT,0x48D06,빌드대기,친절하기도 하군.,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":11,""room"":8,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""친절하기도 하군.""}]",
1612,6/S6014.DAT,0x48E58,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":18,""room"":15,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":1,""text"":""어느 것에 관해 말씀드릴까요?""}]",
1613,6/S6014.DAT,0x48EB0,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수에 대해""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1614,6/S6014.DAT,0x48F2C,선택지,|포코의 악기|투기장|키토우올|그만,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":14,""disk_id"":""8F"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1615,6/S6014.DAT,0x48F9E,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1616,6/S6014.DAT,0x49016,선택지,|포코의 악기|투기장|키토우올|다음 페이지,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":14,""disk_id"":""8F"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1617,6/S6014.DAT,0x49088,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""라마다사의 수행""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""로맨싱 스톤""},{""mode"":""inline"",""bytes"":11,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""장신구 비단 띠""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1618,6/S6014.DAT,0x49102,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":49,""room"":43,""rows"":3,""slot"":17,""disk_id"":""92"",""span"":1,""text"":""고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?""}]",
1619,6/S6014.DAT,0x49166,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":45,""room"":35,""rows"":3,""slot"":20,""disk_id"":""95"",""span"":1,""text"":""여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...""}]",
1623,6/S6014.DAT,0x492F2,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":61,""room"":61,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.""}]",
1633,6/S6014.DAT,0x4971C,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":34,""room"":44,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""경험치를 두 배로 주는 「비단 띠」는 누구나""},{""mode"":""inline"",""bytes"":13,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""착용할 수 있습니다.""}]",
1634,6/S6021.DAT,0x48498,빌드대기,"봐 봐, 방향 전환의 피리를 손에 넣었어.",2,1,1,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":4,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""봐 봐, 방향 전환의""},{""mode"":""inline"",""bytes"":12,""room"":20,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""피리를 손에 넣었어.""}]",
1704,6/S6054.DAT,0x4506E,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1705,6/S6054.DAT,0x450AC,B검수필요,라마다 승려: 스파이는 어디에 있었지?,2,1,0,0,2,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""slot-B"",""bytes"":15,""room"":10,""rows"":1,""slot"":2,""disk_id"":""D3"",""span"":1,""text"":""스파이는 어디에 있었지?""}]",needs_human_review
1707,6/S6054.DAT,0x45160,빌드대기,라마다승려: 정답!,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":7,""room"":5,""rows"":1,""slot"":0,""disk_id"":""D1"",""span"":0,""text"":""라마다승려:""},{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""정답!""}]",
1708,6/S6054.DAT,0x4519E,B검수필요,라마다 승려: 세이브 데이터의 문양은 무엇인가?,2,1,1,0,1,1,"[{""mode"":""slot-B"",""bytes"":8,""room"":5,""rows"":1,""slot"":1,""disk_id"":""D2"",""span"":0,""text"":""라마다 승려:""},{""mode"":""inline"",""bytes"":22,""room"":22,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""세이브 데이터의 문양은 무엇인가?""}]",needs_human_review
