row_number,source_file,offset,classification,visible_text,target_text,controls,unchanged_from_v354
2564,C2/SC0B6.DAT,0x47838,선택지,환상의 장갑,환상의 장갑,2,0
2565,C2/SC0B6.DAT,0x4787C,빌드대기,환상의 장갑을 손에 넣었다.,환상의 장갑을 손에 넣었다.,0,0
2568,C2/SC0B6.DAT,0x47960,빌드대기,1000회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,1000회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,2,0
2572,C2/SC0B6.DAT,0x47AA0,B검수필요,약화의 구슬을 손에 넣었다.,약화의 구슬을 손에 넣었다.,0,0
2575,C2/SC0B6.DAT,0x47B72,B검수필요,파로의 열매를 손에 넣었다.,파로의 열매를 손에 넣었다.,0,0
2576,C2/SC0B6.DAT,0x47BB6,B검수필요,생명의 나무 열매를 손에 넣었다.,생명의 나무 열매를 손에 넣었다.,0,0
2579,C2/SC0B6.DAT,0x47C8A,B검수필요,불꽃의 수호를 손에 넣었다.,불꽃의 수호를 손에 넣었다.,0,0
2589,C2/SC0B6.DAT,0x47F4E,B검수필요,조개껍데기를 손에 넣었다.,조개껍데기를 손에 넣었다.,0,0
2590,C2/SC0B6.DAT,0x47F92,빌드대기,환상의 장갑을 손에 넣었다.,환상의 장갑을 손에 넣었다.,0,0
2591,C2/SC0B6.DAT,0x47FD6,B검수필요,바이올렛 레이서를 손에 넣었다.,바이올렛 레이서를 손에 넣었다.,0,0
2593,C2/SC0B6.DAT,0x48064,빌드대기,이제 상품은 없습니다만 힘내 주십시오.,이제 상품은 없습니다만 힘내 주십시오.,2,0
2598,C2/SC0C1.DAT,0x48B40,빌드대기,일단 내 수집품에 더해 두겠네,일단 내 수집품에 더해 두겠네,0,0
2600,C2/SC0C1.DAT,0x48BDE,빌드대기,소환수 헤모지를 손에 넣었습니다,소환수 헤모지를 손에 넣었습니다,0,0
2665,D/SD031.DAT,0x45B3E,빌드대기,그렇다. 너희를 이끌 살아 있는 기록이지.,그렇다. 너희를 이끌 살아 있는 기록이지.,1,0
2679,D/SD031.DAT,0x45FDA,빌드대기,아라라토스에서 왔어!,아라라토스에서 왔어!,0,0
2685,D/SD031.DAT,0x46190,빌드대기,이 바보 놈!!,이 바보 놈!!,0,0
2687,D/SD031.DAT,0x46226,빌드대기,그럼 엄청난 마법을 쓸 수 있겠네.,그럼 엄청난 마법을 쓸 수 있겠네.,0,0
2689,D/SD031.DAT,0x462BC,빌드대기,어딘가 믿음직하지 않네...,어딘가 믿음직하지 않네...,0,0
2692,D/SD031.DAT,0x463DA,빌드대기,어라? 이 돌은 뭐였더라...,어라? 이 돌은 뭐였더라...,3,0
2718,E5/SE05A.DAT,0x48894,빌드대기,제법인걸. 이제 용서 안 해! 받아라!,제법인걸. 이제 용서 안 해! 받아라!,3,0
2817,F/SF081.DAT,0x479EC,빌드대기,부하: 우리가 사는 다운타운도 근사하게 보이잖아요.,부하: 우리가 사는 다운타운도 근사하게 보이잖아요.,1,0
2859,F/SF0E1.DAT,0x47B56,빌드대기,장로: 정령들은 모두 비밀을 품고 있습니다. 그것은 이 세계의 비밀입니다.,장로: 정령들은 모두 비밀을 품고 있습니다. 그것은 이 세계의 비밀입니다.,3,0
