member,offset,label,char,old_code,risky_code,safe_code,old_lead_is_control
5/S5041.DAT,283648,slot:5/S5041.DAT:8,빛,EA 9D,E1 D0,,0
5/S5041.DAT,283776,slot:5/S5041.DAT:9,빛,EA 9D,E1 D0,,0
5/S5041.DAT,284160,slot:5/S5041.DAT:12,빛,EA 9D,E1 D0,,0
5/S5041.DAT,294022,body:5/S5041.DAT:0x47C86,빛,EA 9D,E1 D0,,0
5/S5041.DAT,294040,body:5/S5041.DAT:0x47C86,빛,EA 9D,E1 D0,,0
5/S5041.DAT,294324,body:5/S5041.DAT:0x47DB4,빛,EA 9D,E1 D0,,0
5/S5052.DAT,282771,slot:5/S5052.DAT:1,욕,EA 62,E1 E1,EA 62,0
5/S5052.DAT,282880,slot:5/S5052.DAT:2,욕,EA 62,E1 E1,EA 62,0
5/S5052.DAT,283148,slot:5/S5052.DAT:4,욕,EA 62,E1 E1,EA 62,0
5/S5052.DAT,283279,slot:5/S5052.DAT:5,빛,EA 9D,E1 D0,,0
6/S6011.DAT,282641,slot:6/S6011.DAT:0,관,E0 F3,E1 DD,,0
6/S6011.DAT,282648,slot:6/S6011.DAT:0,쳐,E0 D3,E1 E4,,0
6/S6012.DAT,282755,slot:6/S6012.DAT:1,항,E0 87,E1 E6,EA 0B,0
6/S6012.DAT,282880,slot:6/S6012.DAT:2,항,E0 87,E1 E6,EA 0B,0
6/S6012.DAT,282897,slot:6/S6012.DAT:2,더,DF D5,E1 C1,,0
6/S6012.DAT,283013,slot:6/S6012.DAT:3,디,E0 A1,E1 D8,,0
6/S6012.DAT,295452,body:6/S6012.DAT:0x48214,절,E0 E6,E1 DB,,0
6/S6013.DAT,282768,slot:6/S6013.DAT:1,절,E0 E6,E1 DB,,0
6/S6013.DAT,282787,slot:6/S6013.DAT:1,개,EA 1A,E1 C2,EA 1A,0
6/S6013.DAT,282793,slot:6/S6013.DAT:1,갈,E0 42,E1 C3,EA 19,0
6/S6013.DAT,283278,slot:6/S6013.DAT:5,술,E3 04,E1 E2,EA 54,1
6/S6013.DAT,295367,body:6/S6013.DAT:0x481C6,겐,E1 2F,E1 C5,EA 1C,1
6/S6014.DAT,284183,slot:6/S6014.DAT:12,맞,E0 DD,E1 C9,,0
6/S6014.DAT,284308,slot:6/S6014.DAT:13,별,DE E2,E1 ED,,0
6/S6014.DAT,284314,slot:6/S6014.DAT:13,련,DE E8,E1 D1,,0
6/S6014.DAT,284341,slot:6/S6014.DAT:13,얻,E0 B1,E1 BE,,0
6/S6014.DAT,284563,slot:6/S6014.DAT:15,뿐,E0 07,E1 D6,,0
6/S6014.DAT,284583,slot:6/S6014.DAT:15,얻,E0 B1,E1 BE,,0
6/S6014.DAT,284960,slot:6/S6014.DAT:18,얻,E0 B1,E1 BE,,0
6/S6014.DAT,285093,slot:6/S6014.DAT:19,벨,EA 43,E1 EA,EA 43,0
6/S6014.DAT,285096,slot:6/S6014.DAT:19,차,E0 96,E1 CC,E9 DF,0
6/S6014.DAT,285333,slot:6/S6014.DAT:21,얻,E0 B1,E1 BE,,0
6/S6014.DAT,285350,slot:6/S6014.DAT:21,클,EA 7B,E1 EC,EA 7B,0
6/S6014.DAT,285604,slot:6/S6014.DAT:23,벨,EA 43,E1 EA,EA 43,0
6/S6014.DAT,285607,slot:6/S6014.DAT:23,차,E0 96,E1 CC,E9 DF,0
6/S6014.DAT,285613,slot:6/S6014.DAT:23,더,DF D5,E1 C1,,0
6/S6014.DAT,285847,slot:6/S6014.DAT:25,개,EA 1A,E1 C2,EA 1A,0
6/S6014.DAT,286088,slot:6/S6014.DAT:27,커,DE D0,E1 F0,,0
6/S6014.DAT,286104,slot:6/S6014.DAT:27,술,E3 04,E1 E2,EA 54,1
6/S6014.DAT,286126,slot:6/S6014.DAT:27,꾸,DF DA,E1 E3,,0
6/S6014.DAT,286214,slot:6/S6014.DAT:28,겐,E1 2F,E1 C5,EA 1C,1
6/S6014.DAT,286859,slot:6/S6014.DAT:33,함,E0 85,E1 D2,EA 09,0
6/S6014.DAT,287249,slot:6/S6014.DAT:36,꾸,DF DA,E1 E3,,0
6/S6014.DAT,287753,slot:6/S6014.DAT:40,능,EA 27,E1 E0,EA 27,0
6/S6014.DAT,296559,body:6/S6014.DAT:0x4866A,욕,EA 62,E1 E1,EA 62,0
6/S6014.DAT,297089,body:6/S6014.DAT:0x48860,겁,DF DE,E1 E7,,0
6/S6014.DAT,297723,body:6/S6014.DAT:0x48AFA,론,DF D1,E1 C7,,0
6/S6014.DAT,297740,body:6/S6014.DAT:0x48AFA,맡,E0 4B,E1 CD,,0
6/S6014.DAT,297897,body:6/S6014.DAT:0x48BA2,케,E0 78,E1 E8,E9 E9,0
6/S6014.DAT,297994,body:6/S6014.DAT:0x48BF6,켜,E0 79,E1 D3,,0
6/S6014.DAT,298342,body:6/S6014.DAT:0x48D4C,련,DE E8,E1 D1,,0
6/S6014.DAT,298349,body:6/S6014.DAT:0x48D4C,개,EA 1A,E1 C2,EA 1A,0
6/S6014.DAT,300196,body:6/S6014.DAT:0x4949E,겐,E1 2F,E1 C5,EA 1C,1
6/S6014.DAT,300223,body:6/S6014.DAT:0x4949E,탄,EA 7C,E1 DA,EA 7C,0
6/S6014.DAT,300634,body:6/S6014.DAT:0x4963E,빌,E0 54,E1 C4,,0
6/S6021.DAT,282636,slot:6/S6021.DAT:0,련,DE E8,E1 D1,,0
6/S6021.DAT,282651,slot:6/S6021.DAT:0,집,E0 D2,E1 DF,E9 DD,0
6/S6022.DAT,282661,slot:6/S6022.DAT:0,집,E0 D2,E1 DF,E9 DD,0
6/S6022.DAT,282760,slot:6/S6022.DAT:1,련,DE E8,E1 D1,,0
6/S6031.DAT,282672,slot:6/S6031.DAT:0,집,E0 D2,E1 DF,E9 DD,0
6/S6031.DAT,282781,slot:6/S6031.DAT:1,뿐,E0 07,E1 D6,,0
6/S6031.DAT,282908,slot:6/S6031.DAT:2,술,E3 04,E1 E2,EA 54,1
6/S6031.DAT,283011,slot:6/S6031.DAT:3,차,E0 96,E1 CC,E9 DF,0
6/S6031.DAT,293691,body:6/S6031.DAT:0x47B2A,켜,E0 79,E1 D3,,0
6/S6031.DAT,293714,body:6/S6031.DAT:0x47B2A,앗,EA 9C,E1 C6,,0
6/S6032.DAT,282631,slot:6/S6032.DAT:0,슨,E0 EA,E1 C0,,0
6/S6032.DAT,282907,slot:6/S6032.DAT:2,더,DF D5,E1 C1,,0
6/S6032.DAT,283137,slot:6/S6032.DAT:4,슨,E0 EA,E1 C0,,0
6/S6032.DAT,283162,slot:6/S6032.DAT:4,절,E0 E6,E1 DB,,0
6/S6032.DAT,283273,slot:6/S6032.DAT:5,릴,E0 EC,E1 D5,,0
6/S6041.DAT,283664,slot:6/S6041.DAT:8,술,E3 04,E1 E2,EA 54,1
6/S6041.DAT,283689,slot:6/S6041.DAT:8,술,E3 04,E1 E2,EA 54,1
6/S6041.DAT,283795,slot:6/S6041.DAT:9,술,E3 04,E1 E2,EA 54,1
6/S6041.DAT,283937,slot:6/S6041.DAT:10,함,E0 85,E1 D2,EA 09,0
6/S6041.DAT,283948,slot:6/S6041.DAT:10,뿐,E0 07,E1 D6,,0
6/S6041.DAT,284179,slot:6/S6041.DAT:12,켜,E0 79,E1 D3,,0
6/S6041.DAT,296596,body:6/S6041.DAT:0x4867E,앗,EA 9C,E1 C6,,0
6/S6041.DAT,297049,body:6/S6041.DAT:0x4882E,린,E0 48,E1 D7,,0
6/S6041.DAT,297320,body:6/S6041.DAT:0x48940,얻,E0 B1,E1 BE,,0
6/S6051.DAT,283168,slot:6/S6051.DAT:4,뿐,E0 07,E1 D6,,0
6/S6051.DAT,283393,slot:6/S6051.DAT:6,슨,E0 EA,E1 C0,,0
6/S6051.DAT,294688,body:6/S6051.DAT:0x47F14,릴,E0 EC,E1 D5,,0
6/S6053.DAT,282678,slot:6/S6053.DAT:0,쳐,E0 D3,E1 E4,,0
6/S6053.DAT,282898,slot:6/S6053.DAT:2,린,E0 48,E1 D7,,0
6/S6053.DAT,283025,slot:6/S6053.DAT:3,절,E0 E6,E1 DB,,0
6/S6053.DAT,283161,slot:6/S6053.DAT:4,절,E0 E6,E1 DB,,0
6/S6053.DAT,294114,body:6/S6053.DAT:0x47CBC,뿐,E0 07,E1 D6,,0
6/S6054.DAT,282647,body:6/S6054.DAT:0x45002,케,E0 78,E1 E8,E9 E9,0
6/S6054.DAT,285139,body:6/S6054.DAT:0x459CA,갈,E0 42,E1 C3,EA 19,0
6/S6054.DAT,286874,body:6/S6054.DAT:0x46088,톨,EA A5,E1 EB,,0
6/S6054.DAT,289015,body:6/S6054.DAT:0x468D4,떠,E0 B8,E1 DE,,0
7/S7011.DAT,282647,slot:7/S7011.DAT:0,별,DE E2,E1 ED,,0
7/S7011.DAT,295451,body:7/S7011.DAT:0x4821A,겐,E1 2F,E1 C5,EA 1C,1
7/S7012.DAT,283671,slot:7/S7012.DAT:8,맞,E0 DD,E1 C9,,0
7/S7012.DAT,284032,slot:7/S7012.DAT:11,맡,E0 4B,E1 CD,,0
7/S7012.DAT,284308,slot:7/S7012.DAT:13,별,DE E2,E1 ED,,0
7/S7012.DAT,284314,slot:7/S7012.DAT:13,련,DE E8,E1 D1,,0
7/S7012.DAT,284341,slot:7/S7012.DAT:13,얻,E0 B1,E1 BE,,0
7/S7012.DAT,284563,slot:7/S7012.DAT:15,뿐,E0 07,E1 D6,,0
7/S7012.DAT,284583,slot:7/S7012.DAT:15,얻,E0 B1,E1 BE,,0
7/S7012.DAT,284960,slot:7/S7012.DAT:18,얻,E0 B1,E1 BE,,0
7/S7012.DAT,285093,slot:7/S7012.DAT:19,벨,EA 43,E1 EA,EA 43,0
7/S7012.DAT,285096,slot:7/S7012.DAT:19,차,E0 96,E1 CC,E9 DF,0
7/S7012.DAT,285333,slot:7/S7012.DAT:21,얻,E0 B1,E1 BE,,0
7/S7012.DAT,285350,slot:7/S7012.DAT:21,클,EA 7B,E1 EC,EA 7B,0
7/S7012.DAT,285604,slot:7/S7012.DAT:23,벨,EA 43,E1 EA,EA 43,0
7/S7012.DAT,285607,slot:7/S7012.DAT:23,차,E0 96,E1 CC,E9 DF,0
7/S7012.DAT,285613,slot:7/S7012.DAT:23,더,DF D5,E1 C1,,0
7/S7012.DAT,285847,slot:7/S7012.DAT:25,개,EA 1A,E1 C2,EA 1A,0
7/S7012.DAT,286088,slot:7/S7012.DAT:27,커,DE D0,E1 F0,,0
7/S7012.DAT,286104,slot:7/S7012.DAT:27,술,E3 04,E1 E2,EA 54,1
7/S7012.DAT,286126,slot:7/S7012.DAT:27,꾸,DF DA,E1 E3,,0
7/S7012.DAT,286214,slot:7/S7012.DAT:28,겐,E1 2F,E1 C5,EA 1C,1
7/S7012.DAT,286859,slot:7/S7012.DAT:33,함,E0 85,E1 D2,EA 09,0
7/S7012.DAT,287249,slot:7/S7012.DAT:36,꾸,DF DA,E1 E3,,0
7/S7012.DAT,287753,slot:7/S7012.DAT:40,능,EA 27,E1 E0,EA 27,0
7/S7012.DAT,290921,body:7/S7012.DAT:0x47066,개,EA 1A,E1 C2,EA 1A,0
7/S7012.DAT,295271,body:7/S7012.DAT:0x48162,욕,EA 62,E1 E1,EA 62,0
7/S7012.DAT,295801,body:7/S7012.DAT:0x48358,겁,DF DE,E1 E7,,0
7/S7012.DAT,296435,body:7/S7012.DAT:0x485F2,론,DF D1,E1 C7,,0
7/S7012.DAT,296452,body:7/S7012.DAT:0x485F2,맡,E0 4B,E1 CD,,0
7/S7012.DAT,296609,body:7/S7012.DAT:0x4869A,케,E0 78,E1 E8,E9 E9,0
7/S7012.DAT,296706,body:7/S7012.DAT:0x486EE,켜,E0 79,E1 D3,,0
7/S7012.DAT,297054,body:7/S7012.DAT:0x48844,련,DE E8,E1 D1,,0
7/S7012.DAT,297061,body:7/S7012.DAT:0x48844,개,EA 1A,E1 C2,EA 1A,0
7/S7012.DAT,298908,body:7/S7012.DAT:0x48F96,겐,E1 2F,E1 C5,EA 1C,1
7/S7012.DAT,298935,body:7/S7012.DAT:0x48F96,탄,EA 7C,E1 DA,EA 7C,0
7/S7012.DAT,299346,body:7/S7012.DAT:0x49136,빌,E0 54,E1 C4,,0
7/S7021.DAT,284705,slot:7/S7021.DAT:16,임,DF F6,E1 CE,,0
7/S7021.DAT,285318,slot:7/S7021.DAT:21,더,DF D5,E1 C1,,0
7/S7021.DAT,298774,body:7/S7021.DAT:0x48F16,맞,E0 DD,E1 C9,,0
7/S7021.DAT,298882,body:7/S7021.DAT:0x48F82,맞,E0 DD,E1 C9,,0
7/S7021.DAT,298990,body:7/S7021.DAT:0x48FEE,맞,E0 DD,E1 C9,,0
7/S7021.DAT,299159,body:7/S7021.DAT:0x4908E,겐,E1 2F,E1 C5,EA 1C,1
7/S7021.DAT,299266,body:7/S7021.DAT:0x49102,맞,E0 DD,E1 C9,,0
7/S7021.DAT,299372,body:7/S7021.DAT:0x4916C,맞,E0 DD,E1 C9,,0
7/S7021.DAT,299472,body:7/S7021.DAT:0x491D0,맞,E0 DD,E1 C9,,0
7/S7021.DAT,299678,body:7/S7021.DAT:0x4929E,맞,E0 DD,E1 C9,,0
7/S7021.DAT,299825,body:7/S7021.DAT:0x49316,톨,EA A5,E1 EB,,0
7/S7022.DAT,284321,slot:7/S7022.DAT:13,임,DF F6,E1 CE,,0
7/S7022.DAT,285715,slot:7/S7022.DAT:24,떠,E0 B8,E1 DE,,0
7/S7022.DAT,285717,slot:7/S7022.DAT:24,넘,E0 97,E1 EF,,0
7/S7023.DAT,282647,slot:7/S7023.DAT:0,떠,E0 B8,E1 DE,,0
7/S7023.DAT,282649,slot:7/S7023.DAT:0,넘,E0 97,E1 EF,,0
7/S7023.DAT,284332,slot:7/S7023.DAT:13,빛,EA 9D,E1 D0,,0
7/S7023.DAT,284417,slot:7/S7023.DAT:14,슨,E0 EA,E1 C0,,0
7/S7023.DAT,284577,slot:7/S7023.DAT:15,임,DF F6,E1 CE,,0
7/S7023.DAT,284682,slot:7/S7023.DAT:16,개,EA 1A,E1 C2,EA 1A,0
7/S7023.DAT,284690,slot:7/S7023.DAT:16,뭔,E0 D8,E1 E9,,0
7/S7024.DAT,284321,slot:7/S7024.DAT:13,임,DF F6,E1 CE,,0
7/S7024.DAT,285354,slot:7/S7024.DAT:21,뿐,E0 07,E1 D6,,0
7/S7024.DAT,285454,slot:7/S7024.DAT:22,슨,E0 EA,E1 C0,,0
7/S7025.DAT,284235,slot:7/S7025.DAT:12,겁,DF DE,E1 E7,,0
7/S7025.DAT,284339,slot:7/S7025.DAT:13,련,DE E8,E1 D1,,0
7/S7025.DAT,284449,slot:7/S7025.DAT:14,임,DF F6,E1 CE,,0
7/S7025.DAT,284554,slot:7/S7025.DAT:15,디,E0 A1,E1 D8,,0
7/S7026.DAT,284193,slot:7/S7026.DAT:12,임,DF F6,E1 CE,,0
7/S7026.DAT,285959,slot:7/S7026.DAT:26,꾸,DF DA,E1 E3,,0
7/S7026.DAT,287360,slot:7/S7026.DAT:37,맡,E0 4B,E1 CD,,0
7/S7027.DAT,285441,slot:7/S7027.DAT:22,개,EA 1A,E1 C2,EA 1A,0
7/S7027.DAT,285569,slot:7/S7027.DAT:23,개,EA 1A,E1 C2,EA 1A,0
7/S7027.DAT,285697,slot:7/S7027.DAT:24,개,EA 1A,E1 C2,EA 1A,0
7/S7027.DAT,285825,slot:7/S7027.DAT:25,개,EA 1A,E1 C2,EA 1A,0
7/S7027.DAT,285953,slot:7/S7027.DAT:26,개,EA 1A,E1 C2,EA 1A,0
7/S7027.DAT,286122,slot:7/S7027.DAT:27,앗,EA 9C,E1 C6,,0
7/S7027.DAT,296415,body:7/S7027.DAT:0x485DC,톨,EA A5,E1 EB,,0
7/S7027.DAT,296549,body:7/S7027.DAT:0x48662,톨,EA A5,E1 EB,,0
7/S7027.DAT,296569,body:7/S7027.DAT:0x48662,넘,E0 97,E1 EF,,0
7/S7027.DAT,296576,body:7/S7027.DAT:0x48662,릴,E0 EC,E1 D5,,0
7/S7027.DAT,296933,body:7/S7027.DAT:0x487E2,톨,EA A5,E1 EB,,0
7/S7027.DAT,297021,body:7/S7027.DAT:0x4883A,톨,EA A5,E1 EB,,0
7/S7028.DAT,284833,slot:7/S7028.DAT:17,임,DF F6,E1 CE,,0
7/S7028.DAT,285474,slot:7/S7028.DAT:22,앗,EA 9C,E1 C6,,0
7/S7028.DAT,285959,slot:7/S7028.DAT:26,앗,EA 9C,E1 C6,,0
7/S7028.DAT,286470,slot:7/S7028.DAT:30,더,DF D5,E1 C1,,0
7/S7028.DAT,286727,slot:7/S7028.DAT:32,넘,E0 97,E1 EF,,0
7/S7028.DAT,287616,slot:7/S7028.DAT:39,클,EA 7B,E1 EC,EA 7B,0
7/S7028.DAT,295367,body:7/S7028.DAT:0x481B8,릴,E0 EC,E1 D5,,0
7/S7028.DAT,295776,body:7/S7028.DAT:0x48360,맞,E0 DD,E1 C9,,0
7/S7028.DAT,295884,body:7/S7028.DAT:0x483CC,맞,E0 DD,E1 C9,,0
7/S7028.DAT,295992,body:7/S7028.DAT:0x48438,맞,E0 DD,E1 C9,,0
7/S7028.DAT,296161,body:7/S7028.DAT:0x484D8,겐,E1 2F,E1 C5,EA 1C,1
7/S7028.DAT,296268,body:7/S7028.DAT:0x4854C,맞,E0 DD,E1 C9,,0
7/S7028.DAT,296374,body:7/S7028.DAT:0x485B6,맞,E0 DD,E1 C9,,0
7/S7028.DAT,296474,body:7/S7028.DAT:0x4861A,맞,E0 DD,E1 C9,,0
7/S7028.DAT,296680,body:7/S7028.DAT:0x486E8,맞,E0 DD,E1 C9,,0
7/S7031.DAT,282627,slot:7/S7031.DAT:0,톨,EA A5,E1 EB,,0
7/S7031.DAT,282755,slot:7/S7031.DAT:1,톨,EA A5,E1 EB,,0
7/S7031.DAT,293439,body:7/S7031.DAT:0x47A3C,톨,EA A5,E1 EB,,0
7/S7032.DAT,283011,slot:7/S7032.DAT:3,톨,EA A5,E1 EB,,0
7/S7032.DAT,292977,body:7/S7032.DAT:0x4786E,톨,EA A5,E1 EB,,0
7/S7032.DAT,293149,body:7/S7032.DAT:0x4791A,톨,EA A5,E1 EB,,0
7/S7032.DAT,293237,body:7/S7032.DAT:0x47972,톨,EA A5,E1 EB,,0
7/S7032.DAT,293359,body:7/S7032.DAT:0x479EC,톨,EA A5,E1 EB,,0
7/S7032.DAT,293368,body:7/S7032.DAT:0x479EC,멸,E0 4D,E1 DC,,0
7/S7032.DAT,293398,body:7/S7032.DAT:0x479EC,욕,EA 62,E1 E1,EA 62,0
7/S7032.DAT,293493,body:7/S7032.DAT:0x47A72,톨,EA A5,E1 EB,,0
7/S7032.DAT,293671,body:7/S7032.DAT:0x47B24,톨,EA A5,E1 EB,,0
7/S7032.DAT,293701,body:7/S7032.DAT:0x47B24,련,DE E8,E1 D1,,0
7/S7032.DAT,293781,body:7/S7032.DAT:0x47B92,톨,EA A5,E1 EB,,0
7/S7032.DAT,293891,body:7/S7032.DAT:0x47C00,톨,EA A5,E1 EB,,0
8/S8011.DAT,282669,slot:8/S8011.DAT:0,켜,E0 79,E1 D3,,0
8/S8012.DAT,282904,slot:8/S8012.DAT:2,릴,E0 EC,E1 D5,,0
8/S8012.DAT,282915,slot:8/S8012.DAT:2,함,E0 85,E1 D2,EA 09,0
8/S8012.DAT,283136,slot:8/S8012.DAT:4,탄,EA 7C,E1 DA,EA 7C,0
8/S8012.DAT,283284,slot:8/S8012.DAT:5,겐,E1 2F,E1 C5,EA 1C,1
8/S8012.DAT,295378,body:8/S8012.DAT:0x481B0,탄,EA 7C,E1 DA,EA 7C,0
8/S8012.DAT,295765,body:8/S8012.DAT:0x48340,커,DE D0,E1 F0,,0
8/S8013.DAT,282630,slot:8/S8013.DAT:0,겐,E1 2F,E1 C5,EA 1C,1
8/S8013.DAT,282666,slot:8/S8013.DAT:0,클,EA 7B,E1 EC,EA 7B,0
8/S8013.DAT,283924,slot:8/S8013.DAT:10,별,DE E2,E1 ED,,0
8/S8013.DAT,283930,slot:8/S8013.DAT:10,련,DE E8,E1 D1,,0
8/S8013.DAT,283957,slot:8/S8013.DAT:10,얻,E0 B1,E1 BE,,0
8/S8013.DAT,284437,slot:8/S8013.DAT:14,얻,E0 B1,E1 BE,,0
8/S8013.DAT,284454,slot:8/S8013.DAT:14,클,EA 7B,E1 EC,EA 7B,0
8/S8013.DAT,284567,slot:8/S8013.DAT:15,개,EA 1A,E1 C2,EA 1A,0
8/S8013.DAT,284680,slot:8/S8013.DAT:16,커,DE D0,E1 F0,,0
8/S8013.DAT,284696,slot:8/S8013.DAT:16,술,E3 04,E1 E2,EA 54,1
8/S8013.DAT,284718,slot:8/S8013.DAT:16,꾸,DF DA,E1 E3,,0
8/S8013.DAT,284806,slot:8/S8013.DAT:17,겐,E1 2F,E1 C5,EA 1C,1
8/S8013.DAT,285329,slot:8/S8013.DAT:21,꾸,DF DA,E1 E3,,0
8/S8013.DAT,285964,slot:8/S8013.DAT:26,관,E0 F3,E1 DD,,0
8/S8013.DAT,285973,slot:8/S8013.DAT:26,릴,E0 EC,E1 D5,,0
8/S8013.DAT,293277,body:8/S8013.DAT:0x47996,클,EA 7B,E1 EC,EA 7B,0
8/S8013.DAT,293515,body:8/S8013.DAT:0x47A84,클,EA 7B,E1 EC,EA 7B,0
8/S8013.DAT,294794,body:8/S8013.DAT:0x47F84,겐,E1 2F,E1 C5,EA 1C,1
8/S8013.DAT,294821,body:8/S8013.DAT:0x47F84,탄,EA 7C,E1 DA,EA 7C,0
8/S8013.DAT,295232,body:8/S8013.DAT:0x48124,빌,E0 54,E1 C4,,0
8/S8021.DAT,282767,slot:8/S8021.DAT:1,절,E0 E6,E1 DB,,0
8/S8021.DAT,283533,slot:8/S8021.DAT:7,른,E0 AF,E1 CB,,0
8/S8021.DAT,283544,slot:8/S8021.DAT:7,넘,E0 97,E1 EF,,0
8/S8021.DAT,284302,slot:8/S8021.DAT:13,항,E0 87,E1 E6,EA 0B,0
8/S8021.DAT,284321,slot:8/S8021.DAT:13,겁,DF DE,E1 E7,,0
8/S8021.DAT,284545,slot:8/S8021.DAT:15,슨,E0 EA,E1 C0,,0
8/S8041.DAT,282673,slot:8/S8041.DAT:0,린,E0 48,E1 D7,,0
8/S8041.DAT,282908,slot:8/S8041.DAT:2,뭔,E0 D8,E1 E9,,0
8/S8041.DAT,283521,slot:8/S8041.DAT:7,슨,E0 EA,E1 C0,,0
8/S8051.DAT,283546,slot:8/S8051.DAT:7,떠,E0 B8,E1 DE,,0
8/S8051.DAT,283657,slot:8/S8051.DAT:8,린,E0 48,E1 D7,,0
8/S8051.DAT,283912,slot:8/S8051.DAT:10,집,E0 D2,E1 DF,E9 DD,0
8/S8051.DAT,284061,slot:8/S8051.DAT:11,뿐,E0 07,E1 D6,,0
8/S8061.DAT,282779,slot:8/S8061.DAT:1,맡,E0 4B,E1 CD,,0
8/S8061.DAT,282907,slot:8/S8061.DAT:2,빌,E0 54,E1 C4,,0
8/S8061.DAT,283033,slot:8/S8061.DAT:3,관,E0 F3,E1 DD,,0
8/S8061.DAT,283156,slot:8/S8061.DAT:4,겁,DF DE,E1 E7,,0
8/S8062.DAT,282653,slot:8/S8062.DAT:0,켜,E0 79,E1 D3,,0
8/S8062.DAT,282909,slot:8/S8062.DAT:2,켜,E0 79,E1 D3,,0
8/S8062.DAT,283037,slot:8/S8062.DAT:3,켜,E0 79,E1 D3,,0
8/S8062.DAT,283648,slot:8/S8062.DAT:8,넘,E0 97,E1 EF,,0
8/S8062.DAT,293819,body:8/S8062.DAT:0x47BB6,탄,EA 7C,E1 DA,EA 7C,0
9/S9012.DAT,282659,slot:9/S9012.DAT:0,켜,E0 79,E1 D3,,0
9/S9012.DAT,283144,slot:9/S9012.DAT:4,갈,E0 42,E1 C3,EA 19,0
9/S9012.DAT,293794,body:9/S9012.DAT:0x47B98,맡,E0 4B,E1 CD,,0
9/S9013.DAT,282636,slot:9/S9013.DAT:0,몰,E0 ED,E1 D4,,0
9/S9013.DAT,282752,slot:9/S9013.DAT:1,별,DE E2,E1 ED,,0
9/S9031.DAT,296776,body:9/S9031.DAT:0x4873C,빌,E0 54,E1 C4,,0
9/S9051.DAT,282909,slot:9/S9051.DAT:2,임,DF F6,E1 CE,,0
9/S9051.DAT,283289,slot:9/S9051.DAT:5,앗,EA 9C,E1 C6,,0
9/S9051.DAT,284674,slot:9/S9051.DAT:16,별,DE E2,E1 ED,,0
9/S9051.DAT,293760,body:9/S9051.DAT:0x47B72,빌,E0 54,E1 C4,,0
9/S9051.DAT,294127,body:9/S9051.DAT:0x47CE8,임,DF F6,E1 CE,,0
9/S9051.DAT,294430,body:9/S9051.DAT:0x47E08,맡,E0 4B,E1 CD,,0
B/SB021.DAT,282626,slot:B/SB021.DAT:0,궤,E0 28,E1 BF,,0
B/SB021.DAT,282675,slot:B/SB021.DAT:0,함,E0 85,E1 D2,EA 09,0
B/SB021.DAT,282754,slot:B/SB021.DAT:1,궤,E0 28,E1 BF,,0
B/SB021.DAT,282766,slot:B/SB021.DAT:1,련,DE E8,E1 D1,,0
B/SB021.DAT,282882,slot:B/SB021.DAT:2,궤,E0 28,E1 BF,,0
B/SB021.DAT,282913,slot:B/SB021.DAT:2,빌,E0 54,E1 C4,,0
B/SB022.DAT,282651,slot:B/SB022.DAT:0,별,DE E2,E1 ED,,0
B/SB022.DAT,282752,slot:B/SB022.DAT:1,빛,EA 9D,E1 D0,,0
B/SB022.DAT,283277,slot:B/SB022.DAT:5,멸,E0 4D,E1 DC,,0
B/SB022.DAT,283392,slot:B/SB022.DAT:6,빛,EA 9D,E1 D0,,0
B/SB022.DAT,283425,slot:B/SB022.DAT:6,뿐,E0 07,E1 D6,,0
B/SB022.DAT,283538,slot:B/SB022.DAT:7,얻,E0 B1,E1 BE,,0
B/SB022.DAT,283550,slot:B/SB022.DAT:7,른,E0 AF,E1 CB,,0
B/SB022.DAT,283566,slot:B/SB022.DAT:7,쳐,E0 D3,E1 E4,,0
B/SB022.DAT,283685,slot:B/SB022.DAT:8,멸,E0 4D,E1 DC,,0
B/SB022.DAT,283933,slot:B/SB022.DAT:10,욕,EA 62,E1 E1,EA 62,0
B/SB022.DAT,283955,slot:B/SB022.DAT:10,린,E0 48,E1 D7,,0
B/SB022.DAT,284059,slot:B/SB022.DAT:11,함,E0 85,E1 D2,EA 09,0
B/SB022.DAT,284337,slot:B/SB022.DAT:13,빌,E0 54,E1 C4,,0
B/SB022.DAT,284559,slot:B/SB022.DAT:15,궤,E0 28,E1 BF,,0
B/SB022.DAT,284840,slot:B/SB022.DAT:17,떠,E0 B8,E1 DE,,0
B/SB022.DAT,284844,slot:B/SB022.DAT:17,쳐,E0 D3,E1 E4,,0
B/SB022.DAT,284960,slot:B/SB022.DAT:18,됐,E0 F0,E1 EE,,0
B/SB041.DAT,282642,slot:B/SB041.DAT:0,빌,E0 54,E1 C4,,0
B/SB041.DAT,282759,slot:B/SB041.DAT:1,맡,E0 4B,E1 CD,,0
B/SB041.DAT,283141,slot:B/SB041.DAT:4,슨,E0 EA,E1 C0,,0
B/SB041.DAT,293343,body:B/SB041.DAT:0x479DC,됐,E0 F0,E1 EE,,0
B/SB071.DAT,282782,slot:B/SB071.DAT:1,른,E0 AF,E1 CB,,0
B/SB071.DAT,294581,body:B/SB071.DAT:0x47EA6,론,DF D1,E1 C7,,0
B/SB071.DAT,294671,body:B/SB071.DAT:0x47F0E,겐,E1 2F,E1 C5,EA 1C,1
B/SB072.DAT,282646,slot:B/SB072.DAT:0,빌,E0 54,E1 C4,,0
B/SB072.DAT,282765,slot:B/SB072.DAT:1,궤,E0 28,E1 BF,,0
