phase,source_file,offset,row,width_px,marker_geometry_matches_original,row_unchanged_from_original,known_unresolved_source,translated_overflow
before,C1/SC091.DAT,0x46F62,1,24,1,0,0,0
before,C1/SC091.DAT,0x46F62,2,36,1,0,0,0
before,C1/SC091.DAT,0x46FC0,0,48,1,0,0,0
before,C1/SC091.DAT,0x46FC0,1,24,1,0,0,0
before,C1/SC091.DAT,0x46FC0,2,60,1,0,0,0
before,C1/SC091.DAT,0x4701C,0,36,1,0,0,0
before,C1/SC091.DAT,0x4701C,1,36,1,0,0,0
before,C1/SC091.DAT,0x4701C,2,36,1,0,0,0
before,C2/SC0A1.DAT,0x46DE6,0,132,1,0,0,0
before,C2/SC0A1.DAT,0x46DE6,1,24,1,0,0,0
before,C2/SC0A1.DAT,0x46DE6,2,60,1,0,0,0
before,C2/SC0A1.DAT,0x46E48,0,36,1,0,0,0
before,C2/SC0A1.DAT,0x46E48,1,24,1,0,0,0
before,C2/SC0A1.DAT,0x46E48,2,36,1,0,0,0
before,C2/SC0A1.DAT,0x46EA4,0,36,1,0,0,0
before,C2/SC0A1.DAT,0x46EA4,1,24,1,0,0,0
before,C2/SC0A1.DAT,0x46EA4,2,36,1,0,0,0
before,C2/SC0A1.DAT,0x46F00,0,156,1,0,0,0
before,C2/SC0A1.DAT,0x46F00,1,48,1,0,0,0
before,C2/SC0A1.DAT,0x46F00,2,60,1,0,0,0
before,C2/SC0A1.DAT,0x46F66,0,156,1,0,0,0
before,C2/SC0A1.DAT,0x46F66,1,48,1,0,0,0
before,C2/SC0A1.DAT,0x46F66,2,60,1,0,0,0
before,C2/SC0A1.DAT,0x46FCA,0,48,1,0,0,0
before,C2/SC0A1.DAT,0x46FCA,1,24,1,0,0,0
before,C2/SC0A1.DAT,0x46FCA,2,60,1,0,0,0
before,C2/SC0A1.DAT,0x47026,0,78,1,0,0,0
before,C2/SC0A1.DAT,0x47026,1,48,1,0,0,0
before,C2/SC0A1.DAT,0x47026,2,60,1,0,0,0
before,C2/SC0B6.DAT,0x464F8,0,108,1,1,0,0
before,C2/SC0B6.DAT,0x464F8,1,96,1,1,0,0
before,C2/SC0B6.DAT,0x464F8,2,84,1,1,0,0
before,C2/SC0B6.DAT,0x464F8,3,66,1,0,0,0
before,C2/SC0B6.DAT,0x46884,0,66,1,0,0,0
before,C2/SC0B6.DAT,0x46884,1,84,1,1,0,0
before,C2/SC0B6.DAT,0x46884,2,120,1,1,0,0
before,C2/SC0B6.DAT,0x46884,3,84,1,1,0,0
before,C2/SC0B6.DAT,0x46C0A,0,84,1,1,0,0
before,C2/SC0B6.DAT,0x46C0A,1,84,1,1,0,0
before,C2/SC0B6.DAT,0x46C0A,2,108,1,0,0,0
before,C2/SC0B6.DAT,0x46C0A,3,144,1,1,0,0
before,C2/SC0B6.DAT,0x46F98,0,102,1,0,0,0
before,C2/SC0B6.DAT,0x46F98,1,72,1,0,0,0
before,C2/SC0B6.DAT,0x46F98,2,36,1,0,0,0
before,C2/SC0B6.DAT,0x46F98,3,60,1,0,0,0
before,C2/SC0B6.DAT,0x4731A,0,0,1,1,0,0
before,C2/SC0B6.DAT,0x4731A,1,90,1,0,0,0
before,C2/SC0B6.DAT,0x474B2,0,108,1,0,0,0
before,C2/SC0B6.DAT,0x474B2,1,120,1,1,0,0
before,C2/SC0B6.DAT,0x474B2,2,120,1,1,0,0
before,C2/SC0B6.DAT,0x474B2,3,72,1,1,0,0
before,C2/SC0B6.DAT,0x47838,0,0,1,1,1,0
before,C2/SC0B6.DAT,0x47838,1,84,1,1,1,0
before,C2/SC0B6.DAT,0x479C6,0,0,1,1,0,0
before,C2/SC0B6.DAT,0x479C6,1,132,1,0,0,0
after,1/S1023.DAT,0x47952,0,36,1,0,0,0
after,1/S1023.DAT,0x47952,1,228,1,0,0,0
after,1/S1023.DAT,0x47952,2,48,1,0,0,0
after,1/S1023.DAT,0x47952,3,48,1,0,0,0
after,1/S1023.DAT,0x47AB0,0,72,1,0,0,0
after,1/S1023.DAT,0x47AB0,1,102,1,0,0,0
after,1/S1023.DAT,0x47AB0,2,216,1,0,0,0
after,1/S1023.DAT,0x47B30,0,204,1,0,0,0
after,1/S1023.DAT,0x47B30,1,66,1,0,0,0
after,21/S2041.DAT,0x47D5A,0,372,1,1,0,0
after,21/S2041.DAT,0x47DD4,0,408,1,0,1,0
after,21/S2041.DAT,0x47E2C,0,408,1,0,1,0
after,21/S2041.DAT,0x47E86,0,192,1,0,1,0
after,21/S2041.DAT,0x47EFE,0,144,1,0,0,0
after,21/S2041.DAT,0x47EFE,1,36,1,0,0,0
after,21/S2041.DAT,0x47EFE,2,78,1,0,0,0
after,21/S2041.DAT,0x47EFE,3,0,1,1,0,0
after,21/S2041.DAT,0x48160,0,72,1,0,0,0
after,21/S2041.DAT,0x48160,1,144,1,0,0,0
after,21/S2041.DAT,0x48160,2,150,1,0,0,0
after,21/S2041.DAT,0x48488,0,90,1,0,0,0
after,21/S2041.DAT,0x48488,1,66,1,0,0,0
after,21/S2041.DAT,0x48488,2,36,1,0,0,0
after,21/S2042.DAT,0x47D5A,0,372,1,1,0,0
after,21/S2042.DAT,0x47DD4,0,408,1,0,1,0
after,21/S2042.DAT,0x47E2C,0,408,1,0,1,0
after,21/S2042.DAT,0x47E86,0,192,1,0,1,0
after,21/S2042.DAT,0x47FF0,0,24,1,0,0,0
after,21/S2042.DAT,0x47FF0,1,102,1,0,0,0
after,21/S2042.DAT,0x47FF0,2,48,1,0,0,0
after,21/S2042.DAT,0x47FF0,3,66,1,0,0,0
after,21/S2042.DAT,0x4811E,0,78,1,0,0,0
after,21/S2042.DAT,0x4811E,1,66,1,0,0,0
after,21/S2042.DAT,0x4811E,2,36,1,0,0,0
after,21/S2043.DAT,0x47D5A,0,372,1,1,0,0
after,21/S2043.DAT,0x47DD4,0,408,1,0,1,0
after,21/S2043.DAT,0x47E2C,0,408,1,0,1,0
after,21/S2043.DAT,0x47E86,0,192,1,0,1,0
after,21/S2044.DAT,0x47D5A,0,372,1,1,0,0
after,21/S2044.DAT,0x47DD4,0,408,1,0,1,0
after,21/S2044.DAT,0x47E2C,0,408,1,0,1,0
after,21/S2044.DAT,0x47E86,0,192,1,0,1,0
after,21/S2045.DAT,0x46D5A,0,372,1,1,0,0
after,21/S2045.DAT,0x46DD4,0,408,1,0,1,0
after,21/S2045.DAT,0x46E2C,0,408,1,0,1,0
after,21/S2045.DAT,0x46E86,0,192,1,0,1,0
after,21/S2045.DAT,0x4758E,0,36,1,0,0,0
after,21/S2045.DAT,0x4758E,1,36,1,0,0,0
after,21/S2045.DAT,0x4758E,2,36,1,0,0,0
after,21/S2045.DAT,0x47914,0,36,1,0,0,0
after,21/S2045.DAT,0x47914,1,36,1,0,0,0
after,21/S2045.DAT,0x47914,2,36,1,0,0,0
after,21/S2045.DAT,0x47C32,0,36,1,0,0,0
after,21/S2045.DAT,0x47C32,1,36,1,0,0,0
after,21/S2045.DAT,0x47C32,2,54,1,0,0,0
after,21/S2045.DAT,0x47CDA,0,36,1,0,0,0
after,21/S2045.DAT,0x47CDA,1,36,1,0,0,0
after,21/S2045.DAT,0x47CDA,2,78,1,0,0,0
after,21/S2045.DAT,0x47F1C,0,78,1,0,0,0
after,21/S2045.DAT,0x47F1C,1,78,1,0,0,0
after,21/S2045.DAT,0x47F1C,2,36,1,0,0,0
after,21/S2045.DAT,0x4834A,0,132,1,1,0,0
after,21/S2045.DAT,0x4834A,1,72,1,0,0,0
after,21/S2045.DAT,0x4834A,2,120,1,1,0,0
after,21/S2045.DAT,0x483B6,0,78,1,0,0,0
after,21/S2045.DAT,0x483B6,1,48,1,0,0,0
after,21/S2045.DAT,0x483B6,2,66,1,0,0,0
after,21/S2045.DAT,0x483B6,3,36,1,0,0,0
after,21/S2045.DAT,0x48972,0,168,1,0,0,0
after,21/S2045.DAT,0x48972,1,120,1,1,0,0
after,21/S2045.DAT,0x48972,2,108,1,1,0,0
after,21/S2045.DAT,0x48972,3,120,1,1,0,0
after,21/S2045.DAT,0x48F18,0,108,1,1,0,0
after,21/S2045.DAT,0x48F18,1,108,1,0,0,0
after,21/S2045.DAT,0x48F18,2,96,1,1,0,0
after,21/S2045.DAT,0x48F18,3,72,1,0,0,0
after,21/S2045.DAT,0x48F94,0,72,1,0,0,0
after,21/S2045.DAT,0x48F94,1,48,1,1,0,0
after,21/S2045.DAT,0x48F94,2,96,1,1,0,0
after,21/S2045.DAT,0x48F94,3,108,1,1,0,0
after,21/S2045.DAT,0x49006,0,108,1,1,0,0
after,21/S2045.DAT,0x49006,1,108,1,0,0,0
after,21/S2045.DAT,0x49006,2,48,1,0,0,0
after,21/S2045.DAT,0x49006,3,72,1,0,0,0
after,21/S2045.DAT,0x4907E,0,72,1,0,0,0
after,21/S2045.DAT,0x4907E,1,48,1,1,0,0
after,21/S2045.DAT,0x4907E,2,96,1,1,0,0
after,21/S2045.DAT,0x4907E,3,72,1,0,0,0
after,21/S2045.DAT,0x490F0,0,96,1,1,0,0
after,21/S2045.DAT,0x490F0,1,132,1,0,0,0
after,21/S2045.DAT,0x490F0,2,168,1,0,0,0
after,21/S2045.DAT,0x490F0,3,108,1,1,0,0
after,22/S2046.DAT,0x47D5A,0,372,1,1,0,0
after,22/S2046.DAT,0x47DD4,0,408,1,0,1,0
after,22/S2046.DAT,0x47E2C,0,408,1,0,1,0
after,22/S2046.DAT,0x47E86,0,192,1,0,1,0
after,22/S2046.DAT,0x49102,0,36,1,0,0,0
after,22/S2046.DAT,0x49102,1,36,1,0,0,0
after,22/S2047.DAT,0x47D5A,0,372,1,1,0,0
after,22/S2047.DAT,0x47DD4,0,408,1,0,1,0
after,22/S2047.DAT,0x47E2C,0,408,1,0,1,0
after,22/S2047.DAT,0x47E86,0,192,1,0,1,0
after,31/S3011.DAT,0x47D5A,0,372,1,1,0,0
after,31/S3011.DAT,0x47DD4,0,408,1,0,1,0
after,31/S3011.DAT,0x47E2C,0,408,1,0,1,0
after,31/S3011.DAT,0x47E86,0,192,1,0,1,0
after,31/S3012.DAT,0x47D5A,0,372,1,1,0,0
after,31/S3012.DAT,0x47DD4,0,408,1,0,1,0
after,31/S3012.DAT,0x47E2C,0,408,1,0,1,0
after,31/S3012.DAT,0x47E86,0,192,1,0,1,0
after,31/S3012.DAT,0x47FF0,0,24,1,0,0,0
after,31/S3012.DAT,0x47FF0,1,222,1,0,0,0
after,31/S3012.DAT,0x47FF0,2,36,1,0,0,0
after,31/S3012.DAT,0x47FF0,3,108,1,0,0,0
after,31/S3012.DAT,0x4811E,0,132,1,0,0,0
after,31/S3012.DAT,0x4811E,1,150,1,0,0,0
after,31/S3012.DAT,0x4811E,2,36,1,0,0,0
after,31/S3013.DAT,0x47D5A,0,372,1,1,0,0
after,31/S3013.DAT,0x47DD4,0,408,1,0,1,0
after,31/S3013.DAT,0x47E2C,0,408,1,0,1,0
after,31/S3013.DAT,0x47E86,0,192,1,0,1,0
after,31/S3013.DAT,0x47FF6,0,60,1,0,0,0
after,31/S3013.DAT,0x47FF6,1,96,1,0,0,0
after,31/S3013.DAT,0x47FF6,2,72,1,0,0,0
after,31/S3013.DAT,0x48236,0,78,1,0,0,0
after,31/S3013.DAT,0x48236,1,66,1,0,0,0
after,31/S3013.DAT,0x48236,2,66,1,0,0,0
after,31/S3013.DAT,0x48236,3,36,1,0,0,0
after,31/S3014.DAT,0x45D5A,0,372,1,1,0,0
after,31/S3014.DAT,0x45DD4,0,408,1,0,1,0
after,31/S3014.DAT,0x45E2C,0,408,1,0,1,0
after,31/S3014.DAT,0x45E86,0,192,1,0,1,0
after,31/S3014.DAT,0x4658E,0,36,1,0,0,0
after,31/S3014.DAT,0x4658E,1,36,1,0,0,0
after,31/S3014.DAT,0x4658E,2,36,1,0,0,0
after,31/S3014.DAT,0x4691A,0,36,1,0,0,0
after,31/S3014.DAT,0x4691A,1,36,1,0,0,0
after,31/S3014.DAT,0x4691A,2,36,1,0,0,0
after,31/S3014.DAT,0x46C48,0,36,1,0,0,0
after,31/S3014.DAT,0x46C48,1,36,1,0,0,0
after,31/S3014.DAT,0x46C48,2,54,1,0,0,0
after,31/S3014.DAT,0x46CF0,0,36,1,0,0,0
after,31/S3014.DAT,0x46CF0,1,36,1,0,0,0
after,31/S3014.DAT,0x46CF0,2,78,1,0,0,0
after,31/S3014.DAT,0x46F3C,0,78,1,0,0,0
after,31/S3014.DAT,0x46F3C,1,78,1,0,0,0
after,31/S3014.DAT,0x46F3C,2,36,1,0,0,0
after,31/S3014.DAT,0x4736E,0,132,1,1,0,0
after,31/S3014.DAT,0x4736E,1,72,1,0,0,0
after,31/S3014.DAT,0x4736E,2,120,1,1,0,0
after,31/S3014.DAT,0x473DA,0,78,1,0,0,0
after,31/S3014.DAT,0x473DA,1,48,1,0,0,0
after,31/S3014.DAT,0x473DA,2,66,1,0,0,0
after,31/S3014.DAT,0x473DA,3,36,1,0,0,0
after,31/S3014.DAT,0x47996,0,168,1,0,0,0
after,31/S3014.DAT,0x47996,1,120,1,1,0,0
after,31/S3014.DAT,0x47996,2,108,1,1,0,0
after,31/S3014.DAT,0x47996,3,120,1,1,0,0
after,31/S3014.DAT,0x47F3C,0,108,1,1,0,0
after,31/S3014.DAT,0x47F3C,1,108,1,0,0,0
after,31/S3014.DAT,0x47F3C,2,96,1,1,0,0
after,31/S3014.DAT,0x47F3C,3,72,1,0,0,0
after,31/S3014.DAT,0x47FB8,0,72,1,0,0,0
after,31/S3014.DAT,0x47FB8,1,48,1,1,0,0
after,31/S3014.DAT,0x47FB8,2,96,1,1,0,0
after,31/S3014.DAT,0x47FB8,3,108,1,1,0,0
after,31/S3014.DAT,0x4802A,0,108,1,1,0,0
after,31/S3014.DAT,0x4802A,1,108,1,0,0,0
after,31/S3014.DAT,0x4802A,2,48,1,0,0,0
after,31/S3014.DAT,0x4802A,3,72,1,0,0,0
after,31/S3014.DAT,0x480A2,0,72,1,0,0,0
after,31/S3014.DAT,0x480A2,1,48,1,1,0,0
after,31/S3014.DAT,0x480A2,2,96,1,1,0,0
after,31/S3014.DAT,0x480A2,3,72,1,0,0,0
after,31/S3014.DAT,0x48114,0,96,1,1,0,0
after,31/S3014.DAT,0x48114,1,132,1,0,0,0
after,31/S3014.DAT,0x48114,2,168,1,0,0,0
after,31/S3014.DAT,0x48114,3,108,1,1,0,0
after,31/S3022.DAT,0x48822,0,24,1,0,0,0
after,31/S3022.DAT,0x48822,1,108,1,0,0,0
after,31/S3022.DAT,0x48822,2,60,1,0,0,0
after,31/S3022.DAT,0x48822,3,60,1,0,0,0
after,31/S3023.DAT,0x4870A,0,48,1,0,0,0
after,31/S3023.DAT,0x4870A,1,36,1,0,0,0
after,31/S3024.DAT,0x47802,0,48,1,0,0,0
after,31/S3024.DAT,0x47802,1,36,1,0,0,0
after,31/S3024.DAT,0x47F68,0,36,1,0,0,0
after,31/S3024.DAT,0x47F68,1,48,1,1,0,0
after,31/S3024.DAT,0x47F68,2,48,1,1,0,0
after,31/S3024.DAT,0x47F68,3,60,1,1,0,0
after,31/S3024.DAT,0x47FD2,0,0,1,0,0,0
after,31/S3024.DAT,0x47FD2,1,36,1,0,0,0
after,31/S3024.DAT,0x47FD2,2,36,1,0,0,0
after,31/S3024.DAT,0x47FD2,3,48,1,0,0,0
after,31/S3024.DAT,0x48052,0,0,1,0,0,0
after,31/S3024.DAT,0x48052,1,48,1,0,0,0
after,31/S3024.DAT,0x48052,2,36,1,0,0,0
after,31/S3024.DAT,0x48052,3,48,1,0,0,0
after,31/S3024.DAT,0x48052,4,0,1,1,0,0
after,4/S4033.DAT,0x47CDC,0,168,1,0,0,0
after,4/S4033.DAT,0x47CDC,1,72,1,1,0,0
after,4/S4033.DAT,0x47CDC,2,36,1,1,0,0
after,4/S4033.DAT,0x47CDC,3,54,1,0,0,0
after,4/S4033.DAT,0x485C8,0,36,1,0,0,0
after,4/S4033.DAT,0x485C8,1,36,1,0,0,0
after,4/S4034.DAT,0x47D30,0,144,1,1,0,0
after,4/S4034.DAT,0x47D30,1,72,1,1,0,0
after,4/S4034.DAT,0x47D30,2,36,1,1,0,0
after,4/S4034.DAT,0x47D30,3,54,1,0,0,0
after,4/S4035.DAT,0x47D30,0,168,1,0,0,0
after,4/S4035.DAT,0x47D30,1,72,1,1,0,0
after,4/S4035.DAT,0x47D30,2,36,1,1,0,0
after,4/S4035.DAT,0x47D30,3,54,1,0,0,0
after,4/S4036.DAT,0x47CDC,0,156,1,0,0,0
after,4/S4036.DAT,0x47CDC,1,72,1,1,0,0
after,4/S4036.DAT,0x47CDC,2,36,1,1,0,0
after,4/S4036.DAT,0x47CDC,3,54,1,0,0,0
after,5/S5011.DAT,0x47D5A,0,372,1,1,0,0
after,5/S5011.DAT,0x47DD4,0,408,1,0,1,0
after,5/S5011.DAT,0x47E2C,0,408,1,0,1,0
after,5/S5011.DAT,0x47E86,0,192,1,0,1,0
after,5/S5012.DAT,0x47D5A,0,372,1,1,0,0
after,5/S5012.DAT,0x47DD4,0,408,1,0,1,0
after,5/S5012.DAT,0x47E2C,0,408,1,0,1,0
after,5/S5012.DAT,0x47E86,0,192,1,0,1,0
after,5/S5012.DAT,0x4800C,0,36,1,0,0,0
after,5/S5012.DAT,0x4800C,1,36,1,0,0,0
after,5/S5013.DAT,0x46D5A,0,372,1,1,0,0
after,5/S5013.DAT,0x46DD4,0,408,1,0,1,0
after,5/S5013.DAT,0x46E2C,0,408,1,0,1,0
after,5/S5013.DAT,0x46E86,0,192,1,0,1,0
after,5/S5013.DAT,0x47580,0,36,1,0,0,0
after,5/S5013.DAT,0x47580,1,36,1,0,0,0
after,5/S5013.DAT,0x47580,2,36,1,0,0,0
after,5/S5013.DAT,0x478FE,0,36,1,0,0,0
after,5/S5013.DAT,0x478FE,1,36,1,0,0,0
after,5/S5013.DAT,0x478FE,2,36,1,0,0,0
after,5/S5013.DAT,0x47C16,0,36,1,0,0,0
after,5/S5013.DAT,0x47C16,1,36,1,0,0,0
after,5/S5013.DAT,0x47C16,2,54,1,0,0,0
after,5/S5013.DAT,0x47CBE,0,36,1,0,0,0
after,5/S5013.DAT,0x47CBE,1,36,1,0,0,0
after,5/S5013.DAT,0x47CBE,2,78,1,0,0,0
after,5/S5013.DAT,0x47F08,0,78,1,0,0,0
after,5/S5013.DAT,0x47F08,1,78,1,0,0,0
after,5/S5013.DAT,0x47F08,2,36,1,0,0,0
after,5/S5013.DAT,0x48336,0,132,1,1,0,0
after,5/S5013.DAT,0x48336,1,72,1,0,0,0
after,5/S5013.DAT,0x48336,2,120,1,1,0,0
after,5/S5013.DAT,0x483A2,0,78,1,0,0,0
after,5/S5013.DAT,0x483A2,1,48,1,0,0,0
after,5/S5013.DAT,0x483A2,2,66,1,0,0,0
after,5/S5013.DAT,0x483A2,3,36,1,0,0,0
after,5/S5013.DAT,0x4895E,0,168,1,0,0,0
after,5/S5013.DAT,0x4895E,1,120,1,1,0,0
after,5/S5013.DAT,0x4895E,2,108,1,1,0,0
after,5/S5013.DAT,0x4895E,3,120,1,1,0,0
after,5/S5013.DAT,0x48F04,0,108,1,1,0,0
after,5/S5013.DAT,0x48F04,1,108,1,0,0,0
after,5/S5013.DAT,0x48F04,2,96,1,1,0,0
after,5/S5013.DAT,0x48F04,3,72,1,0,0,0
after,5/S5013.DAT,0x48F80,0,72,1,0,0,0
after,5/S5013.DAT,0x48F80,1,48,1,1,0,0
after,5/S5013.DAT,0x48F80,2,96,1,1,0,0
after,5/S5013.DAT,0x48F80,3,108,1,1,0,0
after,5/S5013.DAT,0x48FF2,0,108,1,1,0,0
after,5/S5013.DAT,0x48FF2,1,108,1,0,0,0
after,5/S5013.DAT,0x48FF2,2,48,1,0,0,0
after,5/S5013.DAT,0x48FF2,3,72,1,0,0,0
after,5/S5013.DAT,0x4906A,0,72,1,0,0,0
after,5/S5013.DAT,0x4906A,1,48,1,1,0,0
after,5/S5013.DAT,0x4906A,2,96,1,1,0,0
after,5/S5013.DAT,0x4906A,3,72,1,0,0,0
after,5/S5013.DAT,0x490DC,0,96,1,1,0,0
after,5/S5013.DAT,0x490DC,1,132,1,0,0,0
after,5/S5013.DAT,0x490DC,2,168,1,0,0,0
after,5/S5013.DAT,0x490DC,3,108,1,1,0,0
after,6/S6011.DAT,0x47D5A,0,372,1,1,0,0
after,6/S6011.DAT,0x47DD4,0,408,1,0,1,0
after,6/S6011.DAT,0x47E2C,0,408,1,0,1,0
after,6/S6011.DAT,0x47E86,0,192,1,0,1,0
after,6/S6012.DAT,0x47D5A,0,372,1,1,0,0
after,6/S6012.DAT,0x47DD4,0,408,1,0,1,0
after,6/S6012.DAT,0x47E2C,0,408,1,0,1,0
after,6/S6012.DAT,0x47E86,0,192,1,0,1,0
after,6/S6013.DAT,0x47D5A,0,372,1,1,0,0
after,6/S6013.DAT,0x47DD4,0,408,1,0,1,0
after,6/S6013.DAT,0x47E2C,0,408,1,0,1,0
after,6/S6013.DAT,0x47E86,0,192,1,0,1,0
after,6/S6013.DAT,0x48030,0,36,1,0,0,0
after,6/S6013.DAT,0x48030,1,36,1,0,0,0
after,6/S6014.DAT,0x46D5A,0,372,1,1,0,0
after,6/S6014.DAT,0x46DD4,0,408,1,0,1,0
after,6/S6014.DAT,0x46E2C,0,408,1,0,1,0
after,6/S6014.DAT,0x46E86,0,192,1,0,1,0
after,6/S6014.DAT,0x47638,0,36,1,0,0,0
after,6/S6014.DAT,0x47638,1,36,1,0,0,0
after,6/S6014.DAT,0x4794A,0,36,1,0,0,0
after,6/S6014.DAT,0x4794A,1,36,1,0,0,0
after,6/S6014.DAT,0x4794A,2,54,1,0,0,0
after,6/S6014.DAT,0x479F2,0,36,1,0,0,0
after,6/S6014.DAT,0x479F2,1,36,1,0,0,0
after,6/S6014.DAT,0x479F2,2,78,1,0,0,0
after,6/S6014.DAT,0x47EEA,0,36,1,0,0,0
after,6/S6014.DAT,0x47EEA,1,36,1,0,0,0
after,6/S6014.DAT,0x482E2,0,132,1,1,0,0
after,6/S6014.DAT,0x482E2,1,72,1,0,0,0
after,6/S6014.DAT,0x482E2,2,120,1,1,0,0
after,6/S6014.DAT,0x4834E,0,78,1,0,0,0
after,6/S6014.DAT,0x4834E,1,48,1,0,0,0
after,6/S6014.DAT,0x4834E,2,66,1,0,0,0
after,6/S6014.DAT,0x4834E,3,36,1,0,0,0
after,6/S6014.DAT,0x4890A,0,168,1,0,0,0
after,6/S6014.DAT,0x4890A,1,120,1,1,0,0
after,6/S6014.DAT,0x4890A,2,108,1,1,0,0
after,6/S6014.DAT,0x4890A,3,120,1,1,0,0
after,6/S6014.DAT,0x48EB0,0,108,1,1,0,0
after,6/S6014.DAT,0x48EB0,1,108,1,0,0,0
after,6/S6014.DAT,0x48EB0,2,96,1,1,0,0
after,6/S6014.DAT,0x48EB0,3,72,1,0,0,0
after,6/S6014.DAT,0x48F2C,0,72,1,0,0,0
after,6/S6014.DAT,0x48F2C,1,48,1,1,0,0
after,6/S6014.DAT,0x48F2C,2,96,1,1,0,0
after,6/S6014.DAT,0x48F2C,3,108,1,1,0,0
after,6/S6014.DAT,0x48F9E,0,108,1,1,0,0
after,6/S6014.DAT,0x48F9E,1,108,1,0,0,0
after,6/S6014.DAT,0x48F9E,2,48,1,0,0,0
after,6/S6014.DAT,0x48F9E,3,72,1,0,0,0
after,6/S6014.DAT,0x49016,0,72,1,0,0,0
after,6/S6014.DAT,0x49016,1,48,1,1,0,0
after,6/S6014.DAT,0x49016,2,96,1,1,0,0
after,6/S6014.DAT,0x49016,3,72,1,0,0,0
after,6/S6014.DAT,0x49088,0,96,1,1,0,0
after,6/S6014.DAT,0x49088,1,132,1,0,0,0
after,6/S6014.DAT,0x49088,2,168,1,0,0,0
after,6/S6014.DAT,0x49088,3,108,1,1,0,0
after,6/S6054.DAT,0x45002,0,36,1,0,0,0
after,6/S6054.DAT,0x45002,1,36,1,0,0,0
after,6/S6054.DAT,0x45002,2,48,1,0,0,0
after,6/S6054.DAT,0x45002,3,48,1,0,0,0
after,6/S6054.DAT,0x450F6,0,36,1,0,0,0
after,6/S6054.DAT,0x450F6,1,36,1,0,0,0
after,6/S6054.DAT,0x450F6,2,48,1,0,0,0
after,6/S6054.DAT,0x450F6,3,36,1,0,0,0
after,6/S6054.DAT,0x451F4,0,48,1,1,0,0
after,6/S6054.DAT,0x451F4,1,48,1,1,0,0
after,6/S6054.DAT,0x451F4,2,84,1,1,0,0
after,6/S6054.DAT,0x451F4,3,60,1,0,0,0
after,6/S6054.DAT,0x452F2,0,36,1,0,0,0
after,6/S6054.DAT,0x452F2,1,36,1,0,0,0
after,6/S6054.DAT,0x452F2,2,36,1,0,0,0
after,6/S6054.DAT,0x452F2,3,36,1,0,0,0
after,6/S6054.DAT,0x453E6,0,24,1,0,0,0
after,6/S6054.DAT,0x453E6,1,36,1,0,0,0
after,6/S6054.DAT,0x453E6,2,36,1,0,0,0
after,6/S6054.DAT,0x453E6,3,36,1,0,0,0
after,6/S6054.DAT,0x454DC,0,48,1,0,1,0
after,6/S6054.DAT,0x454DC,1,48,1,0,1,0
after,6/S6054.DAT,0x454DC,2,48,1,0,1,0
after,6/S6054.DAT,0x454DC,3,36,1,0,1,0
after,6/S6054.DAT,0x455E0,0,36,1,0,0,0
after,6/S6054.DAT,0x455E0,1,36,1,0,0,0
after,6/S6054.DAT,0x455E0,2,36,1,0,0,0
after,6/S6054.DAT,0x455E0,3,36,1,0,0,0
after,6/S6054.DAT,0x456DA,0,24,1,0,0,0
after,6/S6054.DAT,0x456DA,1,24,1,0,0,0
after,6/S6054.DAT,0x456DA,2,24,1,0,0,0
after,6/S6054.DAT,0x456DA,3,36,1,0,0,0
after,6/S6054.DAT,0x457D4,0,48,1,1,0,0
after,6/S6054.DAT,0x457D4,1,48,1,1,0,0
after,6/S6054.DAT,0x457D4,2,48,1,1,0,0
after,6/S6054.DAT,0x457D4,3,48,1,1,0,0
after,6/S6054.DAT,0x458CE,0,96,1,0,0,0
after,6/S6054.DAT,0x458CE,1,108,1,0,0,0
after,6/S6054.DAT,0x458CE,2,108,1,0,0,0
after,6/S6054.DAT,0x458CE,3,36,1,0,0,0
after,6/S6054.DAT,0x459CA,0,48,1,1,0,0
after,6/S6054.DAT,0x459CA,1,24,1,0,0,0
after,6/S6054.DAT,0x459CA,2,72,1,1,0,0
after,6/S6054.DAT,0x459CA,3,84,1,1,0,0
after,7/S7011.DAT,0x47D5A,0,372,1,1,0,0
after,7/S7011.DAT,0x47DD4,0,408,1,0,1,0
after,7/S7011.DAT,0x47E2C,0,408,1,0,1,0
after,7/S7011.DAT,0x47E86,0,192,1,0,1,0
after,7/S7011.DAT,0x48036,0,36,1,0,0,0
after,7/S7011.DAT,0x48036,1,36,1,0,0,0
after,7/S7012.DAT,0x46D5A,0,372,1,1,0,0
after,7/S7012.DAT,0x46DD4,0,408,1,0,1,0
after,7/S7012.DAT,0x46E2C,0,408,1,0,1,0
after,7/S7012.DAT,0x46E86,0,192,1,0,1,0
after,7/S7012.DAT,0x47A74,0,36,1,0,0,0
after,7/S7012.DAT,0x47A74,1,36,1,0,0,0
after,7/S7012.DAT,0x47A74,2,54,1,0,0,0
after,7/S7012.DAT,0x47B1C,0,36,1,0,0,0
after,7/S7012.DAT,0x47B1C,1,36,1,0,0,0
after,7/S7012.DAT,0x47B1C,2,78,1,0,0,0
after,7/S7012.DAT,0x47DDA,0,132,1,1,0,0
after,7/S7012.DAT,0x47DDA,1,72,1,0,0,0
after,7/S7012.DAT,0x47DDA,2,120,1,1,0,0
after,7/S7012.DAT,0x47E46,0,78,1,0,0,0
after,7/S7012.DAT,0x47E46,1,48,1,0,0,0
after,7/S7012.DAT,0x47E46,2,66,1,0,0,0
