pointer,japanese,current,original_hex,current_hex,missing_controls,empty_after
0x817e8,直せん上の敵をなぎはらいます,직선상의 적 공격,dd 85 59 2d b9 1c bd 2f 1d dd 7d 28 33 1b 27 2b,dd 7c dd 53 8b 0f a1 dd 09 a1 dd 10 dd 0a,,False
0x817ec,つばさをはためかせ風でダメージを<N:与:3>えます,날갯짓으로 바람 피해,45 58 3a 2f 28 1f 51 20 59 c1 30 67 78 31 7f 2f dd 3f 46 27 2b,dd 61 df 13 de 1c 4e d5 a1 dd 08 dd 22 a1 dd 3c 2b,,False
0x817f0,敵をへモジーにします,적을 헤모지 상태로 만듦,bd 2f dd 3b 5f 7f 31 23 1e 27 2b,dd 09 0d a1 dd c3 55 04 a1 8b dd d2 d5 a1 38 df 25,,False
0x81b4c,アーク,아크,42 31 4e,09 58,,False
0x81b50,ククル,쿠쿠루,4e 4e 53,dd 0c dd 0c dd 42,,False
0x81b54,トッシュ,토슈,5c 82 60 ab,83 dd 86,,False
0x81b58,ポニ,포코,d7 d1,dd 78 dd 40,,False
0x81b5c,<N:ニ:13>ーゲン,이가,dd 3c 31 dd 4d 34,03 0c,,False
0x81b60,<N:｣:11>ー<N:力:5>,고겐,65 31 dd 02,1c dd a9,,False
0x81b64,マーシャル,마샬,64 31 60 d6 53,45 df 65,,False
0x81b68,チョン<N:力:5>ラ,촌가라,6c 69 34 dd 02 57,96 0c 8f,,False
0x81b6c,,,,,,False
0x81b70,,,,,,False
0x81b74,,,,,,False
0x81b78,ス<N:ゲ:16>ルトン,스켈레톤,47 dd 6d 53 5c 34,30 de d6 dd 66 dd 9a,,False
0x81b7c,<N:ニ:13>ースト,고스트,dd 3c 31 47 5c,1c 30 dd 5b,,False
0x81b80,<N:ゾ:12>ン<N:ビ:5>,좀비,df 02 34 de 1e,de 5e dd 06,,False
0x81b84,<N:ク:12>リーンスラ<N:｣:11>ム,그린 슬라임,80 6b 31 34 47 57 65 d8,15 dd d4 a1 dd fc 8f dd c2,,False
0x81b88,カンジャ,간자,dd 56 34 7f d6,dd 1b 28,,False
0x81b8c,メ<N:｣:11>ジ,메이지,78 65 7f,dd 2c 03 04,,False
0x81b90,フ<N:=:12><N:｣:11>ター,파이터,a6 de 4e 65 62 31,dd 7b 03 02,,False
0x81b94,破戒僧,파계승,dd 62 df 52 84,dd 7b dd 11 69,,False
0x81b98,ジャ<N:｣:11>アントバット,자이언트 배트,7f d6 65 42 34 5c af 82 5c,28 03 dd 30 dd 5b a1 dd 93 dd 5b,,False
0x81b9c,トールマスター,돌 마스터,95 31 53 64 47 62 31,72 a1 45 30 02,,False
0x81ba0,死神,사신,dd 22 dd 2f,34 3e,,False
0x81ba4,エ<N:リ:12>メンタル,엘리멘탈,dd 23 6f 78 34 62 53,de 68 2e de 8c de 14,,False
0x81ba8,妖樹,요수,df 08 df 37,2c 50,,False
0x81bac,フ<N:=:12>ンタ<N:ス:15>ム,팬텀,a6 de 4e 34 62 de 1f d8,df 53 df 4c,,False
0x81bb0,シート<N:リ:12><N:｣:11>ク,시드레이크,60 31 95 6f 65 4e,29 17 dd 66 03 58,,False
0x81bb4,マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>,마이티 플라이,64 65 db dd 03 a6 57 65,45 03 df 51 a1 de 36 8f 03,,False
0x81bb8,<N:午:15>ラートッ<N:ク:12>,킬러 도그,dd 4e 57 31 95 82 80,de 6f 20 a1 33 15,,False
0x81bbc,<N:リ:12>ットス<N:ゲ:16>ルトン,레드 스켈레톤,6f 82 95 47 dd 6d 53 5c 34,dd 66 17 a1 30 de d6 dd 66 dd 9a,,False
0x81bc0,フラックスカル,블랙 스컬,c9 57 82 4e 47 bc 53,df 63 df 28 a1 30 df 97,,False
0x81bc4,<N:リ:12><N:｣:11>ス,레이스,6f 65 47,dd 66 03 30,,False
0x81bc8,<N:ク:12>ール,구울,80 31 53,87 dd 92,,False
0x81bcc,フリージー,프리지,a6 6b 31 7f 31,dd 9d 2e 04,,False
0x81bd0,アシットスラ<N:｣:11>ム,애시드 슬라임,42 60 82 95 47 57 65 d8,de 0f 29 17 a1 dd fc 8f dd c2,,False
0x81bd4,アサッシン,어새신,42 77 82 60 34,14 de 3d 3e,,False
0x81bd8,スーパーシ<N:メ:6><N:ビ:5>,슈퍼 좀비,47 31 a3 31 60 dd 5f de 1e,dd 86 de 78 a1 de 5e dd 06,,False
0x81bdc,ウ<N:｣:11>ッチクラフト,위치 크래프트,71 65 82 6c 4e 57 a6 5c,8e dd 1f a1 58 dd 12 dd 9d dd 5b,,False
0x81be0,ソーサラー,소서러,de 4d 31 77 57 31,dd 07 25 20,,False
0x81be4,<N:ネ:13>クロマンサー,네크로맨서,dd c6 4e a2 64 34 77 31,7e 58 d5 de 08 25,,False
0x81be8,ウ<N:ｲ:6><N:ザ:8>ート,위저드,71 dd 03 dd c8 31 95,8e dd 24 17,,False
0x81bec,闇法師,암법사,de b2 dd 51 de 11,df 6c dd 37 34,,False
0x81bf0,修験者,수행자,dd bf de 75 7e,50 dd 31 28,,False
0x81bf4,下法師,하법사,70 dd 51 de 11,19 dd 37 34,,False
0x81bf8,<N:ネ:13><N:ビ:5>ュラス,네뷰러스,dd c6 de 1e ab 57 47,7e df 62 20 30,,False
0x81bfc,道化師,광대,dd 52 dd 7c de 11,df 16 37,,False
0x81c00,デス<N:ハ:12>ウント,데스 하운드,81 47 dd a2 71 34 95,81 30 a1 19 86 17,,False
0x81c04,デス,데스,81 47,81 30,,False
0x81c08,ウ<N:=:12>ンパ<N:｣:11>アバット,뱀파이어 배트,dd 39 de 4e 34 a3 65 42 af 82 5c,df 21 dd 7b 03 14 a1 dd 93 dd 5b,,False
0x81c0c,ソートマン,소드맨,de 4d 31 95 64 34,dd 07 17 de 08,,False
0x81c10,ナ<N:｣:11>トマスター,나이트 마스터,7c 65 5c 64 47 62 31,1e 03 dd 5b a1 45 30 02,,False
0x81c14,<N:ク:12><N:リ:12>ートナ<N:｣:11>ト,그레이트 나이트,80 6f 31 5c 7c 65 5c,15 dd 66 03 dd 5b a1 1e 03 dd 5b,,False
0x81c18,ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>,포이즌 스모그,d7 65 de 1f 34 47 5f 82 80,dd 78 03 df 90 a1 30 55 15,,False
0x81c1c,メデューサリ<N:ザ:8>ート,메두사 리자드,78 81 ab 31 77 6b dd c8 31 95,dd 2c dd 21 34 a1 2e 28 17,,False
0x81c20,トラ<N:ニ:13>ンフラ<N:｣:11>,드래곤 플라이,95 57 dd 3c 34 a6 57 65,17 dd 12 de 9b a1 de 36 8f 03,,False
0x81c24,マントラッ<N:フ:11>,맨트랩,64 34 5c 57 82 dd 55,de 08 dd 5b df 29,,False
0x81c28,デスフ<N:リ:12><N:｣:11>ム,데스 플레임,81 47 a6 6f 65 d8,81 30 a1 de 36 dd 66 dd c2,,False
0x81c2c,エ<N:リ:12>メンタルマスター,엘리멘탈 마스터,dd 23 6f 78 34 62 53 64 47 62 31,de 68 2e de 8c de 14 a1 45 30 02,,False
0x81c30,<N:｣:11>ー<N:力:5>,이가,65 31 dd 02,03 0c,,False
0x81c34,,,,,,False
0x81c38,野生へモジー,야생 헤모지,dd e7 dd 1c dd 3b 5f 7f 31,49 dd 36 a1 dd c3 55 04,,False
0x81c3c,<N:リ:12>ッサーデーモン,레서 데몬,6f 82 77 31 81 31 5f 34,dd 66 25 a1 81 64,,False
0x81c40,<N:ク:12><N:リ:12>ーターデーモン,그레이터 데몬,80 6f 31 62 31 81 31 5f 34,15 dd 66 03 02 a1 81 64,,False
0x81c44,スタン<N:ニ:13>ー<N:リ:12>ム,스톤 골렘,47 62 34 dd 3c 31 6f d8,30 dd 9a a1 df 15 df 2b,,False
0x81c48,ワ<N:｣:11>バーン,와이번,dd a0 65 af 31 34,88 03 9b,,False
0x81c4c,マットバトラー,매드 배틀러,64 82 95 af 5c 57 31,dd c9 17 a1 dd 93 dd e0 20,,False
0x81c50,アークデーモン,아크 데몬,42 31 4e 81 31 5f 34,09 58 a1 81 64,,False
0x81c54,フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム,파이어 골렘,a6 de 4e 65 42 dd 3c 31 6f d8,dd 7b 03 14 a1 df 15 df 2b,,False
0x81c58,カッパートラ<N:ニ:13>ン,코퍼 드래곤,bc 82 a3 31 95 57 dd 3c 34,dd 40 de 78 a1 17 dd 12 de 9b,,False
0x81c5c,<N:ク:12><N:リ:12>ートサー<N:へ:4>ント,그레이트 서펀트,80 6f 31 5c 77 31 dd f7 34 5c,15 dd 66 03 dd 5b a1 25 df 54 dd 5b,,False
0x81c60,修行僧,수행승,dd bf 74 84,50 dd 31 69,,False
0x81c64,ラマダ大僧正,라마다 대승정,57 64 67 50 84 c7,8f 45 01 a1 37 69 31,,False
0x81c68,<N:ク:12>ラ・アピス,그라 아비스,80 57 2c 42 72 47,15 8f a1 09 dd 06 30,,False
0x81c6c,ニ・アピス,니 아비스,d1 2c 42 72 47,07 a1 09 dd 06 30,,False
0x81c70,ラリュウ<N:午:15>,라류우키,57 6b ab 71 dd 4e,8f dd 6e 3d dd b3,,False
0x81c74,<N:ヒ:5>ョウエン<N:午:15>,효엔키,dd b5 69 71 dd 23 34 dd 4e,de 24 de 44 dd b3,,False
0x81c78,ムル・アピス,무르 아비스,d8 53 2c 42 72 47,5f 70 a1 09 dd 06 30,,False
0x81c7c,ラ・アピス,라 아비스,57 2c 42 72 47,8f a1 09 dd 06 30,,False
0x81c80,ちょこ,초코,4b 73 2e,39 dd 40,,False
0x81c84,たからばこ,보물상자,1f 20 33 58 2e,60 6d 8b 28,,False
0x81c88,たからばこ,보물상자,1f 20 33 58 2e,60 6d 8b 28,,False
0x81c8c,<N:ゲ:16>ラック,케락,dd 6d 57 82 4e,dd f8 df 27,,False
0x81c90,,,,,,False
0x81c94,モフリー,모프리,5f a6 6b 31,55 dd 9d 2e,,False
0x81c98,フウジン,후우진,a6 71 7f 34,dd 8d 3d dd 3f,,False
0x81c9c,ラ<N:｣:11>ジン,라이진,57 65 7f 34,8f 03 dd 3f,,False
0x81ca0,オトン,오톤,8f 95 34,46 dd 9a,,False
0x81ca4,ちょこ,초코,4b 73 2e,39 dd 40,,False
0x81ca8,へモジー,헤모지,dd 3b 5f 7f 31,dd c3 55 04,,False
0x81cac,炎,불꽃,bf,dd 13 dd 8c,,False
0x81cb0,,,,,,False
0x81cb4,,,,,,False
0x81cb8,,,,,,False
0x81cbc,,,,,,False
0x81cc0,,,,,,False
0x81cc4,,,,,,False
0x81cc8,,,,,,False
0x81ccc,,,,,,False
0x81cd0,,,,,,False
0x81cd4,,,,,,False
0x81cd8,,,,,,False
0x81cdc,ダークアーク,다크 아크,67 31 4e 42 31 4e,01 58 a1 09 58,,False
0x81ce0,ダークククル,다크 쿠쿠루,67 31 4e 4e 4e 53,01 58 a1 dd 0c dd 0c dd 42,,False
0x81ce4,ダークトッシュ,다크 토슈,67 31 4e 5c 82 60 ab,01 58 a1 83 dd 86,,False
0x81ce8,ダークポニ,다크 포코,67 31 4e d7 d1,01 58 a1 dd 78 dd 40,,False
0x81cec,ダーク<N:ニ:13>ーゲン,다크 이가,67 31 4e dd 3c 31 dd 4d 34,01 58 a1 03 0c,,False
0x81cf0,ダーク<N:｣:11>ー<N:力:5>,다크 고겐,67 31 4e 65 31 dd 02,01 58 a1 1c dd a9,,False
0x81cf4,ダークマーシャル,다크 마샬,67 31 4e 64 31 60 d6 53,01 58 a1 45 df 65,,False
0x81cf8,ダークチョン<N:力:5>ラ,다크 촌가라,67 31 4e 6c 69 34 dd 02 57,01 58 a1 96 0c 8f,,False
0x81e38,スメリア<N:空:2>港,스메리아 공항,47 78 6b 42 dd 18 dd 4a,30 dd 2c 2e 09 a1 dd 10 dd f2,,False
0x81e3c,トウウ<N:ｲ:6>ル,토우빌,5c 71 dd 39 dd 03 53,83 3d dd a7,,False
0x81e40,パ<N:リ:12>ンシア城,팔렌시아 성,a3 6f 34 60 42 dd 17,dd 6c dd b0 29 09 a1 dd 17,,False
0x81e44,オルカスの丘,오르카스 언덕,8f 53 dd 56 47 1c de f2,46 70 dd 38 30 a1 dd 30 5a,,False
0x81e48,封印の滝,봉인의 폭포,dd 0f dd 44 1c de 31,dd b6 35 0f a1 dd 62 dd 78,,False
0x81e4c,ニル<N:卞:16>平原,니르 평원,d1 53 dd a1 de be de eb,07 70 a1 de 34 7b,,False
0x81e50,カラ<N:力:5>ン平野,카라간 평야,bc 57 dd 02 34 de be dd e7,dd 38 8f dd 1b a1 de 34 49,,False
0x81e54,ク<N:｣:11>ナの丘,쿠나 언덕,4e 65 7c 1c de f2,dd 0c 1e a1 dd 30 5a,,False
0x81e58,ミルマーナ<N:空:2>港,미르마나 공항,dd 3a 53 64 31 7c dd 18 dd 4a,dd 2f 70 45 1e a1 dd 10 dd f2,,False
0x81e5c,首都の軍本部,수도 군본부,de dd de 98 1c ba 92 dd 25,50 33 a1 7c dd 58 6c,,False
0x81e60,トヨー<N:ゲ:16>の森,토요케 숲,5c dd 14 31 dd 6d 1c dd 10,83 2c dd f8 a1 dd 97,,False
0x81e64,ルワジの森,루와지 숲,53 dd a0 7f 1c dd 10,dd 42 88 04 a1 dd 97,,False
0x81e68,カカラスの森,카카라스 숲,dd 56 bc 57 47 1c dd 10,dd 38 dd 38 8f 30 a1 dd 97,,False
0x81e6c,センバラの沼,센바라 늘,dd 60 34 af 57 1c df 34,df 5a dd 08 8f a1 dd 71,,False
0x81e70,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,그레이시누 공항,80 6f 65 60 31 dd c7 dd 18 dd 4a,15 dd 66 03 29 dd 55 a1 dd 10 dd f2,,False
0x81e74,ラマダ寺,라마다사,57 64 67 dd 9e,8f 45 01 34,,False
0x81e78,ラマダ山,라마다산,57 64 67 9b,8f 45 01 dd 45,,False
0x81e7c,アララトス<N:空:2>港,아라라토스 공항,42 57 57 5c 47 dd 18 dd 4a,09 8f 8f 83 30 a1 dd 10 dd f2,,False
0x81e80,チョン<N:力:5>ラの店,촌가라의 가게,6c 69 34 dd 02 57 1c de 5f,96 0c 8f 0f a1 0c 41,,False
0x81e84,遺跡ダンジョン,유적 던전,dd 8f dd 9d 67 34 7f 69 34,8a dd 09 a1 dd 25 4f,,False
0x81e88,ア<N:г:23>ンダ高地,아제다 고지,42 dd f8 34 67 dd dd 90,09 66 01 a1 1c 04,,False
0x81e8c,アリバーシャ<N:空:2>港,아리바샤 공항,42 6b af 31 60 d6 dd 18 dd 4a,09 2e dd 08 de 5c a1 dd 10 dd f2,,False
0x81e90,サリュ族の村,사류족 마을,77 6b ab dd 9c 1c dd 0b,34 dd 6e dd 7a a1 45 0d,,False
0x81e94,水の神殿,물의 신전,b8 1c dd 2f dd 84,6d 0f a1 3e 4f,,False
0x81e98,<N:リ:12><N:｣:11>デン遺跡,리덴 유적,6f 65 81 34 dd 8f dd 9d,2e df 20 a1 8a dd 09,,False
0x81e9c,サラ砂漠,사라 사막,77 57 de 3d de 2d,34 8f a1 34 dd ab,,False
0x81ea0,<N:｣:11>シュマのいわ場,라슈마 암장,65 60 ab 64 1c 1b 43 89,8f dd 86 45 a1 df 6c 56,,False
0x81ea4,カーデル<N:空:2>港,카델 공항,dd 56 31 81 53 dd 18 dd 4a,dd 38 dd e9 a1 dd 10 dd f2,,False
0x81ea8,闘技場,투기장,93 dd 4c 89,dd 39 24 56,,False
0x81eac,クラフ島,클라프섬,4e 57 a6 de 05,de 01 8f dd 9d de 77,,False
0x81ee8,スメリア,스메리아,47 78 6b 42,30 dd 2c 2e 09,,False
0x81eec,ミルマーナ,미르마나,dd 3a 53 64 31 7c,dd 2f 70 45 1e,,False
0x81ef0,グレイシーヌ,그레이시누,80 6f 65 60 31 dd c7,15 dd 66 03 29 dd 55,,False
0x81ef4,アララトス,아라라토스,42 57 57 5c 47,09 8f 8f 83 30,,False
0x81ef8,アリバーシャ,아리바샤,42 6b af 31 60 d6,09 2e dd 08 de 5c,,False
0x81efc,カーデル,카델,dd 56 31 81 53,dd 38 dd e9,,False
0x81f00,ジークラフ島,지크라프섬,7f 31 4e 57 a6 de 05,04 58 8f dd 9d de 77,,False
0x82170,,,,,,False
0x82174,山頂の社,산정의 사당,9b dd ea 1c de a5,dd 45 31 0f a1 34 dd 1c,,False
0x82178,アークの家,아크의 집,42 31 4e 1c dd 5e,09 58 0f a1 dd e2,,False
0x8217c,精霊の山,정령의 산,4d 4f 1c 9b,31 51 0f a1 dd 45,,False
0x82180,村の門,마을 입구,dd 0b 1c dd ff,45 0d a1 7f 87,,False
0x82184,精霊の山,정령의 산,4d 4f 1c 9b,31 51 0f a1 dd 45,,False
0x82188,パ<N:リ:12>ンシア城,팔렌시아 성,a3 6f 34 60 42 dd 17,dd 6c dd b0 29 09 a1 dd 17,,False
0x8218c,謁見の聞,알현실,df 54 a0 1c 88,dd 1e df 58 dd 27,,False
0x82190,スメリア<N:空:2>港,스메리아 공항,47 78 6b 42 dd 18 dd 4a,30 dd 2c 2e 09 a1 dd 10 dd f2,,False
0x82194,パ<N:リ:12>ンシアを見おろす丘,팔렌시아 전망대,a3 6f 34 60 42 2f a0 3b 55 2b de f2,dd 6c dd b0 29 09 a1 4f dd 6b 37,,False
0x82198,大臣の部屋,대신의 방,50 8b 1c dd 25 de 1c,37 3e 0f a1 dd 29,,False
0x8219c,ミルマーナ<N:空:2>港,미르마나 공항,dd 3a 53 64 31 7c dd 18 dd 4a,dd 2f 70 45 1e a1 dd 10 dd f2,,False
0x821a0,ミルマーナ軍本部,미르마나 군본부,dd 3a 53 64 31 7c ba 92 dd 25,dd 2f 70 45 1e a1 7c dd 58 6c,,False
0x821a4,将軍の部屋,장군의 방,dd 89 ba 1c dd 25 de 1c,56 7c 0f a1 dd 29,,False
0x821a8,トヨー<N:ゲ:16>の森,토요케 숲,5c dd 14 31 dd 6d 1c dd 10,83 2c dd f8 a1 dd 97,,False
0x821ac,パ<N:リ:12>ンシア城地下倉庫,팔렌시아 지하창고,a3 6f 34 60 42 dd 17 90 70 de 32 de 3f,dd 6c dd b0 29 09 a1 04 19 de 87 1c,,False
0x821b0,パ<N:リ:12>ンシア城地下<N:牢:2>,팔렌시아 지하감옥,a3 6f 34 60 42 dd 17 90 70 de 21,dd 6c dd b0 29 09 a1 04 19 dd 77 de 39,,False
0x821b4,オルカスの丘,오르카스 언덕,8f 53 dd 56 47 1c de f2,46 70 dd 38 30 a1 dd 30 5a,,False
0x821b8,幻界,환계,dd f2 dd 12,dd 65 dd 11,,False
0x821bc,アララトス<N:空:2>港,아라라토스 공항,42 57 57 5c 47 dd 18 dd 4a,09 8f 8f 83 30 a1 dd 10 dd f2,,False
0x821c0,チョン<N:力:5>ラの店,촌가라의 가게,6c 69 34 dd 02 57 1c de 5f,96 0c 8f 0f a1 0c 41,,False
0x821c4,ア<N:г:23>ンダ高地洞<N:窟:10>,아제다 고지 동굴,42 dd f8 34 67 dd dd 90 df 1a df 48,09 66 01 a1 1c 04 a1 dd 32 de 67,,False
0x821c8,ア<N:г:23>ンダ高地外,아제다 고지 외부,42 dd f8 34 67 dd dd 90 dd 6b,09 66 01 a1 1c 04 a1 de 4c 6c,,False
0x821cc,遺跡ダンジョン,유적 던전,dd 8f dd 9d 67 34 7f 69 34,8a dd 09 a1 dd 25 4f,,False
0x821d0,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,그레이시누 공항,80 6f 65 60 31 dd c7 dd 18 dd 4a,15 dd 66 03 29 dd 55 a1 dd 10 dd f2,,False
0x821d4,ラマダ寺道場,라마다사 도장,57 64 67 dd 9e dd 52 89,8f 45 01 34 a1 33 56,,False
0x821d8,ラマダ寺僧正の部屋,라마다사 승정의 방,57 64 67 dd 9e 84 c7 1c dd 25 de 1c,8f 45 01 34 a1 69 31 0f a1 dd 29,,False
0x821dc,ラマダ山頂,라마다산 정상,57 64 67 9b dd ea,8f 45 01 dd 45 a1 31 8b,,False
0x821e0,ラマダ寺,라마다사,57 64 67 dd 9e,8f 45 01 34,,False
0x821e4,カーデル<N:空:2>港,카델 공항,dd 56 31 81 53 dd 18 dd 4a,dd 38 dd e9 a1 dd 10 dd f2,,False
0x821e8,ニロシアムひかえ室,니로시암 대기실,d1 a2 60 42 d8 7d 20 46 de df,07 d5 29 df 6c a1 37 24 dd 27,,False
0x821ec,ニロシアムぶたい,니로시암 무대,d1 a2 60 42 d8 ca 1f 1b,07 d5 29 df 6c a1 5f 37,,False
0x821f0,アリバーシャ<N:空:2>港,아리바샤 공항,42 6b af 31 60 d6 dd 18 dd 4a,09 2e dd 08 de 5c a1 dd 10 dd f2,,False
0x821f4,サリュ族の村,사류족 마을,77 6b ab dd 9c 1c dd 0b,34 dd 6e dd 7a a1 45 0d,,False
0x821f8,水の神殿,물의 신전,b8 1c dd 2f dd 84,6d 0f a1 3e 4f,,False
0x821fc,地下エ<N:リ:12>ベータ,지하 엘리베이터,90 70 dd 23 6f dd b4 31 62,04 19 a1 de 68 2e dd fe 03 02,,False
0x82200,地下バ<N:｣:11>オ<N:研:23><N:究:1>室,지하 바이오 연구실,90 70 af 65 8f de 41 de 46 de df,04 19 a1 dd 08 03 46 a1 dd ad 87 dd 27,,False
0x82204,パ<N:リ:12>ンシア<N:街:4>頭,팔렌시아 시가지,a3 6f 34 60 42 de 7d de 5c,dd 6c dd b0 29 09 a1 29 0c 04,,False
0x82208,聖柩封印の滝外,성관 봉인의 폭포 외부,cd dd 1a dd 0f dd 44 1c de 31 dd 6b,dd 17 1d a1 dd b6 35 0f a1 dd 62 dd 78 a1 de 4c 6c,,False
0x8220c,聖柩封印の滝内,성관 봉인의 폭포 내부,cd dd 1a dd 0f dd 44 1c de 31 dd 81,dd 17 1d a1 dd b6 35 0f a1 dd 62 dd 78 a1 47 6c,,False
0x82210,トウウ<N:ｲ:6>ルがん<N:ヘ:5>き,토우빌 암벽,5c 71 dd 39 dd 03 53 2a 2d df 5f 44,83 3d dd a7 a1 df 6c de 92,,False
0x82214,うみベの飛<N:空:2>挺,해변의 비행선,26 6d dd 35 1c dd 72 dd 18 de c8,2b 80 0f a1 dd 06 dd 31 dd 53,,False
0x82218,ニル<N:卞:16>平原,니르 평원,d1 53 dd a1 de be de eb,07 70 a1 de 34 7b,,False
0x8221c,カラ<N:力:5>ン平野,카라간 평야,bc 57 dd 02 34 de be dd e7,dd 38 8f dd 1b a1 de 34 49,,False
0x82220,ク<N:｣:11>ナの丘,쿠나 언덕,4e 65 7c 1c de f2,dd 0c 1e a1 dd 30 5a,,False
0x82224,ルワジの森,루와지 숲,53 dd a0 7f 1c dd 10,dd 42 88 04 a1 dd 97,,False
0x82228,カカラスの森,카카라스 숲,dd 56 bc 57 47 1c dd 10,dd 38 dd 38 8f 30 a1 dd 97,,False
0x8222c,センバラの沼,센바라 늘,dd 60 34 af 57 1c df 34,df 5a dd 08 8f a1 dd 71,,False
0x82230,<N:リ:12><N:｣:11>デン遺跡,리덴 유적,6f 65 81 34 dd 8f dd 9d,2e df 20 a1 8a dd 09,,False
0x82234,サラ砂漠,사라 사막,77 57 de 3d de 2d,34 8f a1 34 dd ab,,False
0x82238,<N:｣:11>シュマのいわ場,라슈마 암장,65 60 ab 64 1c 1b 43 89,8f dd 86 45 a1 df 6c 56,,False
0x8223c,ニロシアム闘技場,니로시암 투기장,d1 a2 60 42 d8 93 dd 4c 89,07 d5 29 df 6c a1 dd 39 24 56,,False
0x82240,ラマダ寺道場,라마다사 도장,57 64 67 dd 9e dd 52 89,8f 45 01 34 a1 33 56,,False
0x82244,クラーフ島<N:空:2>港,클라프섬 공항,4e 57 31 a6 de 05 dd 18 dd 4a,de 01 8f dd 9d de 77 a1 dd 10 dd f2,,False
0x82248,クラーフとう最上階,클라프탑 최상층,4e 57 31 a6 36 26 dd 2b b9 dd b2,de 01 8f dd 9d df 88 a1 de 27 8b de 50,,False
0x82348,,대상 변경,e7 07 e7 06 30 ac de 92 2f 20 46 33 32 27 2b,37 8b a1 80 68,e7 07;e7 06,False
0x8234c,,<E7 02>공격  <E7 05>링 열기,e7 02 30 d0 b1 24 e7 05 30 6b 34 80 2f dd e0 44 27 2b,e7 02 dd 10 dd 0a a1 a1 e7 05 de 54 a1 dd 89 24,,False
0x82350,,<E7 03>행동 끝<E7 08>상태 확인,e7 03 30 74 dc dd 79 de b8 24 e7 08 30 47 db 65 62 47 2f de 59 de 6f 1e 27 2b,e7 03 dd 31 dd 32 a1 dd a3 e7 08 8b dd d2 a1 de 2b 35,,False
0x82354,,스킬을 선택하세요,e7 01 30 dd 80 61 2f de 0a 2d 30 70 3a 1b,30 de 6f 0d a1 dd 53 df 9a 19 8c 2c,e7 01,False
0x82358,,돌아갑니다,e7 03 30 dd 4e d6 34 dd 60 53 1e 27 2b,72 09 de 0c 07 01,e7 03,False
0x8235c,,<E7 02>결정 <E7 03>돌아가기,e7 02 30 9d dd 97 24 e7 03 30 dd 4e d6 34 dd 60 53 1e 27 2b,e7 02 dd 47 31 a1 e7 03 72 09 0c 24,,False
0x82360,,다음 대상을 선택합니다,dd 2a 28 ac de 92 2f de 0a 99 27 2b,01 8d a1 37 8b 0d a1 dd 53 df 9a dd 1d 07 01,,False
0x82364,,결정하면 주변에 스킬을 사용합니다,9d dd 97 2b 22 36 27 43 39 23 dd 80 61 2f dd 33 1b 27 2b,dd 47 31 19 3a a1 40 80 0e a1 30 de 6f 0d a1 34 dd 1a dd 1d 07 01,,False
0x82368,,결정하면 보는 방향에 스킬을 사용합니다,9d dd 97 2b 22 36 dd 01 1b 21 1b 22 c4 dd 01 23 dd 80 61 2f dd 33 1b 27 2b,dd 47 31 19 3a a1 60 06 a1 dd 29 dd b2 0e a1 30 de 6f 0d a1 34 dd 1a dd 1d 07 01,,False
0x8236c,,비어 있는 곳을 선택하세요,dd 18 1b 21 1b 22 89 c2 2f e7 01 30 de 0a 2d 30 70 3a 1b,dd 06 14 a1 1f 06 a1 dd 15 0d a1 dd 53 df 9a 19 8c 2c,e7 01,False
0x82370,,결정하면 스킬을 사용합니다,9d dd 97 2b 22 36 dd 80 61 2f dd 33 1b 27 2b,dd 47 31 19 3a a1 30 de 6f 0d a1 34 dd 1a dd 1d 07 01,,False
0x82374,,<E7 03><E7 05> 인물을 선택하세요,e7 03 e7 05 30 dd 4e d6 57 2f de 0a 2d 30 70 3a 1b,e7 03 e7 05 a1 35 6d 0d a1 dd 53 df 9a 19 8c 2c,,False
0x82378,,<E7 08> 전투 시작,01 e7 08 30 63 93 23 86 39 27 2b,e7 08 a1 4f dd 39 a1 29 dd 64,,False
0x823a4,ステージクリア,승리!,47 db 31 7f 4e 6b 42,69 2e a9,,False
0x823a8,ゲームオーバー,게임 오버,dd 4d 31 d8 8f 31 af 31,41 dd c2 a1 46 67,,False
0x823d8,<N:ｌ:5>石化へ,돌 상태,5b 94 dd 7c 5a,72 a1 8b dd d2,,False
0x823dc,<N:ｌ:5>マ<N:ヒ:5>へ,마비,5b 64 dd b5 5a,45 dd 06,,False
0x823e0,<N:ｌ:5><N:眠:5>りへ,수면,5b dd b9 39 5a,50 3a,,False
0x82444,データのセーフ・ロート,데이터 저장 불러오기,81 31 62 1c dd 60 31 c9 2c a2 31 95,81 03 02 a1 dd 24 56 a1 dd 13 20 46 24,,False
0x82448,データのセーフ,데이터 저장,81 31 62 1c dd 60 31 c9,81 03 02 a1 dd 24 56,,False
0x8244c,データのロート,데이터 불러오기,81 31 62 1c a2 31 95,81 03 02 a1 dd 13 20 46 24,,False
0x82450,カートを選んで下さい,카드를 선택하세요,bc 31 95 2f de 0a 2d 30 70 3a 1b,dd 38 17 36 a1 dd 53 df 9a 19 8c 2c,,False
