pointer_offset,v319_value,v320_value,v320b_value,category,confirmed_text_pool
0x7ADA4,0x8013C2A8,0xD30B7367,0x8013C2A8,unclassified_pointer,False
0x7ADA8,0x8013C3E8,0xD30BC3E8,0x8013C3E8,unclassified_pointer,False
0x7ADAC,0x8013C470,0xD30B5470,0x8013C470,unclassified_pointer,False
0x7ADB0,0x8013BF7C,0xD30B920A,0x8013BF7C,unclassified_pointer,False
0x7ADB4,0x8013BE68,0xD30B7E38,0x8013BE68,unclassified_pointer,False
0x7ADB8,0x8013C04C,0xD30BC04C,0x8013C04C,unclassified_pointer,False
0x7ADBC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADC0,0x8013C928,0xD30B9628,0x8013C928,unclassified_pointer,False
0x7ADC4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADC8,0x8013CA14,0xD30BCA14,0x8013CA14,unclassified_pointer,False
0x7ADCC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADD0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADD4,0x8013C994,0xD30B9647,0x8013C994,unclassified_pointer,False
0x7ADD8,0x8013CA80,0xD30BCAD3,0x8013CA80,unclassified_pointer,False
0x7ADDC,0x8013CAEC,0xD30BCAEC,0x8013CAEC,unclassified_pointer,False
0x7ADE0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADE4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADE8,0x8013C5EC,0xD30BC5EC,0x8013C5EC,unclassified_pointer,False
0x7ADEC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADF0,0x8013C6D0,0xD30B8DD0,0x8013C6D0,unclassified_pointer,False
0x7ADF4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADF8,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7ADFC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE00,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE04,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE08,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE0C,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE10,0x8013D548,0xD30B0D48,0x8013D548,unclassified_pointer,False
0x7AE14,0x8013D470,0xD30B4570,0x8013D470,unclassified_pointer,False
0x7AE18,0x801398A4,0xD30B5590,0x801398A4,unclassified_pointer,False
0x7AE1C,0x8013D500,0xD30B0D00,0x8013D500,unclassified_pointer,False
0x7AE20,0x8013D3E0,0xD30BD3E0,0x8013D3E0,unclassified_pointer,False
0x7AE24,0x8013D4B8,0xD30B4599,0x8013D4B8,unclassified_pointer,False
0x7AE28,0x801398A4,0xD30B5590,0x801398A4,unclassified_pointer,False
0x7AE2C,0x8013D590,0xD30B0D90,0x8013D590,unclassified_pointer,False
0x7AE30,0x8013B144,0xD30B7244,0x8013B144,unclassified_pointer,False
0x7AE34,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE38,0x8013CDBC,0xD30B8BBC,0x8013CDBC,unclassified_pointer,False
0x7AE3C,0x8013CC38,0xD30BCC38,0x8013CC38,unclassified_pointer,False
0x7AE40,0x8013CCBC,0xD30BCCBC,0x8013CCBC,unclassified_pointer,False
0x7AE44,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE48,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AE4C,0x80138628,0xD30B3E28,0x80138628,unclassified_pointer,False
0x7AE50,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE54,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE58,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE5C,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE60,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE64,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE68,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE6C,0x80139A24,0xD30B6824,0x80139A24,unclassified_pointer,False
0x7AE70,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE74,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE78,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE7C,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE80,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE84,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE88,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE8C,0x80139B88,0xD30B7C3D,0x80139B88,unclassified_pointer,False
0x7AE90,0x8013D8E0,0xD30BD8E0,0x8013D8E0,unclassified_pointer,False
0x7AE94,0x80138B28,0xD30B2C28,0x80138B28,unclassified_pointer,False
0x7AE9C,0x8013D978,0xD30B9401,0x8013D978,unclassified_pointer,False
0x7AEA4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEA8,0x80136378,0xD30B9B01,0x80136378,unclassified_pointer,False
0x7AEAC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEB0,0x80136378,0xD30B9B01,0x80136378,unclassified_pointer,False
0x7AEB4,0x801393B4,0xD30B3C66,0x801393B4,unclassified_pointer,False
0x7AEB8,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEBC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEC0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEC4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AECC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AED0,0x80136638,0xD30B4138,0x80136638,unclassified_pointer,False
0x7AED4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AED8,0x80136800,0xD30B3800,0x80136800,unclassified_pointer,False
0x7AEDC,0x8013644C,0xD30B644C,0x8013644C,unclassified_pointer,False
0x7AEE0,0x8013644C,0xD30B644C,0x8013644C,unclassified_pointer,False
0x7AEE4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AEE8,0x80136800,0xD30B3800,0x80136800,unclassified_pointer,False
0x7AEEC,0x801369C0,0xD30B24C0,0x801369C0,unclassified_pointer,False
0x7AEF0,0x80136AC4,0xD30B3454,0x80136AC4,unclassified_pointer,False
0x7AEF4,0x80136ED0,0xD30B39D0,0x80136ED0,unclassified_pointer,False
0x7AEF8,0x80136E14,0xD30B3914,0x80136E14,unclassified_pointer,False
0x7AEFC,0x8013A63C,0xD30B9DD1,0x8013A63C,unclassified_pointer,False
0x7AF00,0x8013A838,0xD30B6738,0x8013A838,unclassified_pointer,False
0x7AF04,0x801391B4,0xD30B6166,0x801391B4,unclassified_pointer,False
0x7AF08,0x80138D88,0xD30B023D,0x80138D88,unclassified_pointer,False
0x7AF0C,0x80136578,0xD30B3601,0x80136578,unclassified_pointer,False
0x7AF10,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF14,0x8013648C,0xD30B648C,0x8013648C,unclassified_pointer,False
0x7AF18,0x8013648C,0xD30B648C,0x8013648C,unclassified_pointer,False
0x7AF1C,0x80137070,0xD30B7070,0x80137070,unclassified_pointer,False
0x7AF20,0x8013BDE0,0xD30BBDE0,0x8013BDE0,unclassified_pointer,False
0x7AF24,0x80137B6C,0xD30B1839,0x80137B6C,unclassified_pointer,False
0x7AF28,0x80137070,0xD30B7070,0x80137070,unclassified_pointer,False
0x7AF2C,0x801392BC,0xD30B1BBC,0x801392BC,unclassified_pointer,False
0x7AF30,0x8013AC64,0xD30BAC64,0x8013AC64,unclassified_pointer,False
0x7AF3C,0x8013AC64,0xD30BAC64,0x8013AC64,unclassified_pointer,False
0x7AF40,0x80137840,0xD30B01D2,0x80137840,unclassified_pointer,False
0x7AF44,0x80136BF8,0xD30B6BF8,0x80136BF8,unclassified_pointer,False
0x7AF48,0x80136C9C,0xD30B39A1,0x80136C9C,unclassified_pointer,False
0x7AF4C,0x80136DA0,0xD30B3BA0,0x80136DA0,unclassified_pointer,False
0x7AF50,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF54,0x8013D25C,0xD30B8030,0x8013D25C,unclassified_pointer,False
0x7AF58,0x8013959C,0xD30B09A1,0x8013959C,unclassified_pointer,False
0x7AF5C,0x8013AC64,0xD30BAC64,0x8013AC64,unclassified_pointer,False
0x7AF60,0x80137228,0xD30B0428,0x80137228,unclassified_pointer,False
0x7AF64,0x8013ADDC,0xD30B81DC,0x8013ADDC,unclassified_pointer,False
0x7AF68,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF6C,0x80138628,0xD30B3E28,0x80138628,unclassified_pointer,False
0x7AF70,0x80138628,0xD30B3E28,0x80138628,unclassified_pointer,False
0x7AF74,0x80138628,0xD30B3E28,0x80138628,unclassified_pointer,False
0x7AF78,0x80138628,0xD30B3E28,0x80138628,unclassified_pointer,False
0x7AF7C,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF80,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF84,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF88,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF8C,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF90,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AF94,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AF98,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AF9C,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFA0,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFA4,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFA8,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFAC,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFB0,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFB4,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFB8,0x8013D5D8,0xD30B0DD8,0x8013D5D8,unclassified_pointer,False
0x7AFBC,0x8013CD7C,0xD30B8B0A,0x8013CD7C,unclassified_pointer,False
0x7AFC0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFC4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFC8,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFCC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFD0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFD4,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFD8,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFDC,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFE0,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7AFE4,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFE8,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFEC,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFF0,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFF4,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFF8,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7AFFC,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7B000,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7B004,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7B008,0x8013D7D0,0xD30BD7D0,0x8013D7D0,unclassified_pointer,False
0x7B00C,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B010,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B014,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B018,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B01C,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B020,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B024,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B028,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B02C,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B030,0x8013D858,0xD30BD858,0x8013D858,unclassified_pointer,False
0x7B034,0x8013C7E0,0xD30BC7E0,0x8013C7E0,unclassified_pointer,False
0x7B038,0x8013A3A4,0xD30B2090,0x8013A3A4,unclassified_pointer,False
0x7B03C,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7B040,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7B044,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7B048,0x801361BC,0xD30B2DBC,0x801361BC,unclassified_pointer,False
0x7B04C,0x80138DC8,0xD30B026F,0x80138DC8,unclassified_pointer,False
0x7B050,0x801391F4,0xD30B91F4,0x801391F4,unclassified_pointer,False
0x7B054,0x801365F8,0xD30B65F8,0x801365F8,unclassified_pointer,False
0x7B058,0x8013C500,0xD30B7D00,0x8013C500,unclassified_pointer,False
0x7B05C,0x8013604C,0xD30BD54C,0x8013604C,unclassified_pointer,False
0x7B060,0x80138F20,0xD30B0C20,0x80138F20,unclassified_pointer,False
0x7B064,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B068,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B06C,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B070,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B074,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B078,0x801395DC,0xD30B09DC,0x801395DC,unclassified_pointer,False
0x7B07C,0x8013D938,0xD30B9438,0x8013D938,unclassified_pointer,False
0x7B080,0x8013A63C,0xD30B9DD1,0x8013A63C,unclassified_pointer,False
0x7B084,0x8013D938,0xD30B9438,0x8013D938,unclassified_pointer,False
0x7B088,0x80135F8C,0xD30B318C,0x80135F8C,unclassified_pointer,False
0x7B08C,0x80135F8C,0xD30B318C,0x80135F8C,unclassified_pointer,False
0x7B098,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B09C,0x8013E0BC,0xD313E0BC,0x8013E0BC,unclassified_pointer,False
0x7B0B8,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B0BC,0x8013E20C,0xD313E20C,0x8013E20C,unclassified_pointer,False
0x7B0D8,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B0DC,0x8013E378,0xD313E301,0x8013E378,unclassified_pointer,False
0x7B0E0,0x8013E440,0xD313E4D2,0x8013E440,unclassified_pointer,False
0x7B0F0,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B0F4,0x8013E5A4,0xD313E590,0x8013E5A4,unclassified_pointer,False
0x7B0F8,0x8013E68C,0xD313E68C,0x8013E68C,unclassified_pointer,False
0x7B100,0x8013E718,0xD313E79A,0x8013E718,unclassified_pointer,False
0x7B104,0x8013E778,0xD313E701,0x8013E778,unclassified_pointer,False
0x7B108,0x8013E7EC,0xD30BE7EC,0x8013E7EC,unclassified_pointer,False
0x7B10C,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B110,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B114,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B118,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B11C,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B120,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B124,0x8013E8C0,0xD313E8C0,0x8013E8C0,unclassified_pointer,False
0x7B128,0x8013E990,0xD303DE90,0x8013E990,unclassified_pointer,False
0x7B12C,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B130,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B134,0x8013EA08,0xD32BDE08,0x8013EA08,unclassified_pointer,False
0x7B140,0x8013EAF4,0xD30BEAF4,0x8013EAF4,unclassified_pointer,False
0x7B144,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B148,0x8013EBD8,0xD313EBD8,0x8013EBD8,unclassified_pointer,False
0x7B14C,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B150,0x8013EC94,0xD313EC47,0x8013EC94,unclassified_pointer,False
0x7B154,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B1A8,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1AC,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1B0,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1B4,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1B8,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1BC,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1C0,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1C4,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1C8,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1CC,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1D0,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1D4,0x8013EB40,0xD313EBD2,0x8013EB40,unclassified_pointer,False
0x7B1D8,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1DC,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1E0,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1E4,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1E8,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1EC,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1F0,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B1F4,0x8013EC54,0xD313EC54,0x8013EC54,unclassified_pointer,False
0x7B2C0,0x8013EDD0,0xD313EDD0,0x8013EDD0,unclassified_pointer,False
0x7B2C4,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B2C8,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B2D0,0x8013EE40,0xD313EED2,0x8013EE40,unclassified_pointer,False
0x7B2D8,0x8013F05C,0xD313F030,0x8013F05C,unclassified_pointer,False
0x7B2DC,0x8013A8FC,0xD30BA8FC,0x8013A8FC,unclassified_pointer,False
0x7B2E4,0x8013F0E4,0xD30BF0E4,0x8013F0E4,unclassified_pointer,False
0x7B2E8,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B2FC,0x8013EDD0,0xD313EDD0,0x8013EDD0,unclassified_pointer,False
0x7B300,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B304,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B30C,0x8013F17C,0xD313F10A,0x8013F17C,unclassified_pointer,False
0x7B310,0x8013F2A4,0xD313F290,0x8013F2A4,unclassified_pointer,False
0x7B31C,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B320,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B324,0x8013F340,0xD313F3D2,0x8013F340,unclassified_pointer,False
0x7B32C,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B330,0x8013F4D0,0xD313F4D0,0x8013F4D0,unclassified_pointer,False
0x7B334,0x8013F514,0xD313F514,0x8013F514,unclassified_pointer,False
0x7B33C,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B340,0x8013F5CC,0xD313F5CC,0x8013F5CC,unclassified_pointer,False
0x7B344,0x8013F630,0xD313F630,0x8013F630,unclassified_pointer,False
0x7B360,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B364,0x8013F6CC,0xD313F6CC,0x8013F6CC,unclassified_pointer,False
0x7B36C,0x8013F724,0xD313F724,0x8013F724,unclassified_pointer,False
0x7B370,0x8013F630,0xD313F630,0x8013F630,unclassified_pointer,False
0x7B374,0x8013E7EC,0xD30BE7EC,0x8013E7EC,unclassified_pointer,False
0x7B378,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B37C,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B380,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B384,0x8013E854,0xD313E854,0x8013E854,unclassified_pointer,False
0x7B388,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B38C,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B390,0x8013F8E0,0xD30BF8E0,0x8013F8E0,unclassified_pointer,False
0x7B394,0x8013E990,0xD303DE90,0x8013E990,unclassified_pointer,False
0x7B398,0x8014645C,0xD3146430,0x8014645C,unclassified_pointer,False
0x7B39C,0x8013FA00,0xD313FA00,0x8013FA00,unclassified_pointer,False
0x7B3A4,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B3A8,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B3AC,0x8013FA70,0xD313FA70,0x8013FA70,unclassified_pointer,False
0x7B3E8,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B3EC,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B3F0,0x8013FAF8,0xD30BFAF8,0x8013FAF8,unclassified_pointer,False
0x7B400,0x8013FBB4,0xD313FB66,0x8013FBB4,unclassified_pointer,False
0x7B404,0x8013FBF8,0xD30BFBF8,0x8013FBF8,unclassified_pointer,False
0x7B410,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B414,0x80137BAC,0xD30B18AC,0x80137BAC,unclassified_pointer,False
0x7B420,0x80138354,0xD30B3554,0x80138354,unclassified_pointer,False
0x7B424,0x8013FCE8,0xD30BFCE8,0x8013FCE8,unclassified_pointer,False
0x7B438,0x8013FDD0,0xD313FDD0,0x8013FDD0,unclassified_pointer,False
0x7B444,0x80145CE8,0xD3145CE8,0x80145CE8,unclassified_pointer,False
0x7B448,0x8013E188,0xD313E13D,0x8013E188,unclassified_pointer,False
0x7B450,0x8013E188,0xD313E13D,0x8013E188,unclassified_pointer,False
0x7B458,0x8013E2F4,0xD30BE2F4,0x8013E2F4,unclassified_pointer,False
0x7B460,0x8013E2F4,0xD30BE2F4,0x8013E2F4,unclassified_pointer,False
0x7B468,0x8013F300,0xD313F300,0x8013F300,unclassified_pointer,False
0x7B470,0x8013F300,0xD313F300,0x8013F300,unclassified_pointer,False
0x7B478,0x8013F300,0xD313F300,0x8013F300,unclassified_pointer,False
0x7B480,0x8013F300,0xD313F300,0x8013F300,unclassified_pointer,False
0x7B488,0x8013F58C,0xD313F58C,0x8013F58C,unclassified_pointer,False
0x7B490,0x8013F58C,0xD313F58C,0x8013F58C,unclassified_pointer,False
0x7B498,0x8013F58C,0xD313F58C,0x8013F58C,unclassified_pointer,False
0x7B4A0,0x8013F58C,0xD313F58C,0x8013F58C,unclassified_pointer,False
0x7B4A8,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4B0,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4B8,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4C0,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4C8,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4D0,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4D8,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4E0,0x8013F68C,0xD313F68C,0x8013F68C,unclassified_pointer,False
0x7B4E8,0x8013859C,0xD30B53A1,0x8013859C,unclassified_pointer,False
0x7B4F0,0x8013859C,0xD30B53A1,0x8013859C,unclassified_pointer,False
0x7B500,0x8013E564,0xD313E564,0x8013E564,unclassified_pointer,False
0x7B508,0x8013E564,0xD313E564,0x8013E564,unclassified_pointer,False
0x7B510,0x8013A324,0xD30B2024,0x8013A324,unclassified_pointer,False
0x7B518,0x8013A324,0xD30B2024,0x8013A324,unclassified_pointer,False
0x7B520,0x80139FCC,0xD30B74CC,0x80139FCC,unclassified_pointer,False
0x7B528,0x80139FCC,0xD30B74CC,0x80139FCC,unclassified_pointer,False
0x7B530,0x8013E6D8,0xD313E6D8,0x8013E6D8,unclassified_pointer,False
0x7B538,0x8013E6D8,0xD313E6D8,0x8013E6D8,unclassified_pointer,False
0x7B540,0x8013E6D8,0xD313E6D8,0x8013E6D8,unclassified_pointer,False
0x7B548,0x8013E9C8,0xD303DE6F,0x8013E9C8,unclassified_pointer,False
0x7B550,0x8013E9C8,0xD303DE6F,0x8013E9C8,unclassified_pointer,False
0x7B558,0x8013EA5C,0xD32BDE30,0x8013EA5C,unclassified_pointer,False
0x7B560,0x8013EA5C,0xD32BDE30,0x8013EA5C,unclassified_pointer,False
0x7B568,0x8013F3D4,0xD313F345,0x8013F3D4,unclassified_pointer,False
0x7B570,0x8013F3D4,0xD313F345,0x8013F3D4,unclassified_pointer,False
0x7B578,0x8013F3D4,0xD313F345,0x8013F3D4,unclassified_pointer,False
0x7B580,0x8013F3D4,0xD313F345,0x8013F3D4,unclassified_pointer,False
0x7B588,0x8013F3D4,0xD313F345,0x8013F3D4,unclassified_pointer,False
0x7B590,0x8013F0A4,0xD313F090,0x8013F0A4,unclassified_pointer,False
0x7B598,0x8013F0A4,0xD313F090,0x8013F0A4,unclassified_pointer,False
0x7B5A0,0x8013FAB8,0xD313FA99,0x8013FAB8,unclassified_pointer,False
0x7B5A8,0x8013FAB8,0xD313FA99,0x8013FAB8,unclassified_pointer,False
0x7B5B0,0x8013FAB8,0xD313FA99,0x8013FAB8,unclassified_pointer,False
0x7B5B8,0x8013FB74,0xD313FB2B,0x8013FB74,unclassified_pointer,False
0x7B5C0,0x8013FD90,0xD313FD90,0x8013FD90,unclassified_pointer,False
